Team A,Team B,Score A,Score B,Date
PRFC Scottsdale 14B Copa,Playmaker Futbol Academy 15B Black,5.0,0.0,2025-02-22
Amore 2014 Boys,Playmaker Futbol Academy 15B Black,1.0,11.0,2025-02-21
AZ Inferno 15 Boys Black,Playmaker Futbol Academy 15B Black,0.0,4.0,2025-02-08
Playmaker Futbol Academy 15B Black,U-10 (2015) Boys Pre Academy,5.0,0.0,2025-02-08
Playmaker Futbol Academy 15B Black,Select 15B,4.0,3.0,2025-01-19
AZ Inferno 15 Boys Black,Playmaker Futbol Academy 15B Black,4.0,1.0,2025-01-12
PRFC Desert Foothills 15B Copa,Playmaker Futbol Academy 15B Black,4.0,1.0,2025-01-12
15B Tesensky,Playmaker Futbol Academy 15B Black,0.0,1.0,2025-01-11
EXCEL24FallU9U10B3Klein,Playmaker Futbol Academy 15B Black,6.0,7.0,2024-12-14
FSC United 15 Boys,Playmaker Futbol Academy 15B Black,0.0,2.0,2024-12-08
Phoenix Premier FC 15B White,Playmaker Futbol Academy 15B Black,1.0,3.0,2024-12-07
Playmaker Futbol Academy 15B Black,Select 15B,4.0,0.0,2024-11-09
CCV STARS 15 Boys Navy SUR,Playmaker Futbol Academy 15B Black,0.0,0.0,2024-11-03
Playmaker Futbol Academy 15B Black,South Valley Soccer Club Scorpions,7.0,0.0,2024-11-02
Playmaker Futbol Academy 15B Black,Synergy FC 15/16B,0.0,4.0,2024-11-02
FSC United 15 Boys,Phoenix Premier FC 15B White,0.0,4.0,2025-09-28
FSC United 15 Boys,Manchester United-Yellow,0.0,0.0,2025-09-28
FSC United 15 Boys,Newcastle-Green,0.0,0.0,2025-09-14
FSC United 15 Boys,NOS Santos 15 Boys White,3.0,1.0,2025-09-05
FSC United 15 Boys,Manchester United-Yellow,0.0,0.0,2025-08-24
FSC United 15 Boys,Manchester City-Neon Yellow,0.0,0.0,2025-06-01
FSC United 15 Boys,Verde Valley United FC,5.0,0.0,2025-05-25
FSC United 15 Boys,Kingman SC B14 McGill,0.0,8.0,2025-05-24
FSC United 15 Boys,Tottenham-White,0.0,0.0,2025-04-27
Brighton-Navy,FSC United 15 Boys,0.0,0.0,2025-04-27
FSC United 15 Boys,PRFC Desert Foothills 15B Copa,8.0,1.0,2025-02-23
FSC United 15 Boys,PRFC Scottsdale 15B Stars,1.0,11.0,2025-02-22
FC Elite Arizona 2015 Boys,FSC United 15 Boys,6.0,2.0,2024-12-07
FSC United 15 Boys,PRFC North Valley 15B Copa,5.0,2.0,2024-12-07
FSC United 15 Boys,Madison FC 2015 Boys Blue,4.0,1.0,2024-11-10
Cobre Mountain Roadrunners 5,FSC United 15 Boys,2.0,8.0,2024-11-09
Arsenal-Forest Green,FSC United 15 Boys,0.0,0.0,2024-10-20
EXCEL25WU9U10B3Klein,U9/U10 Hakes Excel,1.0,10.0,2025-03-09
GRP QC U10B T03 Aguirre White,PRFC Desert Foothills 16B Predator,0.0,6.0,2025-03-21
GRP QC U10B T03 Aguirre White,NOS Santos 15 Boys White,6.0,1.0,2025-03-20
GRP QC U10B T03 Aguirre White,GRP QC U10B T05 Johnson Red,2.0,8.0,2024-11-09
GRP QC U10B T01 Speth Maroon,GRP QC U10B T03 Aguirre White,0.0,0.0,2024-11-02
GRP QC U10B T02 Evanson Orange,GRP QC U10B T03 Aguirre White,6.0,4.0,2024-10-26
GRP QC U10B T03 Aguirre White,GRP QC U10B T04 Escarcega Navy,0.0,6.0,2024-10-19
AZ Arsenal 15 Boys Select,Phoenix Premier FC 15B White,1.0,8.0,2025-10-04
AZEV B2015 (NAVY),Phoenix Premier FC 15B White,1.0,0.0,2025-09-13
AZVV B2015 (NAVY),Phoenix Premier FC 15B White,1.0,2.0,2025-09-06
Next Level Soccer Southeast 2016 Boys Blue,Phoenix Premier FC 15B White,0.0,7.0,2025-04-13
AZ Arsenal 15 Boys Teal 2 CC,Phoenix Premier FC 15B White,0.0,6.0,2025-04-12
CCV STARS 15 Boys Orange EAV,Phoenix Premier FC 15B White,0.0,0.0,2025-03-29
Atletico Tuzos Mesa 2015,Phoenix Premier FC 15B White,0.0,0.0,2025-03-29
CCV STARS 15 Boys Orange EAV,Phoenix Premier FC 15B White,0.0,0.0,2025-03-01
PRFC Southeast Valley 15B Samba,Phoenix Premier FC 15B White,5.0,2.0,2025-02-23
Havasu Lions 15B Schwing,Phoenix Premier FC 15B White,2.0,1.0,2025-02-22
PRFC Scottsdale 15B Gazelle,Phoenix Premier FC 15B White,5.0,1.0,2025-02-21
AZ Arsenal 15 Boys Teal 2 CC,Phoenix Premier FC 15B White,3.0,3.0,2025-01-25
EV-NSFC 15 Boys Smith(3),Phoenix Premier FC 15B White,1.0,1.0,2025-01-25
AYSO 1079 2015/16 Boys,Phoenix Premier FC 15B White,1.0,1.0,2025-01-24
FC Elite Arizona 2015 Boys,Phoenix Premier FC 15B White,1.0,3.0,2024-12-08
15B Sanchez,Phoenix Premier FC 15B White,3.0,3.0,2024-11-10
CCV STARS 15 Boys Red PEO,Phoenix Premier FC 15B White,1.0,1.0,2024-11-09
Phoenix 15/16B Blue,Phoenix Premier FC 15B White,6.0,2.0,2024-11-09
AZ Arsenal 15 Boys Teal SH,PSC 2015B,6.0,0.0,2025-10-11
2016B Locomotive EPPL Valcarcel-LC,AZ Arsenal 15 Boys Teal SH,0.0,20.0,2025-10-11
AZ Arsenal 15 Boys Teal SH,LAFC 15 BOYS,0.0,0.0,2025-09-27
AZ Arsenal 15 Boys Teal SH,Excel Soccer Academy 15B Black,3.0,4.0,2025-09-13
AZ Arsenal 15 Boys Teal SH,FCDA 2015/16B Pre - Academy,1.0,6.0,2025-09-13
NOS Santos 15 Boys White,PRFC Desert Foothills 15B Copa,0.0,0.0,2025-03-29
FC Elite Arizona 2015 Boys,PRFC Desert Foothills 15B Copa,0.0,0.0,2025-03-29
PRFC Desert Foothills 15B Copa,Union Maricopa 2016 Net Ninjas Selects,1.0,3.0,2025-02-22
15B Summers,PRFC Desert Foothills 15B Copa,2.0,2.0,2025-02-22
Havasu Lions 15B Schwing,PRFC Desert Foothills 15B Copa,2.0,7.0,2025-01-12
PRFC Desert Foothills 15B Copa,RSLAZ Southern 15B Rayados Red,2.0,3.0,2024-12-15
EXCEL24FallU9U10B4Crudup,PRFC Desert Foothills 15B Copa,0.0,2.0,2024-12-14
AZ Arsenal 15 Boys Teal 1 OC,PRFC Desert Foothills 15B Copa,6.0,0.0,2024-11-02
Legends FC AZ 15B Gold,PRFC Desert Foothills 15B Copa,0.0,9.0,2024-11-01
Next Level Soccer Southeast 2015 Boys Blue,PRFC Desert Foothills 15B Copa,0.0,11.0,2024-10-24
Atletico Tuzos Mesa 2015,Salsa 2015,1.0,7.0,2025-03-30
Salsa 2015,Verde Valley United FC - U10 Boys,3.0,2.0,2025-03-29
LV Heat Surf 15B Select White Henderson,Salsa 2015,1.0,1.0,2025-03-02
Salsa 2015,Vegas strong 2015,1.0,8.0,2025-03-01
LAS VEGAS DIVERSITY FC '15 BOYS WHITE,Salsa 2015,2.0,1.0,2025-03-01
Next Level Soccer Southeast 2015 Boys Green,Salsa 2015,2.0,4.0,2024-11-24
Atletico Tuzos Mesa 2015,Salsa 2015,2.0,6.0,2024-11-23
Salsa 2015,State 48 FC Verrado 15 White,1.0,7.0,2024-11-23
Phoenix Premier FC 15B SW,Salsa 2015,3.0,5.0,2024-11-09
CCV STARS 15 Boys White PEO,Salsa 2015,4.0,6.0,2024-11-09
Salsa 2015,State 48 FC Verrado 15 White,1.0,6.0,2024-11-02
15B Simbron,PSG 15B Red,0.0,0.0,2025-09-27
PSG 15B Red,Tuzos 2015 Nava,3.0,3.0,2025-09-20
15 Pre-MLS Next Tier #2,PSG 15B Red,9.0,2.0,2025-08-30
CCV STARS 15 Boys Red PEO,Phoenix 15/16B Blue,3.0,5.0,2024-11-10
15B Sanchez,CCV STARS 15 Boys Red PEO,5.0,2.0,2024-11-09
15B Tesensky,CCV STARS 15 Boys Red PEO,0.0,0.0,2024-10-19
15 Boys National League #2,BVBIA ARIZONA BLACK & YELLOW 2015,0.0,1.0,2025-09-20
15B Oscar,CAC 15/16B (Conroy),0.0,0.0,2025-10-11
2015 Boys Blue,CCV STARS 15 Boys Navy SUR,1.0,2.0,2025-03-22
2015 Boys Blue,CCV STARS 15 Boys Navy SUR,1.0,2.0,2025-03-22
2015 Boys Blue,2015 Boys Yellow,6.0,9.0,2025-03-22
2015 Boys Blue,2015 Boys Yellow,6.0,9.0,2025-03-22
2015 Boys Blue,Select 15B,0.0,0.0,2025-03-01
2015 Boys Blue,Select 15B,0.0,0.0,2025-03-01
2015 Boys Blue,FC Elite Arizona 2015 Boys,0.0,0.0,2025-03-01
2015 Boys Blue,FC Elite Arizona 2015 Boys,0.0,0.0,2025-03-01
2015 Boys Blue,AYSO 1079 2015/16 Boys,0.0,1.0,2025-02-09
2015 Boys Blue,AYSO 1079 2015/16 Boys,0.0,1.0,2025-02-09
2015 Boys Blue,State 48 FC 15 Black,2.0,2.0,2025-02-07
2015 Boys Blue,State 48 FC 15 Black,2.0,2.0,2025-02-07
2015 Boys Blue,Madison FC 2015 Boys Blue,0.0,2.0,2025-01-12
2015 Boys Blue,Madison FC 2015 Boys Blue,0.0,2.0,2025-01-12
2015 Boys Blue,CCV STARS 15 Boys Navy EAV,1.0,3.0,2025-01-10
2015 Boys Blue,CCV STARS 15 Boys Navy EAV,1.0,3.0,2025-01-10
2015 Boys Blue,Synergy FC 15/16B,4.0,2.0,2024-12-14
2015 Boys Blue,Synergy FC 15/16B,4.0,2.0,2024-12-14
2015 Boys Blue,Phoenix Premier FC 15B SW,0.0,4.0,2024-12-08
2015 Boys Blue,Phoenix Premier FC 15B SW,0.0,4.0,2024-12-08
2015 Boys Blue,AZ Inferno 15 Boys Black,3.0,0.0,2024-12-07
2015 Boys Blue,AZ Inferno 15 Boys Black,3.0,0.0,2024-12-07
2015 Boys Blue,2015 Boys Blue,5.0,1.0,2024-12-07
2015 Boys Blue,2015 Boys Blue,5.0,1.0,2024-12-07
2015 Boys Blue,2015 Boys Blue,5.0,1.0,2024-12-07
2015 Boys Blue,2015 Boys Blue,5.0,1.0,2024-12-07
Nankatsu,Rangers 15B,0.0,0.0,2025-08-01
2015/16B Valenzuela Nogales,Rangers 15B,3.0,1.0,2025-03-22
15B Becerra,Rangers 15B,1.0,2.0,2025-03-15
Rangers 15B,WMFC Highlanders 10U Coed (2015-17),1.0,2.0,2025-02-16
Pima Surf Academy Boys 15/16,Rangers 15B,3.0,4.0,2025-02-16
Pima Surf Academy Boys 15/16,Rangers 15B,2.0,2.0,2025-02-15
15/16 Coed Lange,Rangers 15B,8.0,1.0,2025-01-19
Rangers 15B,State 48 FC 15 Black,0.0,14.0,2025-01-18
Pima Surf Academy Boys 15/16,Rangers 15B,4.0,2.0,2024-11-10
2015/16B Valenzuela Nogales,Rangers 15B,5.0,0.0,2024-11-10
Rangers 15B,Santos 15B,4.0,0.0,2024-11-09
17B Albelais,Rangers 15B,5.0,2.0,2024-10-20
16B Albelais,Rangers 15B,0.0,9.0,2024-10-19
15B Garza/Bernal-3,Rangers 15B,6.0,1.0,2024-10-19
PRFC Southeast Valley 15B Samba,Select 15B,0.0,0.0,2025-03-01
PRFC Southeast Valley 15B Samba,Prescott Predators 15B Leick,2.0,4.0,2025-02-22
FC Elite Arizona 2015 Boys,PRFC Southeast Valley 15B Samba,3.0,1.0,2024-10-26
CCV STARS 15 Boys LAV,PRFC Southeast Valley 15B Samba,9.0,0.0,2024-10-26
15B Tesensky,PRFC Southeast Valley 15B Samba,2.0,1.0,2024-10-25
AZ Inferno 15 Boys Black,CCV Stars 15 Boys West Orange,0.0,0.0,2025-10-11
AZ Inferno 15 Boys Black,State 48 FC Laveen 15/16 Black,0.0,0.0,2025-09-20
AZ Inferno 15 Boys Black,CCV Stars 15 Boys West Orange,4.0,1.0,2025-09-13
AZ Inferno 15 Boys Black,NOS Santos 15 Boys White,0.0,0.0,2025-03-29
AZ Inferno 15 Boys Black,FC Elite Arizona 2015 Boys,0.0,0.0,2025-03-29
AZ Inferno 15 Boys Black,Prescott Predators 15B Leick,2.0,1.0,2025-03-15
AZ Inferno 15 Boys Black,CCV STARS 15 Boys Navy SUR,7.0,1.0,2025-03-15
AZ Inferno 15 Boys Black,Synergy FC 15/16B,0.0,0.0,2025-03-01
AZ Inferno 15 Boys Black,NOS Santos 15 Boys White,0.0,0.0,2025-03-01
AZ Inferno 15 Boys Black,U-10 (2015) Boys Pre Academy,0.0,9.0,2025-02-09
AZ Inferno 15 Boys Black,Havasu Lions 15B Schwing,3.0,9.0,2025-01-12
15B Tesensky,AZ Inferno 15 Boys Black,5.0,1.0,2025-01-11
AZ Inferno 15 Boys Black,Madison FC 2015 Boys Blue,5.0,4.0,2024-12-08
AZ Inferno 15 Boys Black,Phoenix Premier FC 15B SW,1.0,2.0,2024-12-07
AZEV B2015 (NAVY),NOS Santos 15 Boys Yellow,3.0,2.0,2025-10-04
AZ Arsenal 16 Boys Teal DB,AZEV B2015 (NAVY),1.0,2.0,2025-09-27
AZEV B2015 (NAVY),BRAZAS FC 2015 Boys Gold,0.0,0.0,2025-09-26
AZEV B2015 (NAVY),AZVV B2015 (NAVY),2.0,3.0,2025-09-25
AZEV B2015 (NAVY),PSC 2015B,0.0,4.0,2025-09-24
AZ Arsenal 15 Boys Select,AZEV B2015 (NAVY),1.0,9.0,2025-09-20
AZ Arsenal 15 Boys Teal 2 BD,AZEV B2015 (NAVY),0.0,0.0,2025-03-29
15B Blue Montoya #2,AZEV B2015 (NAVY),0.0,0.0,2025-03-29
AZEV B2015 (NAVY),EXCEL25WrU9U10B1Overlin,2.0,5.0,2025-03-09
AZEV B2015 (NAVY),EXCEL25WU9U10B2LVaras,4.0,1.0,2025-03-08
15B Tesensky,AZEV B2015 (NAVY),5.0,2.0,2025-03-08
15B Blue Arviso #2,AZEV B2015 (NAVY),0.0,0.0,2025-03-01
Prescott Predators 15B Leick,U-10 (2015) Girls Pre Academy,12.0,1.0,2025-04-27
Prescott Predators 15B Leick,Rayitos Elite,1.0,4.0,2025-04-05
CCV STARS 15 Boys Navy SUR,Prescott Predators 15B Leick,12.0,1.0,2025-03-16
Havasu Lions 15B Schwing,Prescott Predators 15B Leick,3.0,4.0,2025-02-23
Tornados FC,VSC 2016 Boys Green,1.0,2.0,2025-04-06
16B Blue Arviso #2,Tornados FC,2.0,1.0,2025-04-05
16B Barrera,Tornados FC,4.0,5.0,2025-04-04
Douglas Cobras,Tornados FC,4.0,1.0,2025-02-16
Empire 15B,Tornados FC,7.0,2.0,2025-02-15
RSLAZ Southern Rayados Az 2015 White,Tornados FC,4.0,2.0,2025-02-15
CCV Stars 15 Boys West Orange,La Piedad FC 2015 Blue,0.0,3.0,2025-10-04
Rayitos Elite,Select 15B,0.0,3.0,2025-04-06
Flagstaff SC United 15 Boys,Select 15B,0.0,6.0,2025-04-05
AZ Arsenal 15 Boys Teal 2 BD,Select 15B,0.0,0.0,2025-03-29
15B Blue Montoya #2,Select 15B,0.0,0.0,2025-03-29
Phoenix 15/16B Blue,Select 15B,4.0,3.0,2025-02-09
Select 15B,Vegas United ‘15 Boys Academy,4.0,0.0,2025-02-09
Select 15B,Synergy FC 15/16B,1.0,10.0,2025-02-08
Madison FC 2015 Boys Blue,Select 15B,1.0,4.0,2025-02-07
Havasu Lions 15B Schwing,Select 15B,5.0,3.0,2024-12-08
15B Rayados Red,PRFC Desert Foothills 15B Copa,2.0,3.0,2024-12-15
15B Campos,15B Rayados Red,0.0,3.0,2024-12-14
15B Rayados Red,EXCEL24FallU9U10B4Crudup,4.0,4.0,2024-12-14
15B Becerra,15B Rayados Red,3.0,2.0,2024-12-07
15B Rayados Red,Chelsea 15B2,8.0,0.0,2024-11-23
15B Rayados Red,Deportivo Mexico 15B,9.0,0.0,2024-11-10
15B Becerra,15B Rayados Red,11.0,1.0,2024-11-10
15B Garza/Bernal-3,15B Rayados Red,0.0,12.0,2024-11-09
15B Becerra,15B Rayados Red,4.0,1.0,2024-11-02
15B Rayados Red,Deportivo Mexico 15B,5.0,1.0,2024-10-26
15B Rayados Red,Chelsea 15B2,0.0,4.0,2024-10-19
Atletico Tuzos Mesa 2015,FC ARIZONA 15 PURTELL,0.0,0.0,2025-03-29
CCV STARS 15 Boys Orange EAV,FC ARIZONA 15 PURTELL,0.0,0.0,2025-03-29
FC ARIZONA 15 PURTELL,Select 15B,0.0,0.0,2025-03-01
FC ARIZONA 15 PURTELL,Madison FC 2015 Boys Blue,4.0,0.0,2024-10-20
16B Mendez GSA,FC ARIZONA 15 PURTELL,0.0,9.0,2024-10-20
FC ARIZONA 15 PURTELL,FC Elite Arizona 2015 Boys,1.0,1.0,2024-10-19
FC ARIZONA 15 PURTELL,State 48 FC Verrado 15/16 Black,7.0,0.0,2024-10-19
BVBIA ARIZONA BLACK & YELLOW 2015,CDO 16B Premier,2.0,6.0,2025-10-02
AZ Arsenal 16 Boys Teal OC,BVBIA ARIZONA BLACK & YELLOW 2015,14.0,0.0,2025-08-30
CCV Stars 15 Boys South Orange,East Valley NSFC 15 Boys Klein,0.0,5.0,2025-09-20
CCV Stars 15 Boys South Orange,NOS Santos 15 Boys Yellow,8.0,3.0,2025-09-13
CCV Stars 15 Boys South Orange,PSC 2015B,2.0,2.0,2025-09-13
CCV Stars 15 Boys South Orange,EV-NSFC 16 Boys Aguirre(1),1.0,6.0,2025-09-12
15B Summers,PRFC Scottsdale 15B Stars,2.0,5.0,2025-02-23
EXCEL24FallU9U10B2Komiskey,Excel U9/U10Kaufmann,4.0,2.0,2024-12-14
15B Summers,Excel U9/U10Kaufmann,10.0,1.0,2024-12-14
Havasu Lions 15B Schwing,PRFC Scottsdale 15B Gazelle,6.0,3.0,2025-02-22
Havasu Lions 15B Schwing,Las Vegas Elite FC B15 Black,1.0,6.0,2024-11-17
Havasu Lions 15B Schwing,Players 15 Boys Junior Academy,0.0,11.0,2024-11-16
Havasu Lions 15B Schwing,LV Heat Surf 15B Select White Henderson,8.0,2.0,2024-11-16
2015 Boys Yellow,BRAZAS FC 2015 Boys Gold,4.0,5.0,2025-10-04
2015 Boys Yellow,CCV STARS 15 Boys Navy SUR,8.0,4.0,2025-03-21
2015 Boys Yellow,State 48 FC 15 Copper,1.0,4.0,2025-01-18
2014 Boys Blue,2015 Boys Yellow,4.0,4.0,2024-12-14
2015 Boys Yellow,AZ Arsenal 14 Boys AYDP,4.0,2.0,2024-12-14
2015 Boys Yellow,FC Elite Arizona 2014 Boys,0.0,6.0,2024-12-13
AZ Arsenal 15 Boys Select,BRAZAS FC 2015 Boys White,1.0,2.0,2025-10-11
AZ Arsenal 15 Boys Select,AZVV B2015 (NAVY),0.0,0.0,2025-09-13
NOS Santos 15 Boys White,PRFC Scottsdale 15B Gazelle,2.0,2.0,2025-10-04
LAFC 15 BOYS,NOS Santos 15 Boys White,8.0,2.0,2025-04-19
AZSC 16B White,NOS Santos 15 Boys White,2.0,1.0,2025-04-17
EV-NSFC 15 Boys Smith(3),NOS Santos 15 Boys White,8.0,4.0,2025-04-15
NOS Santos 15 Boys White,PRFC Desert Foothills 16B Predator,0.0,12.0,2025-03-22
Kingman SC B2015-Strikers,NOS Santos 15 Boys White,7.0,0.0,2024-12-07
NOS Santos 15 Boys White,Next Level Soccer Southeast 2015 Boys Green,1.0,0.0,2024-12-07
NOS Santos 15 Boys White,Phoenix 15/16B Blue,17.0,1.0,2024-12-06
15B Tesensky,EXCEL25WU9U10B2LVaras,1.0,4.0,2025-03-08
EXCEL24FallU9U10B4Crudup,RSLAZ Southern 15B Rayados Red,4.0,4.0,2024-12-14
AYSO 1079 2015/16 Boys,AZ Arsenal 15 Boys Teal 2 BD,0.0,3.0,2025-02-22
AYSO 1079 2015/16 Boys,PRFC Southeast Valley 15B Copa,10.0,2.0,2025-02-21
AYSO 1079 2015/16 Boys,State 48 FC 15 Black,9.0,1.0,2025-02-08
AYSO 1079 2015/16 Boys,EV-NSFC 15 Boys Smith(3),6.0,4.0,2025-01-25
AYSO 1079 2015/16 Boys,AZ Arsenal 15 Boys Teal 2 CC,1.0,7.0,2025-01-25
AYSO 1079 2015/16 Boys,Select 15B,5.0,1.0,2025-01-18
AZ Arsenal 16 Boys Teal DB,Tuzos Legacy 2015,0.0,0.0,2025-10-12
2016B Locomotive EPPL Valcarcel-LC,PSC 2015B,0.0,0.0,2025-10-12
AZVV B2015 (NAVY),PSC 2015B,0.0,0.0,2025-09-27
BRAZAS FC 2015 Boys Gold,PSC 2015B,2.0,3.0,2025-09-27
AZ Arsenal 16 Boys Teal DB,PSC 2015B,1.0,1.0,2025-09-25
2016 Boys Blue,PSC 2015B,0.0,4.0,2025-09-13
AZ Arsenal 16 Boys Teal DB,SFC AZ United Soccer Academy 15B,3.0,4.0,2025-08-31
PRFC Desert Foothills 16B Predator,SFC AZ United Soccer Academy 15B,3.0,2.0,2025-08-30
16B KChacon,SFC AZ United Soccer Academy 15B,0.0,8.0,2025-08-30
Challenge 10B,WMFC Highlanders 10U Coed (2015-17),0.0,6.0,2025-05-25
Challenge 10B,Sun Warriors 15/16 Boys Sixtos,8.0,1.0,2025-05-24
15B Johnson,CDO 15B Alliance,2.0,1.0,2025-02-08
15B Blue Montoya #2,15B Johnson,0.0,2.0,2025-02-01
15B Johnson,CDO 15B Alliance,3.0,9.0,2025-01-25
15B Blue Montoya #2,15B Johnson,7.0,1.0,2025-01-25
15B Johnson,Pima Surf Academy Boys 15/16,14.0,0.0,2025-01-19
15B Johnson,15B Summers,1.0,16.0,2025-01-18
15B Johnson,24/25 U10B Thunderbirds,14.0,0.0,2025-01-18
15B Johnson,Pima Surf Academy Boys 15/16,10.0,2.0,2025-01-11
EXCEL25WU9U10B4Elsaady,WMFC Highlanders 10U Coed (2015-17),1.0,3.0,2025-03-09
15B Summers,EXCEL25WU9U10B4Elsaady,0.0,5.0,2025-03-08
EV-NSFC 15 Boys Smith(3),EXCEL25WU9U10B4Elsaady,6.0,0.0,2025-03-08
OJB FC 2015 Boys,State 48 FC 17 Black,1.0,7.0,2025-05-25
OJB FC 2015 Boys,Phoenix United 2016 Academy,4.0,2.0,2025-05-24
16B Blue Montoya,OJB FC 2015 Boys,13.0,5.0,2025-05-24
16B Wagner,OJB FC 2015 Boys,2.0,2.0,2025-04-06
OJB FC 2015 Boys,PRFC Desert Foothills 16B Predator,4.0,5.0,2025-04-05
Deportivo Coras USA 2016 B,OJB FC 2015 Boys,5.0,8.0,2025-04-05
OJB FC 2015 Boys,PRFC West Valley 15B Predator,0.0,0.0,2025-03-29
CCV STARS 15 Boys White PEO,OJB FC 2015 Boys,9.0,3.0,2025-03-22
OJB FC 2015 Boys,Pima Surf Academy Boys 15,5.0,1.0,2025-02-22
OJB FC 2015 Boys,PRFC Desert Foothills 15B Predator,6.0,3.0,2025-02-22
Legends FC AZ 15B Gold,OJB FC 2015 Boys,3.0,0.0,2025-02-08
OJB FC 2015 Boys,PRFC West Valley 15B Predator,10.0,1.0,2025-01-18
15B Summers,EXCEL24FallU9U10B2Komiskey,0.0,13.0,2024-12-13
15B Sanchez,EXCEL25WrU9U10B1Overlin,0.0,6.0,2025-03-08
2016 Boys Blue,NOS Santos 15 Boys Yellow,0.0,5.0,2025-09-12
15B Oscar,Gila Valley Ninjas,0.0,5.0,2025-09-20
15B Oscar,VSC 2014 Boys White,3.0,0.0,2025-09-20
15B Oscar,Pumas Tucson 14B,1.0,5.0,2025-09-19
Cobre Mountain Roadrunners 5,Madison FC 2015 Boys Blue,0.0,14.0,2024-11-09
2015B Locomotive EPPL Collopy,La Piedad FC 2015 Blue,1.0,1.0,2025-10-11
