Rank,Team,team_id,PowerScore_adj,PowerScore,GP_Mult,SAO_norm,SAD_norm,SOS_norm,SOS_iterative_norm,GamesPlayed,GamesTotal,Status,is_active,LastGame
28,Phoenix Premier FC Phoenix Premier FC 15B Black,57044,0.545,0.5445240814304717,1.0,0.49788804193106645,0.5923712313982304,0.5441203779410206,0.5441203779410206,30,0,Active,False,
29,Next Level Soccer (AZ) Northwest 2015 Boys Red,501674,0.544,0.5440343826395229,1.0,0.5406641919709575,0.5477052591840538,0.543934154014201,0.543934154014201,30,0,Active,False,
30,Phoenix Rising FC PRFC Scottsdale 15B Predator,259313,0.538,0.6126625719927835,0.8787675409297631,0.5129217712269928,0.44337839519743266,0.702337564513164,0.702337564513164,13,0,Active,False,
31,OJB FC OJB FC 2015 Boys,576789,0.538,0.5651175826807496,0.9524137961092619,0.6678402080537176,0.7480583579002331,0.46989644914993245,0.46989644914993245,17,0,Active,False,
32,FBSL AZ Thundercats 2015,562204,0.538,0.5375524275860815,1.0,0.7483777444084481,0.6321429195806327,0.43574715798044217,0.43574715798044217,24,0,Active,False,
33,RSL-AZ Yuma RSL-AZ Yuma 15 Boys Guzman,457765,0.537,0.5537858457212108,0.9688861611972633,0.5768356591970661,0.47608997049551033,0.5720011996378258,0.5720011996378258,18,0,Active,False,
34,,594010,0.536,0.5967338383829028,0.8985234417906397,0.7574254583458491,0.8158407603982155,0.4701343243901498,0.4701343243901498,14,0,Active,False,
35,Next Level Soccer (AZ) Southeast 2015 Boys Green,501668,0.535,0.5349353627886386,1.0,0.4740966991298356,0.5816640142884222,0.5396387001749784,0.5396387001749784,30,0,Active,False,
36,Phoenix Rising Desert Foothills PRFC Desert Foothills 15B Copa,296583,0.534,0.5338895326076638,1.0,0.4152569638335611,0.4805625831240669,0.5912093720268972,0.5912093720268972,22,0,Active,False,
37,FBSL Deportivo Coras USA 2015,178607,0.533,0.5328816326283683,1.0,0.7413980569440801,0.5207678053792569,0.46741410027283486,0.46741410027283486,30,0,Active,False,
38,Canyon Del Oro Soccer Club CDO 15B Elite,398193,0.529,0.5291129403830955,1.0,0.4628841044383558,0.4490056783153753,0.5778916397205822,0.5778916397205822,30,0,Active,False,
39,RSL-AZ Southern AZ 15B Rayados Blue,546436,0.528,0.5278255977645188,1.0,0.5177756585245588,0.46698184121088904,0.5514568296957153,0.5514568296957153,29,0,Active,False,
40,Pima County Surf Soccer Club Pima Surf Academy Boys 15,326440,0.526,0.526335996904299,1.0,0.5428140601179436,0.4603097774509936,0.5428520489841859,0.5428520489841859,30,0,Active,False,
41,Next Level Soccer (AZ) Southeast 2015 Boys Blue,307803,0.524,0.523812726647461,1.0,0.5048157471544026,0.455711893034433,0.5528453310161566,0.5528453310161566,30,0,Active,False,
42,Yavapai Soccer Select 15B,207298,0.524,0.5244261524343943,1.0,0.4080189790715705,0.602650313841796,0.5371538230862016,0.5371538230862016,30,0,Active,False,
43,Phoenix Rising FC PRFC West Valley 15B Predator,120282,0.518,0.5764082341032895,0.8985234417906397,0.551533403925235,0.5800502562101973,0.5834858367936717,0.5834858367936717,14,0,Active,False,
44,Paris Saint-Germain Academy Phoenix PSG 15B Blue,373024,0.514,0.5135380522349374,1.0,0.4676239757473328,0.3928124868517879,0.5690845995251889,0.5690845995251889,30,0,Active,False,
45,FBSL Tuzos Nogales 2015,546274,0.511,0.67243858378921,0.7596577929323739,0.8997647781618555,0.7858167270662303,0.5588704712393212,0.5588704712393212,8,0,Active,False,
46,Phoenix Rising FC PRFC Scottsdale 15B Samba,492965,0.511,0.5110548655047228,1.0,0.37448407571998565,0.6296006016774027,0.5170632167087418,0.5170632167087418,20,0,Active,False,
47,RSL-AZ North 15B Campos,494461,0.51,0.5353523928990411,0.9524137961092619,0.6186052119967211,0.36530460823337974,0.5642840480883683,0.5642840480883683,17,0,Active,False,
48,Phoenix Rising FC PRFC West Valley 15B Samba,257261,0.508,0.5080556007623714,1.0,0.5615193553857724,0.5875701082186635,0.46372951340247387,0.46372951340247387,21,0,Active,False,
49,FC Batavia 15 Boys Navy,166516,0.503,0.5193760266648111,0.9688861611972633,0.4995947733198228,0.615854764702391,0.4938101984339472,0.4938101984339472,18,0,Active,False,
50,RSL-AZ South 15B NJMarkette,135022,0.502,0.5021115995756826,1.0,0.42142528471977797,0.4389106366598311,0.5500740254996013,0.5500740254996013,28,0,Active,False,
51,Next Level Soccer (AZ) Northwest 2015 Boys Black,486579,0.496,0.49619274128760166,1.0,0.4926926496672341,0.5708792887368669,0.47246392267796916,0.47246392267796916,30,0,Active,False,
52,Brazas Futebol Club BRAZAS FC 2015 Boys Black,615532,0.495,0.4945154572045434,1.0,0.5251452736586887,0.4514743642401249,0.4986525493746344,0.4986525493746344,30,0,Active,False,
53,Playmaker Futbol Academy Playmaker Futbol Academy 15B Black,115875,0.494,0.4940174449695234,1.0,0.5526817145787305,0.45465188512536325,0.48758454171450766,0.48758454171450766,30,0,Active,False,
54,Brazas Futebol Club Brazas 2015 Boys Gold Diego Rangel,250958,0.493,0.49310885522473386,1.0,0.5168479034088256,0.48903474213165316,0.4865538768610635,0.4865538768610635,27,0,Active,False,
55,Phoenix Rising FC North Valley PRFC North Valley 15B Predator,260959,0.489,0.4888388539023266,1.0,0.5483960630263657,0.44161515351347386,0.48472768432393126,0.48472768432393126,30,0,Active,False,
56,Canyon Del Oro Soccer Club CDO 15B Premier,284382,0.488,0.48812510131559117,1.0,0.4393019955747365,0.41510670848384373,0.5287389341731252,0.5287389341731252,30,0,Active,False,
57,AYSO 216 AYSO 216 10UB PSP Gila Valley Ninjas,577124,0.487,0.4944628848614354,0.9847298018175751,0.6424961563062255,0.6811464753865022,0.3828905975381498,0.3828905975381498,19,0,Active,False,
58,AYSO United (AZ) AYSO 1079 2015 Boys,570465,0.482,0.5152567614179921,0.9352484478226214,0.6443642358859342,0.5918910860676677,0.4466761617121196,0.4466761617121196,16,0,Active,False,
59,FC Deportivo Arizona FCDA 2015/16B Pre - Academy,324106,0.479,0.8466856541727689,0.566014266387059,0.951385556919246,0.9789745254360951,0.767689396169501,0.767689396169501,3,0,Provisional,False,
60,Havasu Lions FC Havasu Lions 15B Schwing,519423,0.476,0.5550521979707793,0.8579172004440949,0.7925920345848543,0.8160029857479614,0.38888865650702686,0.38888865650702686,12,0,Active,False,
61,RSL-AZ South 15B Overlin,364431,0.475,0.6029798084665308,0.786980106228871,0.5314274532024802,0.38573694420205856,0.699244881642705,0.699244881642705,9,0,Active,False,
62,FBSL Tuzos USA 2015A,220089,0.475,0.4988536208687242,0.9524137961092619,0.47440058874153257,0.5533238099424544,0.48884790188654464,0.48884790188654464,17,0,Active,False,
63,Phoenix Rising FC North Valley PRFC North Valley 15B PreAcademy,260958,0.474,0.567504946750474,0.8358123939541524,0.4497522739346405,0.5338621380521551,0.6179701072551915,0.6179701072551915,11,0,Active,False,
64,South Bank SC FDI 2015,513843,0.472,0.4724453659641495,1.0,0.5094681609672471,0.46855307342846575,0.4614018651416782,0.4614018651416782,21,0,Active,False,
65,Renegades Soccer Club Wolves 15B,555440,0.471,0.471437984380976,1.0,0.5290307412051168,0.35112922972571176,0.4923433169913505,0.4923433169913505,20,0,Active,False,
66,Thunderbird FC 2015 Boys Blue,506718,0.47,0.4698845245351778,1.0,0.3338456249089446,0.35874069121490065,0.5522787688506813,0.5522787688506813,30,0,Active,False,
67,RSL-AZ West Valley West Valley 2015 Boys Rose,444284,0.47,0.46975687767786295,1.0,0.43036388906316575,0.5036821884399593,0.4715794369620633,0.4715794369620633,30,0,Active,False,
68,Freedom SC Freedom Roadrunners,185319,0.468,0.46787877515955034,1.0,0.489229862176744,0.3463830584894572,0.5012603183771834,0.5012603183771834,30,0,Active,False,
69,Arizona Soccer Club AZSC 2015B Navy,80006,0.468,0.5104492195915922,0.9173147546424016,0.4998714105670862,0.6811214077264871,0.457084426554796,0.457084426554796,15,0,Active,False,
70,FBSL Atletico Tuzos Guerrero 2015,385547,0.466,0.5923867623007565,0.786980106228871,0.327202860806929,0.541894873358044,0.6976120257796031,0.6976120257796031,9,0,Active,False,
71,RSL-AZ Southern AZ 15B Rayados Red,546441,0.466,0.5435661309835911,0.8579172004440949,0.6158506391612525,0.5554039262480809,0.5155253631695406,0.5155253631695406,12,0,Active,False,
72,RSL-AZ Southern AZ 15/16B Valenzuela Nogales,541851,0.466,0.4664903063453919,1.0,0.4001911851567429,0.6221584675184996,0.4367006263505723,0.4367006263505723,25,0,Active,False,
73,RSL-AZ South EXCEL25WU9U10B3Klein,559756,0.459,0.8113536959560169,0.566014266387059,0.6067761601448651,0.7651561043194952,0.8949454051052415,0.8949454051052415,3,0,Provisional,False,
74,Brazas Futebol Club Brazas 2015 Boys White Diego Lopez,520380,0.458,0.45821488956204315,1.0,0.33837495729891015,0.3704660589905649,0.5274111438402469,0.5274111438402469,21,0,Active,False,
75,RSL-AZ Southern AZ 15B Rayados White,546442,0.456,0.4633891986486352,0.9847298018175751,0.47059498334003896,0.38965342053916846,0.4855658631213229,0.4855658631213229,19,0,Active,False,
76,Phoenix Rising FC PRFC Southeast Valley 15B Predator,384729,0.455,0.5994895653624823,0.7596577929323739,0.5074133027992753,0.43355045727674485,0.6854946889121305,0.6854946889121305,8,0,Active,False,
77,Vail SC VSC 2015 Boys Green,305497,0.455,0.45544808305572904,1.0,0.4945413376787127,0.5140756667548303,0.4228744702817007,0.4228744702817007,28,0,Active,False,
78,AYSO United (AZ) AYSO 1079 2015/16 Boys,576105,0.455,0.4964851122905133,0.9173147546424016,0.7091313812119491,0.5961390697182796,0.3923850368407792,0.3923850368407792,15,0,Active,False,
79,RSL-AZ Southern AZ 15B Jason Pre MLS Next,558242,0.453,0.5761578812976091,0.786980106228871,0.4929812515279053,0.5885430346468605,0.5997550401044265,0.5997550401044265,9,0,Active,False,
80,RSL-AZ South 15B OMolina,252018,0.45,0.6167113855098512,0.7298278187766997,0.4518927651453272,0.33977743330545396,0.7639622430328248,0.7639622430328248,7,0,Active,False,
81,CCV STARS CCV Stars 15 Boys North Navy,128644,0.45,0.616957637609616,0.7298278187766997,0.356886334321912,0.7975628442049196,0.6434463365070826,0.6434463365070826,7,0,Active,False,
82,Arizona Arsenal Soccer Club AZ Arsenal 15 Boys Teal CE,254493,0.45,0.5006306136506113,0.8985234417906397,0.3442172478821956,0.3858021821734316,0.5910445460658098,0.5910445460658098,14,0,Active,False,
83,,583983,0.45,0.5119266790745123,0.8787675409297631,0.5246419638508479,0.7340993944749015,0.43363067901560387,0.43363067901560387,13,0,Active,False,
84,,443936,0.445,0.6387998889104192,0.696845301935949,0.3799089700026064,0.6695671811986653,0.7148410977836082,0.7148410977836082,6,0,Active,False,
85,East Valley/NSFC EV-NSFC 15 Boys Tiggs(2),277188,0.44,0.4466069639857712,0.9847298018175751,0.38247381358439947,0.49834088787716824,0.45074003948909613,0.45074003948909613,19,0,Active,False,
86,Phoenix Rising FC PRFC Southeast Valley 15B Predator-Central,494080,0.44,0.4404809801103049,1.0,0.4013430092484183,0.49060879642323413,0.4368176982932907,0.4368176982932907,26,0,Active,False,
87,Phoenix Rush 2015 Rush Boys,370615,0.434,0.4344228369439008,1.0,0.44058222847936857,0.4006553860498348,0.443625523396767,0.443625523396767,30,0,Active,False,
88,Flagstaff SC FSC United 15 Boys,289274,0.432,0.4316698573338914,1.0,0.38746991582432333,0.5478138586047936,0.40768850408011337,0.40768850408011337,25,0,Active,False,
89,Roadrunners YSC RYSC 2015,232674,0.43,0.42954390296975237,1.0,0.44870804666582176,0.5431129110680378,0.38529951903830073,0.38529951903830073,30,0,Active,False,
90,AYSO United (AZ) AZEV B2015 (NAVY),492404,0.428,0.4419989974850681,0.9688861611972633,0.32621650145766906,0.387559441099222,0.4987396816228164,0.4987396816228164,18,0,Active,False,
91,Phoenix Premier FC Phoenix Premier FC 15B X-Factor,250007,0.427,0.6918887912980333,0.6170338627200097,0.42147093928659224,0.719845122027551,0.7727092983920076,0.7727092983920076,4,0,Provisional,False,
92,FBSL Tuzos Royals 2015,624219,0.427,0.5113653062726986,0.8358123939541524,0.6667177061107677,0.4695903298361199,0.4735061651388684,0.4735061651388684,11,0,Active,False,
93,RSL-AZ North U9/U10 Hakes Excel,583508,0.423,0.7469627260008712,0.566014266387059,0.8859762286492282,0.6482240659828366,0.7335377784574304,0.7335377784574304,3,0,Provisional,False,
94,Madison FC Madison FC 15 Gold Boys,253825,0.423,0.5204727419322498,0.8122523963562356,0.3799089700026064,0.37528859202099996,0.6157220492125475,0.6157220492125475,10,0,Active,False,
95,Excel Soccer Academy Excel Soccer Academy 15B Red,306056,0.413,0.5656561662492176,0.7298278187766997,0.5988777156934459,0.6902341676293341,0.5130563159744359,0.5130563159744359,7,0,Active,False,
96,RSL-AZ Southern AZ 15B Garza Pre MLS Next,202919,0.41,0.5620705542633628,0.7298278187766997,0.40348499555094525,0.597276711552129,0.60319702140458,0.60319702140458,7,0,Active,False,
97,Dynamos SC Dynamos SC 15B Gold,152078,0.409,0.5201375248975995,0.786980106228871,0.4737608434704117,0.5731271792573511,0.5179332005867447,0.5179332005867447,9,0,Active,False,
98,State 48 FC State 48 FC 15 Elite,261196,0.408,0.5179757746069313,0.786980106228871,0.5122224292511531,0.4472047243024822,0.5434839064936738,0.5434839064936738,9,0,Active,False,
99,RSL-AZ North Excel U9/U10Kaufmann,567200,0.405,0.7149172928497662,0.566014266387059,0.4929812515279053,0.9370819193701014,0.7148410977836082,0.7148410977836082,3,0,Provisional,False,
100,AYSO 397 Challenge 10B,595469,0.404,0.6553313887472136,0.6170338627200097,0.5505398266396971,0.8195956443638197,0.6355071575775171,0.6355071575775171,4,0,Provisional,False,
101,Dynamos SC Dynamos SC 15B SC,126695,0.404,0.48328259747288677,0.8358123939541524,0.43913528101732247,0.5981317969007309,0.45971530314879344,0.45971530314879344,11,0,Active,False,
102,Next Level Soccer (AZ) Southeast 2015 Boys Red,288452,0.404,0.4035013065884937,1.0,0.48057813958890405,0.4223891877105652,0.3715130685476664,0.3715130685476664,30,0,Active,False,
103,Southern Arizona Soccer Club SASC 2015B Cardinals Jimenez,544458,0.401,0.4214387475670657,0.9524137961092619,0.5001285894329138,0.5433916219404927,0.354557842153974,0.354557842153974,17,0,Active,False,
104,Real Arizona FC Real Arizona 2015,443821,0.399,0.605376074174999,0.6597539553864471,0.5505398266396971,0.6395121895287158,0.6122761182355273,0.6122761182355273,5,0,Provisional,False,
105,CCV STARS CCV Stars 15 Boys South Pre-ECNL,259054,0.399,0.4776555139116906,0.8358123939541524,0.35420158028564847,0.5237424911010119,0.5034444993905975,0.5034444993905975,11,0,Active,False,
106,RSL-AZ North 15B AChacon Pre-MLS Next,80237,0.399,0.43497535599290915,0.9173147546424016,0.42010924685982465,0.45408215762161125,0.43356179182770327,0.43356179182770327,15,0,Active,False,
107,FBSL Flagstaff Revolution 2015 Boys,525619,0.396,0.41594631787417713,0.9524137961092619,0.4744005887415327,0.5086719270979153,0.36555302451047916,0.36555302451047916,17,0,Active,False,
108,,568182,0.394,0.6952706163689311,0.566014266387059,0.9688065408585244,0.9981860095458691,0.5031201771467539,0.5031201771467539,3,0,Provisional,False,
109,Phoenix Premier FC Phoenix Premier FC 15B White,322193,0.393,0.3930216141816175,1.0,0.4341340436177842,0.3563349686462789,0.39154635288134154,0.39154635288134154,29,0,Active,False,
110,RSL-AZ South EXCEL25WU9U10B2LVaras,559753,0.387,0.6839674172457704,0.566014266387059,0.6603175919750285,0.7975628442049196,0.6539855500163013,0.6539855500163013,3,0,Provisional,False,
111,East Valley/NSFC EV-NSFC 15 Boys Smith,502888,0.385,0.4286392517349023,0.8985234417906397,0.3690905375441894,0.44550377109795736,0.44286731667745494,0.44286731667745494,14,0,Active,False,
112,CCV STARS CCV Stars 15 Boys West Pre-ECNL,259031,0.382,0.5029780668116298,0.7596577929323739,0.571861572942574,0.6094536505151947,0.44452503686679345,0.44452503686679345,8,0,Active,False,
113,FC Tucson Youth Soccer 15 Pre-MLS Next #1,304059,0.381,0.6170180062764901,0.6170338627200097,0.5929197497588847,0.416144872842742,0.6920084695936078,0.6920084695936078,4,0,Provisional,False,
114,AZ Inferno AZ Inferno 15 Boys Black,267570,0.379,0.3786520026455059,1.0,0.35973075087864054,0.4080905501646203,0.3751462373947562,0.3751462373947562,20,0,Active,False,
115,State 48 FC State 48 FC Buckeye 15 Black,326387,0.378,0.5725542281191741,0.6597539553864471,0.6498827933611544,0.5575679350000942,0.551773470744874,0.551773470744874,5,0,Provisional,False,
115,State 48 FC State 48 FC Buckeye 15 Black,326387,0.378,0.5725542281191741,0.6597539553864471,0.6498827933611544,0.5575679350000942,0.551773470744874,0.551773470744874,5,0,Provisional,False,
116,RSL-AZ South 15B Laroussi,404637,0.378,0.43012378444385596,0.8787675409297631,0.42363634152997365,0.42027046037574267,0.43557070677118787,0.43557070677118787,13,0,Active,False,
117,NOS Santos SC NOS Santos 15 Boys White,262802,0.378,0.37785299171202513,1.0,0.5602980692484626,0.5583890957556852,0.25685926451865926,0.25685926451865926,23,0,Active,False,
118,Phoenix Rising FC PRFC Scottsdale 15B Pre-Academy,129169,0.376,0.402488058534406,0.9352484478226214,0.5285289306462592,0.3678610830701981,0.37201675965185754,0.37201675965185754,16,0,Active,False,
119,Kingman SC Kingman SC B15/16-Gonzalez,442093,0.375,0.5386491863236191,0.696845301935949,0.327202860806929,0.6482240659828366,0.5726063349427767,0.5726063349427767,6,0,Active,False,
120,CCV STARS CCV Stars 15 Boys South Orange,619208,0.373,0.5105561174060416,0.7298278187766997,0.31284689901537543,0.5775476081304309,0.5541286932948004,0.5541286932948004,7,0,Active,False,
121,NOS Santos SC NOS Santos 15 Boys Blue,262790,0.371,0.3708101937821823,1.0,0.3552360171014112,0.32776363611881154,0.39035043856356294,0.39035043856356294,24,0,Active,False,
122,Spartans FC (AZ) SFC AZ United Soccer Academy 15B,617039,0.37,0.6541441202062712,0.566014266387059,0.7100524348377896,0.416144872842742,0.7148410977836082,0.7148410977836082,3,0,Provisional,False,
123,RSL-AZ South EXCEL24FallU9U10B4Crudup,559757,0.369,0.598309619153498,0.6170338627200097,0.5505398266396971,0.5923712313982306,0.6162123459098541,0.6162123459098541,4,0,Provisional,False,
124,Phoenix Rising FC PRFC West Valley 15B Pre-Academy,120248,0.366,0.5248877998709536,0.696845301935949,0.6339604973470159,0.34896816139998027,0.5471701135359238,0.5471701135359238,6,0,Active,False,
125,NOS Santos SC NOS Santos 15 Boys Yellow,620045,0.366,0.5542884251107765,0.6597539553864471,0.7100524348377896,0.500832669960865,0.5201856735850758,0.5201856735850758,5,0,Provisional,False,
126,FC Deportivo Arizona FC Deportivo AZ 2015B (Gallegos),523916,0.363,0.38800407663279535,0.9352484478226214,0.4979484583258583,0.434282964969682,0.3359296532894789,0.3359296532894789,16,0,Active,False,
127,BVB International Academy Arizona BVBIA ARIZONA BLACK & YELLOW 2015,663588,0.361,0.4758091673156418,0.7596577929323739,0.5505398266396971,0.6262718435489768,0.4007447221298451,0.4007447221298451,8,0,Active,False,
128,RSL-AZ North 15B DGerman,80240,0.359,0.45563105668161596,0.786980106228871,0.6067761601448651,0.4472047243024822,0.4080581329869109,0.4080581329869109,9,0,Active,False,
129,Arizona Arsenal Soccer Club AZ Arsenal 15 Boys Teal BD,372722,0.356,0.4380197935071454,0.8122523963562356,0.36372950981187113,0.4865879675179511,0.44659383006863496,0.44659383006863496,10,0,Active,False,
130,RSL-AZ Southern AZ 15B Oscar,373079,0.354,0.5731349029919167,0.6170338627200097,0.23456325409080814,0.4865879675179511,0.7148410977836082,0.7148410977836082,4,0,Provisional,False,
131,FC Tucson Youth Soccer 15 Boys National League #1,275533,0.354,0.5743112616035094,0.6170338627200097,0.5505398266396971,0.31733265726331045,0.6678946080381798,0.6678946080381798,4,0,Provisional,False,
132,RSL-AZ South EXCEL25WrU9U10B1Overlin,559754,0.351,0.619590465241866,0.566014266387059,0.8859762286492282,0.2500194475111981,0.6539855500163013,0.6539855500163013,3,0,Provisional,False,
133,FBSL La Piedad FC 2015 Blue,639967,0.35,0.4447588910657483,0.786980106228871,0.4737608434704117,0.38573694420205856,0.4547655558854238,0.4547655558854238,9,0,Active,False,
134,Next Level Soccer (AZ) Northwest 2015 Boys Blue,628124,0.346,0.4744620125357445,0.7298278187766997,0.501228248346745,0.3771993120180454,0.49796083410464403,0.49796083410464403,7,0,Active,False,
135,AZFC  Select 15B Red,521426,0.342,0.45080377081663037,0.7596577929323739,0.42147093928659224,0.5043945379168717,0.4427177922932293,0.4427177922932293,8,0,Active,False,
136,FBSL Tuzos Legacy 2015,598394,0.34,0.4877168011107362,0.696845301935949,0.46417616789516647,0.34896816139998027,0.5418132254195114,0.5418132254195114,6,0,Active,False,
137,Playmaker Futbol Academy Playmaker Futbol Academy 15B Gold,642531,0.34,0.4181549065959065,0.8122523963562356,0.3799089700026064,0.6128396016902774,0.36600865376221625,0.36600865376221625,10,0,Active,False,
138,Synergy FC AZ Synergy FC 15/16B Montone,497757,0.326,0.4143221115627317,0.786980106228871,0.6067761601448651,0.38573694420205856,0.3596991511555782,0.3596991511555782,9,0,Active,False,
139,RSL-AZ North 15B IGerman,363435,0.325,0.4124535881408742,0.786980106228871,0.3619499201611453,0.49450048301461025,0.40193917917620514,0.40193917917620514,9,0,Active,False,
140,Arizona Arsenal Soccer Club AZ Arsenal 15 Boys Select,521383,0.324,0.4643164854575133,0.696845301935949,0.4929812515279053,0.6695671811986653,0.3863446648536653,0.3863446648536653,6,0,Active,False,
141,CCV STARS CCV Stars 15 Boys North Orange,128643,0.321,0.6407087779177189,0.5011872336272724,0.7100524348377896,0.34896816139998027,0.7148410977836082,0.7148410977836082,2,0,Provisional,False,
142,SC del Sol U-11 (2015) Boys Pre Academy Blue,383405,0.318,0.3700927384601174,0.8579172004440949,0.34123349898712374,0.35246216459211216,0.3855893429071171,0.3855893429071171,12,0,Active,False,
143,CCV STARS CCV STARS 15 Boys Red PEO,128645,0.316,0.4787227022370177,0.6597539553864471,0.28789969918252645,0.6395121895287158,0.4887338741579487,0.4887338741579487,5,0,Provisional,False,
144,Phoenix Rising FC PRFC Southeast Valley 15B Samba,152588,0.315,0.37742431370229235,0.8358123939541524,0.4047725096140262,0.5288052742677665,0.3178479282098897,0.3178479282098897,11,0,Active,False,
145,Arizona Arsenal Soccer Club AZ Arsenal 15 Boys Teal SH,615324,0.314,0.37556992703337905,0.8358123939541524,0.5369094627387405,0.36111762285038446,0.3266075165259234,0.3266075165259234,11,0,Active,False,
