Team,State,Games_Played,Total_Games_History,Wins,Losses,Ties,Win_Percentage,Goals_For,Goals_Against,Goal_Differential,Recent_Win_Pct,Cross_Age_Games,Cross_Age_Pct,Cross_State_Games,Cross_State_Pct,Last_Game_Date,SOS_Score,Opponents_Count,Cross_Age_Opponents,Offense,Defense,Offense_Norm,Defense_Norm,SOS_Norm,Power_Score,Games_Penalty,Power_Score_Adj,National_Rank,Status
FC33/2016,CA,8,8,4,4,0,0.5,18,30,-12,0.3,0,0.0,0,0.0,2025-09-28,0.4670137175824028,8,0,2.25,3.75,0.09540636042402827,0.7954545454545454,0.7221366142834384,0.6114541497457778,0.6324555320336759,0.3867175595916648,2582,Active
Chicago Strikers 2016 Red,IL,8,8,8,0,0,1.0,38,6,32,0.6,0,0.0,1,0.125,2025-09-21,0.40870153415458577,8,0,4.75,0.75,0.20141342756183747,0.9590909090909091,0.6319693212753726,0.6112824600957729,0.6324555320336759,0.38660897352272633,2583,Active
NUU 16B Futures,UT,7,7,2,5,0,0.2857142857142857,20,44,-14,0.1714285714285714,2,0.2857142857142857,0,0.0,2025-08-01,0.536487258955828,7,2,2.857142857142857,6.285714285714286,0.12115093387178194,0.6571428571428571,0.8295625550232488,0.6533962912168771,0.5916079783099616,0.3865544588820436,2584,Active
Svsc Shalke new mexico,NM,11,11,1,5,0,0.09090909090909091,10,23,-11,0.05454545454545454,0,0.0,6,0.5454545454545454,2025-08-31,0.3620877490484814,11,0,0.9090909090909091,2.090909090909091,0.0385480244137488,0.8859504132231405,0.5598910938311894,0.5208343438260915,0.7416198487095663,0.38626108727105224,2585,Active
Sting NE B16 Waldoch Brave,NE,8,8,6,2,0,0.75,24,10,14,0.44999999999999996,0,0.0,3,0.375,2025-08-24,0.42958654184837064,8,0,3.0,1.25,0.12720848056537104,0.9318181818181818,0.6642635091706399,0.6103634379790945,0.6324555320336759,0.38602773290097175,2586,Active
CYSA Timberbarons,WA,11,11,3,4,0,0.2727272727272727,16,25,-9,0.1636363636363636,0,0.0,5,0.45454545454545453,2025-08-24,0.35882240310129176,11,0,1.4545454545454546,2.272727272727273,0.06167683906199808,0.8760330578512396,0.5548419362197717,0.5204471411145106,0.7416198487095663,0.3859739300546697,2587,Active
Chicago Inferno 2016B PREMIER 1,IL,10,10,5,5,0,0.5,58,50,6,0.3,0,0.0,4,0.4,2025-08-31,0.37844164666237085,10,0,5.8,5.0,0.24593639575971732,0.7272727272727273,0.5851788911883374,0.5457491593194914,0.7071067811865476,0.3859029313816699,2588,Active
SD Surf Academy Boys 2016 (Whitmer),CA,11,11,0,9,0,0.0,14,60,-42,0.0,0,0.0,3,0.2727272727272727,2025-08-24,0.39740265664598534,11,0,1.2727272727272727,5.454545454545454,0.05396723417924831,0.7024793388429752,0.6144980290154739,0.5199881320137291,0.7416198487095663,0.38563351979479177,2589,Active
Kingdom Football Academy 16B,TX,9,9,4,5,0,0.4444444444444444,21,19,2,0.26666666666666666,0,0.0,3,0.3333333333333333,2025-10-04,0.4073133381181503,9,0,2.3333333333333335,2.111111111111111,0.09893992932862192,0.8848484848484849,0.6298227736516697,0.5746513470264232,0.6708203932499369,0.38548784259387114,2590,Active
DCSC Apple Valley Vann 2016,CA,10,10,5,3,0,0.5,28,25,3,0.3,0,0.0,7,0.7,2025-08-16,0.3755212619058437,10,0,2.8,2.5,0.11872791519434629,0.8636363636363636,0.5806631421191222,0.5448707410376152,0.7071067811865476,0.385281795857837,2591,Active
MUSC 2016 boys blue,NJ,8,8,8,0,0,1.0,62,18,44,0.6,0,0.0,1,0.125,2025-08-24,0.39662297175362815,8,0,7.75,2.25,0.3286219081272085,0.8772727272727272,0.6132924134474999,0.609154375148487,0.6324555320336759,0.3852630544251778,2592,Active
AJFC-2016,IL,8,8,4,3,0,0.5,15,14,1,0.3,1,0.125,2,0.25,2025-09-21,0.44381142002026014,8,1,1.875,1.75,0.0795053003533569,0.9045454545454545,0.6862592342958449,0.6085656915572693,0.6324555320336759,0.3848907382312946,2593,Active
NYC Ramapo Valley Red 2016,NY,12,12,5,7,0,0.4166666666666667,46,69,-19,0.25,0,0.0,11,0.9166666666666666,2025-10-04,0.35235613926941894,12,0,3.8333333333333335,5.75,0.16254416961130744,0.6863636363636363,0.5448432451860589,0.49668750830662406,0.7745966692414834,0.38473248958816264,2594,Active
MT Rush B-2016-SE-Red,MT,12,12,5,7,0,0.4166666666666667,25,63,-21,0.25,0,0.0,5,0.4166666666666667,2025-10-12,0.36215928888085064,12,0,2.0833333333333335,5.25,0.088339222614841,0.7136363636363636,0.5600017148480644,0.49639614615907957,0.7745966692414834,0.38450680143913163,2595,Active
EV-NSFC 16 Boys Clarke(2),AZ,12,12,3,8,0,0.25,30,58,-22,0.15,0,0.0,10,0.8333333333333334,2025-04-19,0.3534028719261112,12,0,2.5,4.833333333333333,0.10600706713780919,0.7363636363636363,0.5464617928824234,0.4963512164297431,0.7745966692414834,0.38447199902043766,2596,Inactive
Rise FC 2016 Boys,FL,12,12,2,8,0,0.16666666666666666,28,68,-20,0.09999999999999999,0,0.0,0,0.0,2025-09-21,0.3647201116835125,12,0,2.3333333333333335,5.666666666666667,0.09893992932862192,0.6909090909090909,0.563961478424319,0.496346691102134,0.7745966692414834,0.3844684937167444,2597,Active
New Canaan FC 2016 Boys Black,CT,11,11,2,9,0,0.18181818181818182,16,47,-25,0.10909090909090909,0,0.0,5,0.45454545454545453,2025-10-12,0.37998979514214726,11,0,1.4545454545454546,4.2727272727272725,0.06167683906199808,0.7669421487603305,0.5875727709813791,0.5182674601532932,0.7416198487095663,0.38435743538997647,2598,Active
MC Dynamo 2016 Boys,KY,10,10,2,5,0,0.2,19,32,-13,0.12,0,0.0,4,0.4,2025-09-07,0.39046267456425443,10,0,1.9,3.2,0.08056537102473499,0.8254545454545454,0.603766834245366,0.5434640838430758,0.7071067811865476,0.3842871390167733,2599,Active
Fire monkeys,NM,11,11,0,9,0,0.0,5,21,-16,0.0,2,0.18181818181818182,7,0.6363636363636364,2025-05-18,0.3611650325381845,11,2,0.45454545454545453,1.9090909090909092,0.0192740122068744,0.8958677685950414,0.5584643105235414,0.518106942474508,0.7416198487095663,0.3842383922933206,2600,Active
CUSA CHIVAS 2016B,OR,10,10,4,6,0,0.4,31,28,-1,0.24,0,0.0,5,0.5,2025-08-15,0.3746362358053602,10,0,3.1,2.8,0.1314487632508834,0.8472727272727273,0.579294638951669,0.5433210814757236,0.7071067811865476,0.38418602107309285,2601,Active
NCA Boys 2016 Navy,WA,10,10,1,9,0,0.1,8,26,-18,0.06,0,0.0,2,0.2,2025-08-02,0.3932194646120788,10,0,0.8,2.6,0.033922261484098944,0.8581818181818182,0.6080296191625455,0.5432385874307107,0.7071067811865476,0.38412768897445676,2602,Active
New England Force 2016 Boys Storm Black,MA,18,18,0,18,0,0.0,13,220,-108,0.0,0,0.0,6,0.3333333333333333,2025-10-12,0.3578711539359466,18,0,0.7222222222222222,12.222222222222221,0.030624263839811545,0.33333333333333337,0.5533710332767954,0.4048141394007062,0.9486832980505138,0.3840404128641424,2603,Active
Hudson United 2016 Boys Blue SATT 1,OH,8,8,8,0,0,1.0,44,10,30,0.6,0,0.0,0,0.0,2025-09-21,0.4031644628724842,8,0,5.5,1.25,0.23321554770318023,0.9318181818181818,0.6234074273562773,0.6070512023180388,0.6324555320336759,0.38393289113373785,2604,Active
Merak Academy U10 Gold,FL,11,11,4,7,0,0.36363636363636365,21,51,-30,0.21818181818181817,0,0.0,3,0.2727272727272727,2025-10-12,0.37805907424599056,11,0,1.9090909090909092,4.636363636363637,0.08095085126887248,0.7471074380165289,0.5845873249471716,0.5163640528253832,0.7416198487095663,0.3829458307354192,2605,Active
Washington Rush B16 Cinza,WA,10,10,4,6,0,0.4,23,32,-9,0.24,0,0.0,2,0.2,2025-08-02,0.3847152459249576,10,0,2.3,3.2,0.09752650176678444,0.8254545454545454,0.5948796677614712,0.5415240101011487,0.7071067811865476,0.3829152997178547,2606,Active
Steel City FC BC United 16B,PA,10,10,7,3,0,0.7,25,20,5,0.42,0,0.0,5,0.5,2025-10-04,0.3687569907294689,10,0,2.5,2.0,0.10600706713780919,0.8909090909090909,0.5702036466021827,0.5415054195706897,0.7071067811865476,0.3829021542277013,2607,Active
Alliance FC 16 Black,MI,8,8,6,2,0,0.75,14,10,4,0.44999999999999996,0,0.0,0,0.0,2025-09-21,0.4355147256482469,8,0,1.75,1.25,0.07420494699646643,0.9318181818181818,0.6734301747672178,0.6052627306232603,0.6324555320336759,0.38280176231648955,2608,Active
La Roca 16B- N.Odeh White,UT,8,8,8,0,0,1.0,28,20,8,0.6,0,0.0,1,0.125,2025-08-02,0.4336194459138049,8,0,3.5,2.5,0.14840989399293286,0.8636363636363636,0.6704995308931255,0.6047089700617346,0.6324555320336759,0.3824515333859306,2609,Active
AR La Masia 2015B,CA,6,6,0,6,0,0.0,2,20,-18,0.0,6,1.0,1,0.16666666666666666,2025-08-31,0.5731150941483858,6,6,0.3333333333333333,3.3333333333333335,0.014134275618374558,0.8181818181818181,0.8861996513197155,0.6981830095518679,0.5477225575051661,0.38241058359840285,2610,Active
AUSA 2016 Premier,IL,11,11,2,5,0,0.18181818181818182,32,37,-5,0.10909090909090909,0,0.0,4,0.36363636363636365,2025-10-12,0.3527006624045828,11,0,2.909090909090909,3.3636363636363638,0.12335367812399615,0.8165289256198347,0.5453759763693258,0.5152021065703616,0.7416198487095663,0.3820841083295614,2611,Active
EVFC Academy 2016,MD,8,8,8,0,0,1.0,52,16,30,0.6,0,0.0,4,0.5,2025-08-24,0.39964829038220673,8,0,6.5,2.0,0.2756183745583039,0.8909090909090909,0.6179704202582631,0.6040877452484368,0.6324555320336759,0.38205863631612375,2612,Active
Buenaventura Select ‘16,OR,11,11,5,5,0,0.45454545454545453,46,37,3,0.2727272727272727,0,0.0,9,0.8181818181818182,2025-08-10,0.3407548655096789,11,0,4.181818181818182,3.3636363636363638,0.17732091230324445,0.8165289256198347,0.5269043619395388,0.5149125847483391,0.7416198487095663,0.381869393199715,2613,Active
Lakers FC 2016B Select White,IL,11,11,2,8,0,0.18181818181818182,10,28,-18,0.10909090909090909,0,0.0,1,0.09090909090909091,2025-09-28,0.36089519358120925,11,0,0.9090909090909091,2.5454545454545454,0.0385480244137488,0.8611570247933884,0.5580470624139985,0.5147692472898265,0.7416198487095663,0.38176309129541847,2614,Active
BASA,SD,9,9,2,5,0,0.2222222222222222,19,34,-15,0.13333333333333333,3,0.3333333333333333,3,0.3333333333333333,2025-08-24,0.42256578341804873,9,3,2.111111111111111,3.7777777777777777,0.08951707891637221,0.793939393939394,0.6534074110910797,0.5687357412258011,0.6708203932499369,0.38151953358438623,2615,Active
Vyper Academy 2016B,TX,14,14,4,10,0,0.2857142857142857,42,109,-36,0.1714285714285714,0,0.0,11,0.7857142857142857,2025-08-30,0.34004479557915024,14,0,3.0,7.785714285714286,0.12720848056537104,0.5753246753246752,0.5258063909887264,0.4559904657712451,0.8366600265340756,0.38150899519145537,2616,Active
Pittsburgh Riverhounds 2016 Pre ECNL RL Boys,PA,8,8,4,2,0,0.5,20,10,10,0.3,0,0.0,2,0.25,2025-08-31,0.42641800757575204,8,0,2.5,1.25,0.10600706713780919,0.9318181818181818,0.6593640500632827,0.6031834798291678,0.6324555320336759,0.3814867286492803,2617,Active
Avalanche 16B White DW,UT,7,7,7,0,0,1.0,49,11,26,0.6,0,0.0,1,0.14285714285714285,2025-09-01,0.43340793166759006,7,0,7.0,1.5714285714285714,0.2968197879858657,0.9142857142857143,0.6701724694474254,0.6443245821227712,0.5916079783099616,0.3811875634050635,2618,Active
Long Branch Wave United 2016,NJ,10,10,4,6,0,0.4,21,28,-7,0.24,0,0.0,2,0.2,2025-10-04,0.3791938858945053,10,0,2.1,2.8,0.08904593639575972,0.8472727272727273,0.5863420679254937,0.5390689734889936,0.7071067811865476,0.38117932668133864,2619,Active
Nedo SC B2016 Gold,KY,13,13,1,12,0,0.07692307692307693,9,106,-58,0.046153846153846156,1,0.07692307692307693,8,0.6153846153846154,2025-09-25,0.3835733790578015,13,1,0.6923076923076923,8.153846153846153,0.029355803207393314,0.5552447552447553,0.5931140153997393,0.4727885209302733,0.806225774829855,0.3811742916176707,2620,Active
FC Arizona 16B Blue GFC Tencza U10,AZ,11,11,4,5,0,0.36363636363636365,24,37,-10,0.21818181818181817,0,0.0,7,0.6363636363636364,2025-09-27,0.3578965549927759,11,0,2.1818181818181817,3.3636363636363638,0.09251525859299711,0.8165289256198347,0.5534103105667064,0.5138550231825902,0.7416198487095663,0.3810850845513233,2621,Active
Georgetown FC U10 Timbers,KY,9,9,6,2,0,0.6666666666666666,39,28,11,0.39999999999999997,0,0.0,5,0.5555555555555556,2025-06-08,0.39340534634575974,9,0,4.333333333333333,3.111111111111111,0.18374558303886926,0.8303030303030303,0.6083170454216977,0.5677999499213986,0.6708203932499369,0.3808917856935671,2622,Active
HYSA B2016 GOLD,MT,10,10,6,4,0,0.6,34,24,6,0.36,0,0.0,3,0.3,2025-10-12,0.3615772459484696,10,0,3.4,2.4,0.1441696113074205,0.8690909090909091,0.5591017102085153,0.538113130204775,0.7071067811865476,0.38050344341331604,2623,Active
KCL Red 2016,KS,8,8,6,2,0,0.75,22,12,10,0.44999999999999996,0,0.0,3,0.375,2025-09-01,0.4252813314469899,8,0,2.75,1.5,0.11660777385159012,0.9181818181818182,0.6576064240658915,0.6015217728462166,0.6324555320336759,0.38043577287529384,2624,Active
Sting B16 J Castro,TX,10,10,5,5,0,0.5,28,46,-11,0.3,0,0.0,0,0.0,2025-08-29,0.3925241689756841,10,0,2.8,4.6,0.11872791519434629,0.749090909090909,0.6069544934908814,0.5377364609515799,0.7071067811865476,0.3802370980301173,2625,Active
BUSA CV'16,MD,12,12,4,8,0,0.3333333333333333,38,61,-23,0.19999999999999998,0,0.0,6,0.5,2025-10-05,0.34378160988427475,12,0,3.1666666666666665,5.083333333333333,0.13427561837455831,0.7227272727272727,0.5315845733609227,0.4903513222369198,0.7745966692414834,0.3798245009628754,2626,Active
Ashland United 2016 Boys Orange D1,OH,9,9,5,4,0,0.5555555555555556,23,28,-5,0.3333333333333333,0,0.0,2,0.2222222222222222,2025-10-05,0.40789438607761225,9,0,2.5555555555555554,3.111111111111111,0.1083627797408716,0.8303030303030303,0.6307212397788624,0.5661659058760978,0.6708203932499369,0.37979563562451074,2627,Active
Cachimbas FC,UT,9,9,3,4,0,0.3333333333333333,10,21,-11,0.19999999999999998,3,0.3333333333333333,1,0.1111111111111111,2025-08-31,0.4119271284192665,9,3,1.1111111111111112,2.3333333333333335,0.04711425206124853,0.8727272727272727,0.6369570114301862,0.566142511815816,0.6708203932499369,0.37977994241179275,2628,Active
City SC UT Premier 16B - WU,UT,8,8,6,2,0,0.75,62,14,26,0.44999999999999996,0,0.0,1,0.125,2025-09-01,0.38130009578904944,8,0,7.75,1.75,0.3286219081272085,0.9045454545454545,0.5895988700813063,0.6003927945833163,0.6324555320336759,0.37972174432737676,2629,Active
Weston Tigers,MA,11,11,6,5,0,0.5454545454545454,28,32,-4,0.3272727272727272,8,0.7272727272727273,2,0.18181818181818182,2025-10-12,0.3471563158597504,11,8,2.5454545454545454,2.909090909090909,0.10793446835849663,0.8413223140495868,0.5368028328158007,0.5119330561710971,0.7416198487095663,0.37965971566703494,2630,Active
Azzurri Storm 2016 Boys Select,FL,10,10,3,5,0,0.3,21,15,6,0.18,0,0.0,2,0.2,2025-10-03,0.3613175982513229,10,0,2.1,1.5,0.08904593639575972,0.9181818181818182,0.5587002206978974,0.536665683334254,0.7071067811865476,0.3794799439157634,2631,Active
SIMA Pre-Academy 2016/17,FL,12,13,1,10,0,0.08333333333333333,8,54,-46,0.049999999999999996,4,0.3333333333333333,9,0.75,2025-05-10,0.3591617256199267,12,4,0.6666666666666666,4.5,0.028268551236749116,0.7545454545454545,0.5553666257642794,0.48978277661500835,0.7745966692414834,0.37938410741783096,2632,Active
UTAH GLORY 2016 BL,UT,10,10,3,7,0,0.3,24,36,-12,0.18,0,0.0,3,0.3,2025-08-31,0.38299141205377113,10,0,2.4,3.6,0.10176678445229682,0.8036363636363636,0.5922141281671099,0.5364091065179981,0.7071067811865476,0.3792985167090936,2633,Active
DCSC B16 Vv Dragons,CA,11,11,2,8,0,0.18181818181818182,39,84,-27,0.10909090909090909,1,0.09090909090909091,5,0.45454545454545453,2025-08-24,0.3930400675547862,11,1,3.5454545454545454,7.636363636363637,0.1503372952136203,0.5834710743801652,0.607752220065499,0.5114130059580565,0.7416198487095663,0.3792740361067184,2634,Active
Pegasus FC/1974 Boys 2016 Black,IL,12,12,3,7,0,0.25,31,77,-28,0.15,0,0.0,6,0.5,2025-08-31,0.36293967083139833,12,0,2.5833333333333335,6.416666666666667,0.10954063604240284,0.6499999999999999,0.5612084082671223,0.4886331721687539,0.7745966692414834,0.3784936276428171,2635,Active
BASC Prime 2016B,CA,8,8,8,0,0,1.0,36,16,20,0.6,0,0.0,0,0.0,2025-09-28,0.41177771539981906,8,0,4.5,2.0,0.19081272084805653,0.8909090909090909,0.6367259762208733,0.5983799480839536,0.6324555320336759,0.3784487084237202,2636,Active
LG Celtics 2016B Black,IL,9,9,1,8,0,0.1111111111111111,25,43,-18,0.06666666666666667,0,0.0,2,0.2222222222222222,2025-08-31,0.4216481327431548,9,0,2.7777777777777777,4.777777777777778,0.11778563015312132,0.7393939393939394,0.6519884610120686,0.5626289905166533,0.6708203932499369,0.37742300067219636,2637,Active
16 Lightning Yellow,MI,10,10,9,0,0,0.9,60,8,38,0.54,2,0.2,2,0.2,2025-10-12,0.3131486797640066,10,2,6.0,0.8,0.2544169611307421,0.9563636363636363,0.48421731280774977,0.5326865071835255,0.7071067811865476,0.3766662414760475,2638,Active
JAM Doral - Cambiaso,FL,12,12,1,9,0,0.08333333333333333,7,45,-32,0.049999999999999996,0,0.0,5,0.4166666666666667,2025-10-12,0.3470609891583108,12,0,0.5833333333333334,3.75,0.02473498233215548,0.7954545454545454,0.536655430504398,0.486031163859979,0.7745966692414834,0.3764781206735014,2639,Active
Blackhills FC B2016 Red,WA,9,9,5,4,0,0.5555555555555556,46,19,23,0.3333333333333333,0,0.0,5,0.5555555555555556,2025-08-10,0.36718879793193926,9,0,5.111111111111111,2.111111111111111,0.2167255594817432,0.8848484848484849,0.567778772568045,0.5609820724068726,0.6708203932499369,0.37631821441814284,2640,Active
Sandpoint Strikers 2016B White,ID,9,9,4,4,0,0.4444444444444444,29,14,15,0.26666666666666666,0,0.0,5,0.5555555555555556,2025-10-11,0.37777322173199224,9,0,3.2222222222222223,1.5555555555555556,0.13663133097762073,0.9151515151515152,0.5841453153040465,0.5608437584082551,0.6708203932499369,0.37622543056719826,2641,Active
Queen City FC U10 Boys Red,VT,10,11,4,4,0,0.4,35,42,-2,0.24,1,0.1,7,0.7,2025-09-28,0.37511910762644246,10,1,3.5,4.2,0.14840989399293286,0.7709090909090909,0.580041296723981,0.5318885750147934,0.7071067811865476,0.37610201822861006,2642,Active
*FC Wisconsin 11UB Pre-ECNL Arsenal,WI,9,9,6,2,0,0.6666666666666666,57,14,33,0.39999999999999997,9,1.0,1,0.1111111111111111,2025-08-24,0.34908279429607436,9,9,6.333333333333333,1.5555555555555556,0.26855123674911663,0.9151515151515152,0.5397817187952079,0.560609581657251,0.6708203932499369,0.3760683400269998,2643,Active
DKSC 16B BELLO,TX,10,10,3,6,0,0.3,24,27,-4,0.18,0,0.0,5,0.5,2025-09-06,0.36724824752841745,10,0,2.4,2.7,0.10176678445229682,0.8527272727272727,0.5678706986265417,0.5316212306118389,0.7071067811865476,0.3759129771883687,2644,Active
Warrior SC B16 White,OH,8,8,6,0,0,0.75,42,10,30,0.44999999999999996,0,0.0,1,0.125,2025-09-21,0.39173345159935247,8,0,5.25,1.25,0.2226148409893993,0.9318181818181818,0.6057318185511491,0.5943256956922056,0.6324555320336759,0.37588457407029846,2645,Active
2016 Boys White I,TX,11,11,1,10,0,0.09090909090909091,34,74,-32,0.05454545454545454,1,0.09090909090909091,8,0.7272727272727273,2025-08-30,0.3813066171087973,11,1,3.090909090909091,6.7272727272727275,0.1310632830067459,0.6330578512396694,0.5896089539045133,0.506589599191991,0.7416198487095663,0.3756969019106042,2646,Active
Eastside FC B16 Navy,WA,8,8,4,2,0,0.5,20,10,10,0.3,0,0.0,0,0.0,2025-08-03,0.4162902497818688,8,0,2.5,1.25,0.10600706713780919,0.9318181818181818,0.6437036434237987,0.5937872358454774,0.6324555320336759,0.3755440221614572,2647,Active
Jr Irish 2016B Pulisic,IN,9,9,3,4,0,0.3333333333333333,47,26,7,0.19999999999999998,0,0.0,5,0.5555555555555556,2025-09-21,0.37389522540417264,9,0,5.222222222222222,2.888888888888889,0.2214369846878681,0.8424242424242424,0.5781488251947786,0.5596615405392893,0.6708203932499369,0.37543237471143154,2648,Active
MT SURF B2016/17 Blue,MT,10,10,3,7,0,0.3,24,40,-16,0.18,0,0.0,4,0.4,2025-10-12,0.3817362125421391,10,0,2.4,4.0,0.10176678445229682,0.7818181818181817,0.5902732311624727,0.5308809319515793,0.7071067811865476,0.3753895069855958,2649,Active
Roasters FC,VA,10,10,6,4,0,0.6,25,24,3,0.36,0,0.0,5,0.5,2025-08-31,0.3619531759551928,10,0,2.5,2.4,0.10600706713780919,0.8690909090909091,0.5596830053868839,0.530829398477874,0.7071067811865476,0.37535306731688073,2650,Active
Spartak Academy 2016/17 Boys,AZ,11,11,2,6,0,0.18181818181818182,18,24,-6,0.10909090909090909,0,0.0,1,0.09090909090909091,2025-10-12,0.34042835296172275,11,0,1.6363636363636365,2.1818181818181817,0.06938644394474784,0.8809917355371901,0.5263994802689903,0.5059153240577818,0.7416198487095663,0.37519684608758336,2651,Active
ONE FC B2016 WHITE,FL,10,10,5,5,0,0.5,25,31,-6,0.3,0,0.0,4,0.4,2025-09-13,0.36986392474007534,10,0,2.5,3.1,0.10600706713780919,0.8309090909090909,0.5719152827887868,0.5305324012826521,0.7071067811865476,0.37514305858614594,2652,Active
ERU B2016 Gold (U10),CT,10,10,3,5,0,0.3,18,25,-7,0.18,0,0.0,3,0.3,2025-10-12,0.3678490032236966,10,0,1.8,2.5,0.07632508833922262,0.8636363636363636,0.5687996385430097,0.5292720735209231,0.7071067811865476,0.37425187227930967,2653,Active
OVF Alliance 16B White,OR,12,12,1,9,0,0.08333333333333333,21,43,-21,0.049999999999999996,0,0.0,4,0.3333333333333333,2025-08-10,0.33112423762841464,12,0,1.75,3.5833333333333335,0.07420494699646643,0.8045454545454546,0.5120126601548418,0.4829576764012893,0.7745966692414834,0.37409740752504483,2654,Active
UFA DSM 2016B ACADEMY,IA,7,7,7,0,0,1.0,54,4,38,0.6,0,0.0,3,0.42857142857142855,2025-09-21,0.401118439410724,7,0,7.714285714285714,0.5714285714285714,0.3271075214538112,0.9688311688311688,0.6202436906183746,0.6313339524280208,0.5916079783099616,0.3735022032343789,2655,Active
Libertyville FC 1974 Black-16 Boys 1,IL,12,12,2,10,0,0.16666666666666666,27,81,-37,0.09999999999999999,0,0.0,6,0.5,2025-10-12,0.36241608981054535,12,0,2.25,6.75,0.09540636042402827,0.6318181818181818,0.5603988024429954,0.4816841899142392,0.7745966692414834,0.37311096913385183,2656,Active
NEFC New Hampshire Boys 2016/17 Pre-NL,MA,13,13,1,12,0,0.07692307692307693,15,65,-46,0.046153846153846156,2,0.15384615384615385,3,0.23076923076923078,2025-10-05,0.33144272150246695,13,2,1.1538461538461537,5.0,0.04892633867898885,0.7272727272727273,0.5125051272020682,0.46274288951158415,0.806225774829855,0.3730752446434829,2657,Active
FC ATLETICO 16B RED,KS,11,11,0,11,0,0.0,13,38,-25,0.0,0,0.0,0,0.0,2025-10-04,0.3563682857513758,11,0,1.1818181818181819,3.4545454545454546,0.05011243173787344,0.8115702479338842,0.5510471697548877,0.5029648377872842,0.7416198487095663,0.37300870690603727,2658,Active
Tuzos 2016/17 Misael,AZ,9,9,4,3,0,0.4444444444444444,28,16,10,0.26666666666666666,0,0.0,2,0.2222222222222222,2025-10-12,0.37619957789688385,9,0,3.111111111111111,1.7777777777777777,0.1319199057714959,0.9030303030303031,0.5817120124086712,0.5560172492055625,0.6708203932499369,0.3729877097658236,2659,Active
Impact City FC Millcreek 16B Black,UT,8,8,4,4,0,0.5,46,26,12,0.3,0,0.0,0,0.0,2025-09-01,0.40571494692719057,8,0,5.75,3.25,0.24381625441696114,0.8227272727272728,0.6273512042748313,0.5897194279937455,0.6324555320336759,0.37297131458237937,2660,Active
Cosmos jr 2016,NY,9,9,4,4,0,0.4444444444444444,32,31,1,0.26666666666666666,1,0.1111111111111111,0,0.0,2025-09-14,0.39161148377291427,9,1,3.5555555555555554,3.4444444444444446,0.15076560659599528,0.8121212121212121,0.6055432214502084,0.5559032966135665,0.6708203932499369,0.37291126804324903,2661,Active
FC ATLETICO 16B BLUE,KS,10,10,0,10,0,0.0,19,41,-22,0.0,0,0.0,3,0.3,2025-10-04,0.38359960626027434,10,0,1.9,4.1,0.08056537102473499,0.7763636363636364,0.5931545701468116,0.5272785435657612,0.7071067811865476,0.3728422337295162,2662,Active
PW Courage Mercurial B16,VA,10,10,7,3,0,0.7,36,36,1,0.42,0,0.0,2,0.2,2025-10-12,0.3618536023900694,10,0,3.6,3.6,0.15265017667844524,0.8036363636363636,0.5595290362110692,0.5269747297896032,0.7071067811865476,0.37262740494817703,2663,Active
Vipers FC B16 - EG (SFC),UT,8,8,4,4,0,0.5,26,26,0,0.3,0,0.0,1,0.125,2025-08-02,0.4260874514840066,8,0,3.25,3.25,0.13780918727915195,0.8227272727272728,0.6588529159189592,0.5874190415526606,0.6324555320336759,0.3715164224518999,2664,Active
FC Lake County Boys 2016 Select 2,IL,8,8,8,0,0,1.0,28,2,26,0.6,0,0.0,0,0.0,2025-08-24,0.3883390051178135,8,0,3.5,0.25,0.14840989399293286,0.9863636363636363,0.6004830346348343,0.5872445268522144,0.6324555320336759,0.3714060496641815,2665,Active
Galaxy 16B Orange,MI,8,9,5,3,0,0.625,26,18,7,0.375,1,0.125,0,0.0,2025-10-11,0.4136752756646054,8,1,3.25,2.25,0.13780918727915195,0.8772727272727272,0.6396601464463331,0.5868124707781757,0.6324555320336759,0.371132793410007,2666,Active
Seattle United SH B16 Blue,WA,8,8,6,2,0,0.75,30,8,22,0.44999999999999996,0,0.0,2,0.25,2025-08-24,0.39426441087048814,8,0,3.75,1.0,0.1590106007067138,0.9454545454545454,0.609645404576863,0.5866802719783697,0.6324555320336759,0.37104918354774147,2667,Active
State 48 FC 16 Elite,AZ,8,8,6,2,0,0.75,48,22,26,0.44999999999999996,0,0.0,0,0.0,2025-08-31,0.3935749987113677,8,0,6.0,2.75,0.2544169611307421,0.85,0.6085793764417361,0.5860310180911901,0.6324555320336759,0.37063855933510037,2668,Active
16B Arviso #2,AZ,9,9,5,2,0,0.5555555555555556,41,33,8,0.3333333333333333,3,0.3333333333333333,4,0.4444444444444444,2025-10-11,0.38135899596037914,9,3,4.555555555555555,3.6666666666666665,0.19316843345111898,0.8,0.5896899465715749,0.5524476546331688,0.6708203932499369,0.3705931529310276,2669,Active
Cyclones 16B,TX,13,14,2,10,0,0.15384615384615385,21,86,-44,0.09230769230769231,4,0.3076923076923077,10,0.7692307692307693,2025-04-27,0.3428785941310647,13,4,1.6153846153846154,6.615384615384615,0.0684968741505844,0.6391608391608392,0.5301882530514392,0.45964449449314826,0.806225774829855,0.3705772387190155,2670,Active
Hillsboro Rush 16B Black,OR,8,8,4,4,0,0.5,38,28,10,0.3,2,0.25,2,0.25,2025-08-24,0.41181035565824087,8,2,4.75,3.5,0.20141342756183747,0.8090909090909091,0.6367764473843931,0.5841667357611852,0.6324555320336759,0.3694594836622161,2671,Active
