Team,State,Games_Played,Total_Games_History,Wins,Losses,Ties,Win_Percentage,Goals_For,Goals_Against,Goal_Differential,Recent_Win_Pct,Cross_Age_Games,Cross_Age_Pct,Cross_State_Games,Cross_State_Pct,Last_Game_Date,SOS_Score,Opponents_Count,Cross_Age_Opponents,Offense,Defense,Offense_Norm,Defense_Norm,SOS_Norm,Power_Score,Games_Penalty,Power_Score_Adj,National_Rank,Status
Pinnacle Soccer Academy 16B,TX,30,36,16,14,0,0.5333333333333333,130,97,23,0.5700000000000001,0,0.0,15,0.5,2025-10-11,0.36467926845557036,30,0,4.333333333333333,3.2333333333333334,0.18374558303886926,0.8236363636363636,0.5638983231266648,0.5398153832110455,1.224744871391589,0.6611361220860132,979,Active
Grand Futbol Club Mustangs 2016,IL,30,37,11,15,0,0.36666666666666664,122,149,-7,0.39,0,0.0,10,0.3333333333333333,2025-10-12,0.3874319959802915,30,0,4.066666666666666,4.966666666666667,0.1724381625441696,0.729090909090909,0.5990805394124564,0.5397541379744897,1.224744871391589,0.6610611122966443,980,Active
DSX Green 2016B,OH,29,29,11,18,0,0.3793103448275862,71,94,-19,0.35,0,0.0,3,0.10344827586206896,2025-09-28,0.39186889622048665,29,0,2.4482758620689653,3.2413793103448274,0.103813817472889,0.8231974921630094,0.6059412546264642,0.5489670147030582,1.2041594578792296,0.6610438228184137,981,Active
SWM Kickers 2016B Grey,MI,30,43,15,5,0,0.5,91,53,38,0.52,0,0.0,9,0.3,2025-10-12,0.3592349496095477,30,0,3.033333333333333,1.7666666666666666,0.12862190812720847,0.9036363636363636,0.5554798509693611,0.5397395649343311,1.224744871391589,0.6610432640404494,982,Active
Dallas Surf 16B Silver,TX,30,49,13,15,0,0.43333333333333335,87,79,4,0.39,0,0.0,14,0.4666666666666667,2025-10-12,0.37059219269767274,30,0,2.9,2.6333333333333333,0.12296819787985866,0.8563636363636363,0.5730413930878868,0.5396912027014311,1.224744871391589,0.6609840326437362,983,Active
South Valley United B16 White,CA,30,49,10,15,0,0.3333333333333333,84,92,-9,0.37,0,0.0,12,0.4,2025-10-12,0.3765080806850158,30,0,2.8,3.066666666666667,0.11872791519434629,0.8327272727272728,0.5821890458458728,0.5396044650918475,1.224744871391589,0.6608778012012418,984,Active
RAYADOS LAS VEGAS SOCCER ACADEMY 2016 BLUE 1,NV,30,45,8,16,0,0.26666666666666666,53,69,-16,0.25,7,0.23333333333333334,28,0.9333333333333333,2025-06-16,0.3767604669760718,30,7,1.7666666666666666,2.3,0.07491166077738516,0.8745454545454545,0.5825793071483849,0.5394390073535988,1.224744871391589,0.6606751576848898,985,Active
State 48 FC Avondale 16 Black,AZ,28,28,14,10,0,0.5,71,53,16,0.5133333333333333,2,0.07142857142857142,17,0.6071428571428571,2025-09-28,0.3852885250596312,28,2,2.5357142857142856,1.8928571428571428,0.10752145381120647,0.8967532467532467,0.5957661210663026,0.5583146127526721,1.1832159566199232,0.660606758623035,986,Active
Red Star 16B Gold,CA,30,38,13,15,0,0.43333333333333335,109,88,9,0.37,0,0.0,13,0.43333333333333335,2025-10-05,0.3670816935463338,30,0,3.6333333333333333,2.933333333333333,0.1540636042402827,0.84,0.5676131585925146,0.5393806160035652,1.224744871391589,0.6606036431784025,987,Active
Belmont United 16B Everton Blue,CA,30,43,12,17,0,0.4,84,90,-11,0.35000000000000003,0,0.0,13,0.43333333333333335,2025-10-11,0.37548097245866946,30,0,2.8,3.0,0.11872791519434629,0.8363636363636364,0.5806008431247278,0.5393788161864332,1.224744871391589,0.6606014388616007,988,Active
FC Cardinals 16B,TX,30,35,13,10,0,0.43333333333333335,84,68,16,0.41000000000000003,0,0.0,16,0.5333333333333333,2025-10-04,0.36662861853852635,30,0,2.8,2.2666666666666666,0.11872791519434629,0.8763636363636363,0.566912575205268,0.5391658554347574,1.224744871391589,0.660340616273178,989,Active
KH PreElite Swan City B16-1,FL,30,43,12,14,0,0.4,117,104,13,0.4,0,0.0,12,0.4,2025-10-11,0.37065825579920963,30,0,3.9,3.466666666666667,0.16537102473498233,0.8109090909090909,0.5731435455144148,0.5391421504374636,1.224744871391589,0.6603115836993161,990,Active
Bobcats,NJ,30,72,18,10,0,0.6,73,82,1,0.64,9,0.3,8,0.26666666666666666,2025-10-12,0.3752982928097662,30,9,2.433333333333333,2.7333333333333334,0.10318021201413427,0.8509090909090908,0.5803183682033477,0.5390088815066536,1.224744871391589,0.6601483632597906,991,Active
PSC 16B NextUp Blue OR,TX,30,35,13,11,0,0.43333333333333335,91,120,-10,0.45000000000000007,2,0.06666666666666667,12,0.4,2025-08-31,0.38467424356959873,30,2,3.033333333333333,4.0,0.12862190812720847,0.7818181818181817,0.5948162664073744,0.5389777778335026,1.224744871391589,0.6601102691956175,992,Active
Academia De Glen Burnie 2016 Gold,MD,26,26,21,5,0,0.8076923076923077,163,55,77,0.83,0,0.0,18,0.6923076923076923,2025-10-04,0.375999450581479,26,0,6.269230769230769,2.1153846153846154,0.2658331068225061,0.8846153846153846,0.5814025584107883,0.578931233334051,1.140175425099138,0.6600831650698199,993,Active
CUSC Rangers 16B,OR,30,42,19,9,0,0.6333333333333333,114,84,35,0.7,0,0.0,12,0.4,2025-08-24,0.36339254174022995,30,0,3.8,2.8,0.16113074204946998,0.8472727272727273,0.5619086760590494,0.538825899499869,1.224744871391589,0.6599242569854243,994,Active
U10 GSC Boys Purple,WY,30,50,15,9,0,0.5,150,104,29,0.47000000000000003,0,0.0,22,0.7333333333333333,2025-10-12,0.36022880603254687,30,0,5.0,3.466666666666667,0.21201413427561838,0.8109090909090909,0.5570166369038382,0.5387946271792448,1.224744871391589,0.6598859563711232,995,Active
JFC 2016B ELITE SILVER,FL,30,47,17,13,0,0.5666666666666667,110,95,16,0.53,0,0.0,18,0.6,2025-10-12,0.36877553481117714,30,0,3.6666666666666665,3.1666666666666665,0.15547703180212014,0.8272727272727273,0.5702323210497967,0.5386893444448475,1.224744871391589,0.6597570118821241,996,Active
South County B2016,CA,30,62,6,23,0,0.2,66,135,-61,0.18,0,0.0,3,0.1,2025-10-11,0.39766572299330055,30,0,2.2,4.5,0.0932862190812721,0.7545454545454545,0.6149048047358221,0.5385092175668386,1.224744871391589,0.6595364024120829,997,Active
U10 F1,FL,30,36,15,14,0,0.5,69,80,-11,0.51,0,0.0,9,0.3,2025-10-04,0.37514990056795566,30,0,2.3,2.6666666666666665,0.09752650176678444,0.8545454545454545,0.5800889114078563,0.5384677381071616,1.224744871391589,0.6594856006565755,998,Active
Atletico Dallas Youth B16 O Rodriguez,TX,30,60,13,17,0,0.43333333333333335,95,73,16,0.41000000000000003,0,0.0,7,0.23333333333333334,2025-10-12,0.3643620912776428,30,0,3.1666666666666665,2.433333333333333,0.13427561837455831,0.8672727272727273,0.5634078766049174,0.5383543950924076,1.224744871391589,0.6593467843805474,999,Active
2016 (U10) Blue,FL,30,58,9,18,0,0.3,80,108,-34,0.31999999999999995,0,0.0,11,0.36666666666666664,2025-09-27,0.3824486471225901,30,0,2.6666666666666665,3.6,0.11307420494699646,0.8036363636363636,0.5913748585375499,0.538167028839202,1.224744871391589,0.659117308522862,1000,Active
North Coast FC 16B Red,CA,30,87,8,18,0,0.26666666666666666,85,80,3,0.24000000000000002,2,0.06666666666666667,5,0.16666666666666666,2025-10-11,0.3699286969857557,30,2,2.8333333333333335,2.6666666666666665,0.12014134275618375,0.8545454545454545,0.5720154391834154,0.5381466229703769,1.224744871391589,0.6590923165396722,1001,Active
MT Rush B-2016-SE-Blue,MT,30,47,15,14,0,0.5,130,106,10,0.5599999999999999,1,0.03333333333333333,15,0.5,2025-10-12,0.36636923336016525,30,1,4.333333333333333,3.533333333333333,0.18374558303886926,0.8072727272727273,0.5665114916236836,0.5381105570365294,1.224744871391589,0.6590481449721606,1002,Active
16B_Black,CA,30,34,13,13,0,0.43333333333333335,100,96,2,0.45999999999999996,0,0.0,11,0.36666666666666664,2025-10-12,0.3715833316661084,30,0,3.3333333333333335,3.2,0.1413427561837456,0.8254545454545454,0.574573977061342,0.5381038465644634,1.224744871391589,0.659039926355913,1003,Active
Founders FC 2016B,MD,30,43,13,12,0,0.43333333333333335,136,132,3,0.42,1,0.03333333333333333,12,0.4,2025-10-04,0.37467949874976486,30,1,4.533333333333333,4.4,0.192226148409894,0.76,0.5793615358221892,0.5380621511752923,1.224744871391589,0.6589888601418651,1004,Active
2016 Boys North Black,MD,30,40,15,13,0,0.5,108,101,8,0.5,0,0.0,16,0.5333333333333333,2025-10-12,0.37082422092044737,30,0,3.6,3.3666666666666667,0.15265017667844524,0.8163636363636364,0.5734001750013604,0.5378428676092326,1.224744871391589,0.658720293718953,1005,Active
NSSC U10 Red,IA,30,34,14,11,0,0.4666666666666667,118,116,5,0.47,0,0.0,17,0.5666666666666667,2025-10-11,0.3736420420221263,30,0,3.933333333333333,3.8666666666666667,0.1667844522968198,0.7890909090909091,0.5777573313618989,0.5378294710946852,1.224744871391589,0.6587038864064665,1006,Active
PW Courage Swoosh B16,VA,30,34,10,16,0,0.3333333333333333,77,92,-13,0.32000000000000006,0,0.0,9,0.3,2025-10-12,0.3765981808305056,30,0,2.566666666666667,3.066666666666667,0.10883392226148411,0.8327272727272728,0.5823283664087618,0.5377092588430085,1.224744871391589,0.658556657067747,1007,Active
Dominion USYS 16 B,PA,30,30,9,13,0,0.3,76,95,-17,0.29000000000000004,0,0.0,5,0.16666666666666666,2025-10-04,0.3777768272500974,30,0,2.533333333333333,3.1666666666666665,0.10742049469964664,0.8272727272727273,0.5841508904649875,0.5374291786734673,1.224744871391589,0.658213630316523,1008,Active
TAHUICHI F.C. 2016B RED,CA,30,59,9,16,0,0.3,51,108,-43,0.31,0,0.0,4,0.13333333333333333,2025-10-11,0.390444664807463,30,0,1.7,3.6,0.07208480565371025,0.8036363636363636,0.6037389860167085,0.5373876254680399,1.224744871391589,0.6581627382412858,1009,Active
WUFC 16B CHEETAHS ACADEMY,KS,27,29,14,9,0,0.5185185185185185,76,55,21,0.5299999999999999,0,0.0,14,0.5185185185185185,2025-10-05,0.3929717940119443,27,0,2.814814814814815,2.037037037037037,0.11935610522182961,0.8888888888888888,0.6076466496652799,0.5662369886213117,1.161895003862225,0.6579079280810937,1010,Active
OSC Stallions 2016B White,CA,30,36,16,14,0,0.5333333333333333,146,115,18,0.55,0,0.0,13,0.43333333333333335,2025-10-11,0.3639786429368285,30,0,4.866666666666666,3.8333333333333335,0.20636042402826854,0.7909090909090909,0.5628149559343606,0.5371428765480882,1.224744871391589,0.6578629832567965,1011,Active
RU ORANGE ELITE SWOOSH SP B16,VA,28,28,10,14,0,0.35714285714285715,73,84,-11,0.36,0,0.0,7,0.25,2025-10-12,0.39506598986966945,28,0,2.607142857142857,3.0,0.11055022715800102,0.8363636363636364,0.6108848746882466,0.5559136975172755,1.1832159566199232,0.6577659574060217,1012,Active
Midstate 2016 Boys United,IL,30,54,10,16,0,0.3333333333333333,49,80,-31,0.35,0,0.0,6,0.2,2025-09-27,0.3796772889207191,30,0,1.6333333333333333,2.6666666666666665,0.06925795053003533,0.8545454545454545,0.5870895470926829,0.5370144092707076,1.224744871391589,0.6577056436176829,1013,Active
West Pines United FC 2016 Elite,FL,30,60,10,14,0,0.3333333333333333,81,86,-5,0.33999999999999997,0,0.0,11,0.36666666666666664,2025-10-11,0.37227497146327415,30,0,2.7,2.8666666666666667,0.11448763250883394,0.8436363636363636,0.5756434497612328,0.5370108690857792,1.224744871391589,0.6577013077943481,1014,Active
GSC 2016B Premier,VA,29,29,10,17,0,0.3448275862068966,71,83,-14,0.36,2,0.06896551724137931,11,0.3793103448275862,2025-10-12,0.38422615413853695,29,2,2.4482758620689653,2.8620689655172415,0.103813817472889,0.8438871473354231,0.5941233921459539,0.5460142282492347,1.2041594578792296,0.6574881970829445,1015,Active
2016 Rush Boys,PA,30,84,7,13,0,0.23333333333333334,79,83,-4,0.22999999999999998,0,0.0,5,0.16666666666666666,2025-10-12,0.3712774432615552,30,0,2.6333333333333333,2.7666666666666666,0.11166077738515902,0.8490909090909091,0.5741009862079767,0.5366109290199996,1.224744871391589,0.6572114832499205,1016,Active
Night Riders,NY,30,40,11,17,0,0.36666666666666664,62,72,-10,0.41000000000000003,9,0.3,14,0.4666666666666667,2025-10-04,0.37208472293554196,30,9,2.066666666666667,2.4,0.08763250883392228,0.8690909090909091,0.5753492711910613,0.5365542462996031,1.224744871391589,0.6571420613788184,1017,Active
Roadrunners SC B2016 Select II,IL,25,27,21,3,0,0.84,138,44,79,0.75,0,0.0,10,0.4,2025-10-12,0.388125748335277,25,0,5.52,1.76,0.2340636042402827,0.904,0.600153278730209,0.5877046880861819,1.118033988749895,0.6570738166280068,1018,Active
Nationals Oakland 16 Boys Black 1,MI,26,26,10,14,0,0.38461538461538464,81,68,9,0.33999999999999997,2,0.07692307692307693,15,0.5769230769230769,2025-10-12,0.40778068565969966,26,2,3.1153846153846154,2.6153846153846154,0.1321011144332699,0.8573426573426574,0.630545426453166,0.576216010227085,1.140175425099138,0.6569873344095959,1019,Active
Yardley Makefield Soccer 2016 Boys Grey,PA,30,32,12,15,0,0.4,111,128,-9,0.41,3,0.1,12,0.4,2025-10-12,0.37894127887871776,30,3,3.7,4.266666666666667,0.15689045936395762,0.7672727272727273,0.5859514653194945,0.5364035165190337,1.224744871391589,0.6569574558531001,1020,Active
LKWD B2016 Blue,CA,30,55,13,16,0,0.43333333333333335,91,90,-3,0.46,0,0.0,0,0.0,2025-10-11,0.37013906525542695,30,0,3.033333333333333,3.0,0.12862190812720847,0.8363636363636364,0.5723407286220201,0.536401546071381,1.224744871391589,0.656955042557443,1021,Active
Santa Rosa Empire SC 16B Legends,CA,30,60,10,17,0,0.3333333333333333,122,145,-39,0.30000000000000004,0,0.0,5,0.16666666666666666,2025-10-12,0.3822207408890574,30,0,4.066666666666666,4.833333333333333,0.1724381625441696,0.7363636363636363,0.5910224503969296,0.536373830019719,1.224744871391589,0.6569210974653147,1022,Active
B16 Gold,CA,30,97,10,17,0,0.3333333333333333,106,112,-33,0.33,0,0.0,4,0.13333333333333333,2025-10-11,0.3740926120816996,30,0,3.533333333333333,3.7333333333333334,0.14982332155477032,0.7963636363636364,0.5784540413836132,0.5363098164138493,1.224744871391589,0.6568426971298266,1023,Active
2016 Boys Pre ECNL Black,DE,30,76,9,15,0,0.3,95,119,-19,0.29000000000000004,0,0.0,23,0.7666666666666667,2025-10-12,0.3801372144876531,30,0,3.1666666666666665,3.966666666666667,0.13427561837455831,0.7836363636363636,0.5878007234012663,0.5362628304429442,1.224744871391589,0.6567851513029331,1024,Active
Rose Tree Jaguars,PA,30,44,12,12,0,0.4,91,104,-11,0.38,0,0.0,9,0.3,2025-10-12,0.37544031335237443,30,0,3.033333333333333,3.466666666666667,0.12862190812720847,0.8109090909090909,0.5805379725317361,0.5362289833263015,1.224744871391589,0.6567436972204137,1025,Active
2016 PFCU Sheffield Boys,IL,30,65,8,15,0,0.26666666666666666,86,91,-25,0.22999999999999998,0,0.0,7,0.23333333333333334,2025-10-11,0.37168683447635,30,0,2.8666666666666667,3.033333333333333,0.12155477031802121,0.8345454545454545,0.5747340219725355,0.5360604581562165,1.224744871391589,0.6565372968826516,1026,Active
Tigers FC,CA,30,72,10,14,0,0.3333333333333333,75,120,-29,0.32000000000000006,2,0.06666666666666667,9,0.3,2025-10-12,0.38625976054892663,30,2,2.5,4.0,0.10600706713780919,0.7818181818181817,0.5972679285753892,0.5359258069364318,1.224744871391589,0.6563723834917936,1027,Active
Holmdel FC 2016 boys Ajax,NJ,30,36,9,16,0,0.3,83,101,-18,0.26,0,0.0,14,0.4666666666666667,2025-10-05,0.37617123530683005,30,0,2.7666666666666666,3.3666666666666667,0.11731448763250883,0.8163636363636364,0.5816681866681183,0.5357365368001,1.224744871391589,0.6561405758630138,1028,Active
Houston Futsal SC 16B Fixo,TX,27,27,12,14,0,0.4444444444444444,98,121,-23,0.44,6,0.2222222222222222,14,0.5185185185185185,2025-08-31,0.41257513343945135,27,6,3.6296296296296298,4.481481481481482,0.15390655673341186,0.7555555555555555,0.6379590123001765,0.5646678298378994,1.161895003862225,0.6560847303303804,1029,Active
FSC16B Rage Republic,CA,30,40,15,15,0,0.5,139,142,-5,0.51,15,0.5,10,0.3333333333333333,2025-10-11,0.37508746030070644,30,15,4.633333333333334,4.733333333333333,0.19646643109540637,0.7418181818181818,0.5799923609180341,0.5356523391335382,1.224744871391589,0.656037455202709,1030,Active
Wildcats 2016,PA,30,47,12,13,0,0.4,119,131,-10,0.4,0,0.0,15,0.5,2025-10-05,0.3766331346161186,30,0,3.966666666666667,4.366666666666666,0.16819787985865725,0.7618181818181818,0.5823824149462,0.5354326613030878,1.224744871391589,0.6557684059065064,1031,Active
PBG 16 PRE-ECNL BOYS SWOOSH,FL,30,39,13,13,0,0.43333333333333335,100,86,11,0.45000000000000007,0,0.0,17,0.5666666666666667,2025-10-12,0.36477403480765686,30,0,3.3333333333333335,2.8666666666666667,0.1413427561837456,0.8436363636363636,0.5640448589778985,0.5354227393507609,1.224744871391589,0.6557562540462799,1032,Active
Dixon Leon SC 16B Red,CA,30,49,12,17,0,0.4,105,146,-36,0.36000000000000004,0,0.0,6,0.2,2025-10-11,0.3867227360311021,30,0,3.5,4.866666666666666,0.14840989399293286,0.7345454545454546,0.5979838209241732,0.5353813622621815,1.224744871391589,0.6557055776692491,1033,Active
Southeast 2016 Boys Green,AZ,30,36,16,7,0,0.5333333333333333,107,65,36,0.54,0,0.0,14,0.4666666666666667,2025-09-28,0.3543372088476529,30,0,3.566666666666667,2.1666666666666665,0.15123674911660778,0.8818181818181818,0.5479065446653367,0.5353549129861599,1.224744871391589,0.6556731840540897,1034,Active
NEFC Metro North Boys 2016 Red,MA,30,38,14,16,0,0.4666666666666667,91,130,-26,0.49,2,0.06666666666666667,11,0.36666666666666664,2025-10-05,0.3846400472292477,30,2,3.033333333333333,4.333333333333333,0.12862190812720847,0.7636363636363637,0.5947633890966825,0.535309687810724,1.224744871391589,0.6556177947524168,1035,Active
16B Midhaan,AZ,30,51,10,18,0,0.3333333333333333,76,110,-35,0.33999999999999997,1,0.03333333333333333,12,0.4,2025-09-14,0.3813708775991735,30,1,2.533333333333333,3.6666666666666665,0.10742049469964664,0.8,0.5897083189792539,0.5353090903274818,1.224744871391589,0.6556170629878801,1036,Active
New England Surf Metro Boston Navy 2016 Boys,MA,30,56,12,15,0,0.4,106,124,-21,0.45999999999999996,0,0.0,11,0.36666666666666664,2025-10-12,0.3777085812485895,30,0,3.533333333333333,4.133333333333334,0.14982332155477032,0.7745454545454545,0.5840453626515382,0.5353009728109679,1.224744871391589,0.6556071211011614,1037,Active
Tiburones Azul 2016,TX,30,33,13,11,0,0.43333333333333335,98,92,-1,0.45000000000000007,0,0.0,20,0.6666666666666666,2025-09-01,0.36757056781544184,30,0,3.2666666666666666,3.066666666666667,0.13851590106007067,0.8327272727272728,0.5683690978641307,0.5352700934759471,1.224744871391589,0.6555693017939627,1038,Active
Glen-Ed SC 16B Belgium,IL,30,34,16,10,0,0.5333333333333333,142,106,25,0.56,0,0.0,20,0.6666666666666666,2025-10-12,0.35942725989333774,30,0,4.733333333333333,3.533333333333333,0.20070671378091873,0.8072727272727273,0.5557772176033584,0.5350622187727443,1.224744871391589,0.655314708317323,1039,Active
BUSA '16,MD,30,49,10,15,0,0.3333333333333333,89,78,1,0.3,0,0.0,16,0.5333333333333333,2025-10-12,0.3644931340295616,30,0,2.966666666666667,2.6,0.12579505300353358,0.8581818181818182,0.5636105061329898,0.5349616779168642,1.224744871391589,0.6551915714197185,1040,Active
FC Central Illinois 2016 Boys,IL,30,46,15,15,0,0.5,126,94,21,0.46,0,0.0,5,0.16666666666666666,2025-10-12,0.35948835797888945,30,0,4.2,3.1333333333333333,0.17809187279151945,0.8290909090909091,0.5558716926968694,0.5349595719946074,1.224744871391589,0.6551889922022349,1041,Active
Elite 11 FC,TX,30,44,12,16,0,0.4,153,107,26,0.37,1,0.03333333333333333,14,0.4666666666666667,2025-10-11,0.35635669585888574,30,1,5.1,3.566666666666667,0.21625441696113074,0.8054545454545454,0.5510292484703352,0.5349593415653363,1.224744871391589,0.6551887099851669,1042,Active
Commack Wolves B16,NY,30,54,11,19,0,0.36666666666666664,89,117,-20,0.33,2,0.06666666666666667,10,0.3333333333333333,2025-10-12,0.37961640117370654,30,2,2.966666666666667,3.9,0.12579505300353358,0.7872727272727272,0.5869953972426386,0.5348107944008353,1.224744871391589,0.6550067776072847,1043,Active
North FC Chagrin 2016 Boys Blue,OH,30,41,6,20,0,0.2,103,182,-65,0.14,0,0.0,4,0.13333333333333333,2025-10-01,0.40070289573322254,30,0,3.433333333333333,6.066666666666666,0.14558303886925794,0.6690909090909091,0.6196011413889617,0.5346954744254104,1.224744871391589,0.6548655400588139,1044,Active
LC B2016 - SOCAL,CA,30,44,11,17,0,0.36666666666666664,104,105,-3,0.35,0,0.0,15,0.5,2025-10-11,0.3702048887024568,30,0,3.466666666666667,3.5,0.14699646643109543,0.8090909090909091,0.5724425104742207,0.5346829813889333,1.224744871391589,0.6548502392764605,1045,Active
BSC 2016 Fusion,MD,30,57,17,9,0,0.5666666666666667,82,76,6,0.52,0,0.0,14,0.4666666666666667,2025-10-12,0.36553769165844596,30,0,2.7333333333333334,2.533333333333333,0.11590106007067139,0.8618181818181818,0.565225690615046,0.5346792627467982,1.224744871391589,0.654845684888577,1046,Active
2016 Boys Grey,FL,30,116,14,15,0,0.4666666666666667,81,86,-6,0.48999999999999994,0,0.0,8,0.26666666666666666,2025-10-12,0.36967973563426926,30,0,2.7,2.8666666666666667,0.11448763250883394,0.8436363636363636,0.5716304738158443,0.534603083518546,1.224744871391589,0.6547523847694685,1047,Active
Philadelphia SC Surf 16 Azzurri Rosso,PA,30,48,13,12,0,0.43333333333333335,69,93,-16,0.41,0,0.0,12,0.4,2025-10-12,0.37606241134343876,30,0,2.3,3.1,0.09752650176678444,0.8309090909090909,0.5814999137341172,0.5345870667756454,1.224744871391589,0.6547327683457446,1048,Active
2016 Green JA,FL,30,47,12,12,0,0.4,77,62,14,0.4,0,0.0,18,0.6,2025-10-11,0.36141979100844485,30,0,2.566666666666667,2.066666666666667,0.10883392226148411,0.8872727272727272,0.558858239892739,0.5345362738424857,1.224744871391589,0.6546705599613543,1049,Active
U10 Union FC 16B JDP,CA,30,47,5,24,0,0.16666666666666666,59,95,-34,0.16000000000000003,0,0.0,5,0.16666666666666666,2025-10-11,0.37973258471845334,30,0,1.9666666666666666,3.1666666666666665,0.0833922261484099,0.8272727272727273,0.5871750501917494,0.5344380207992772,1.224744871391589,0.654550225050586,1050,Active
Mercury B16 West,OH,30,55,14,11,0,0.4666666666666667,111,72,25,0.51,0,0.0,8,0.26666666666666666,2025-10-11,0.3547420003335933,30,0,3.7,2.4,0.15689045936395762,0.8690909090909091,0.5485324679351306,0.5343157544520517,1.224744871391589,0.6544004799688778,1051,Active
South Tahoe FC 2016 Boys,CA,30,57,12,16,0,0.4,86,131,-36,0.39,1,0.03333333333333333,15,0.5,2025-10-05,0.38546420593534,30,1,2.8666666666666667,4.366666666666666,0.12155477031802121,0.7618181818181818,0.596037773885058,0.5342972547582754,1.224744871391589,0.6543778225638031,1052,Active
2016B Yellow,FL,30,37,12,18,0,0.4,86,84,0,0.37999999999999995,0,0.0,17,0.5666666666666667,2025-10-12,0.36700319355371563,30,0,2.8666666666666667,2.8,0.12155477031802121,0.8472727272727273,0.567491775179659,0.5342605646259451,1.224744871391589,0.6543328865124007,1053,Active
FRAM B16 Premier,CA,30,40,13,16,0,0.43333333333333335,66,94,-26,0.45000000000000007,2,0.06666666666666667,11,0.36666666666666664,2025-10-11,0.3768936421950211,30,2,2.2,3.1333333333333333,0.0932862190812721,0.8290909090909091,0.5827852340796458,0.5341465660822238,1.224744871391589,0.654193267380632,1054,Active
Carol Stream Panthers SC 2016 - Pre Academy,IL,30,40,19,11,0,0.6333333333333333,112,78,30,0.71,0,0.0,12,0.4,2025-10-05,0.35649826611224394,30,0,3.7333333333333334,2.6,0.15830388692579506,0.8581818181818182,0.5512481565229136,0.5340460349352708,1.224744871391589,0.6540701423739863,1055,Active
Alameda SC Islanders 16B Red,CA,30,44,12,16,0,0.4,97,130,-27,0.44999999999999996,0,0.0,13,0.43333333333333335,2025-10-12,0.38129648040777003,30,0,3.2333333333333334,4.333333333333333,0.13710247349823323,0.7636363636363637,0.5895932796690803,0.5339037352283675,1.224744871391589,0.6538958615377559,1056,Active
Mustang SC Hotspurs 16M,CA,30,51,8,22,0,0.26666666666666666,71,127,-54,0.3,0,0.0,8,0.26666666666666666,2025-10-12,0.3880241062702018,30,0,2.3666666666666667,4.233333333333333,0.10035335689045936,0.769090909090909,0.599996111062582,0.5338865198338228,1.224744871391589,0.6538747770715784,1057,Active
JCSA U10 Boys Black Fall 2025,WY,26,26,12,12,0,0.46153846153846156,61,60,1,0.49,0,0.0,7,0.2692307692307692,2025-10-12,0.4082343472001222,26,0,2.3461538461538463,2.3076923076923075,0.09948355531394401,0.8741258741258742,0.6312469167873842,0.5734700359603941,1.140175425099138,0.6538564420327604,1058,Active
U9 EPP Blue,MA,20,20,18,1,0,0.9,92,13,72,0.8200000000000001,10,0.5,18,0.9,2025-06-15,0.45472879758707224,20,10,4.6,0.65,0.19505300353356889,0.9645454545454546,0.7031406186666597,0.6538040628158005,1.0,0.6538040628158005,1059,Active
SYC 2016B Pre-MLS Next II,VA,30,32,8,22,0,0.26666666666666666,70,129,-53,0.27,2,0.06666666666666667,14,0.4666666666666667,2025-08-31,0.3890369469398128,30,2,2.3333333333333335,4.3,0.09893992932862192,0.7654545454545454,0.6015622520653512,0.5338162461958442,1.224744871391589,0.65378870979387,1060,Active
Lions Green,NJ,30,37,13,15,0,0.43333333333333335,78,83,-8,0.38,2,0.06666666666666667,20,0.6666666666666666,2025-10-05,0.3685598920368025,30,2,2.6,2.7666666666666666,0.11024734982332156,0.8490909090909091,0.5698988757202083,0.5338069772149712,1.224744871391589,0.6537773576570827,1061,Active
JUVENTUS PREMIER FC 16B,TX,30,44,15,10,0,0.5,91,81,10,0.53,0,0.0,16,0.5333333333333333,2025-10-12,0.363804936267473,30,0,3.033333333333333,2.7,0.12862190812720847,0.8527272727272727,0.5625463558025781,0.533797649652443,1.224744871391589,0.6537659337727137,1062,Active
Central Cal Aztecs B16 Academy,CA,30,49,9,20,0,0.3,86,97,-17,0.29,0,0.0,14,0.4666666666666667,2025-10-11,0.3715576646825036,30,0,2.8666666666666667,3.2333333333333334,0.12155477031802121,0.8236363636363636,0.5745342885726714,0.5337587999344797,1.224744871391589,0.6537183527798832,1063,Active
FCE 2016 Boys Premier,PA,30,42,13,16,0,0.43333333333333335,86,92,-6,0.36,0,0.0,18,0.6,2025-10-12,0.36952262881705045,30,0,2.8666666666666667,3.066666666666667,0.12155477031802121,0.8327272727272728,0.5713875417973705,0.533688933687481,1.224744871391589,0.6536327844521882,1064,Active
MAKO 2016 BOYS GREEN,FL,30,42,11,16,0,0.36666666666666664,80,94,-16,0.36,0,0.0,14,0.4666666666666667,2025-10-12,0.37205695086960905,30,0,2.6666666666666665,3.1333333333333333,0.11307420494699646,0.8290909090909091,0.5753063276437748,0.533616819393846,1.224744871391589,0.6535444628409046,1065,Active
FC Dallas Youth 16B Palmisano,TX,28,28,17,6,0,0.6071428571428571,94,44,36,0.6133333333333333,0,0.0,13,0.4642857142857143,2025-10-04,0.36749693354356544,28,0,3.357142857142857,1.5714285714285714,0.14235234729934376,0.9142857142857143,0.5682552382454812,0.5522807552643003,1.1832159566199232,0.6534674021628227,1066,Active
