Team,Date,Opponent,GoalsFor,GoalsAgainst,GoalDiff,expected_gd,gd_delta,impact_bucket,Opponent_BaseStrength
14,2025-02-15,Legends FC AZ 14B Gold,9,1,8,1.6119257086999021,6.388074291300098,good,0.262
14,2025-02-15,Dynamos SC 14B Gold,9,1,8,1.6301075268817202,6.36989247311828,good,0.258
14,2025-02-08,PRFC Southeast Valley 14B Pre-Academy,7,1,6,1.6084021005251312,4.391597899474869,good,0.239
14,2025-02-01,East Valley NSFC 14 Boys Aguirre,8,1,7,2.3679606342263533,4.632039365773647,good,0.233
14,2025-01-26,Next Level Soccer Southeast 2014 Boys Red,4,2,2,2.8745519713261647,-0.8745519713261647,neutral,0.208
14,2025-01-26,Southeast 2014 Boys Red,4,2,2,2.862731640356898,-0.8627316403568979,neutral,0.205
14,2025-01-25,Phoenix Premier FC 14B Black,7,1,6,1.538634658664666,4.461365341335334,good,0.267
14,2025-01-25,14B Jimmy,8,5,3,3.4838709677419355,-0.4838709677419355,neutral,0.189
14,2025-01-25,14B Velasco,8,5,3,3.3862478777589136,-0.38624787775891356,neutral,0.177
14,2025-01-24,2014B West,6,3,3,3.1422287390029324,-0.14222873900293242,neutral,0.256
14,2025-01-11,14B Engilman,4,1,3,2.2121588089330024,0.7878411910669976,neutral,0.235
14,2025-01-04,14B JCFresquez Pre-MLS Next,3,5,-2,2.73963133640553,-4.73963133640553,weak,0.184
14,2025-01-04,14B Antunez Pre-MLS Next,3,5,-2,2.003024193548387,-4.003024193548387,weak,0.208
14,2024-12-08,2014B West,1,4,-3,3.1422287390029324,-6.142228739002933,weak,0.256
14,2024-12-07,NOS Santos 14 Boys Blue,5,2,3,2.0673624288425048,0.9326375711574952,neutral,0.268
14,2024-12-07,PRFC West Valley 14B Pre-Academy,6,0,6,1.9671445639187572,4.032855436081243,good,0.226
14,2024-11-24,AZSC 14B Perez,6,3,3,3.11463133640553,-0.1146313364055298,neutral,0.247
14,2024-11-24,VSC 2014 Boys Green,10,2,8,1.8967741935483868,6.103225806451613,good,0.27
14,2024-11-23,RSL-AZ Yuma 14 Boys Quinonez,9,2,7,1.9044665012406945,5.0955334987593055,good,0.285
14,2024-11-23,Next Level Soccer Southeast 2014 Boys Blue,8,5,3,2.4634408602150537,0.5365591397849463,neutral,0.27
14,2024-11-23,Southeast 2014 Boys Blue,8,5,3,2.796774193548387,0.2032258064516128,neutral,0.239
14,2024-11-03,AZ Arsenal 15 Boys Teal 1 JZ,4,1,3,2.536774193548387,0.46322580645161304,neutral,0.271
14,2024-11-03,Legends FC AZ 14B Gold,5,2,3,1.6119257086999021,1.3880742913000979,good,0.262
14,2024-11-03,AZ Arsenal Pre-ECNL B15,4,1,3,2.6352357320099253,0.36476426799007466,neutral,0.288
14,2024-11-03,Dynamos SC 14B Gold,5,2,3,1.6301075268817202,1.3698924731182798,good,0.258
14,2024-11-02,Playmaker Futbol Academy 14B Gold,7,0,7,1.373089983022071,5.626910016977929,good,0.258
14,2024-11-02,Playmaker Futbol Academy 14B Black,7,0,7,2.237619263970922,4.762380736029078,good,0.233
14,2024-11-02,PRFC Desert Foothills 14B Pre-Academy,3,2,1,2.8703590992087644,-1.8703590992087644,weak,0.237
14,2024-10-27,PRFC Scottsdale 14B Pre-Academy,7,4,3,3.3001640240568615,-0.3001640240568615,neutral,0.251
14,2024-10-26,Phoenix Premier FC 14B Black,6,5,1,1.538634658664666,-0.538634658664666,neutral,0.267
14,2024-10-26,PRFC Southeast Valley 14B Predator,5,2,3,1.3340623291416072,1.6659376708583928,good,0.259
14,2024-10-25,PRFC Scottsdale 14B Pre-Academy,5,3,2,3.3001640240568615,-1.3001640240568615,weak,0.251
14,2024-10-24,PRFC Southeast Valley 14B Pre-Academy,8,1,7,1.6084021005251312,5.391597899474869,good,0.239
14,2024-10-19,AZEV B2014 (NAVY),4,2,2,3.6893667861409796,-1.6893667861409796,weak,0.211
14,2024-10-13,AZ Arsenal 14 Boys Teal 1,5,4,1,2.303670745272525,-1.303670745272525,weak,0.218
14,2024-10-12,East Valley NSFC 14 Boys Aguirre,6,1,5,2.3679606342263533,2.6320393657736467,good,0.233
14,2024-10-12,PRFC North Valley 14B Predator,7,2,5,2.1682027649769586,2.8317972350230414,good,0.221
14,2024-09-28,PRFC North Valley 14B Predator,5,2,3,2.1682027649769586,0.8317972350230414,neutral,0.221
14,2024-09-21,Tuzos Halcones 2014,8,0,8,1.6443932411674345,6.3556067588325655,good,0.278
14,2024-09-14,Legends FC AZ 14B Black,8,2,6,2.1224152191894126,3.8775847808105874,good,0.266
14,2024-09-01,Madison FC 14 Blue Boys,9,0,9,2.6654016445287794,6.33459835547122,good,0.218
14,2024-08-31,PSG 14B Blue,6,3,3,3.1649560117302054,-0.16495601173020535,neutral,0.259
14 Boys Navy,2025-09-20,2014 Boys Yellow,2,6,-4,0.556838905775076,-4.556838905775076,weak,0.181
14 Boys Navy,2025-09-06,Havasu Lions FC 14B Castillo,5,1,4,-1.8190476190476188,5.819047619047619,good,0.261
14 Boys Navy,2025-04-05,AZ Arsenal 14 Boys Teal SC,2,4,-2,-0.0438538205980068,-1.9561461794019932,weak,0.214
14 Boys Navy,2025-04-05,AZ Arsenal 14 Boys Teal 2 SC,2,4,-2,-0.1884169884169884,-1.8115830115830116,weak,0.217
14 Boys Navy,2025-03-23,CCV STARS 14 Boys Navy LAV,5,1,4,-1.6033613445378148,5.603361344537815,good,0.247
14 Boys Navy,2025-03-23,CCV Stars 14 Boys South Orange,5,1,4,-1.3015037593984964,5.301503759398496,good,0.246
14 Boys Navy,2025-03-22,Real Arizona 2014,0,8,-8,0.3653495440729482,-8.365349544072949,weak,0.288
14 Boys Navy,2025-03-22,PRFC Southeast Valley 14B Predator-Central,0,0,0,-0.4204968944099381,0.4204968944099381,neutral,0.203
14 Boys Navy,2025-03-01,Monsters 2014,1,4,-3,-0.9857142857142858,-2.0142857142857142,weak,0.37
14 Boys Navy,2025-02-22,Phoenix Premier FC 14B White,4,1,3,-1.6732142857142858,4.673214285714286,good,0.258
14 Boys Navy,2025-02-15,Phoenix United 2015 Academy,0,4,-4,0.6458646616541353,-4.6458646616541355,weak,0.216
14 Boys Navy,2025-02-08,Scottsdale 14 Sandsharks Black,0,0,0,-0.2164835164835166,0.2164835164835166,neutral,0.201
14 Boys Navy,2025-02-01,PRFC West Valley 14B Predator,1,2,-1,-0.4316602316602318,-0.5683397683397682,neutral,0.25
14 Boys Navy,2025-01-25,Hustle Hard 2014- Boys,5,1,4,-1.2788177339901479,5.278817733990148,good,0.208
14 Boys Navy,2025-01-18,FSC United 14 Boys,6,4,2,-3.174603174603175,5.174603174603175,good,0.336
14 Boys Navy,2025-01-12,14B Hermanson AL,2,0,2,0.17282229965156803,1.827177700348432,good,0.197
14 Boys Navy,2025-01-11,Legends FC AZ 14B Black,0,4,-4,-0.4600732600732602,-3.53992673992674,weak,0.266
14 Boys Navy,2025-01-11,15B NMarkette,1,2,-1,-1.342857142857143,0.34285714285714297,neutral,0.265
14 Boys Navy,2024-12-08,FC Elite Arizona 2014 Boys (ARCHIVED),0,8,-8,1.110030395136778,-9.110030395136778,weak,0.201
14 Boys Navy,2024-12-07,PRFC North Valley 14B Copa,5,2,3,-3.4624584717607974,6.462458471760797,good,0.343
14 Boys Navy,2024-12-06,CCV Stars 14 Boys North Navy,0,2,-2,-0.522751322751323,-1.477248677248677,weak,0.233
14 Boys Navy,2024-12-06,CCV STARS 14 Boys White PEO,0,2,-2,-0.20571428571428596,-1.794285714285714,weak,0.225
14 Boys Navy,2024-11-23,Phoenix United 2015 Academy,2,1,1,0.6458646616541353,0.35413533834586475,neutral,0.216
14 Boys Navy,2024-11-10,Select 14/15B Red,2,0,2,-0.00745341614906847,2.0074534161490685,good,0.213
14 Boys Navy,2024-11-10,Phoenix United 2015 Academy,0,3,-3,0.6458646616541353,-3.6458646616541355,weak,0.216
14 Boys Navy,2024-11-10,Select 14B Red,2,0,2,-0.09861751152073728,2.0986175115207373,good,0.216
14 Boys Navy,2024-11-09,14B Bratcher,5,1,4,-2.4023809523809527,6.402380952380953,good,0.319
14 Boys Navy,2024-11-09,14B Midhaan,5,1,4,-2.337566137566138,6.337566137566138,good,0.313
14 Boys Navy,2024-11-09,AZSC 2014B Pre-NL Premier 2,3,2,1,1.093233082706767,-0.09323308270676689,neutral,0.202
14 Boys Navy,2024-11-09,AZSC 14B Azanger,3,2,1,1.2955357142857142,-0.29553571428571423,neutral,0.193
14 Boys Navy,2024-11-02,Synergy FC 14 B,4,1,3,-1.4857142857142858,4.485714285714286,good,0.243
14 Boys Navy,2024-10-26,Tuzos Titanes 2014,3,3,0,-1.4857142857142858,1.4857142857142858,good,0.251
14 Boys Navy,2024-09-28,East Valley NSFC 14 Boys Tiggs,7,0,7,-4.1064039408866995,11.1064039408867,good,0.35
14 Boys Navy,2024-09-21,2014 Boys Blue,3,1,2,-0.2607142857142857,2.2607142857142857,good,0.205
14 Boys Navy,2024-09-14,Phoenix United 2015 Academy,3,1,2,0.6458646616541353,1.3541353383458647,good,0.216
14 Cityzens,2025-10-04,PRFC Desert Foothills 14B Predator,5,1,4,-1.9268388106416277,5.926838810641628,good,0.26
14 Cityzens,2025-09-27,14B Laroussi,5,2,3,-3.085335542667771,6.085335542667771,good,0.317
14 Cityzens,2025-09-14,State 48 FC Avondale 14 White,2,1,1,-0.732394366197183,1.732394366197183,good,0.188
14 Cityzens,2025-09-13,PSC 2014B,2,0,2,0.43427230046948373,1.5657276995305163,good,0.123
14 Cityzens,2025-09-13,PRFC Southeast Valley 14B Predator,2,5,-3,-1.4951062306039629,-1.5048937693960371,weak,0.259
14 Cityzens,2025-09-07,Excel Soccer Academy 14B Black,1,6,-5,0.0771294433266263,-5.077129443326626,weak,0.251
14 Cityzens,2025-09-06,Playmaker Futbol Academy 14B Black,1,6,-5,-0.591549295774648,-4.408450704225352,weak,0.233
14 Cityzens,2025-09-06,Madison FC 14 Blue Boys,2,7,-5,-0.16376691521679065,-4.83623308478321,weak,0.218
14 Cityzens,2025-08-31,Madison FC 14 White Boys,0,3,-3,-0.0181086519114686,-2.9818913480885314,weak,0.238
14 Cityzens,2025-08-30,PRFC Scottsdale 14B Copa,0,5,-5,-3.0913687251715416,-1.9086312748284584,weak,0.314
14 Cityzens,2025-08-30,AZ Inferno 14 Boys Blue,3,1,2,-1.482394366197183,3.482394366197183,good,0.259
14 Cityzens,2025-04-19,Scottsdale 14 Sandsharks Select,0,6,-6,1.7514766015447525,-7.751476601544752,weak,0.184
14 Cityzens,2025-04-19,Scottsdale 14 Sandsharks,0,6,-6,1.8342723004694836,-7.834272300469483,weak,0.187
14 Cityzens,2025-04-17,AZSC 14B Azanger,1,2,-1,1.048855633802817,-2.048855633802817,weak,0.193
14 Cityzens,2025-04-17,AZSC 2014B Pre-NL Premier 2,1,2,-1,0.8465530022238696,-1.8465530022238696,weak,0.202
14 Cityzens,2025-04-15,Next Level Soccer Southeast 2014 Boys Green,0,0,0,0.44942381562099887,-0.44942381562099887,neutral,0.201
14 Cityzens,2025-04-15,Southeast 2014 Boys Green,0,0,0,0.15649452269170583,-0.15649452269170583,neutral,0.22
14 Cityzens,2025-04-04,AZ Arsenal 14 Boys AYDP,3,0,3,-0.05497501135847349,3.0549750113584735,good,0.213
14 Cityzens,2025-04-04,AZ Arsenal 14 Boys Select,3,0,3,-0.1194911403907315,3.1194911403907315,good,0.232
14 Cityzens,2025-03-30,Scottsdale 14 Sandsharks Select,0,0,0,1.7514766015447525,-1.7514766015447525,weak,0.184
14 Cityzens,2025-03-30,Scottsdale 14 Sandsharks,0,2,-2,1.8342723004694836,-3.8342723004694834,weak,0.187
14 Cityzens,2025-03-29,Playmaker Futbol Academy 14B White,4,0,4,-1.870325400679942,5.870325400679942,good,0.266
14 Cityzens,2025-03-29,Playmaker Futbol Academy 14B Gold,4,0,4,-1.456078576723499,5.456078576723499,good,0.258
14 Cityzens,2025-03-29,Real Arizona 2014,6,1,5,0.11866946359005093,4.8813305364099495,good,0.288
14 Cityzens,2025-03-16,2014 Boys Blue,1,2,-1,-0.5073943661971829,-0.4926056338028171,neutral,0.205
14 Cityzens,2025-03-15,PRFC North Valley 15B Copa,3,4,-1,-1.5323943661971828,0.5323943661971828,neutral,0.243
14 Cityzens,2025-03-15,Real Arizona 2014,0,4,-4,0.11866946359005093,-4.1186694635900505,weak,0.288
14 Cityzens,2025-03-08,State 48 FC Avondale 14 Black,2,3,-1,-0.14906103286384953,-0.8509389671361505,neutral,0.181
14 Cityzens,2025-03-08,State 48 FC 14 White,2,3,-1,-0.3186012627489072,-0.6813987372510928,neutral,0.184
14 Cityzens,2025-02-23,State 48 FC Avondale 14 Black,2,3,-1,-0.14906103286384953,-0.8509389671361505,neutral,0.181
14 Cityzens,2025-02-23,State 48 FC 14 White,2,3,-1,-0.3186012627489072,-0.6813987372510928,neutral,0.184
14 Cityzens,2025-02-22,Select 14/15B Red,2,1,1,-0.2541334966319657,1.2541334966319657,good,0.213
14 Cityzens,2025-02-22,Select 14B Red,2,1,1,-0.3452975920036345,1.3452975920036345,good,0.216
14 Cityzens,2025-02-22,PSG 15B Blue,1,1,0,0.8676056338028171,-0.8676056338028171,neutral,0.178
14 Cityzens,2025-02-15,CCV Stars 14 Boys West Orange,1,2,-1,-0.3323943661971831,-0.6676056338028169,neutral,0.196
14 Cityzens,2025-02-09,BRAZAS FC 2015 Boys Black,0,7,-7,0.8509389671361502,-7.85093896713615,weak,0.278
14 Cityzens,2025-02-08,AZ Arsenal 14 Boys Teal 2 SC,0,2,-2,-0.43509706889988564,-1.5649029311001144,weak,0.217
14 Cityzens,2025-02-08,AZ Arsenal 14 Boys Teal SC,0,2,-2,-0.29053390108090404,-1.709466098919096,weak,0.214
14 Cityzens,2025-02-07,CCV Stars 14 Boys West Orange,3,1,2,-0.3323943661971831,2.332394366197183,good,0.196
14 Cityzens,2025-01-25,Madison FC 14 Blue Boys,0,3,-3,-0.16376691521679065,-2.8362330847832093,weak,0.218
14 Cityzens,2025-01-11,PRFC Southeast Valley 14B Predator,1,1,0,-1.4951062306039629,1.4951062306039629,good,0.259
14 Cityzens,2025-01-11,Madison FC 14 Blue Boys,8,3,5,-0.16376691521679065,5.16376691521679,good,0.218
14 Cityzens,2024-12-15,14B Felix Nogales,8,3,5,-0.908864954432477,5.908864954432477,good,0.275
14 Cityzens,2024-12-14,PRFC Desert Foothills 14B Predator,6,2,4,-1.9268388106416277,5.926838810641628,good,0.26
14 Cityzens,2024-12-01,Legends FC AZ 14B Black,4,3,1,-0.7067533405561575,1.7067533405561575,good,0.266
14 Cityzens,2024-11-30,Tuzos Royals 14 Pre-Academy,5,3,2,0.32023721275018535,1.6797627872498146,good,0.21
14 Cityzens,2024-11-10,Madison FC 14 Blue Boys,2,3,-1,-0.16376691521679065,-0.8362330847832093,neutral,0.218
14 Cityzens,2024-11-09,PRFC North Valley 14B Copa,2,3,-1,-3.7091385522436946,2.7091385522436946,good,0.343
14 Cityzens,2024-11-09,Amore 2014 Boys,6,2,4,-1.0082564351627004,5.0082564351627,good,0.273
14 Cityzens,2024-11-08,Playmaker Futbol Academy 14B White,2,3,-1,-1.870325400679942,0.8703254006799419,neutral,0.266
14 Cityzens,2024-11-08,Playmaker Futbol Academy 14B Gold,2,3,-1,-1.456078576723499,0.45607857672349894,neutral,0.258
14 Cityzens,2024-11-02,PRFC West Valley 14B Pre-Academy,0,3,-3,-0.8620239958268128,-2.1379760041731872,weak,0.226
14 Cityzens,2024-10-20,Phoenix United 2015 Academy,4,5,-1,0.399184581171238,-1.399184581171238,weak,0.216
14 Cityzens,2024-10-20,Next Level Soccer Southeast 2014 Boys Green,2,1,1,0.44942381562099887,0.5505761843790011,neutral,0.201
14 Cityzens,2024-10-20,Southeast 2014 Boys Green,2,1,1,0.15649452269170583,0.8435054773082942,neutral,0.22
14 Cityzens,2024-10-19,Next Level Soccer Southeast 2014 Boys Green,1,2,-1,0.44942381562099887,-1.4494238156209989,weak,0.201
14 Cityzens,2024-10-19,Southeast 2014 Boys Green,1,2,-1,0.15649452269170583,-1.1564945226917058,weak,0.22
14 Cityzens,2024-10-18,Phoenix United 2014 Premier,5,1,4,-0.013096120583147908,4.013096120583148,good,0.227
14 Cityzens,2024-10-18,Phoenix United FC 2014 Premier,5,1,4,-0.5051216389244559,4.5051216389244555,good,0.228
14 Cityzens,2024-10-12,Scottsdale 14 Sandsharks Select,0,11,-11,1.7514766015447525,-12.751476601544752,weak,0.184
14 Cityzens,2024-10-12,Scottsdale 14 Sandsharks,0,11,-11,1.8342723004694836,-12.834272300469484,weak,0.187
14 Cityzens,2024-10-05,LAFC 14 BOYS,8,3,5,-2.627131208302446,7.627131208302446,good,0.365
14 Cityzens,2024-10-05,La Academia 14B,8,3,5,-2.3639733135656043,7.363973313565604,good,0.356
14 Cityzens,2024-09-28,Phoenix Premier FC 14B SW,0,3,-3,-0.39906103286384953,-2.6009389671361505,weak,0.275
14 Cityzens,2024-09-28,Phoenix Premier FC 14B SW Black,0,3,-3,-0.05382293762575463,-2.9461770623742454,weak,0.285
14 Cityzens,2024-09-27,AZEV B2014 (NAVY),1,3,-2,0.8601982263954095,-2.8601982263954095,weak,0.211
14 Cityzens,2024-09-21,14B Rueda,7,4,3,-1.6979116075764935,4.6979116075764935,good,0.253
14 Cityzens,2024-09-15,14B Rueda,1,4,-3,-1.6979116075764935,-1.3020883924235065,weak,0.253
14 Cityzens,2024-09-14,West Valley 2014 Boys Martinez Pre-Elite64,0,4,-4,0.24760563380281697,-4.2476056338028165,weak,0.225
14 Cityzens,2024-09-13,15B NMarkette,2,5,-3,-1.5895372233400402,-1.4104627766599598,weak,0.265
14 Cityzens,2024-09-07,PRFC Scottsdale 14B Predator,2,5,-3,-0.8254176220111367,-2.1745823779888633,weak,0.25
14 ECNL #1,2025-05-25,State 48 FC Avondale 14 Black,5,0,5,1.8397435897435899,3.16025641025641,good,0.181
14 ECNL #1,2025-05-24,FC Deportivo AZ 2014B (Gallegos),5,3,2,1.4647435897435899,0.5352564102564101,neutral,0.314
14 ECNL #1,2025-04-27,CCV Stars 14 Boys North Pre-ECNL,2,0,2,2.542124542124542,-0.542124542124542,neutral,0.155
14 ECNL #1,2025-04-26,Dynamos SC 14B SC,1,5,-4,2.8814102564102564,-6.881410256410256,weak,0.177
14 ECNL #1,2025-04-13,Excel Soccer Academy 14B Red,1,2,-1,2.572199730094467,-3.572199730094467,weak,0.199
14 ECNL #1,2025-04-06,14 Pre-MLSN #2,2,2,0,2.0703637447823495,-2.0703637447823495,weak,0.238
14 ECNL #1,2025-04-06,14B NL #1,4,0,4,1.4143049932523617,2.5856950067476383,good,0.226
14 ECNL #1,2025-04-05,CDO 14B Premier,9,0,9,1.2261072261072261,7.773892773892774,good,0.226
14 ECNL #1,2025-03-22,14B Hinds,12,0,12,1.8624708624708624,10.137529137529137,good,0.204
14 ECNL #1,2025-03-22,Eagles F.C.,9,2,7,1.91158267020336,5.0884173297966395,good,0.172
14 ECNL #1,2025-03-15,14 Pre-MLSN #2,1,2,-1,2.0703637447823495,-3.0703637447823495,weak,0.238
14 ECNL #1,2025-03-02,Dynamos SC 14B SC,1,4,-3,2.8814102564102564,-5.881410256410256,weak,0.177
14 ECNL #1,2025-02-28,14B Rayados Blue AL,4,2,2,0.6849816849816848,1.3150183150183152,good,0.256
14 ECNL #1,2025-02-16,14 Pre-MLSN #2,5,1,4,2.0703637447823495,1.9296362552176505,good,0.238
14 ECNL #1,2025-02-16,14B NL #1,9,0,9,1.4143049932523617,7.585695006747638,good,0.226
14 ECNL #1,2025-02-15,RSL-AZ Yuma 14 Boys Rodriguez,9,0,9,0.8717948717948718,8.128205128205128,good,0.236
14 ECNL #1,2025-02-14,America 14b,8,0,8,0.6200466200466201,7.379953379953379,good,0.27
14 ECNL #1,2025-02-02,Playmaker Futbol Academy PRE-ECNL B14,3,0,3,1.3943412908930148,1.6056587091069852,good,0.225
14 ECNL #1,2025-01-31,14B Negrete Pre MLS Next,7,2,5,1.4964102564102566,3.5035897435897434,good,0.25
14 ECNL #1,2025-01-19,14B Negrete Pre MLS Next,3,2,1,1.4964102564102566,-0.4964102564102566,neutral,0.25
14 ECNL #1,2025-01-18,Pima Surf 2014 B Blue,6,0,6,1.7564102564102564,4.243589743589744,good,0.203
14 ECNL #1,2024-12-08,AZ Arsenal Pre-ECNL B14,1,7,-6,2.3936651583710407,-8.393665158371041,weak,0.229
14 ECNL #1,2024-11-24,Southeast 2014 Boys Red,3,2,1,2.0223677032187672,-1.0223677032187672,weak,0.205
14 ECNL #1,2024-11-23,PRFC North Valley 14B PreAcademy,2,1,1,1.9102564102564101,-0.9102564102564101,neutral,0.204
14 ECNL #1,2024-11-23,14B Antunez Pre-MLS Next,3,2,1,1.1626602564102564,-0.1626602564102564,neutral,0.208
14 ECNL #1,2024-10-27,CCV Stars 14 Boys West Pre-ECNL,7,0,7,1.0564102564102562,5.943589743589744,good,0.25
14 ECNL #1,2024-10-26,Excel Soccer Academy 14B Red,3,4,-1,2.572199730094467,-3.572199730094467,weak,0.199
14 ECNL #1,2024-10-20,PRFC North Valley 14B PreAcademy,2,4,-2,1.9102564102564101,-3.91025641025641,weak,0.204
14 ECNL #1,2024-10-19,14B Antunez Pre-MLS Next,3,2,1,1.1626602564102564,-0.1626602564102564,neutral,0.208
14 ECNL #1,2024-10-13,U-12 (2014) Boys Yuma Pre Academy,0,2,-2,2.306410256410256,-4.306410256410256,weak,0.176
14 ECNL #1,2024-10-12,Dynamos SC 14B SC,3,2,1,2.8814102564102564,-1.8814102564102564,weak,0.177
14 ECNL #1,2024-10-05,CCV Stars 14 Boys South Pre-ECNL,8,0,8,1.6503496503496504,6.34965034965035,good,0.219
14 ECNL #1,2024-09-29,14 Pre-MLSN #2,1,1,0,2.0703637447823495,-2.0703637447823495,weak,0.238
14 ECNL #1,2024-09-28,14B JDeutsch Pre-MLS Next,2,1,1,2.2564102564102564,-1.2564102564102564,weak,0.192
14 ECNL #1,2024-09-22,FC Elite Arizona 2014 Boys (ARCHIVED),4,0,4,2.85215493726132,1.1478450627386798,good,0.201
14 ECNL #1,2024-09-21,FC Elite Arizona 2014 Boys (ARCHIVED),2,1,1,2.85215493726132,-1.8521549372613202,weak,0.201
14 ECNL #1,2024-09-20,CDO 14B Premier,8,0,8,1.2261072261072261,6.773892773892774,good,0.226
14 ECNL #1,2024-09-01,Southeast 2014 Boys Red,6,1,5,2.0223677032187672,2.9776322967812328,good,0.205
14 ECNL #1,2024-08-31,Playmaker Futbol Academy PRE-ECNL B14,2,5,-3,1.3943412908930148,-4.394341290893015,weak,0.225
14 ECNL #2,2025-05-25,Phoenix United 2014 Premier,9,0,9,1.469298245614035,7.530701754385965,good,0.227
14 ECNL #2,2025-05-25,Milan,8,0,8,0.75,7.25,good,0.19
14 ECNL #2,2025-05-24,FSC United 14 Boys,16,0,16,-1.938888888888889,17.93888888888889,good,0.336
14 ECNL #2,2025-05-24,Eagles F.C.,5,0,5,1.4051724137931036,3.5948275862068964,good,0.172
14 ECNL #2,2025-04-27,AZSC 14B Perez,1,4,-3,1.7678571428571428,-4.767857142857142,weak,0.247
14 ECNL #2,2025-04-26,14B GSA,3,5,-2,2.270833333333333,-4.270833333333333,weak,0.195
14 ECNL #2,2025-04-12,14B Antunez Pre-MLS Next,2,3,-1,0.65625,-1.65625,weak,0.208
14 ECNL #2,2025-04-06,CDO 14B Premier,3,2,1,0.7196969696969697,0.2803030303030303,neutral,0.226
14 ECNL #2,2025-04-06,14 Pre-MLSN #1,2,2,0,1.8782051282051282,-1.8782051282051282,weak,0.233
14 ECNL #2,2025-04-05,14B NL #1,5,1,4,0.9078947368421053,3.0921052631578947,good,0.226
14 ECNL #2,2025-04-05,Deportivo Mexico 14B,5,1,4,0.3382352941176472,3.661764705882353,good,0.229
14 ECNL #2,2025-03-15,14 Pre-MLSN #1,2,1,1,1.8782051282051282,-0.8782051282051282,neutral,0.233
14 ECNL #2,2025-03-15,Eagles F.C.,6,0,6,1.4051724137931036,4.594827586206897,good,0.172
14 ECNL #2,2025-03-02,CCV Stars 14 Boys West Pre-ECNL,1,0,1,0.5499999999999998,0.4500000000000002,neutral,0.25
14 ECNL #2,2025-03-01,CCV Stars 14 Boys South Pre-ECNL,8,1,7,1.143939393939394,5.8560606060606055,good,0.219
14 ECNL #2,2025-02-16,RSL-AZ Yuma 14 Boys Rodriguez,2,1,1,0.3653846153846154,0.6346153846153846,neutral,0.236
