team_id,opponent_team_id,date,goals_for,goals_against,result,display_name,opponent_display_name
8d097c22f114,288452.0,2024-11-09,4.0,5.0,L,,
b2358bc862b9,288452.0,2024-10-20,1.0,4.0,L,,
118237dc9880,288452.0,2024-10-19,5.0,1.0,W,,
fe54838dd4bb,288452.0,2024-10-18,2.0,3.0,L,,
4a9f1a2e02d9,238249.0,2025-10-12,0.0,0.0,D,,
365721752dcc,238249.0,2025-10-11,3.0,2.0,W,,
238249.0,9b88fa84e091,2025-10-11,0.0,0.0,D,,
238249.0,f9de181011cb,2025-06-15,2.0,1.0,W,,
cf5e37cda873,238249.0,2025-06-15,2.0,0.0,W,,
238249.0,270572fbcc43,2025-06-14,2.0,1.0,W,,
238249.0,43a352542bab,2025-06-13,3.0,2.0,W,,
329fe94138e3,238249.0,2025-06-12,2.0,2.0,D,,
0163475ccf5c,238249.0,2025-06-12,4.0,2.0,W,,
e35cd7d19c8a,238249.0,2025-03-22,0.0,1.0,L,,
238249.0,16a2d5adfd0b,2025-03-22,3.0,2.0,W,,
ed21a6b504a6,238249.0,2025-03-21,3.0,2.0,W,,
238249.0,5aa0b9e68933,2025-02-08,0.0,2.0,L,,
ebc0cb3c27af,238249.0,2025-02-07,1.0,2.0,L,,
78f625b1f803,238249.0,2025-02-06,1.0,2.0,L,,
cf5e37cda873,238249.0,2025-01-20,0.0,2.0,L,,
9bb2e893e61e,238249.0,2025-01-19,1.0,0.0,W,,
238249.0,4fcf3b4532c5,2025-01-19,1.0,1.0,D,,
238249.0,f348077f3e4c,2025-01-18,3.0,0.0,W,,
5c8719d8b1e2,238249.0,2025-01-05,0.0,0.0,D,,
b5dc7f004beb,238249.0,2025-01-04,0.0,3.0,L,,
239883be849b,238249.0,2025-01-04,1.0,4.0,L,,
8ed1e4be1ce6,238249.0,2025-01-03,1.0,0.0,W,,
489d6d7ece85,238249.0,2024-12-15,1.0,3.0,L,,
238249.0,16a2d5adfd0b,2024-12-15,1.0,1.0,D,,
29267cdecc91,238249.0,2024-12-14,0.0,0.0,D,,
77958c891b23,238249.0,2024-12-14,5.0,2.0,W,,
dd8471343cf4,238249.0,2024-12-08,0.0,1.0,L,,
deedb474022b,238249.0,2024-12-07,3.0,4.0,L,,
238249.0,385524.0,2024-12-07,11.0,0.0,W,,
bd137adae78f,238249.0,2024-12-06,1.0,2.0,L,,
238249.0,16a2d5adfd0b,2024-11-30,2.0,1.0,W,,
11c64b1cddaf,238249.0,2024-11-30,2.0,3.0,L,,
850cd697d9d6,238249.0,2024-11-29,0.0,2.0,L,,
e53da2db77e5,238249.0,2024-11-24,2.0,3.0,L,,
2f9d38541fda,238249.0,2024-11-24,0.0,4.0,L,,
7c3c74212edf,238249.0,2024-11-23,16.0,1.0,W,,
111744711a9a,238249.0,2024-11-23,0.0,13.0,L,,
0ea67b2831c7,238249.0,2024-10-13,1.0,4.0,L,,
302c65f3bf14,238249.0,2024-10-13,2.0,6.0,L,,
486579.0,aa4ed9e7790a,2025-10-11,0.0,9.0,L,,
615532.0,486579.0,2025-10-11,4.0,2.0,W,,
80237.0,486579.0,2025-09-28,1.0,1.0,D,,
615532.0,486579.0,2025-09-28,3.0,5.0,L,,
486579.0,57044.0,2025-09-26,0.0,0.0,D,,
5a0744754610,486579.0,2025-09-14,2.0,1.0,W,,
202919.0,486579.0,2025-09-13,1.0,8.0,L,,
82323.0,486579.0,2025-09-12,6.0,0.0,W,,
126695.0,486579.0,2025-09-07,2.0,5.0,L,,
306056.0,486579.0,2025-09-07,3.0,4.0,L,,
306056.0,486579.0,2025-09-06,1.0,7.0,L,,
486579.0,261196.0,2025-09-06,2.0,7.0,L,,
991b6c686f0f,486579.0,2025-04-05,5.0,2.0,W,,
486579.0,f294a0123e84,2025-04-05,11.0,0.0,W,,
cd90fd2f75ce,486579.0,2025-04-04,14.0,0.0,W,,
759b838f8c2a,486579.0,2025-03-23,0.0,1.0,L,,
b3f17ada6904,486579.0,2025-03-22,1.0,1.0,D,,
0009eb6b8e27,486579.0,2025-03-22,2.0,1.0,W,,
7d780284681d,486579.0,2025-03-21,1.0,1.0,D,,
82a9577c27a7,486579.0,2025-03-08,1.0,2.0,L,,
9e5c8b9db388,486579.0,2025-03-08,0.0,2.0,L,,
486579.0,259314.0,2025-03-07,1.0,9.0,L,,
486579.0,367030.0,2025-02-22,4.0,3.0,W,,
486579.0,aa435bec6b52,2025-02-22,1.0,6.0,L,,
13ca03bd20af,486579.0,2025-02-21,2.0,3.0,L,,
b44eb74908f1,486579.0,2025-02-09,3.0,3.0,D,,
b3f17ada6904,486579.0,2025-02-08,2.0,5.0,L,,
7d762e4acd5c,486579.0,2025-02-08,4.0,3.0,W,,
486579.0,58fa4952d351,2025-01-19,0.0,4.0,L,,
000d62dc4b95,486579.0,2025-01-19,4.0,0.0,W,,
bd137adae78f,486579.0,2025-01-18,4.0,5.0,L,,
8ed1e4be1ce6,486579.0,2025-01-05,5.0,4.0,W,,
596a61176229,486579.0,2025-01-04,0.0,3.0,L,,
239883be849b,486579.0,2025-01-03,2.0,0.0,W,,
486579.0,1d976e61cd2e,2024-12-07,1.0,0.0,W,,
4ed0d6ee6a3c,486579.0,2024-12-07,7.0,0.0,W,,
f3c935c7dac1,486579.0,2024-12-06,3.0,1.0,W,,
ebc0cb3c27af,486579.0,2024-12-01,0.0,1.0,L,,
bb8fe505ab35,486579.0,2024-11-30,1.0,1.0,D,,
77958c891b23,486579.0,2024-11-29,0.0,1.0,L,,
30b41f93d9ae,486579.0,2024-11-10,0.0,3.0,L,,
e577a13eb80e,486579.0,2024-11-09,6.0,0.0,W,,
77958c891b23,486579.0,2024-11-09,3.0,3.0,D,,
8d097c22f114,486579.0,2024-11-08,4.0,1.0,W,,
06b7c229d08c,486579.0,2024-10-27,2.0,5.0,L,,
118237dc9880,486579.0,2024-10-26,1.0,7.0,L,,
486579.0,f60b3b56d661,2024-10-25,3.0,4.0,L,,
aa18acacc48c,486579.0,2024-10-13,5.0,0.0,W,,
615532.0,aa4ed9e7790a,2025-10-12,0.0,0.0,D,,
558242.0,615532.0,2025-10-04,0.0,6.0,L,,
615532.0,260958.0,2025-09-20,4.0,0.0,W,,
615532.0,259054.0,2025-09-07,4.0,2.0,W,,
615532.0,129169.0,2025-09-07,2.0,3.0,L,,
615532.0,284382.0,2025-09-06,1.0,6.0,L,,
615532.0,260958.0,2025-09-06,5.0,2.0,W,,
615532.0,385524.0,2025-08-31,0.0,5.0,L,,
615532.0,255974.0,2025-08-31,6.0,0.0,W,,
615532.0,385524.0,2025-08-30,1.0,4.0,L,,
615532.0,260958.0,2025-08-30,3.0,1.0,W,,
615532.0,c62b2f0972a9,2025-04-06,5.0,1.0,W,,
615532.0,0bb2e41e17e3,2025-04-06,2.0,2.0,D,,
615532.0,78da735473c6,2025-04-05,7.0,3.0,W,,
260f1304e6d4,615532.0,2025-04-05,3.0,1.0,W,,
615532.0,cbdfe6bb317b,2025-03-23,4.0,1.0,W,,
615532.0,9dc8c94650a7,2025-03-22,4.0,0.0,W,,
615532.0,acb8d01956d5,2025-03-22,1.0,1.0,D,,
615532.0,77b99289db2d,2025-03-21,2.0,1.0,W,,
615532.0,1308fa53a4b1,2025-03-01,0.0,0.0,D,,
615532.0,57044.0,2025-03-01,0.0,0.0,D,,
9f6aeb24a12c,615532.0,2025-02-09,0.0,0.0,D,,
b40213a2d9b7,615532.0,2025-02-09,7.0,0.0,W,,
615532.0,589caf044939,2025-02-08,7.0,0.0,W,,
615532.0,d18209c7ce2b,2025-02-08,0.0,11.0,L,,
5cd59f701ef1,615532.0,2025-01-26,1.0,4.0,L,,
615532.0,367035.0,2025-01-26,2.0,0.0,W,,
615532.0,589caf044939,2025-01-25,0.0,10.0,L,,
0952dd32ca57,615532.0,2025-01-24,3.0,5.0,L,,
615532.0,259314.0,2024-12-15,1.0,7.0,L,,
615532.0,bdc47d477da8,2024-12-14,5.0,3.0,W,,
615532.0,270572fbcc43,2024-12-14,4.0,2.0,W,,
615532.0,1308fa53a4b1,2024-12-01,4.0,0.0,W,,
615532.0,e577a13eb80e,2024-11-30,0.0,4.0,L,,
2c37a636d9e3,615532.0,2024-11-30,0.0,2.0,L,,
615532.0,97644261313d,2024-10-27,5.0,1.0,W,,
f50acf4e1868,615532.0,2024-10-26,0.0,5.0,L,,
d8576512255c,615532.0,2024-10-26,0.0,2.0,L,,
615532.0,5c69a4071d3c,2024-10-13,4.0,4.0,D,,
615532.0,1d91be1be8d7,2024-10-13,4.0,2.0,W,,
80237.0,259031.0,2025-10-05,1.0,6.0,L,,
80237.0,129169.0,2025-10-04,3.0,0.0,W,,
80237.0,80006.0,2025-09-27,0.0,0.0,D,,
80237.0,383405.0,2025-09-20,0.0,9.0,L,,
80237.0,59c621555d89,2025-09-14,2.0,6.0,L,,
494b1dcf903e,80237.0,2025-09-13,1.0,2.0,L,,
80237.0,f00948f71a70,2025-09-13,0.0,8.0,L,,
80237.0,126695.0,2025-08-31,6.0,0.0,W,,
d37e215eab1f,80237.0,2025-08-30,0.0,10.0,L,,
128642.0,261196.0,2025-09-28,1.0,1.0,D,,
128642.0,383405.0,2025-09-27,0.0,0.0,D,,
128642.0,253825.0,2025-09-21,6.0,2.0,W,,
128642.0,bdc47d477da8,2025-09-19,4.0,3.0,W,,
120282.0,57044.0,2025-10-11,0.0,0.0,D,,
2d30c5f970f0,57044.0,2025-09-13,5.0,0.0,W,,
5cb17351b478,57044.0,2025-09-06,4.0,4.0,D,,
513843.0,57044.0,2025-04-18,3.0,0.0,W,,
8d2e8a885597,57044.0,2025-04-17,7.0,1.0,W,,
57044.0,207298.0,2025-04-16,6.0,0.0,W,,
57044.0,1b2f2ae85809,2025-04-06,0.0,2.0,L,,
9429d85339e3,57044.0,2025-04-06,0.0,6.0,L,,
9429d85339e3,57044.0,2025-04-05,3.0,5.0,L,,
395681.0,57044.0,2025-04-05,0.0,3.0,L,,
533848.0,57044.0,2025-03-23,1.0,8.0,L,,
57044.0,df1f941c716b,2025-03-22,7.0,3.0,W,,
533848.0,57044.0,2025-03-22,5.0,1.0,W,,
e1479d117749,57044.0,2025-03-21,1.0,5.0,L,,
178607.0,57044.0,2025-03-01,0.0,0.0,D,,
259314.0,57044.0,2025-02-23,4.0,4.0,D,,
1308fa53a4b1,57044.0,2025-02-22,3.0,6.0,L,,
bdc47d477da8,57044.0,2025-02-21,5.0,7.0,L,,
e1479d117749,57044.0,2025-01-25,5.0,1.0,W,,
370615.0,57044.0,2025-01-25,5.0,0.0,W,,
57044.0,b5dbbe86a501,2025-01-24,5.0,1.0,W,,
4ed0d6ee6a3c,57044.0,2025-01-05,2.0,3.0,L,,
9f6aeb24a12c,57044.0,2025-01-04,0.0,5.0,L,,
cf2acd61324d,57044.0,2025-01-04,16.0,0.0,W,,
4c7e59c92d25,57044.0,2025-01-03,0.0,11.0,L,,
1d91be1be8d7,57044.0,2024-12-08,5.0,8.0,L,,
57044.0,151833.0,2024-12-08,1.0,3.0,L,,
0bb2e41e17e3,57044.0,2024-12-07,8.0,4.0,W,,
178607.0,57044.0,2024-12-06,5.0,5.0,D,,
255974.0,57044.0,2024-11-03,2.0,2.0,D,,
5b14d2cf2b3b,57044.0,2024-11-02,5.0,5.0,D,,
57044.0,385524.0,2024-11-02,4.0,3.0,W,,
5bacace838ff,57044.0,2024-10-13,6.0,3.0,W,,
363435.0,469906.0,2025-10-11,0.0,0.0,D,,
260959.0,469906.0,2025-09-28,0.0,3.0,L,,
469906.0,521210.0,2025-09-27,1.0,3.0,L,,
501674.0,469906.0,2025-09-27,3.0,2.0,W,,
e37b405b3c60,469906.0,2025-09-20,3.0,2.0,W,,
370615.0,469906.0,2025-09-06,4.0,0.0,W,,
80006.0,261196.0,2025-10-05,2.0,7.0,L,,
bdc47d477da8,261196.0,2025-10-04,4.0,0.0,W,,
261196.0,383405.0,2025-09-27,0.0,0.0,D,,
82323.0,261196.0,2025-09-21,5.0,2.0,W,,
202919.0,261196.0,2025-09-20,3.0,3.0,D,,
261196.0,383405.0,2025-09-07,1.0,2.0,L,,
d9d1f9038f86,261196.0,2025-09-06,1.0,4.0,L,,
501668.0,305497.0,2025-10-12,0.0,0.0,D,,
254492.0,501668.0,2025-10-11,5.0,2.0,W,,
259054.0,501668.0,2025-10-10,1.0,4.0,L,,
4a99648144e3,501668.0,2025-09-28,1.0,7.0,L,,
151833.0,501668.0,2025-09-27,3.0,1.0,W,,
bd191ac6f2d7,501668.0,2025-09-26,0.0,0.0,D,,
501668.0,385524.0,2025-08-31,2.0,4.0,L,,
255974.0,501668.0,2025-08-30,6.0,1.0,W,,
152078.0,501668.0,2025-08-29,4.0,4.0,D,,
151833.0,501668.0,2025-04-27,3.0,4.0,L,,
1d91be1be8d7,501668.0,2025-04-26,2.0,2.0,D,,
501668.0,b6c5d98bca20,2025-04-26,2.0,2.0,D,,
250958.0,501668.0,2025-04-05,2.0,4.0,L,,
520380.0,501668.0,2025-04-05,6.0,0.0,W,,
178607.0,501668.0,2025-04-04,6.0,1.0,W,,
189718.0,501668.0,2025-03-22,1.0,4.0,L,,
370615.0,501668.0,2025-03-22,3.0,6.0,L,,
57044.0,501668.0,2025-03-21,1.0,5.0,L,,
501668.0,444284.0,2025-03-09,2.0,4.0,L,,
492965.0,501668.0,2025-03-08,0.0,4.0,L,,
9e354ef32238,501668.0,2025-03-08,7.0,0.0,W,,
384729.0,501668.0,2025-02-22,7.0,2.0,W,,
257261.0,501668.0,2025-02-22,8.0,0.0,W,,
570465.0,501668.0,2025-02-20,2.0,8.0,L,,
501668.0,ec425b8847e9,2025-02-08,2.0,8.0,L,,
367902.0,501668.0,2025-02-08,1.0,0.0,W,,
506718.0,501668.0,2025-02-08,1.0,0.0,W,,
8d2e8a885597,501668.0,2025-02-07,0.0,2.0,L,,
501668.0,b5dbbe86a501,2025-01-25,3.0,7.0,L,,
57044.0,501668.0,2025-01-25,5.0,1.0,W,,
370615.0,501668.0,2025-01-24,2.0,3.0,L,,
501668.0,305497.0,2025-01-12,5.0,2.0,W,,
492965.0,501668.0,2025-01-11,6.0,1.0,W,,
d6c210c4e158,501668.0,2025-01-11,3.0,1.0,W,,
c5f10dfef2d7,501668.0,2024-12-08,1.0,3.0,L,,
262802.0,501668.0,2024-12-07,0.0,1.0,L,,
583a5494a88c,501668.0,2024-12-07,5.0,9.0,L,,
513881.0,501668.0,2024-11-24,2.0,4.0,L,,
250958.0,501668.0,2024-11-23,1.0,4.0,L,,
a6c691aa44c2,501668.0,2024-11-22,6.0,2.0,W,,
494080.0,501668.0,2024-11-10,2.0,8.0,L,,
9e354ef32238,501668.0,2024-11-09,0.0,7.0,L,,
405999.0,501668.0,2024-11-09,4.0,13.0,L,,
9f7ccd26133f,501668.0,2024-10-26,0.0,6.0,L,,
557885.0,501668.0,2024-10-26,2.0,1.0,W,,
501668.0,df1f941c716b,2024-10-25,1.0,4.0,L,,
501668.0,444284.0,2024-10-13,3.0,2.0,W,,
367902.0,501668.0,2024-10-13,1.0,0.0,W,,
506718.0,501668.0,2024-10-13,1.0,0.0,W,,
326440.0,151833.0,2025-10-04,0.0,0.0,D,,
bd191ac6f2d7,151833.0,2025-09-28,4.0,1.0,W,,
4a99648144e3,151833.0,2025-09-27,1.0,2.0,L,,
513843.0,151833.0,2025-09-20,1.0,5.0,L,,
e37b405b3c60,151833.0,2025-09-06,0.0,6.0,L,,
e1479d117749,151833.0,2025-04-27,3.0,4.0,L,,
1d91be1be8d7,151833.0,2025-04-26,4.0,2.0,W,,
151833.0,b6c5d98bca20,2025-04-26,2.0,8.0,L,,
367902.0,151833.0,2025-04-06,1.0,6.0,L,,
506718.0,151833.0,2025-04-06,1.0,6.0,L,,
151833.0,220089.0,2025-04-06,4.0,0.0,W,,
151833.0,9403b864434d,2025-04-05,6.0,0.0,W,,
151833.0,220089.0,2025-04-05,3.0,4.0,L,,
8940d979d1b6,151833.0,2025-03-22,1.0,3.0,L,,
373024.0,151833.0,2025-03-22,1.0,2.0,L,,
151833.0,b6c5d98bca20,2025-03-21,1.0,2.0,L,,
385774.0,151833.0,2025-01-19,3.0,7.0,L,,
513843.0,151833.0,2025-01-19,3.0,2.0,W,,
151833.0,856384dc11ab,2025-01-17,4.0,0.0,W,,
260959.0,151833.0,2025-01-12,1.0,6.0,L,,
ca938fe7d0b7,151833.0,2025-01-11,3.0,3.0,D,,
1308fa53a4b1,151833.0,2025-01-11,3.0,4.0,L,,
1d91be1be8d7,151833.0,2024-12-07,2.0,3.0,L,,
151833.0,856384dc11ab,2024-12-07,1.0,2.0,L,,
151833.0,319586.0,2024-11-10,3.0,1.0,W,,
0bb2e41e17e3,151833.0,2024-11-10,3.0,2.0,W,,
0bb2e41e17e3,151833.0,2024-11-09,2.0,4.0,L,,
151833.0,647c5e261668,2024-11-08,0.0,13.0,L,,
f96b72a2c20a,151833.0,2024-10-13,1.0,2.0,L,,
151833.0,bf58c5c1e63b,2024-10-13,3.0,1.0,W,,
501674.0,521210.0,2025-09-28,11.0,0.0,W,,
501674.0,260959.0,2025-09-27,0.0,9.0,L,,
501674.0,259313.0,2025-08-30,3.0,1.0,W,,
501674.0,bdc47d477da8,2025-08-29,2.0,3.0,L,,
501674.0,9dc8c94650a7,2025-04-27,2.0,5.0,L,,
501674.0,7f606e418358,2025-04-26,2.0,3.0,L,,
3ecf8dc0f3eb,501674.0,2025-04-26,5.0,8.0,L,,
7e0154e405f4,501674.0,2025-04-13,4.0,3.0,W,,
501674.0,2165983665d7,2025-04-12,9.0,1.0,W,,
501674.0,f4666cc145f8,2025-04-12,1.0,5.0,L,,
1d91be1be8d7,501674.0,2025-03-23,1.0,1.0,D,,
135022.0,501674.0,2025-03-22,0.0,0.0,D,,
9704a8dc633a,501674.0,2025-03-21,0.0,3.0,L,,
e2399397aeb3,501674.0,2025-03-16,0.0,2.0,L,,
501674.0,f4666cc145f8,2025-03-15,1.0,3.0,L,,
dade010e6930,501674.0,2025-03-15,1.0,2.0,L,,
615532.0,501674.0,2025-03-01,0.0,0.0,D,,
178607.0,501674.0,2025-03-01,0.0,0.0,D,,
501674.0,79737.0,2025-02-23,6.0,1.0,W,,
501674.0,bdc47d477da8,2025-02-22,0.0,4.0,L,,
501674.0,57044.0,2025-02-22,6.0,3.0,W,,
501674.0,b5dbbe86a501,2025-02-09,7.0,4.0,W,,
501674.0,cb52801df60b,2025-02-09,1.0,5.0,L,,
d6c210c4e158,501674.0,2025-02-08,1.0,3.0,L,,
570465.0,501674.0,2025-02-08,8.0,1.0,W,,
501674.0,b6c5d98bca20,2025-01-19,0.0,4.0,L,,
501674.0,bf58c5c1e63b,2025-01-18,2.0,1.0,W,,
501674.0,373024.0,2025-01-18,2.0,3.0,L,,
ca938fe7d0b7,501674.0,2025-01-12,7.0,1.0,W,,
501674.0,260959.0,2025-01-11,4.0,4.0,D,,
