Rank,Team,team_id,PowerScore,GamesPlayed,Wins,Losses,Draws,GoalsFor,GoalsAgainst,WinPct,GPG,GPA
1,tampa raiders 2014 boys select,ext_6d358467c804,0.9764705882352941,1,1,0,0,16.0,0.0,1.0,16.0,0.0
2,force 15b elite,ext_0f475561d4a4,0.9636363636363636,1,1,0,0,10.0,0.0,1.0,10.0,0.0
3,tbu 2014b north red wfpl,ext_ef54696420d8,0.9619047619047619,2,2,0,0,19.0,0.0,1.0,9.5,0.0
4,uac 15b academy,ext_f783d89bfa6d,0.9555555555555555,1,1,0,0,8.0,0.0,1.0,8.0,0.0
5,next level soccer northwest 2015 boys red,ext_1b8a79af9c29,0.9555555555555555,1,1,0,0,8.0,0.0,1.0,8.0,0.0
6,tfa-pro b2015,ext_e8af0bed95f9,0.95,1,1,0,0,7.0,0.0,1.0,7.0,0.0
7,kbsc academy 2015,ext_e42f02f07795,0.9428571428571428,1,1,0,0,6.0,0.0,1.0,6.0,0.0
8,tropical psa fc doral 2014b,ext_2fb95751ea5f,0.9333333333333333,1,1,0,0,5.0,0.0,1.0,5.0,0.0
9,pw courage pre-ecnl b14,ext_100b8bfa740a,0.9333333333333333,1,1,0,0,5.0,0.0,1.0,5.0,0.0
10,nevada rush b2013 blue,ext_feb98e55c573,0.9272727272727272,1,1,0,0,9.0,1.0,1.0,9.0,1.0
11,esjfc 15b academy,ext_88d843fdfec6,0.9272727272727272,1,1,0,0,9.0,1.0,1.0,9.0,1.0
12,south county b2014 yellow,ext_467c14499c3e,0.92,1,1,0,0,4.0,0.0,1.0,4.0,0.0
13,2014 b,ext_24b1d0eefa67,0.92,1,1,0,0,4.0,0.0,1.0,4.0,0.0
14,b15 black,ext_840c0a09092f,0.92,1,1,0,0,4.0,0.0,1.0,4.0,0.0
15,bvb 14b puma (f: ayses 14b black),ext_67b337d993eb,0.92,1,1,0,0,8.0,1.0,1.0,8.0,1.0
16,madison fc 14 gold boys storm,ext_85e0894f23e3,0.92,1,1,0,0,4.0,0.0,1.0,4.0,0.0
17,villarreal lv u11 ea yellow-sama,ext_96d8c354afc9,0.92,1,1,0,0,4.0,0.0,1.0,4.0,0.0
18,mvp fc 15b,ext_3c0faebe7a19,0.9142857142857143,2,2,0,0,11.0,1.0,1.0,5.5,0.5
19,royal's riverside fc b2014 academy,ext_d0af99b4ab4c,0.9111111111111111,1,1,0,0,7.0,1.0,1.0,7.0,1.0
20,ne elite 2015,ext_51c32ba238a6,0.9111111111111111,1,1,0,0,7.0,1.0,1.0,7.0,1.0
21,2015 (a) - stars academy orlando,ext_f6b44d8459d6,0.9111111111111111,1,1,0,0,7.0,1.0,1.0,7.0,1.0
22,east coast b2015,ext_1affdf17cd92,0.9111111111111111,1,1,0,0,7.0,1.0,1.0,7.0,1.0
23,cd independiente 2013,ext_8e65dfbffda4,0.9076923076923077,1,1,0,0,10.0,2.0,1.0,10.0,2.0
24,sockers fc 2014 blue,ext_e2112a92f39f,0.9,1,1,0,0,6.0,1.0,1.0,6.0,1.0
25,bergen 2015 boys neal,ext_d17d0496ef1c,0.9,1,1,0,0,3.0,0.0,1.0,3.0,0.0
26,2014b blue,ext_38188ad160a9,0.9,1,1,0,0,3.0,0.0,1.0,3.0,0.0
27,bvb ia lv 14 yellow,ext_e491b7edebce,0.9,1,1,0,0,3.0,0.0,1.0,3.0,0.0
28,nationals oakland 15 boys black,ext_cd417db834e6,0.9,1,1,0,0,3.0,0.0,1.0,3.0,0.0
29,2014 boys pre ecnl black,ext_affabdaeaac1,0.9,1,1,0,0,6.0,1.0,1.0,6.0,1.0
30,academia o 2015 select rojo,ext_3682c5c48b77,0.9,1,1,0,0,6.0,1.0,1.0,6.0,1.0
31,bryc elite academy b14 pre-ecnl,ext_c7e1eedef7aa,0.9,1,1,0,0,3.0,0.0,1.0,3.0,0.0
32,potomac red 14b,ext_3d2177cadab3,0.9,1,1,0,0,6.0,1.0,1.0,6.0,1.0
33,roseville sc 14/15b gold,ext_c24518f303a3,0.9,1,1,0,0,6.0,1.0,1.0,6.0,1.0
34,2014 tuzos academy fv,ext_42c5335ed3d5,0.9,1,1,0,0,3.0,0.0,1.0,3.0,0.0
35,mufc 2015/14b red,ext_7d9bf222a333,0.9,1,1,0,0,3.0,0.0,1.0,3.0,0.0
36,sac boys 2014 - premier blue,ext_fe149832abfd,0.9,1,1,0,0,3.0,0.0,1.0,3.0,0.0
37,Azzurri Storm 2015 Boys Select,2a1d0fe58762,0.9,1,1,0,0,6.0,1.0,1.0,6.0,1.0
38,2014 boys black,ext_e97e401763bd,0.894736842105263,2,2,0,0,14.0,3.0,1.0,7.0,1.5
39,tfa-sela b2015 red,ext_ba7abe20600c,0.8933333333333333,2,2,0,0,11.0,2.0,1.0,5.5,1.0
40,sta-musc 2015b black,ext_b3fa1380ff2e,0.8909090909090909,1,1,0,0,8.0,2.0,1.0,8.0,2.0
41,premier touch fc ie b15,ext_65d7454d00b2,0.8888888888888888,2,2,0,0,13.0,3.0,1.0,6.5,1.5
42,eagles 2015 blue b,ext_6d50ce5113e3,0.8857142857142857,1,1,0,0,5.0,1.0,1.0,5.0,1.0
43,las vegas sports academy u11 boys white 2014,ext_e49532c35572,0.8857142857142857,1,1,0,0,5.0,1.0,1.0,5.0,1.0
44,2014 boys - goats,ext_217503c0b183,0.8857142857142857,1,1,0,0,5.0,1.0,1.0,5.0,1.0
45,st louis scott gallagher mo b 2015 academy navy,ext_6d785a99a430,0.8857142857142857,1,1,0,0,5.0,1.0,1.0,5.0,1.0
46,fort lauderdale fc 14 boys blue,ext_c27d8494fd7d,0.8857142857142857,1,1,0,0,5.0,1.0,1.0,5.0,1.0
47,bethesda academy ii 2014,ext_b7aa1a605d1e,0.8857142857142857,1,1,0,0,5.0,1.0,1.0,5.0,1.0
48,sac boys 2014 - pre-academy,ext_516644467ef7,0.8857142857142857,1,1,0,0,5.0,1.0,1.0,5.0,1.0
49,dynamos sc 14b sc,ext_baeaf4bc7e70,0.8857142857142857,1,1,0,0,5.0,1.0,1.0,5.0,1.0
50,2015 griezmann,ext_b346e28286a8,0.8857142857142857,1,1,0,0,5.0,1.0,1.0,5.0,1.0
51,silva select 2015,ext_9a807d39cf61,0.8857142857142857,1,1,0,0,5.0,1.0,1.0,5.0,1.0
52,2014b,ext_83fe3a11bcaa,0.8857142857142857,1,1,0,0,5.0,1.0,1.0,5.0,1.0
53,fbs-fc 2015 orange,ext_a2aea2f29611,0.88,3,3,0,0,14.0,3.0,1.0,4.666666666666667,1.0
54,lions u11 red (2014),ext_37e7933e16a6,0.8799999999999999,2,2,0,0,7.0,1.0,1.0,3.5,0.5
55,15 boys navy,ext_022b3786ffe9,0.8799999999999999,1,1,0,0,7.0,2.0,1.0,7.0,2.0
56,st petersburg fc boys 2015 spfc,ext_64ee86162329,0.8769230769230769,1,1,0,0,9.0,3.0,1.0,9.0,3.0
57,strikers fc orange- b2014 es,ext_be68ff70d26f,0.8666666666666667,1,1,0,0,4.0,1.0,1.0,4.0,1.0
58,lafc socal b2015 gold,ext_095940e1647e,0.8666666666666667,1,1,0,0,2.0,0.0,1.0,2.0,0.0
59,b15e arredondo,ext_e79819532211,0.8666666666666667,2,2,0,0,8.0,2.0,1.0,4.0,1.0
60,blues 15b navy,ext_d13f2c2b1b5d,0.8666666666666667,1,1,0,0,4.0,1.0,1.0,4.0,1.0
61,doral u10 torres,ext_325a4ee261fb,0.8666666666666667,1,1,0,0,6.0,2.0,1.0,6.0,2.0
62,b2015 west - blue,ext_360317c1043b,0.8666666666666667,1,1,0,0,4.0,1.0,1.0,4.0,1.0
63,club alianza2015 coachella valley,ext_b7c86bc343f3,0.8666666666666667,1,1,0,0,4.0,1.0,1.0,4.0,1.0
64,esc elite academy 2015 boys gold,ext_a860e4f7061b,0.8666666666666667,1,1,0,0,6.0,2.0,1.0,6.0,2.0
65,2015 boys elite,ext_929ff76efd72,0.8666666666666667,1,1,0,0,4.0,1.0,1.0,4.0,1.0
66,2015b gold,ext_88dda7a64caf,0.8666666666666667,1,1,0,0,2.0,0.0,1.0,2.0,0.0
67,murrieta soccer academy b14 academy,ext_5821d0b4debe,0.8666666666666667,1,1,0,0,2.0,0.0,1.0,2.0,0.0
68,cbf 2014 yellow,ext_89ef453f65b8,0.8666666666666667,1,1,0,0,2.0,0.0,1.0,2.0,0.0
69,weston fc 2015 future elite iii,ext_c2530c823c8c,0.8666666666666667,1,1,0,0,2.0,0.0,1.0,2.0,0.0
70,swfl soccer academy 2015-2016,ext_ad59bbd64852,0.8666666666666667,1,1,0,0,2.0,0.0,1.0,2.0,0.0
71,st. pete raiders 2014b acosta,ext_c24686a8ed3d,0.8666666666666667,1,1,0,0,6.0,2.0,1.0,6.0,2.0
72,new york red bulls pre-academy 2015 north,ext_6f2f35b428f4,0.8588235294117648,2,2,0,0,11.0,4.0,1.0,5.5,2.0
73,barça academy pro miami - b2014 balde,ext_ba1080619bcf,0.8571428571428572,2,2,0,0,9.0,3.0,1.0,4.5,1.5
74,lv rayados 2016 blue,ext_cb6a4105c303,0.85,2,2,0,0,5.0,1.0,1.0,2.5,0.5
75,michigan jaguars pre mls 2014 boys 2--da,ext_f3fd79d1ccd0,0.84,1,1,0,0,3.0,1.0,1.0,3.0,1.0
76,players 14/15 boys academy east,ext_25091af00d7b,0.84,1,1,0,0,3.0,1.0,1.0,3.0,1.0
77,229 select 2014 boys,ext_f4e53692ca70,0.84,1,1,0,0,3.0,1.0,1.0,3.0,1.0
78,sgfc 2014 blue,ext_d634a1964738,0.84,1,1,0,0,3.0,1.0,1.0,3.0,1.0
79,pa classics academy 14,ext_f69944134f7e,0.84,1,1,0,0,6.0,3.0,1.0,6.0,3.0
80,az arsenal pre-ecnl b15,ext_40817ef91318,0.84,1,1,0,0,3.0,1.0,1.0,3.0,1.0
81,14b jimmy,ext_6040f59214b1,0.84,1,1,0,0,3.0,1.0,1.0,3.0,1.0
82,albion sc las vegas b13 academy v,ext_891c3a072b39,0.84,1,1,0,0,3.0,1.0,1.0,3.0,1.0
83,albion sc las vegas b14 academy ii,ext_f95cb4d4661d,0.84,1,1,0,0,3.0,1.0,1.0,3.0,1.0
84,next level soccer southeast 2014 boys green,ext_6a8edbb1d044,0.84,1,1,0,0,3.0,1.0,1.0,3.0,1.0
85,2015 Rush Boys,4d8221db1d03,0.84,1,1,0,0,3.0,1.0,1.0,3.0,1.0
86,los banos valley 2014,ext_a8883c724a10,0.84,1,1,0,0,3.0,1.0,1.0,3.0,1.0
87,stanislaus united sc pre npl 14b,ext_4c7095d0caaa,0.84,1,1,0,0,3.0,1.0,1.0,3.0,1.0
88,galt fc jaguars blue 2014,ext_aeee12df9e0f,0.84,1,1,0,0,3.0,1.0,1.0,3.0,1.0
89,plant city 2014b premier,ext_153c755d11ac,0.84,1,1,0,0,3.0,1.0,1.0,3.0,1.0
90,15b chacon,ext_ca518b98d98b,0.8333333333333334,2,2,0,0,7.0,3.0,1.0,3.5,1.5
91,az arsenal 15 boys teal 1 jz,ext_206c1b11477d,0.8333333333333334,1,1,0,0,7.0,4.0,1.0,7.0,4.0
92,stanford strikers 15b black south,ext_eb25b008c1d8,0.8285714285714285,1,1,0,0,4.0,2.0,1.0,4.0,2.0
93,albion sc las vegas b14 academy i*,ext_97aa365650df,0.8285714285714285,1,1,0,0,4.0,2.0,1.0,4.0,2.0
94,rfa 2015b,ext_68d196447641,0.8285714285714285,1,1,0,0,4.0,2.0,1.0,4.0,2.0
95,cvfa 15b academy,ext_6649197b27a5,0.8285714285714285,2,2,0,0,8.0,4.0,1.0,4.0,2.0
96,davis legacy 14b white,ext_52d638befa01,0.8285714285714285,1,1,0,0,4.0,2.0,1.0,4.0,2.0
97,springs sc 2014 boys phantom,ext_ba30fa8875b1,0.8285714285714285,1,1,0,0,4.0,2.0,1.0,4.0,2.0
98,prfc scottsdale 14b pre-academy,ext_f9f2fd19fc92,0.8222222222222222,1,1,0,0,5.0,3.0,1.0,5.0,3.0
99,fa euro bridgeview academy 2015,ext_a073edd46740,0.8222222222222222,1,1,0,0,5.0,3.0,1.0,5.0,3.0
100,oxnard kickers fc,ext_ba3b36fe236a,0.8222222222222222,1,1,0,0,5.0,3.0,1.0,5.0,3.0
101,juventus elite 2015,ext_bc05811feef0,0.8222222222222222,1,1,0,0,5.0,3.0,1.0,5.0,3.0
102,miami breakers fc 2014 black,ext_e8ccb0cb76df,0.8222222222222222,1,1,0,0,5.0,3.0,1.0,5.0,3.0
103,tournament time - ga 2015 boys,ext_089a5352e7ac,0.8181818181818181,1,1,0,0,6.0,4.0,1.0,6.0,4.0
104,coppermine sc 2014 boys pre-academy i,ext_23ff2f732e15,0.8181818181818181,1,1,0,0,6.0,4.0,1.0,6.0,4.0
105,black conshy '15 (b),ext_6fadd681abba,0.8153846153846154,1,1,0,0,7.0,5.0,1.0,7.0,5.0
106,14b gsa,ext_35968aa35024,0.8133333333333334,2,2,0,0,8.0,5.0,1.0,4.0,2.5
107,las vegas sports academy u10 boys black 2015,ext_6375d52280b9,0.8,1,1,0,0,3.0,2.0,1.0,3.0,2.0
108,b2015 fermin,ext_5a8f7db9e5bf,0.8,1,1,0,0,5.0,4.0,1.0,5.0,4.0
109,arlington sa 2015b pre-ecnl (u10),ext_82f943aeaf83,0.8,1,1,0,0,1.0,0.0,1.0,1.0,0.0
110,south orlando sc sosc 2014b pre-rl 1,ext_1c5e6a8c4d5d,0.8,1,1,0,0,4.0,3.0,1.0,4.0,3.0
111,syc 2014b pre-mls next a,ext_deac797b52ba,0.8,1,1,0,0,3.0,2.0,1.0,3.0,2.0
112,Northwest 2015 Boys Red,1669764b8ed1,0.8,1,1,0,0,4.0,3.0,1.0,4.0,3.0
113,2014 cockeysville fc wolfpack,ext_fea95cf3a2d7,0.8,1,1,0,0,3.0,2.0,1.0,3.0,2.0
114,swfl b15 black 9v9,ext_de61d83d3e9d,0.8,1,1,0,0,5.0,4.0,1.0,5.0,4.0
115,coppermine sc boys 2014 academy 2,ext_d567c1b41d05,0.8,1,1,0,0,1.0,0.0,1.0,1.0,0.0
116,tuzos academy mesa 2014,ext_ca03715d2eb0,0.8,1,1,0,0,1.0,0.0,1.0,1.0,0.0
117,villarreal lv u12 blue-ba,ext_382edfbeb39b,0.8,1,1,0,0,1.0,0.0,1.0,1.0,0.0
118,sf glens pre-academy 15b i,ext_f37e31503f83,0.8,1,1,0,0,3.0,2.0,1.0,3.0,2.0
119,b15 academy,ext_97197ffcd395,0.8,1,1,0,0,3.0,2.0,1.0,3.0,2.0
120,excel soccer academy 14 red,ext_88c69c207eb4,0.8,1,1,0,0,2.0,1.0,1.0,2.0,1.0
121,select fc 2014,ext_55716e4c5969,0.8,1,1,0,0,3.0,2.0,1.0,3.0,2.0
122,ballaz academy 2015,ext_02c5f049d89b,0.8,1,1,0,0,2.0,1.0,1.0,2.0,1.0
123,guadalajara 2015 boys,ext_841718b78153,0.8,1,1,0,0,4.0,3.0,1.0,4.0,3.0
124,reno united 15b,ext_730c8e2fb16c,0.8,1,1,0,0,2.0,1.0,1.0,2.0,1.0
125,eje7 2014 boys,ext_fa12ae92a89f,0.8,1,1,0,0,2.0,1.0,1.0,2.0,1.0
126,bu2014w,ext_b06009cbfbba,0.8,1,1,0,0,2.0,1.0,1.0,2.0,1.0
127,tuzos royals 2014,ext_b9b4ebb343ab,0.8,1,1,0,0,1.0,0.0,1.0,1.0,0.0
128,players 13 boys academy 2,ext_ade9927dab0b,0.8,1,1,0,0,3.0,2.0,1.0,3.0,2.0
129,chivas fc b2014,ext_aea4a6a7b0e2,0.8,1,1,0,0,2.0,1.0,1.0,2.0,1.0
130,albion sc merced b14 academy,ext_4f81953e77a7,0.8,1,1,0,0,3.0,2.0,1.0,3.0,2.0
131,u10 elite doral,ext_c554b2bc4a59,0.8,1,1,0,0,5.0,4.0,1.0,5.0,4.0
132,14b velasco pre-mls next,ext_c1fdc2a3cd35,0.8,1,1,0,0,1.0,0.0,1.0,1.0,0.0
133,s5a kendall u11,ext_be401b309eb8,0.8,1,1,0,0,3.0,2.0,1.0,3.0,2.0
134,concorde fire 15b central black,ext_4c27ec7732b9,0.8,1,1,0,0,4.0,3.0,1.0,4.0,3.0
135,lnusc honey badgers-black,ext_9f6a9448ce3e,0.8,1,1,0,0,1.0,0.0,1.0,1.0,0.0
136,albion sc las vegas b15 academy ii,ext_a6aaedeb5180,0.8,1,1,0,0,2.0,1.0,1.0,2.0,1.0
137,valley surf 15 pre-ecnl,ext_a3dacc11c571,0.8,1,1,0,0,3.0,2.0,1.0,3.0,2.0
138,2015 boys black - mbappe,ext_55b8a3ef2206,0.8,1,1,0,0,6.0,5.0,1.0,6.0,5.0
139,sc surf mp 14 blue,ext_88802fa03fb9,0.8,1,1,0,0,4.0,3.0,1.0,4.0,3.0
140,coerfontaine fc 14b championship ii,ext_4da4b2e2ef42,0.8,1,1,0,0,1.0,0.0,1.0,1.0,0.0
141,Chelsea 15B,ext_09507ea31aee,0.7303740648379052,50,40,6,4,251.0,100.0,0.8,5.02,2.0
142,magnifico fc b15e,ext_d3f8fd8df946,0.72,3,2,0,1,12.0,0.0,0.6666666666666666,4.0,0.0
143,2015 Boys White,ext_69a8b002c498,0.6746666666666666,30,22,5,3,132.0,63.0,0.7333333333333333,4.4,2.1
144,albion sc las vegas b14 academy i,ext_7c5def60b62a,0.6736842105263158,3,2,1,0,13.0,3.0,0.6666666666666666,4.333333333333333,1.0
145,ONE FC B2015 BLACK,ext_44cf0895792e,0.6442857142857142,42,30,8,4,151.0,87.0,0.7142857142857143,3.5952380952380953,2.0714285714285716
146,Magnifico FC B15E,ext_1cb2a58b379f,0.6263975752910613,76,51,16,9,306.0,165.0,0.6710526315789473,4.026315789473684,2.1710526315789473
147,SYC 2015B Pre-MLS Next,ext_5a8c4b6a3364,0.6121517192484934,62,40,15,7,256.0,137.0,0.6451612903225806,4.129032258064516,2.2096774193548385
148,weston fc 2015 future elite ii,ext_47124d785a21,0.6,3,2,1,0,10.0,7.0,0.6666666666666666,3.3333333333333335,2.3333333333333335
149,futboltech chsc - 2015 liverpool,ext_9f224a3a97f2,0.6,3,2,0,1,7.0,4.0,0.6666666666666666,2.3333333333333335,1.3333333333333333
150,weston fc 2015 future elite i,ext_67a26f24b8dd,0.5944827586206897,5,3,1,1,17.0,7.0,0.6,3.4,1.4
151,las vegas diversity fc '14 boys academy,ext_0f3fb40bd73d,0.5846153846153845,3,2,1,0,6.0,4.0,0.6666666666666666,2.0,1.3333333333333333
152,Ajax United 15B Academy Pre-MLS Next,ext_e32b19883922,0.5810760667903525,49,29,15,5,174.0,85.0,0.5918367346938775,3.5510204081632653,1.7346938775510203
153,columbus force sc ce 15b grasshoppers (black),ext_d50bf6d9005b,0.58,2,1,0,1,7.0,1.0,0.5,3.5,0.5
154,red 2015,ext_227a757c60e3,0.575,3,2,1,0,7.0,6.0,0.6666666666666666,2.3333333333333335,2.0
155,Lightning 15 Black,ext_640c3f699a80,0.5716923076923077,60,36,17,7,172.0,93.0,0.6,2.8666666666666667,1.55
156,Henderson LVSA '15B Black,ext_180e455c215e,0.5696023782980304,54,32,16,6,160.0,85.0,0.5925925925925926,2.962962962962963,1.5740740740740742
157,villarreal lv u10 yellow,ext_e3384ca35fca,0.5690909090909091,5,3,2,0,23.0,16.0,0.6,4.6,3.2
158,Coppermine SC 2015 Boys Pre-Academy I,ext_5b2e91452ee5,0.5466790813159528,54,31,15,8,181.0,123.0,0.5740740740740741,3.3518518518518516,2.2777777777777777
