raw_name,team_id,display_name
Tuzos Edwin 2015,319586.0,Tuzos Edwin 2015
Atletico Tuzos Guerrero 2015,385547.0,Atletico Tuzos Guerrero 2015
Tuzos USA 2015A,220089.0,Tuzos USA 2015A
AZ Arsenal 15 Boys Teal BD,372722.0,AZ Arsenal 15 Boys Teal BD
East Valley NSFC 15 Boys Tiggs,78766.0,East Valley NSFC 15 Boys Tiggs
AZ Arsenal 15 Boys Teal CE,254493.0,AZ Arsenal 15 Boys Teal CE
15B Overlin,364431.0,15B Overlin
Playmaker Futbol Academy 15B Black,115875.0,Playmaker Futbol Academy 15B Black
Tuzos Nogales 2015,546274.0,Tuzos Nogales 2015
AZ Thundercats 2015,562204.0,AZ Thundercats 2015
NOS Santos 15 Boys Blue,262790.0,NOS Santos 15 Boys Blue
CCV STARS 15 Boys Red PEO,128645.0,CCV STARS 15 Boys Red PEO
15 Pre-MLS Next #2,304060.0,15 Pre-MLS Next #2
FSC United 15 Boys,289274.0,FSC United 15 Boys
OJB FC 2015 Boys*,576789.0,OJB FC 2015 Boys
AZ Arsenal 15 Boys Select,521383.0,AZ Arsenal 15 Boys Select
EV-NSFC 15 Boys Tiggs(2),277188.0,EV-NSFC 15 Boys Tiggs(2)
CAC 15/16B (Conroy),658496.0,CAC 15/16B (Conroy)
PSG 15B Red,615217.0,PSG 15B Red
Deportivo Mexico 15B,558129.0,Deportivo Mexico 15B
Freedom Roadrunners,185319.0,Freedom Roadrunners
SASC 2015B Cardinals Jimenez,544458.0,SASC 2015B Cardinals Jimenez
VSC 2015 Boys Green,305497.0,VSC 2015 Boys Green
15B Hinds,492115.0,15B Hinds
15B Echanove,413798.0,15B Echanove
15B Laroussi,404637.0,15B Laroussi
CCV Stars 15 Boys North Navy,128644.0,CCV Stars 15 Boys North Navy
AYSO 216 10UB PSP Gila Valley Ninjas,577124.0,AYSO 216 10UB PSP Gila Valley Ninjas
Chelsea 15B2,556218.0,Chelsea 15B2
Phoenix Premier FC 15B White,322193.0,Phoenix Premier FC 15B White
Playmaker Futbol Academy 15B Gold,642531.0,Playmaker Futbol Academy 15B Gold
Phoenix Premier FC 15B X-Factor,250007.0,Phoenix Premier FC 15B X-Factor
La Piedad FC 2015 Blue,639967.0,La Piedad FC 2015 Blue
State 48 FC Buckeye 15 Black,326387.0,State 48 FC Buckeye 15 Black
Tuzos Royals 2015,624219.0,Tuzos Royals 2015
15B Rayados White,546442.0,15B Rayados White
15 Boys National League #2,385309.0,15 Boys National League #2
RSL-AZ Yuma 15 Boys Guzman,457765.0,RSL-AZ Yuma 15 Boys Guzman
15B Simbron,559181.0,15B Simbron
Northwest 2015 Boys Blue,628124.0,Northwest 2015 Boys Blue
EXCEL25WU9U10B2LVaras,559753.0,EXCEL25WU9U10B2LVaras
EXCEL25WrU9U10B1Overlin,559754.0,EXCEL25WrU9U10B1Overlin
Havasu Lions 15B Schwing,519423.0,Havasu Lions 15B Schwing
15B Rayados Red,546441.0,15B Rayados Red
Rangers 15B,551993.0,Rangers 15B
VSC 2015 Boys Black,544769.0,VSC 2015 Boys Black
VSC 2015 Boys White,407089.0,VSC 2015 Boys White
Flagstaff Revolution 2015 Boys,525619.0,Flagstaff Revolution 2015 Boys
FC Deportivo AZ 2015B (Gallegos),523916.0,FC Deportivo AZ 2015B (Gallegos)
Kingman SC B15/16-Gonzalez,442093.0,Kingman SC B15/16-Gonzalez
PRFC Scottsdale 15B Stars,215969.0,PRFC Scottsdale 15B Stars
GRP QC U10B T03 Aguirre White,541750.0,GRP QC U10B T03 Aguirre White
CCV Stars 15 Boys East Pre-ECNL,259042.0,CCV Stars 15 Boys East Pre-ECNL
Madison FC 15 Blue Boys,372005.0,Madison FC 15 Blue Boys
15B Johnson,574570.0,15B Johnson
Prescott Predators 15B Leick,583983.0,Prescott Predators 15B Leick
PRFC Southeast Valley 15B Samba,152588.0,PRFC Southeast Valley 15B Samba
Real Arizona 2015,443821.0,Real Arizona 2015
Sun Warriors 15/16 Boys,86702.0,Sun Warriors 15/16 Boys
Challenge 10B,595469.0,Challenge 10B
Verde Valley United FC - U10 Boys,594010.0,Verde Valley United FC - U10 Boys
Select 15B,207298.0,Select 15B
EV-NSFC 15 Boys Smith,502888.0,EV-NSFC 15 Boys Smith
NOS Santos 15 Boys Yellow,620045.0,NOS Santos 15 Boys Yellow
CCV Stars 15 Boys South Orange,619208.0,CCV Stars 15 Boys South Orange
AZ Inferno 15 Boys Black,267570.0,AZ Inferno 15 Boys Black
EXCEL25WU9U10B3Klein,559756.0,EXCEL25WU9U10B3Klein
Cobre Mountain Roadrunners 5,568182.0,Cobre Mountain Roadrunners 5
EXCEL24FallU9U10B4Crudup,559757.0,EXCEL24FallU9U10B4Crudup
15B Oscar,373079.0,15B Oscar
Tornados FC,443936.0,Tornados FC
CCV Stars 15 Boys West Orange,382626.0,CCV Stars 15 Boys West Orange
FC ARIZONA 15 PURTELL,496539.0,FC ARIZONA 15 PURTELL
EXCEL24FallU9U10B2Komiskey,559755.0,EXCEL24FallU9U10B2Komiskey
EXCEL25WU9U10B4Elsaady,559752.0,EXCEL25WU9U10B4Elsaady
Renegades 15B,419446.0,Renegades 15B
U-11 (2015) Boys Pre Academy Blue,383405.0,U-11 (2015) Boys Pre Academy Blue
West Valley 15/16B,521210.0,West Valley 15/16B
West Valley 2015 Boys Rose,444284.0,West Valley 2015 Boys Rose
CCV Stars 15 Boys North Orange,128643.0,CCV Stars 15 Boys North Orange
FCDA 2015/16B Pre - Academy,324106.0,FCDA 2015/16B Pre - Academy
West Valley 2015 Boys Valencia Pre-Premier,305345.0,West Valley 2015 Boys Valencia Pre-Premier
Synergy FC 15/16B Montone,497757.0,Synergy FC 15/16B Montone
PSC 2015B,654999.0,PSC 2015B
Tuzos 2015 Nava,646787.0,Tuzos 2015 Nava
Wolves 15B,555440.0,Wolves 15B
Tuzos Legacy 2015,598394.0,Tuzos Legacy 2015
Verde Valley United FC- U10 Boys,594010.0,Verde Valley United FC - U10 Boys
U9/U10 Hakes Excel,583508.0,U9/U10 Hakes Excel
Excel U9/U10Kaufmann,567200.0,Excel U9/U10Kaufmann
SFC AZ United Soccer Academy 15B,617039.0,SFC AZ United Soccer Academy 15B
15 Pre-MLS Next Tier #1,d37e215eab1f,15 Pre-MLS Next Tier #1
AZ Arsenal 14 Boys Teal CB,26b460f79b37,AZ Arsenal 14 Boys Teal CB
AZ Arsenal 14 Boys Teal CJB,aaf5150a2bff,AZ Arsenal 14 Boys Teal CJB
15B Hermanson,0e2a52747d2d,15B Hermanson
14B Hinds,12a5e77fb631,14B Hinds
AZ Arsenal 16 Boys Teal 1,c7ccdc12a244,AZ Arsenal 16 Boys Teal 1
14B Hermanson 1,8f91955341d5,14B Hermanson 1
15B Blue Montoya #1,862557d7ffad,15B Blue Montoya #1
15B Blue Arviso #1,f33bf97bf326,15B Blue Arviso #1
15B Bernal/Garza 2,27658e95a8eb,15B Bernal/Garza 2
15B Garza/Bernal 2,91330136e9b1,15B Garza/Bernal 2
14B GSA,d204831d51c1,14B GSA
Dynamos SC 14B SC,d49c5c86f65c,Dynamos SC 14B SC
14 Pre-MLSN #2,71f5a3acae0d,14 Pre-MLSN #2
PRFC Scottsdale 14B Pre-Academy,1d94d7c5304a,PRFC Scottsdale 14B Pre-Academy
Juaritos MX,018d1e1b8ce3,Juaritos MX
Arizona Brown's A,467cec276607,Arizona Brown's A
Huracan,360129acef75,Huracan
Excel Soccer Academy 14 Red,61c49560a795,Excel Soccer Academy 14 Red
2014 Tuzos Academy FV,40a7cfa15a93,2014 Tuzos Academy FV
Madison FC 14 Gold Boys Storm,489d6d7ece85,Madison FC 14 Gold Boys Storm
2014 Boys Red,50fd1fc3a90f,2014 Boys Red
Eastside FC B14 White,8b9f061ad359,Eastside FC B14 White
Next Level Soccer Northwest 2015 Boys Black,b5dc7f004beb,Next Level Soccer Northwest 2015 Boys Black
CCV STARS 15 Boys Orange PEO,13ca03bd20af,CCV STARS 15 Boys Orange PEO
PRFC North Valley 14B PreAcademy,aa435bec6b52,PRFC North Valley 14B PreAcademy
AZ Inferno 14 Boys Black,f4ad4696e7f2,AZ Inferno 14 Boys Black
AZ Arsenal 15 Boys Teal 1 JZ,4ed0d6ee6a3c,AZ Arsenal 15 Boys Teal 1 JZ
FC Hawaii 14B Red,8d0431f1f1dc,FC Hawaii 14B Red
15B Chacon,ebc0cb3c27af,15B Chacon
BVB 14B Puma (F: AYSES 14B Black),5c8719d8b1e2,BVB 14B Puma (F: AYSES 14B Black)
14B Velasco Pre-MLS Next,0462af897019,14B Velasco Pre-MLS Next
Albion SC Santa Ana B15 Academy,f3c935c7dac1,Albion SC Santa Ana B15 Academy
Excel Soccer Academy 14B Red,3881f0254c74,Excel Soccer Academy 14B Red
Playmaker Futbol Academy PRE-ECNL B14,c9a10ae0e1d7,Playmaker Futbol Academy PRE-ECNL B14
14B Velasco,494b1dcf903e,14B Velasco
East Valley NSFC 14 Boys Aguirre,f00948f71a70,East Valley NSFC 14 Boys Aguirre
CCV Stars 14 Boys South Pre-ECNL,59c621555d89,CCV Stars 14 Boys South Pre-ECNL
14 Cityzens,b40213a2d9b7,14 Cityzens
AZ Arsenal 14 Boys AYDP,1fc32603ff12,AZ Arsenal 14 Boys AYDP
Phoenix United 2014 Academy,d993fd45c2c5,Phoenix United 2014 Academy
Legends FC AZ 14B FC,97b3887a15a9,Legends FC AZ 14B FC
Next Level Soccer Northwest 2014 Boys,118237dc9880,Next Level Soccer Northwest 2014 Boys
CCV STARS 14 Boys Orange LAV,9e5c8b9db388,CCV STARS 14 Boys Orange LAV
14B JCFresquez Pre-MLS Next,239883be849b,14B JCFresquez Pre-MLS Next
14,8ed1e4be1ce6,14
Phoenix Premier FC 14B Black,54c287a49fcd,Phoenix Premier FC 14B Black
2014B West,77958c891b23,2014B West
CCV STARS 14 Boys Orange PEO,29267cdecc91,CCV STARS 14 Boys Orange PEO
PRFC Scottsdale 16B Predator,bdc47d477da8,PRFC Scottsdale 16B Predator
Legends FC AZ 15B Gold,f667d8f5b876,Legends FC AZ 15B Gold
Excel Soccer Academy 15 Red,e577a13eb80e,Excel Soccer Academy 15 Red
AZSC 14B Perez,8d097c22f114,AZSC 14B Perez
Idaho Rush 14 Blue,b2358bc862b9,Idaho Rush 14 Blue
Next Level Soccer Southeast 2014 Boys Red,fe54838dd4bb,Next Level Soccer Southeast 2014 Boys Red
Pre MLS NEXT Black '15,4a9f1a2e02d9,Pre MLS NEXT Black '15
Coppermine SC 2015 Boys Pre-Academy I,365721752dcc,Coppermine SC 2015 Boys Pre-Academy I
Las Vegas Sports Academy U10 Boys Red 2015,cf5e37cda873,Las Vegas Sports Academy U10 Boys Red 2015
Hawaii Rush 15B,329fe94138e3,Hawaii Rush 15B
Raiders FC 2015,0163475ccf5c,Raiders FC 2015
2014 Locomotive Blue,e35cd7d19c8a,2014 Locomotive Blue
Phoenix United 14 Elite,ed21a6b504a6,Phoenix United 14 Elite
AZ Arsenal Pre-ECNL B14,78f625b1f803,AZ Arsenal Pre-ECNL B14
B15 Elite,9bb2e893e61e,B15 Elite
Premier Touch FC IE B15,dd8471343cf4,Premier Touch FC IE B15
P2P Academy 2015,deedb474022b,P2P Academy 2015
FRAM B15 Pre Elite Academy,bd137adae78f,FRAM B15 Pre Elite Academy
2014B Claret,11c64b1cddaf,2014B Claret
Playmaker Futbol Academy 14B Gold,850cd697d9d6,Playmaker Futbol Academy 14B Gold
Atletico Tuzos Mesa 13/14,e53da2db77e5,Atletico Tuzos Mesa 13/14
AZSC 13B Sobek,2f9d38541fda,AZSC 13B Sobek
CCV Stars 13 Boys Orange SUR,7c3c74212edf,CCV Stars 13 Boys Orange SUR
CDO 13B Elite,111744711a9a,CDO 13B Elite
Philadelphia Union Junior Academy 2015,0ea67b2831c7,Philadelphia Union Junior Academy 2015
Black Conshy '15 (B),302c65f3bf14,Black Conshy '15 (B)
Las Vegas Sports Academy U11 Boys Red 2015,5a0744754610,Las Vegas Sports Academy U11 Boys Red 2015
Brazas 2014 Boys Black Marcos,991b6c686f0f,Brazas 2014 Boys Black Marcos
CCV STARS 14 Boys Navy LAV,cd90fd2f75ce,CCV STARS 14 Boys Navy LAV
Next Level Soccer Southeast 2014 Boys Blue,759b838f8c2a,Next Level Soccer Southeast 2014 Boys Blue
Legends FC AZ 14B Gold,b3f17ada6904,Legends FC AZ 14B Gold
BVBIA 14B North America,0009eb6b8e27,BVBIA 14B North America
B14 HR,7d780284681d,B14 HR
AZEV B2014 (NAVY),82a9577c27a7,AZEV B2014 (NAVY)
Central 14B Select I,b44eb74908f1,Central 14B Select I
AZSC 15B Navy,7d762e4acd5c,AZSC 15B Navy
2015B Pre-MLS,000d62dc4b95,2015B Pre-MLS
Next Level Soccer Southeast 2015 Boys Black,596a61176229,Next Level Soccer Southeast 2015 Boys Black
ELI7E FC- ELITE 2014,bb8fe505ab35,ELI7E FC- ELITE 2014
Next Level Soccer Southeast 2015 Boys Red,30b41f93d9ae,Next Level Soccer Southeast 2015 Boys Red
2014 Timbers Elite,06b7c229d08c,2014 Timbers Elite
ALBION SC Las Vegas B15 Academy I,aa18acacc48c,ALBION SC Las Vegas B15 Academy I
AZSC 14B Azanger,260f1304e6d4,AZSC 14B Azanger
AZ Arsenal 15 Boys Teal 1 OC,9f6aeb24a12c,AZ Arsenal 15 Boys Teal 1 OC
2014 Rush Boys,5cd59f701ef1,2014 Rush Boys
Amore 2014 Boys,0952dd32ca57,Amore 2014 Boys
2015 Elite,2c37a636d9e3,2015 Elite
B15 Academy I,f50acf4e1868,B15 Academy I
15 Black DW,d8576512255c,15 Black DW
PRFC Desert Foothills 16B Predator,2d30c5f970f0,PRFC Desert Foothills 16B Predator
AZ Arsenal 16 Boys Teal OC,5cb17351b478,AZ Arsenal 16 Boys Teal OC
EV-NSFC 15 Boys Perez(1),8d2e8a885597,EV-NSFC 15 Boys Perez(1)
15B Garza/Bernal-1,9429d85339e3,15B Garza/Bernal-1
Next Level Soccer Southeast 2015 Boys Green,e1479d117749,Next Level Soccer Southeast 2015 Boys Green
Next Level Soccer Northwest 2015 Boys Red,1308fa53a4b1,Next Level Soccer Northwest 2015 Boys Red
AZ Arsenal 15 Boys Teal 2 CC,cf2acd61324d,AZ Arsenal 15 Boys Teal 2 CC
BRUSA FC 2015/16,4c7e59c92d25,BRUSA FC 2015/16
FCDA 15B Pre - Academy,1d91be1be8d7,FCDA 15B Pre - Academy
Next Level Soccer Southeast 2015 Boys Blue,0bb2e41e17e3,Next Level Soccer Southeast 2015 Boys Blue
CCV STARS 15 Boys Orange SUR,5b14d2cf2b3b,CCV STARS 15 Boys Orange SUR
2015 Locomotive Blue,5bacace838ff,2015 Locomotive Blue
2015 Club Rayos,e37b405b3c60,2015 Club Rayos
SC Del Sol San Luis,d9d1f9038f86,SC Del Sol San Luis
Henderson LVSA '15B Black,4a99648144e3,Henderson LVSA '15B Black
16B GSA,bd191ac6f2d7,16B GSA
RSL-AZ South 15B Corral,9e354ef32238,RSL-AZ South 15B Corral
Atletico Tuzos Mesa 2015,d6c210c4e158,Atletico Tuzos Mesa 2015
Kingman SC B2015-Strikers,c5f10dfef2d7,Kingman SC B2015-Strikers
Phoenix 15/16B Blue,583a5494a88c,Phoenix 15/16B Blue
PRFC Southeast Valley 15B Copa,a6c691aa44c2,PRFC Southeast Valley 15B Copa
16B Mendez GSA,9f7ccd26133f,16B Mendez GSA
Eastside FC - B15 Blue,8940d979d1b6,Eastside FC - B15 Blue
Next Level Soccer Southeast 2016 Boys Black,ca938fe7d0b7,Next Level Soccer Southeast 2016 Boys Black
Mellindo FC 2015 A,f96b72a2c20a,Mellindo FC 2015 A
FC Deportivo AZ 2014B (Gallegos),3ecf8dc0f3eb,FC Deportivo AZ 2014B (Gallegos)
Las Vegas Sports Academy U11 Boys Black 2014,7e0154e405f4,Las Vegas Sports Academy U11 Boys Black 2014
NMSA 2015 Boys,9704a8dc633a,NMSA 2015 Boys
14B Engilman,e2399397aeb3,14B Engilman
2014 Boys Yellow,dade010e6930,2014 Boys Yellow
Corona B15 Aguirre,df3617f40d1a,Corona B15 Aguirre
2015B Locomotive EPPL Gallegos,9e616c467ff8,2015B Locomotive EPPL Gallegos
16B KChacon,a029d7b4bb38,16B KChacon
Real Arizona 2014,6f82e302022d,Real Arizona 2014
CCV STARS 14 Boys EAV,78da735473c6,CCV STARS 14 Boys EAV
RSL-AZ Yuma 14 Boys Quinonez,1f883f0684a7,RSL-AZ Yuma 14 Boys Quinonez
PRFC West Valley 14B Pre-Academy,83cd28bcc77d,PRFC West Valley 14B Pre-Academy
14B Castro Rueda,cd478e885521,14B Castro Rueda
CCV STARS 14 Boys White PEO,2d649576de14,CCV STARS 14 Boys White PEO
PRFC Scottsdale 14B Predator,acb8d01956d5,PRFC Scottsdale 14B Predator
Madison FC 2015 Boys Gold,256479046916,Madison FC 2015 Boys Gold
Phoenix Premier FC 14B White,589caf044939,Phoenix Premier FC 14B White
PRFC Southeast Valley 14B Pre-Academy,c635772a3ad7,PRFC Southeast Valley 14B Pre-Academy
Next Level Soccer Northwest 2015 Girls,2312a618739a,Next Level Soccer Northwest 2015 Girls
CCV STARS 15 Boys Navy PEO,df3b0ca8aa75,CCV STARS 15 Boys Navy PEO
AZEV B2014 (WHITE),26fb294aa673,AZEV B2014 (WHITE)
AZSC 2014B Azanger- Indoor Only,fe333b0e128b,AZSC 2014B Azanger- Indoor Only
15 Pre-MLS Next Tier #2,4d4bd49aef75,15 Pre-MLS Next Tier #2
15G Pre-ECNL Jeffers Royals,3b613cccd222,15G Pre-ECNL Jeffers Royals
2015B Locomotive EPPL J. Romero-LC,4e9c4e022378,2015B Locomotive EPPL J. Romero-LC
AZ Arsenal 16 Boys Teal DB,7a2bff1a0d80,AZ Arsenal 16 Boys Teal DB
PRFC North Valley 15B Copa,fa36c6ff8ab3,PRFC North Valley 15B Copa
PRFC Desert Foothills 14B Predator,db21f85e0db3,PRFC Desert Foothills 14B Predator
FC ARIZONA 14 GFC VELAZCO,d1f222b9f9d4,FC ARIZONA 14 GFC VELAZCO
EXCEL25WU11B1Lee,761aedf2d4b2,EXCEL25WU11B1Lee
2016 Boys (Pena),e9d61d4bdd95,2016 Boys (Pena)
PRFC Southeast Valley 14B Predator,0dea047984fa,PRFC Southeast Valley 14B Predator
Madison FC 14 Blue Boys,c73a16b64b34,Madison FC 14 Blue Boys
State 48 FC 15 Black,9403b864434d,State 48 FC 15 Black
State 48 FC 14 White,51bc3abe4cc3,State 48 FC 14 White
CCV STARS 14 Boys Navy SUR,1c12892a381b,CCV STARS 14 Boys Navy SUR
AZ Arsenal 14 Boys Teal 2 SC,1462dfd5a210,AZ Arsenal 14 Boys Teal 2 SC
14B Al,8442352aa3d0,14B Al
Atletico Tuzos Mesa 2014,c05c854ec747,Atletico Tuzos Mesa 2014
FC Elite Arizona 2014 Boys,cbcfc87ca844,FC Elite Arizona 2014 Boys
Excel Soccer Academy 14 Black,33a7fa8a7ca5,Excel Soccer Academy 14 Black
Hustle Hard 2014- Boys,616499ad9486,Hustle Hard 2014- Boys
FSC United 14 Boys,d18209c7ce2b,FSC United 14 Boys
PSG 14B Blue,b7e97f0ea096,PSG 14B Blue
14 Boys Navy,8571c9075aae,14 Boys Navy
Monsters 2014,42cf5a2ef7d4,Monsters 2014
PRFC West Valley 14B Predator,79df5b8aa641,PRFC West Valley 14B Predator
AZ Thundercats 2014,77e90e5d29d2,AZ Thundercats 2014
2014 Boys Blue,ccc5662803d4,2014 Boys Blue
East Valley NSFC 14 Boys Tiggs,2f127addbccb,East Valley NSFC 14 Boys Tiggs
Next Level Soccer Southeast 2014 Boys Green,418e1c9e12fe,Next Level Soccer Southeast 2014 Boys Green
15B Sanchez,e72972481ceb,15B Sanchez
15B Vyas,c1ccced7f884,15B Vyas
14B Blue #1,bb1c9cbb8ff4,14B Blue #1
15B Blue West #1,9dc3e7b270d3,15B Blue West #1
Argentina 14b,e281743c1db4,Argentina 14b
329 Rangers 14B,c162bed735f6,329 Rangers 14B
14B Blue #2,652e4e544468,14B Blue #2
2014B Felix Nogales,d37bd595a425,2014B Felix Nogales
14B Hermanson 2,c3a88da9ffa8,14B Hermanson 2
14B Moore,bb388eebf129,14B Moore
RSLAZ Southern Rayados Az 2015 Blue,7322cb829e26,RSLAZ Southern Rayados Az 2015 Blue
B15 Premier NK,1435b924b979,B15 Premier NK
2016B Locomotive EPPL Valcarcel-LC,5a1f04f57f72,2016B Locomotive EPPL Valcarcel-LC
AZSC 15B White,0aaa11a002e6,AZSC 15B White
CCV STARS 15 Boys LAV,c62b2f0972a9,CCV STARS 15 Boys LAV
Madison FC 2015 Boys Blue,c2ade777e7a2,Madison FC 2015 Boys Blue
Desert xolos,ef541b0003dc,Desert xolos
PRFC West Valley 15B Copa,31c5813020cc,PRFC West Valley 15B Copa
Synergy FC 15/16B,bcc1003b7940,Synergy FC 15/16B
State 48 FC Verrado 15/16 Black,b6c5d98bca20,State 48 FC Verrado 15/16 Black
Legends FC AZ 16B FC,9fb6ae937022,Legends FC AZ 16B FC
16B Midhaan,554a83f734e4,16B Midhaan
Sun Warriors 15/16 Boys Sixtos,647c5e261668,Sun Warriors 15/16 Boys Sixtos
Phoenix Premier FC 15B CG,3794284fb470,Phoenix Premier FC 15B CG
FC Arizona 15B Black GFC Cuevas U11,3c738e508624,FC Arizona 15B Black GFC Cuevas U11
14B E64 #2,34471ab8e5d0,14B E64 #2
NOS Santos 14 Boys White,b3bd742952b1,NOS Santos 14 Boys White
CCV STARS 15 Boys White PEO,f0d6fe01d989,CCV STARS 15 Boys White PEO
Kingman SC B14 McGill,761dc181c82c,Kingman SC B14 McGill
East Valley NSFC 15 Boys Klein,7b1a9386f1b0,East Valley NSFC 15 Boys Klein
BRAZAS FC 2015 Boys White,955bf127c3df,BRAZAS FC 2015 Boys White
FCDA 14B Academy,0518ac2361f0,FCDA 14B Academy
