gotsport_team_id,display_name,club,state,age_group,gender
42158544,Fishtown Chaos,Fishtown AC,AZ,U11,M
42159824,Smithfield Thunder 2015,Smithfield Soccer Club,AZ,U11,M
42163864,Celtic,Saints FC,AZ,U11,M
42164264,CSC Eagles Academy Williams,Calcasieu Soccer Club,AZ,U11,M
42177315,Superb FC 2015 Boys,Superb Futbol Club,AZ,U11,M
42164998,Gilbert U10 Black,Gilbert Soccer Club,AZ,U11,M
42177062,Uach FC,,AZ,U11,M
42162352,South Orlando SC SOSC 2015B Green,South Orlando SC,AZ,U11,M
42160415,GPFC 2015B Blue,Gregory Portland Futbol Club,AZ,U11,M
42164642,Anderson County,Anderson Independent YS,AZ,U11,M
42164033,iProSkills Academy 2015 Black,,AZ,U11,M
42160029,Seahawks,Oceanside United Soccer (LIJSL),AZ,U11,M
42160108,WHCSC Arsenal,W. Hempstead (LIJSL),AZ,U11,M
42162615,Texas Warriors FC 15B White,Texas Warriors FC,AZ,U11,M
42162591,GCKA 2015B Blue,Grove City Kids Association,AZ,U11,M
42159897,Lakewood 2015 B,Lakewood Soccer Club,AZ,U11,M
42160599,Dubuque Soccer Club U10B Red,Dubuque Soccer Club,AZ,U11,M
42163823,RAHWAY RAIDERS,Rahway Youth Soccer,AZ,U11,M
42175866,NUU '15B Futures,Northern Utah United Soccer,AZ,U11,M
42163812,SKOMOR SC 2015 U10 PREMIER,Young Sportsmen's Soccer League,AZ,U11,M
42161092,FUSA U10 Boys Blue,Fairfield United SA,AZ,U11,M
42160367,Eliminators 2015 Black,Nevada South Youth Soccer League,AZ,U11,M
42166291,2015 Boys Ocean EDP,Match Fit Surf,AZ,U11,M
42160070,Raptors B15,Sachem Slammers,AZ,U11,M
42165103,Summer Select Gold '15 (B),FC DELCO,AZ,U11,M
42164619,Premier FA 2015B NOT,Premier Futbol Academy of San Antonio,AZ,U11,M
42160636,Sporting Oklahoma 15B Red,Sporting Oklahoma,AZ,U11,M
42177360,MCC Revolution 2015/2016 Boys Blue,MCC Revolution,AZ,U11,M
42159097,MO Rush 2015B Fierte,Missouri Rush,AZ,U11,M
42159199,Nationals Genesee 15 Boys Black,Nationals,AZ,U11,M
42175984,Pride SC United B15,Pride SC,AZ,U11,M
42160757,2015 Irish,Sporting Springfield,AZ,U11,M
42159125,Michigan Jaguars Northville 2015 U11 Boys Green,Michigan Jaguars,AZ,U11,M
42158834,Mainland United SA Mustangs Black 2015 B,Mainland United SA,AZ,U11,M
42160025,Raptors White,Oyster Bay/East Norwich (LIJSL),AZ,U11,M
42161036,BGFC Golden Lions Academy 2015 Gold,Bowling Green FC,AZ,U11,M
42159658,Hawks FC Belgium 2015B,Hawks FC,AZ,U11,M
42161891,15BR Gold,FC Frederick,AZ,U11,M
42159036,Palo Alto SC 15B Navy,Palo Alto SC,AZ,U11,M
42163652,Castro Valley SC CVSC United 2015 Boys Blue,Castro Valley Soccer Club,AZ,U11,M
42160746,HV United B15 Black,,AZ,U11,M
42163412,WSA OKC 16 Boys (Thomas),West Side Alliance SC,AZ,U11,M
42162305,Ole Boys 2015 Blue,Ole FC,AZ,U11,M
42164192,PSSC Cosmos 2015 white,Puget Sound Soccer Club,AZ,U11,M
42165638,KOSA 2015 Summer Select Gold,South Central PA Soccer Academy,AZ,U11,M
42160104,Phantoms,Plainedge (LIJSL),AZ,U11,M
42163685,Academia De Futbol Dallas 16/15b,Academia De Futbol Dallas,AZ,U11,M
42160159,Big Green FC 2015B,Independent Teams - NTX,AZ,U11,M
42173370,Seattle United South B14 Blue,Seattle United,AZ,U11,M
42163857,U10 Boys - Northfield SC - 2025,Northfield SC,AZ,U11,M
42162634,Charlestown Surf B2015 Sky,New England Surf,AZ,U11,M
42163630,FC DALLAS RGV 2015 Red,FC Dallas RGV Youth Soccer Academy,AZ,U11,M
42163980,u10 Boys Sky,Central Vermont FC,AZ,U11,M
42172489,2014B TRYSA Force,Tar River Youth SA,AZ,U11,M
42171019,B2015 Juventus,Farmingdale SC (LIJSL),AZ,U11,M
42176479,CFC North 2015 EDP Sportsworld Black,CFC North,AZ,U11,M
42164191,FC Stars New Hampshire 2015 Boys Green,FC Stars,AZ,U11,M
42159454,Frisco United B2015,Club Deportivo San Francisco,AZ,U11,M
42162845,Utah Celtic FC 15B - Gilliam (Green),Utah Celtic,AZ,U11,M
42173388,Seattle United NW B14 Black,Seattle United,AZ,U11,M
42171705,Rebels SC-IE B15 PRE-EA,Rebels Soccer Club,AZ,U11,M
42160027,Thunder,Oceanside United Soccer (LIJSL),AZ,U11,M
42174238,Arroyo FC,Arroyo FC,AZ,U11,M
42176233,RU RED PRE ECNL 2 B15,Richmond United,AZ,U11,M
42163942,Keystone USYS 2015B,Keystone Athletic,AZ,U11,M
42173372,FME SC B14 Blue,Fife Milton Edgewood JSC,AZ,U11,M
42158239,FRAM B15 Premier - do not use,FRAM SC,AZ,U11,M
42162317,Phoenix Premier FC 15B White,Phoenix Premier FC,AZ,U11,M
42161698,MSI 2015 Boys Silver,Montgomery Soccer (MSI),AZ,U11,M
42162161,SEFC PRIME 2015,,AZ,U11,M
42162160,Espartanos FC U10,,AZ,U11,M
42160588,Masia FC,,AZ,U11,M
42176335,FWSC 2015B Schalke,Fort Wayne Sport Club,AZ,U11,M
42163827,FC Connection 2015,Connection SC,AZ,U11,M
42163702,Indy Eleven 2015B White 3,Indy Eleven Academy,AZ,U11,M
42158808,2015 East Sac Thunder (Red),East Sacramento Youth Soccer Club,AZ,U11,M
42164237,Manitou FC 2015 Boys Academy Orange,Manitou FC,AZ,U11,M
42173346,ZSA 2015 Boys,Ziad Soccer Academy,AZ,U11,M
42161743,Nordic 2015 Boys Napoli,Nordic SC,AZ,U11,M
42158824,Lions 2015,Pennsauken Youth Soccer Club,AZ,U11,M
42164145,Kittery Fall 2025 U11 Boys,Kittery SC,AZ,U11,M
42162414,Eagles Academy SC,Las Cruces Youth Soccer Association,AZ,U11,M
42158696,2015 Deptford Thunder,Deptford SA,AZ,U11,M
42176610,AHFC 15B Blue B CF,Albion Hurricanes FC,AZ,U11,M
42159146,Palm Beach Rush 2015B,Palm Beach Rush Soccer Club,AZ,U11,M
42163258,Glastonbury Boys U10 Blue,,AZ,U11,M
42175391,La Hermandad 2015,Tournament Team,AZ,U11,M
42176253,2015 Chicago Rush Boys Select,Chicago Rush Soccer Club,AZ,U11,M
42175707,Saucedo FC Park City B15,Saucedo Football Club,AZ,U11,M
42158150,Rayados Academy B15 G.Zuniga,Rayados Academy San Diego,AZ,U11,M
42176643,SOCA 2015 Boys White,Soccer Organization Charlottesville Area,AZ,U11,M
42164292,LouCity Shelby 15 Purple,LouCity / Racing Youth Academy,AZ,U11,M
42177071,South 15B Select II,Colorado Rapids Youth Soccer Club,AZ,U11,M
42161749,Tidewater Sharks 2015B Premier Blue,Tidewater Sharks,AZ,U11,M
42158782,Michigan Jaguars Dearborn 2015 Boys White,Michigan Jaguars,AZ,U11,M
42158644,Haddon Twp Red Hawks 2015,Haddon Twp Soccer Club,AZ,U11,M
42163349,WSA 15 Boys (Keck),West Side Alliance SC,AZ,U11,M
42161072,AAC EAGLES CHICAGO 2015 RED,AAC Eagles,AZ,U11,M
42160548,West Hartford 2015B Boys,,AZ,U11,M
42160783,Pittsburgh Riverhounds Connellsville 2015 Boys,Pittsburgh Riverhounds,AZ,U11,M
42158531,Blue,Hunter SC,AZ,U11,M
42176647,Gio’s Lions sc 2015 premier boys,Gio's Lions SC,AZ,U11,M
42164101,U10 Fall 2025,Mount Washington Valley SC,AZ,U11,M
42162429,WBSA UNITED 15B AVENGERS,Wells Branch SA,AZ,U11,M
42163725,MFA NS 15B Black,Michigan Futbol Academy,AZ,U11,M
42176442,Storm 15B,Centex Storm,AZ,U11,M
42164859,Boys 15 Navy 3,Fusion Soccer Club,AZ,U11,M
42159130,DO NOT USE - Belmont United 15B Sounders Grey,Belmont United Soccer Club,AZ,U11,M
42164790,CSC U10 Boys Gray,Cardinal Soccer Club,AZ,U11,M
42158369,B2015 White,Valley United SC,AZ,U11,M
42163714,Circle City FC 2015B Blue,Circle City FC,AZ,U11,M
42160654,Hawks FC 15B,Arlington SA,AZ,U11,M
42176714,Lonestar 15B Red Nth B,Lonestar,AZ,U11,M
42158551,HVAA 2015B Heat,Huntingdon Valley AA,AZ,U11,M
42158631,LPFC 15B ELITE,Florida Premier FC,AZ,U11,M
42159900,Mason 2015 Boys Blue,Mason Soccer Club,AZ,U11,M
42186595,Eclipse 2015 Pre-ECNL Darien Boys,Eclipse Select Soccer Club,AZ,U11,M
42160530,SLSG MO B 2015 Napoli,St. Louis Scott Gallagher,AZ,U11,M
42160521,AYSO United 2015 Boys Red,AYSO United Cedar Rapids,AZ,U11,M
42176580,Avalanche 15B White SL,Utah Avalanche,AZ,U11,M
42172967,Omaha United SC 2014B Black,Omaha United SC,AZ,U11,M
42175508,Seattle United NW B15 Blue,Seattle United,AZ,U11,M
42159548,SAC Boys 2015 - United Blue,SAC/BA,AZ,U11,M
42175711,MDA 2015B BLACK,Michigan Development Academy,AZ,U11,M
42158657,FHFC 2015 B Silver,Florida Hawks Futbol Club,AZ,U11,M
42172438,2014B CU Coastal UTD Navy,Coastal United SA,AZ,U11,M
42161803,2015 Boys Red,New Canaan FC,AZ,U11,M
42162656,MI Burn 15B Black,Michigan Burn,AZ,U11,M
42162453,Pflugerville FC 15B Grey,Pflugerville AYSL,AZ,U11,M
42162260,DCSC West Blue B15,DC Soccer Club,AZ,U11,M
42161985,SOMD Rush 15B,Maryland Rush,AZ,U11,M
42186683,Inter Atlanta FC 15B SL Blue,Inter Atlanta FC,AZ,U11,M
42160721,SLSG MO B 2015/2016 Liverpool,St. Louis Scott Gallagher,AZ,U11,M
42161515,CGA Academy 15B,CGA Academy SC,AZ,U11,M
42161899,Dallas Roma FC 15B Alpha,Dallas Roma FC,AZ,U11,M
42164777,EA Aguilas 2015B,East Austin SC,AZ,U11,M
42164256,Lightning Soccer Club 2015 Boys White,Lightning SC,AZ,U11,M
42163002,THUNDER U10 BLACK,Ives Estate,AZ,U11,M
42159169,Medford SC Columbia 2015,Medford SC,AZ,U11,M
42163795,AYSO 300 UNITED 2015 BOYS,AYSO 300 United,AZ,U11,M
42174814,BLMFLD-B11GB-Budko,Bloomfield SC,AZ,U11,M
42160500,SUSQUEHANNA CPU LIONS Elite,Susquehanna SC,AZ,U11,M
42161366,River City Red B15,Richmond Kickers YSC,AZ,U11,M
42161831,PPA 2015 Yellow Boys,The Player Progression Academy,AZ,U11,M
42164965,ALBION SC Santa Ana EA B15,ALBION SC San Diego,AZ,U11,M
42161154,Libertyville FC 1974 White-15 Boys,Greater Libertyville Soccer Association,AZ,U11,M
42159414,SMC Seals 15B Red,San Mateo County FC,AZ,U11,M
42163292,Hollister Tremors 2015B Team B,Hollister Tremors,AZ,U11,M
42163998,LGSC B15 Wild Tigers,Lawrenceburg Greendale Soccer Club,AZ,U11,M
42164456,2015B Hooligans FC,Pflugerville AYSL,AZ,U11,M
42163229,Greenbush SC Boys 2015 Green,Greenbush Soccer Club,AZ,U11,M
42174511,Chicago City South 2014 Boys,Chicago City Soccer Club,AZ,U11,M
42160265,Boys 2015 Flamengo,Real Boston FC,AZ,U11,M
42158216,Whitpain 2015 Green,Whitpain Recreation Assoc,AZ,U11,M
42160775,OKC 405 FC 2015B Green,OKC 405 FC,AZ,U11,M
42162869,Sporting Columbus Boys 2015 COPL I,Sporting Columbus,AZ,U11,M
42162351,Bloomfield United 2015,Bloomfield SC,AZ,U11,M
42160838,LFA Red Star Ultra 2015B,Lou Fusz Athletic,AZ,U11,M
42164230,JaHbat B2015/2016 Yellow,Chicago Futbol Alliance (CFA),AZ,U11,M
42176227,CAU Force 2015/16B White,Canton Akron United Force,AZ,U11,M
42160708,Plainfield United SC 2015B Premier 1,United Elite,AZ,U11,M
42177157,Palo Alto AYSO Select 2015,,AZ,U11,M
42175450,Ontario B15 Stonerock,Sporting California USA,AZ,U11,M
42164202,Little Warriors B15/16 Attack,Little Warriors Sports Academy,AZ,U11,M
42162165,Lakers FC 2015B Elite,Glen Ellyn Lakers,AZ,U11,M
42172487,20143B WCUSC Orange,Wayne County United SC,AZ,U11,M
42163587,NJ Stallions 15 Girona EDP,NJ Stallions,AZ,U11,M
42175542,Genesis 15B,Genesis FC (OR),AZ,U11,M
42164942,Rogue Valley Timbers 15B Red,Rogue Valley Timbers,AZ,U11,M
42162503,JYSA 2015B Jarrell Tornados - Rosado,Jarrell Youth Soccer Association,AZ,U11,M
42158099,Future FC B15 White,Future FC (CAS),AZ,U11,M
42163611,SCSA Eleven 2015B Gray,South Central Soccer Academy Eleven,AZ,U11,M
42163172,Nido Aguila Hobbs,Aguilas,AZ,U11,M
42162926,USC Pulisic Blue 15,Union Soccer,AZ,U11,M
42165025,PDA/Vistula B2015-Kiwior BLUE,,AZ,U11,M
42175408,PacNW B14 Blue B,PacNW,AZ,U11,M
42161297,NEFC Blazers Boys 2015,NEFC,AZ,U11,M
42175867,NUU Challenger South,Northern Utah United Soccer,AZ,U11,M
42166523,Shadow premier FC 10U,Shadow Premier FC,AZ,U11,M
42172488,2014B PGSA Stars Green,Pitt Greenville SA,AZ,U11,M
42162546,Barcelona SC Cypress 15B Oro,Barcelona Soccer Club,AZ,U11,M
42176631,2015 Boys Premier 1,Rush Union Wisconsin,AZ,U11,M
42158251,La Jolla Impact B2015 Blue,La Jolla Impact,AZ,U11,M
42162057,Sol SC Osceola 2015B - OSSA,Sol SC Florida ,AZ,U11,M
42162390,FC Dallas Youth 15B Central Blue,FC Dallas Youth,AZ,U11,M
42160169,15B FPFC TT SPIRIT ELITE,Florida Premier FC,AZ,U11,M
42158767,Tulare Force 2014/15 Boys,Tulare Force,AZ,U11,M
42186213,PAC B 14 JPena,Provo Athletic Club,AZ,U11,M
42163481,Macaw Soccer Academy U-10,Macaw Soccer Academy,AZ,U11,M
42176342,TC Premier SC STXCL WC B15 Blue A,Town & Country Optimist Club,AZ,U11,M
42175787,Virginia United Pre-ECNL New River B2014,,AZ,U11,M
42177471,ATHLETIC SPORTING 2015B,Athletic Sporting,AZ,U11,M
42164355,Hells Canyon FC Rapids Boys - 2015,Hells Canyon FC,AZ,U11,M
42161832,PPA 2015 Yellow II Boys,The Player Progression Academy,AZ,U11,M
42159564,Bryan B2015,Bryan SA,AZ,U11,M
42160035,Fire Nados,Longwood Soccer Club,AZ,U11,M
42161396,MSC Gray Boys Travel (2015),Mentor Soccer Club,AZ,U11,M
42175346,Liga Tlaxlti,,AZ,U11,M
42177088,AZ Arsenal 15 Boys Teal SH,Arizona Arsenal Soccer Club,AZ,U11,M
42165321,PLRK Summer Elite,,AZ,U11,M
42161433,Select 15B,Baltimore Union Soccer Club,AZ,U11,M
42162745,Nationals Macomb 15 Boys Navy,Nationals,AZ,U11,M
42163671,Colchester S25 U10B Black,Colchester SC,AZ,U11,M
42158900,Tarkill 2015 White,Tar-Kill Soccer Club,AZ,U11,M
42162021,ASG 2015B,Warner Soccer Club,AZ,U11,M
42161954,PRFC Desert Foothills 15B Copa,Phoenix Rising Desert Foothills,AZ,U11,M
42176281,Tigres San Diego B2015 Yellow F3,Academia de Futbol Tigres,AZ,U11,M
42176897,Almaden FC Mercury B15 Yellow,Almaden FC,AZ,U11,M
42175513,SSFC Thunder 15 OC,,AZ,U11,M
42162905,OPSC 2015B Olympic,Orchard Park Soccer Club,AZ,U11,M
42163853,Hawks 2015,Roxborough United SC,AZ,U11,M
42161241,PA Classics United 15 M,PA Classics,AZ,U11,M
42164382,Barça Academy Carolinas 2015 Blau,Barca Academy Carolinas,AZ,U11,M
42161545,Salsa 2015,South Bank SC,AZ,U11,M
42176521,Grand FC Eagles 2015,Grand Futbol Club Mustangs,AZ,U11,M
42164933,Paramus United SC-BU10E-Salik (Team Thunder),Paramus United Soccer Club,AZ,U11,M
42159294,Cap City 2015 Boys Blue,Cap City Athletic 1847,AZ,U11,M
42164391,HCSC 2015 Yellow,Hunter's Creek SC,AZ,U11,M
42158022,Spartans B15,Sporting So-Cal Soccer Club,AZ,U11,M
42184720,Long Beach B14 Pre Ecnl,LA Breakers FC,AZ,U11,M
42158211,LC B2015/16 - SOCAL,LA Surf Soccer Club,AZ,U11,M
42176862,New England Force 2015 Boys Pre National League Black,New England Force,AZ,U11,M
42161783,Germantown Legends 2015 White,Germantown Legends,AZ,U11,M
42185964,ASA Juventus Elite 2015,Arundel Soccer Association,AZ,U11,M
42164928,SS Boys Gazdag 2015,Philadelphia Union,AZ,U11,M
42162064,Hereford FC 15B,Lubbock Soccer,AZ,U11,M
42160972,Miami Krew U11,South Dade United,AZ,U11,M
42158401,B2015W - Hayward,Coronado FC,AZ,U11,M
42158487,South B15 Academy,Legends FC SD North,AZ,U11,M
42163371,DC Metro 2015 Boys White,Liverpool FC International Academy Maryland,AZ,U11,M
42162315,OCLN 2015 Boys White,Orlando City Soccer School Lake Nona,AZ,U11,M
42176359,Blackhawks FC 15B,Wichita Regional Soccer Association,AZ,U11,M
42161815,2015 Boys Red,Radnor SC,AZ,U11,M
42162885,Pride SC 2015B Samba,Pride Soccer Club,AZ,U11,M
42161996,CUSM 15B Cagliari,Cincinnati United,AZ,U11,M
42177355,real madrid round lake f.c,Young Sportsmen's Soccer League,AZ,U11,M
42161162,PW Courage NCSL White B15,Prince William Soccer Inc,AZ,U11,M
42162355,CSC Lightning B 2015,Chesapeake Soccer Club,AZ,U11,M
42177444,LCFC 2015B Elite,Lincoln City FC,AZ,U11,M
42163861,BAC Bulldogs 2015 BU11 Premier,Bedford Athletic Club,AZ,U11,M
42164128,Firelands OHTSL-Dziubek-U11,Firelands SA,AZ,U11,M
42159979,2015 Boys Academy White,Southampton Soccer Club,AZ,U11,M
42160960,Atomic Athletics 15B - AC,Atomic Athletics SC,AZ,U11,M
42160986,KICS FC (CITY) 2015 WHITE,Chicago KICS Football Club,AZ,U11,M
42176805,Rangers Pre-MLS Next Academy U11B (2015),Houston Rangers,AZ,U11,M
42176032,BE United 15 AS,Box Elder United,AZ,U11,M
42161254,Chicago Inferno 2015B PREMIER,Chicago Inferno,AZ,U11,M
42160635,Rocky Hill Sharks,,AZ,U11,M
42159654,North Scott Silver,North Scott Soccer Club,AZ,U11,M
42175966,FSSA U11,Fire Strikers Soccer Academy,AZ,U11,M
42159600,Bluffton Black B2015,Bluffton SC,AZ,U11,M
42159567,Ocelot Academy B2015 III,Phenom Soccer Academy,AZ,U11,M
42161833,Arsenal Youth FC Lehigh 2015,Arsenal Youth FC,AZ,U11,M
42176325,LouCity Academy 15 State League,LouCity / Racing Youth Academy,AZ,U11,M
42158235,Fever SC 15B Pre-Academy,Fever SC,AZ,U11,M
42158324,2015 Boys,Anderson Monarch SC,AZ,U11,M
42163743,SPIRE FC 2015 RED BOYS,Spire FC,AZ,U11,M
42164339,Union KC Jr Elite B15 MO Red,Union KC Soccer Club,AZ,U11,M
42163875,LSC United Boys 2015 - White,Londonderry Soccer Club,AZ,U11,M
42176175,Chicago MX FC Gold 2015,Chicago MX FC,AZ,U11,M
42162590,KYSO Warriors,Kingsville Youth Soccer Org,AZ,U11,M
42159167,Obsidian FC 15B (Rodriguez),Aztecas Elite SC,AZ,U11,M
42176280,Ajax St. Louis United 2015,Ajax St Louis SC,AZ,U11,M
42176708,R.W. Soccer Academy 2015,R.W. Soccer Academy,AZ,U11,M
42164082,B15 Canchola,Wenatchee FC,AZ,U11,M
42158224,B15 Gold,RSF Attack,AZ,U11,M
42163818,Ginga FC Boys 2015 Hamden United,Ginga FC,AZ,U11,M
42162659,Sting WTX B15 Albarado - ARCHIVE,Sting Soccer Club,AZ,U11,M
42163794,AYSO 300 UNITED ETP BOYS 2015/16,AYSO 300 United,AZ,U11,M
42164348,WCP 2015 Boys Orange,World Class Premier,AZ,U11,M
42162380,Celtic SC 15 White,Celtic SC,AZ,U11,M
42176806,Georgetown FC 2015 Boys Black,Georgetown FC,AZ,U11,M
42172372,Select C15 Shea,Hooksett YAA,AZ,U11,M
42160736,Dundee,Chelsea Piers SC,AZ,U11,M
42163435,STAR Rush B2015 Blue,STAR Rush Cincinnati,AZ,U11,M
42175896,Saints 15B Blue Premier,Saints Soccer Academy,AZ,U11,M
42158661,2015 Raptors,Seneca United SC,AZ,U11,M
42175676,United PDX 2015B Blue,United PDX,AZ,U11,M
42176097,Rebels SC Pre-ECNL B15B,Rebels Soccer Club,AZ,U11,M
42163242,EMSA FC White Tigers 15B ARCHIVE,Eagle Mountain SA,AZ,U11,M
42163877,10U Beas - Stallions,AYSO A2C Alliance,AZ,U11,M
42162187,Rebels SC IE B15 Randolph,,AZ,U11,M
42159509,Windsor 2015 B White,Liverpool FC-IA Michigan,AZ,U11,M
42161146,Dickinson SC U9/10 Boys Orange,,AZ,U11,M
42161437,CULM 15B Aston Villa,Cincinnati United,AZ,U11,M
42161626,Owensboro United 2015 Boys Black,Owensboro United SC,AZ,U11,M
42176697,Pittsburgh Riverhounds 2015 Pre ECNL RL Boys,Pittsburgh Riverhounds,AZ,U11,M
42161963,LAFC So Cal - B2015 GREY,LAFC So Cal,AZ,U11,M
42170774,Charlotte Soccer Club U11 Boys (Black),Charlotte Orioles,AZ,U11,M
42163922,RYSA-B10XB-Ruberto,RYSA Wildcats Youth Soccer,AZ,U11,M
42160341,Alex 2015 Boys Gold,Alexandria SA,AZ,U11,M
42158373,B2015 White 24/25,South Bay Surf,AZ,U11,M
42160492,Impact City FC 2015 Boys Blue,Impact City FC - Indianapolis,AZ,U11,M
42162818,Houston Wolves S.C. 15B Black II,Houston Wolves Soccer Club,AZ,U11,M
42162916,Locker Elite Fiorintina 2015 Boys,Locker Soccer Academy,AZ,U11,M
42162226,SCU 2015 Boys Black,Space Coast United,AZ,U11,M
42161105,MW 2015 Boys Gold,IFA,AZ,U11,M
42158037,2015 Boys Premier I,San Diego FORCE FC,AZ,U11,M
42159952,Point Pleasant SC Stingrays,Point Pleasant Travel SC,AZ,U11,M
42161432,2015-2016 GSC Boys Black,Gillette Edge SC,AZ,U11,M
42160237,Boilers FC 2015 Boys White,Boilers FC,AZ,U11,M
42161062,Sporting Springfield 15 Boavista,Sporting Springfield,AZ,U11,M
42176747,PSG 15B Red,Paris Saint-Germain Academy Phoenix,AZ,U11,M
42161296,2015 Maryland United FC Elite,Maryland United Football Club,AZ,U11,M
42159932,CCV STARS 15 Boys Red PEO,CCV STARS,AZ,U11,M
42158502,SD Surf Academy Boys 2015 (Jens),,AZ,U11,M
42164724,Eclipse 2015 Lunar Darien Boys,Eclipse Select Soccer Club,AZ,U11,M
42158486,Cinnaminson SC Bandits 2015,Cinnaminson SC,AZ,U11,M
42159661,Real Meridian CF 2015 - Rayo Vallecano,Real Soccer Club,AZ,U11,M
42160222,Beadling 2015 Boys South Blue,Beadling SC,AZ,U11,M
42159721,OLYMPIACOS 2015 WHITE,Olympiacos NY,AZ,U11,M
42159967,Wolverines,Floral Park (LIJSL),AZ,U11,M
42162687,15 Boys National League #2,FC Tucson Youth Soccer,AZ,U11,M
42162076,FC United Sockers,FC United (NM),AZ,U11,M
42163978,Ohio Fusion SC B2015 Blue,Bellbrook Soccer Association,AZ,U11,M
42185320,Sharon United,,AZ,U11,M
42175920,Westfield FC U11 Boys,,AZ,U11,M
42161710,Inner Cincinnati U11,Inner Cincinnati SA,AZ,U11,M
42164090,LYSA B2015-AC,Livingston YSA,AZ,U11,M
42164314,Olmsted Falls-Boy 2015 4th Grade Gold,Olmsted Falls Soccer Association,AZ,U11,M
42158285,Inland Valley B2015,United SoCal,AZ,U11,M
42161300,PSG ACADEMY CHICAGO 2015 BOYS BLUE,PSG Academy Chicago,AZ,U11,M
42186509,Barça Academy Austin 15B Blue,Legends FC - San Antonio,AZ,U11,M
42162221,GSO Red,NC Fusion,AZ,U11,M
42176163,NWC Alliance 15/16 (U10) Boys Elite,NWC Alliance Soccer Club,AZ,U11,M
42159722,TST Kronos 2015B,Kosmos FC ,AZ,U11,M
42162698,U11 Boys Gold - GO,GFI Academy,AZ,U11,M
42165294,"Red Bulls Regional Select, Long Island, Boys, 2015",Red Bulls (NJ),AZ,U11,M
42162378,15B Sinnott,Evolution,AZ,U11,M
42158187,LUFC B2015 Gold,Laguna United FC,AZ,U11,M
42176748,MA RUSH - NORTH 2015/16 Boys,MA Rush,AZ,U11,M
42160607,INVICTUS SC 15B WHITE Chacon,Invictus SC,AZ,U11,M
42164399,Norton ASC (2015) South DD,Norton Amateur SC,AZ,U11,M
42161289,Whitecaps,Bayshore Soccer Club,AZ,U11,M
42166017,Jackson NW AYSO Alliance U10B,Jackson NW AYSO Alliance,AZ,U11,M
42164808,FC Premier Elite B15 Sparks,,AZ,U11,M
42177138,Vardar 2015 Pre MLS Next,Vardar Soccer,AZ,U11,M
42175657,WFC Rangers B15 Gold,Whatcom FC Rangers,AZ,U11,M
42177079,LouCity Oldham 15 Purple,LouCity / Racing Youth Academy,AZ,U11,M
42158906,Fusion SC 2015 Boys Evo I,Livermore Fusion SC,AZ,U11,M
42176670,Latinos Soccer Club 15/16B,Latinos Soccer Club,AZ,U11,M
42175986,Liga Tlaxlti,,AZ,U11,M
42176602,Storm 15B Black,Centex Storm,AZ,U11,M
42176430,Iowa United FC 2015B FCA,,AZ,U11,M
42175876,Kona Super Sonics 2015B,,AZ,U11,M
42163058,B1 Soccer Academy USA - B1 USA 2015,B1 Soccer Academy USA,AZ,U11,M
42162102,2015 Boys Elite Development,FC Boston Bolts,AZ,U11,M
42161672,FC Dallastown Wildcats 15 Black,FC Dallastown,AZ,U11,M
42186216,Nebo United 2014B JD,Nebo United,AZ,U11,M
42164427,Ohio United FC B15 Rovers Blue,Ohio United FC,AZ,U11,M
42177045,SKY Academy Select 2015 Boys Blue,SKY Soccer Club,AZ,U11,M
42158163,Long Beach B15 Blue,LA Breakers FC,AZ,U11,M
42161989,Tigres 2015,Tigres Academy,AZ,U11,M
42159212,West Valley United 015B White,West Valley Soccer Club,AZ,U11,M
42176980,PSC Monart Ravens 15B D2L,Pearland Soccer Club,AZ,U11,M
42164669,WSUSC Roadrunners,Westside United Soccer Club,AZ,U11,M
42162417,Renegades 15B Central,Atletico Dallas Youth,AZ,U11,M
42176830,FC Westlake STXCL WC B15 Gold,FC Westlake ,AZ,U11,M
42176778,MI Power 15B Black,Michigan Power Futbol Academy,AZ,U11,M
42165415,"Red Bulls Regional Select, North, Boys, 2015",Red Bulls (NJ),AZ,U11,M
42160312,WSC B2015,Wapakoneta SC,AZ,U11,M
42161555,B2015 Pre-ECNL II,A.C. Connecticut,AZ,U11,M
42162597,WVFC 2015 Boys - White,West Virginia Futbol Club,AZ,U11,M
42164363,Holley United,Holley SC,AZ,U11,M
42159807,LFA Red Star Ghost 2015B,Lou Fusz Athletic,AZ,U11,M
42164896,Future Monarchs Green 2015,Future Soccer Club,AZ,U11,M
42175809,South Tahoe FC 2015 Boys Black,South Tahoe FC,AZ,U11,M
42160075,B2015 Outlaws,Port Washington Soccer Club,AZ,U11,M
42172949,GEA Academy Pre-ECNL 15B I,Gretna Elite Academy,AZ,U11,M
42161597,Strikers 15B Premier North Black,Richmond Strikers,AZ,U11,M
42176263,Genesis FC 15B,Genesis FC (OR),AZ,U11,M
42164501,FC Dallas High Plains 15B Blue,,AZ,U11,M
42164740,Ashland United 2015 Boys D1,Ashland United Soccer,AZ,U11,M
42177309,CAC 15/16B (Conroy),Coronado Athletic Club,AZ,U11,M
42172480,2014B SCS Clinton United,SCS Clinton United,AZ,U11,M
42161892,OFSC Premier 2015 Boys,Orange Soccer Association,AZ,U11,M
42162136,Solar COL 15B Romero,Solar SC,AZ,U11,M
42164532,LAKE FC 2015,Lake FC,AZ,U11,M
42162711,Solar 15B Tremblay,Solar SC,AZ,U11,M
