Rank,Team,Club,Team ID,State,Gender,Age Group,Year,Games Played,Wins,Losses,Ties,W-L-T,Goals For,Goals Against,Goal Differential,GFPG,GAPG,Off_norm,Def_norm,SOS_norm,SOS,Raw Power,Power Score
136,Spartak Academy 2014 Boys,Spartak Academy,647534,AZ,M,U12,2025,4,1,3,0,1-3-0,9,21,-12,2.25,5.25,0.32467532467532456,0.036948531249433945,0.4468759075152455,0.4371862139884586,0.2473279228505958,0.18549594213794685
137,FC Sonora 14' B Dynamo,FC Sonora,366702,AZ,M,U12,2025,7,1,5,1,1-5-1,17,35,-18,2.4285714285714284,5.0,0.3710575139146566,0.06027788600030311,0.30799943977557326,0.4000344915069677,0.2387506349120032,0.1790629761840024
138,VSC 2014 Boys White,Vail SC,305500,AZ,M,U12,2025,8,1,6,1,1-6-1,9,25,-16,1.125,3.125,0.03246753246753246,0.3253841899874532,0.3914975177162239,0.4223715905841412,0.2320687753496756,0.1740515815122567
139,14B Midhaan,RSL-AZ North,365125,AZ,M,U12,2025,8,3,4,1,3-4-1,19,29,-10,2.375,3.625,0.357142857142857,0.2336717388783851,0.0,0.3142121326573334,0.22155547350796578,0.16616660513097434
140,Hustle Hard 2014- Boys,FBSL,310009,AZ,M,U12,2025,11,1,8,2,1-8-2,11,38,-27,1.0,3.8099999999999996,0.0,0.20457067266108464,0.4227540264918557,0.4307332169897704,0.18240250887087067,0.16416225798378362
141,Tuzos Nogales 2014,FBSL,314990,AZ,M,U12,2025,3,0,3,0,0-3-0,2,7,-5,0.6666666666666666,2.3333333333333335,0.0,0.5268649810176872,0.07843848041580215,0.33862318696035365,0.21718398798558322,0.1628879909891874
142,Milan B,AYSO 350 Alliance,663478,AZ,M,U12,2025,3,0,3,0,0-3-0,1,34,-33,0.3333333333333333,11.333333333333334,0.0,0.0,0.8483770151089618,0.5445943153616465,0.21209425377724045,0.15907069033293034
143,East Valley NSFC 14 Boys Tiggs,East Valley/NSFC,370050,AZ,M,U12,2025,9,0,9,0,0-9-0,14,78,-64,1.5555555555555556,8.666666666666666,0.14430014430014426,0.0,0.5637662748212184,0.4684562956487404,0.19505412281785872,0.14629059211339404
144,Pima Surf 2014 B White,Pima County Surf Soccer Club,403789,AZ,M,U12,2025,1,0,1,0,0-1-0,2,4,-2,2.0,4.0,0.25974025974025966,0.1769246597546492,0.08984541192602186,0.34167472737415117,0.1862106977920963,0.13965802334407224
145,14B Geoff,RSL-AZ Southern AZ,443374,AZ,M,U12,2025,12,2,9,1,2-9-1,18,52,-34,1.58,4.6,0.15064935064935062,0.10193744805542673,0.20821673592924964,0.3733409891297293,0.14677423349660393,0.13209681014694355
146,AZSC 2014/2015B Navy,Arizona Soccer Club,621422,AZ,M,U12,2025,4,1,3,0,1-3-0,9,17,-8,2.25,4.25,0.32467532467532456,0.14359701011055026,0.0,0.2930108569675939,0.17560212554470306,0.13170159415852728
147,AZ Inferno 14 Boys Blue,AZ Inferno,641417,AZ,M,U12,2025,7,2,5,0,2-5-0,14,27,-13,2.0,3.857142857142857,0.25974025974025966,0.19750938453482783,0.0,0.22174172199248268,0.17146861660315782,0.12860146245236836
148,FSC United 14 Boys,Flagstaff SC,121797,AZ,M,U12,2025,21,2,18,1,2-18-1,29,131,-102,1.09,6.905454545454546,0.023376623376623388,0.0,0.4383930714999042,0.4349169168596699,0.11836450164120982,0.11836450164120982
149,SCUM East Valley 14B Ninjas,SC Union Maricopa Academy,492537,AZ,M,U12,2025,6,0,6,0,0-6-0,1,66,-65,0.16666666666666666,11.0,0.0,0.0,0.47242250006199327,0.44402034458014106,0.11810562501549832,0.08857921876162374
150,ESC - Boys Chandler 15/16,Epic Soccer Club,503477,AZ,M,U12,2025,3,0,3,0,0-3-0,1,29,-28,0.3333333333333333,9.666666666666666,0.0,0.0,0.35224580962394614,0.41187111782800545,0.08806145240598653,0.06604608930448991
151,ASA 014B Magic,Arizona Soccer Academy,526726,AZ,M,U12,2025,9,0,9,0,0-9-0,3,49,-46,0.3333333333333333,5.444444444444445,0.0,0.020054860567770047,0.32188924475685154,0.40375024111080837,0.08799288390212666,0.06599466292659499
152,Tuzos Titanes 2014,FBSL,519547,AZ,M,U12,2025,12,1,10,1,1-10-1,8,61,-53,0.5599999999999999,5.3100000000000005,0.0,0.03162455805747644,0.23889504507626771,0.3815479376947511,0.0715829705406206,0.06442467348655855
153,PSC 2014/15B,Paladin Soccer Club,490652,AZ,M,U12,2025,2,0,2,0,0-2-0,2,13,-11,1.0,6.5,0.0,0.0,0.008541485335153762,0.31992459960576924,0.0021353713337884405,0.0016015285003413305
