team_name,club_name,gotsport_team_id,state
B2015 Birth Year (Maroon)-U11 (Division 4 East),Stow Soccer Club,643930,OH
HPFC Heat B2015 White,Highline Premier FC,448703,WA
ADF Portland 2015B,ADF Portland,500657,OR
Western MD 2015/16 Boys Red,Liverpool FC International Academy Maryland,511815,MD
Rockford Raptors B2015,Rockford Raptors FC,614086,IL
FC Lake County 2015 Boys Select 2 Blue,FC Lake County,429690,IL
DS Stars 15B White,Dripping Springs Soccer DSYSA,297056,TXS
Gilbert Soccer Club,,667779,IA
Amherst U11 Jones West 5,Amherst Youth Soccer Association (OH),400300,OH
GSA 2015B Mayhem FC,Georgetown Soccer Association,155030,TXS
OK Energy FC 15B Pre-ECRL2,Oklahoma Energy FC,622854,OK
Hawaii Rush East 15B,Hawaii Rush,319507,HI
Little Warriors B15 Bravo White,Little Warriors Sports Academy,500851,WA
DASC 2015B Blue,,656863,SD
Ogden Soccer U11 JJ,,632936,UT
Beach FC-2015-Garrod-Raptors,Beach FC,382643,VA
11UB A Barr/BYSA 11 Higg France,Barrington Soccer,414305,RI
PRSC 2015 B Orange I,Park Ridge SC,553959,IL
Lonestar 15B Gray Nth,Lonestar,635899,TXS
Belmont United 15B Sounders White,Belmont United Soccer Club,314931,CAN
B2015 Birth Year (Maroon)-U11 (Division 4 East),Stow Soccer Club,643930,OH
HPFC Heat B2015 White,Highline Premier FC,448703,WA
ADF Portland 2015B,ADF Portland,500657,OR
Western MD 2015/16 Boys Red,Liverpool FC International Academy Maryland,511815,MD
Rockford Raptors B2015,Rockford Raptors FC,614086,IL
CUSE 15B Fiorentina,Cincinnati United,416851,OH
Thunder,Warwick Soccer Club,393677,NYE
2015B - B1,Roaring Fork Valley Soccer Club,608162,CO
WI B2015 Blue,West Islip Soccer Club,519060,NYE
B2015 White - Dragons,Metuchen Soccer,239326,NJ
WI B2015 Blue,West Islip Soccer Club,519060,NYE
KPSC 2015,Kings Point Soccer Club,518579,NYE
STRIKERS,Island Trees Soccer Club,387891,NYE
Knights 2015 Boys,Mount Laurel United (MLU),251770,NJ
Barça Academy 2015,Barca Academy Chicago,294324,IL
NJ Premier Jersey Lions B2015,NJ Premier FC,381860,NJ
Underdog Elite,,459019,NJ
Manchester,America United Soccer,283781,NJ
Barcelona Las Vegas,Las Vegas Valley Soccer League,475805,NV
St. Louis Stars SC 15 Boys Premier White,St. Louis Stars SC,510730,MO
B15 Black,Albertson Soccer Club,523792,NYE
Kingsway Premier 2015 Boys,East Greenwich SA,503252,NJ
Woodstown Wild 2015,Woodstown Soccer Club,513312,NJ
FC Dayton B15 Elite,FC Dayton,306933,OH
2015 Boys Copa,Minneapolis United,287745,MN
Germantown Legends 2015 Green,Germantown Legends,336353,TN
PASCO SOCCER UNITED,Pasco Soccer Club,485756,NJ
Glacier Surf 2015/16 Boys WHITE,Glacier Surf Soccer Club,356467,MT
VYS Red 15B,Vienna Youth Soccer,386944,VA
Glacier Surf 2015/16 Boys WHITE,Glacier Surf Soccer Club,356467,MT
VYS Red 15B,Vienna Youth Soccer,386944,VA
Paris Saint-Germain Academy Houston 2015 South Blue,PSG Academy Houston,538591,TXS
LSSA 2015 Boys,Lancaster Select Soccer Association (LSSA),392157,OH
KHP1 Murfreesboro B15,Kings Hammer Soccer Club,401654,TN
B15-1,United Sports Soccer Club (CA),516989,CAN
Pack,Pelham,395146,NYE
ALBION SC Riverside B15 Premier,ALBION SC Riverside,345190,CAS
Classic 15B,Baltimore Union Soccer Club,505537,MD
Needham Courage (B5),Needham Soccer Club,20124,MA
East County (SD) B2015 White,United SoCal,471476,CAS
Idaho Legends 2015/2016 Boys - Filippini,Idaho Legends,633708,ID
GC Cosmos B2015 Maverick,Greene County Cosmos,462874,OH
DCSC Gold Metros B15,DC Soccer Club,498823,MD
Xcel 2015,Xcel Sports Soccer Academy,436537,OH
TBU 2015B North Gray JA,Tampa Bay United,371408,FL
HFSA 2015 Black,Woodburn FC,626101,OR
B2015,SWAP,601477,CAS
Dutch Lions 15B Ajax,Dutch FC,147228,TXN
WHYFC 15 White,Wilmington Hammerheads FC,560575,NC
Dutch Lions 15B Ajax,Dutch FC,147228,TXN
WHYFC 15 White,Wilmington Hammerheads FC,560575,NC
ORU 2015 Boys Gray,Oyster River United,405548,NH
VT Northern United U10 Boys Green,VT Northern United,51416,VT
WW SURF B15 SNOHOMISH A,NPSA,372226,WA
WTX RIOT 2015B,WTX Riot,498413,TXN
IP-NUFC 2015 Boys Orange,Northern United FC,430966,IL
GTFC Impact Boys 2015 West,GTFC Impact,514927,OH
TSC 2014B,Thunder SC,646268,IL
North FC Chagrin 2015 Boys Blue,North FC,519096,OH
U11 NEXT GEN NORTH 2,GFI Academy,455157,TXS
Sting NE B15 Dotson,Sting Nebraska,456224,NE
BU10 Tournament,Hampshire United SC,579077,NH
MSVG 2015B White,Miami Springs Soccer,355153,FL
Avanti 2015 Boys,Avanti Soccer Academy,532177,TXN
WSU Boys 2015 Elite,Westside United FC,447347,IN
2015 Blue VCF Houston,Valencia Academy Houston,171565,TXS
B2015 TO Zazzi,Ventura Surf Soccer Club,594549,CAS
FC United U10B,FC United (Iowa),304819,IA
Carolina United Soccer Association,Carolina United SA,568220,NC
FC United U10B,FC United (Iowa),304819,IA
Carolina United Soccer Association,Carolina United SA,568220,NC
Fort Worth Vaqueros FC 15 Alonzo,Fort Worth Vaqueros FC,512002,TXN
EVO-Orange-EJ-2015,Evolution SC (NE),209132,NE
Cobras 2015,West Deptford SC,515985,NJ
Chicago City SC 2015 Boys II,Chicago City Soccer Club,285592,IL
Tampa Raiders 2015 Boys Blue,Tampa Raiders,367348,FL
Barcelona (2015),Babylon (LIJSL),517548,NYE
North OC B15 Gold,SoCal Elite FC,405943,CAS
Texas Lightning 15B TBrown,Texas Lightning Soccer Club,399998,TXN
HB Cavs BU11 White (2015),Hollis/Brookline Cavalier SC,398760,NH
CU North 15B Elite 2,Cincinnati United,635749,OH
Houston Futsal SC 15B Pivo,Houston Futsal Soccer Club,234652,TXS
RUSH Mililani 15B,,437206,HI
Midwest United FC 15B DA Pre-Academy 2,Midwest United,151300,MI
2015B pre-MLS2 Red,Bayside FC,495598,RI
Eagles FC 2015,Eagles Training Center,563891,NJ
CAU Force 2015/16B White,Canton Akron United Force,642888,OH
Jr Academy 15B Dildy 2,San Antonio City SC,361570,TXS
2015 Boys Pre-Regional,Ohio Premier,267080,OH
Ela 2015 Boys Elite Select,Ela Soccer Club,386190,IL
2015 Boys Pre-Regional,Ohio Premier,267080,OH
Vale Middletown 2015 Boys Black,Vale SC,452497,CT
PALM BEACH WOLVES 2015/U10 ELITE,Palm Beach Wolves Soccer Club,452662,FL
Downriver 15B Gold,Detroit City FC,285384,MI
Michigan Jaguars Jackson 2015 U11 Boys Green,Michigan Jaguars,391644,MI
SFC B2015 T3,Strikers FC,578076,MT
Carolina Velocity IPP RED,Carolina Velocity FC,608154,NC
KU*FC Elite,Kids United - NJ,580176,NJ
WWPSA 2015 Boys Black,West Windsor/Plainsboro SA,290414,NJ
East Texas Elite 15 B - Chastain,Jacksonville SA,585220,TXN
2015 Chicago Rush Oswego Boys Premier,Chicago Rush Soccer Club,337635,IL
Bulverde YSA Relentless SC '15,Bulverde YSA,382248,TXS
River Mountain B15,River Mountain FC,602151,UT
IRV B2015 White*,Pateadores Soccer Club,472192,CAS
Goal King Academy - Rye Soccer 2015,Rye Soccer Association,390101,NH
LFA Red Star Samba 2015B,Lou Fusz Athletic,371407,MO
Florida Evolution FC U10 White,Boynton United FC,400402,FL
GTFC Impact Boys 2015 Blue,GTFC Impact,514925,OH
Bend FC 15B Select,Bend FC,625113,OR
MASC 2015 Boys,Mineral Area Soccer Club,511273,MO
DASC 2015B White,,656860,SD
Bend FC 15B Select,Bend FC,625113,OR
ISC B15 Green Hornets,Independence SC,508473,KY
GUFC 2015B Sica,Greece United FC,431998,NYW
Wasatch SC '15B Blue - MM,,514331,UT
SJB Premier B15 Blue Jays,Mercury,522397,OH
KHPA NKY B15-2,Kings Hammer Soccer Club,306943,KY
Eastwood Select SC B2015,Eastwood Soccer,529266,OH
Sienna 15B Black,HTX,542851,TXS
WFC 2015,Waverly Soccer Club,401032,MI
BAC '15B Inter Blue,Burke Athletic Club,381030,VA
Nor'easters Academy 2015B,Nor'easters Academy,524662,NJ
WGSC 2015/16B Pride Blue,WGSC Soccer,577310,MO
Zzz - Boys 2015 - Gold - Cornwell - 2,LUFC,396977,OH
Cap City 2015 Boys Grey,Cap City Athletic 1847,374559,MI
Dallas Roma FC 15B Beta,Dallas Roma FC,82217,TXN
Suffield U11B Blue,,414565,CT
645 U10 Boys Rhody Tiverton Dugan,Tiverton Youth Soccer,593527,RI
Dubuque Soccer Club 10u White,Dubuque Soccer Club,200265,IA
Dubuque Soccer Club 10u White,Dubuque Soccer Club,200265,IA
Attacking Asteroids,Davis AYSO,576548,CAN
10UBCPYSA-507-Hoye,Portsmouth YSA,550665,RI
DEFC U10,De Soto Eudora FC,514081,KS
Barrens Panthers,,559874,PAE
Metro Alliance FC 2015B Grey,Metro Alliance FC ,505964,IL
Capital FC 15B Grey,Capital FC,497154,OR
Sporting Oklahoma 15B Blue,Sporting Oklahoma,158086,OK
Hawaii Rush East 15B White,Hawaii Rush,569347,HI
Cinnaminson SC Prime 2015,Cinnaminson SC,256964,NJ
Timberwolves Boys U10 25/26,Timberwolves SC,535655,NH
Greater Lowell 2015 Boys Pre-MLS Academy,IFA,642804,MA
Colonie U10 Boys Garnet,Colonie,543135,NYE
Suffield U11B Blue,,414565,CT
645 U10 Boys Rhody Tiverton Dugan,Tiverton Youth Soccer,593527,RI
Sting CC B15 Clitnovici,Sting Corpus Christi,634077,TXS
Boys 2015 HyperSonic,MACH 1 FC,205363,RI
HPSA Scots 15B Navy,HPSA Scots,527117,TXN
FC1974,,669815,IL
EGSA Flyers 2015,East Greenwich SA,387548,NJ
EGSA Flyers 2015,East Greenwich SA,387548,NJ
Pittsburgh Riverhounds 2015 Prep Boys,Pittsburgh Riverhounds,537858,PAW
RVC Knights,Rockville Centre Soccer Club,388947,NYE
Gundo FC B2015,Gundo FC,461167,CAS
Hammonton Heat F.C. Boys 2015,Hammonton YSA,384408,NJ
Plainfield Revolution 2015B - FC,Plainfield Optimist,442465,IN
FC Alliance Central 2015B Gold,FC Alliance,336238,WV
2015 ASC Boys Coyotes,Auburn Soccer Club,281177,NH
Hotspur-B10A-Rotolo,Hotspur FC,166226,NJ
B15 Premier,Rebels Soccer Club,336154,CAS
SFV B2015 F3,LA Surf Soccer Club,510670,CAS
WW SURF - LFC B14-1,NPSA,606103,WA
2015B Locomotive EPPL Collopy,El Paso Locomotive FC,530641,TXS
CZ Elite B2015 Inter Blue,CZ Elite (CA-S),496268,CAS
NUSA Spring Hill B15 Maroon,Nashville United Soccer Academy,588079,TN
Dune Dawgs,Rumson Futbol Club,292730,NJ
SCU 2015 Boys Black 2,Space Coast United,488341,FL
California Natives FC White,California Natives FC,574134,CAS
Cleveland Force 15B Pre-ECNL Blue,Cleveland Force SC,450501,OH
HYSA B2015 WHITE-AC,Helena Youth Soccer Association,528897,MT
Sleepy Hollow Soccer Academy 15,Sleepy Hollow,398757,NYE
Legends Futbol Club,,476993,CAN
Bandits 15B,Bandits,454477,TXN
Real CO 2015B North Athletico,Real Colorado,443405,CO
Fury '15 Black,Farmington SC,279056,MI
Baltimore Bays Bandits 2015 Boys,,389037,MD
Valley Soccer Club Raptors,Valley SC,372175,PAE
Lincoln FC U11,Lincoln FC,204794,IL
Potomac Silver 15B,Potomac Soccer Association,373553,MD
Signal Mountain SL 2015B Storm Red,Signal Mountain SL,595106,TN
Sounders,Northport Cow Harbor United Soccer Club,371872,NYE
Elmont-Ramos Masia,Elmont Soccer Club ,400013,NYE
Sting NE B15 Waldoch 24 ARCHIVE,Sting Nebraska,530847,NE
Michigan Jaguars Dearborn 2016 Boys Green,Michigan Jaguars,259279,MI
Central Coast FC 15Gray,Real Atletico Futbol Club,503381,CAN
DCSC Brookland Red Wolfpack B15,DC Soccer Club,549359,MD
BRYC Academy '15B Black,Braddock Road Youth Club,397699,VA
2015 Boys Academy,Chicago City Soccer Club,468409,IL
Michigan Jaguars Dearborn 2015 Boys Green--DA,Michigan Jaguars,95244,MI
West Side Soccer League Tournament Team B2015 Blue,WSSL TT,433397,NYE
Kicks B2015 Chris Gonzalez,La Academia SC,491006,CAS
Cherry Hill SC Comets (2015),Cherry Hill SC,382398,NJ
Kansas Rush Wichita Academy 15B,WICHITA RUSH,254244,KS
Carlsbad B15 White - P. Oliveira,City SC,479510,CAS
S1 AYSO Alliance -West Torrance Thunder B2015,Torrance Soccer Club,609902,CAS
FCD-ETX 2015 Boys-Juarez(Red),FC Dallas ETX,183393,TXN
Paris Saint-Germain Academy Houston 2015 West Blue II,PSG Academy Houston,542067,TXS
Boys 2015,Commonwealth Football Club,266209,MA
CKU Crew,Northeast United SC,431726,KS
DASC Timbers,DASC,417386,SD
Solar 15B Katic Pre-ECNL,Solar SC,151719,TXN
U10 Arctic Wolves,Atletico Middlebury,296494,VT
Columbia Premier SC 15B Black 4,Columbia Premier Soccer Club,626252,OR
Boys 2015 Red,Southampton Soccer Club,391992,NYE
Sylvania United Boys 2015 Green,,519749,OH
Fremont YSC 15B ID I,Fremont Youth Soccer Club,382317,CAN
Waza FC 2015 Royal,WAZA FC,256849,MI
Mason 2015 Boys Red,Mason Soccer Club,398388,MI
Las Vegas Sports Academy U10 Boys Copper 2015,Las Vegas Sports Academy,575620,NV
2015 Boys Grey,Philadelphia City Football Club,370780,PAE
Boys 2014 Red,New Canaan FC,522363,CT
2015 Boys Gold 2,Lakeville Soccer Club,407058,MN
Sylvania United Boys 2015 Green,,519749,OH
Mustangs,Millburn SC,334211,NJ
South San Jose 15B White,South San Jose Soccer League,339270,CAN
2015 Boys Red 2,Radnor SC,402846,PAE
PPSC U11 Boys,,666906,WI
Rayados Laredo 2015,Laredo Youth Soccer Assn,151655,TXS
LISC Boys 2015 Academy,Long Island SC,526614,NYE
2015 Boys Academy UA Tiempo,Ohio Premier,508131,OH
Corrales Commandos Elite,Corrales Soccer Club,568125,NM
Auburn Soccer Club 2015 Boys Blue,Auburn Soccer Club,549637,AL
Jersey Crew Wildcats,Jersey Crew SC,83360,NJ
West Geauga U10,West Geauga Soccer Club,560701,OH
PVSC 2015/2016B - PDA - Robison,,557960,FL
AHFC 15B Premier 2 W,Albion Hurricanes FC,513066,TXS
Fusion Academy Boys Gold Johan,Hays Youth Soccer Association,61590,TXS
402 DA 2015 Boys Gold,402 Development Academy,603509,NE
SKY Academy Select 2015 Boys Black,SKY Soccer Club,490586,KY
LTSC Rec Select U10 (Petry),Lutherville Timonium Soccer Club,317474,MD
Arl Rodriguez/Leon 15B,Arlington SA,541502,TXN
LTSC Rec Select U10 (Petry),Lutherville Timonium Soccer Club,317474,MD
Lumbre,High Noon SC,611128,NM
GlobalJC-B11A-Nobrega,Global Soccer Academy,542389,AL
RTX Tiburones Rojos F.C 15,RTX Tiburones Rojos FC,212273,TXN
Wilmette Wings 2015 Blue Boys,Wilmette Wings SC,303521,IL
SKY Academy Select 2015 Boys Black,SKY Soccer Club,490586,KY
SAFC BU11 Gold F25,Sterling Advanced Futbol Club,558157,CT
Wilson Tempest,,486560,PAE
SYA/North Stars,,610185,VA
Ann Arbor 15B White,Liverpool FC-IA Michigan,199162,MI
Jersey Crew Wildcats,Jersey Crew SC,83360,NJ
West Geauga U10,West Geauga Soccer Club,560701,OH
FSC United 15 Boys,Flagstaff SC,289274,AZ
Fusion Academy Boys Gold Johan,Hays Youth Soccer Association,61590,TXS
BUSC 2015 Select Gold,Ballistic United,377858,CAN
Barre Boys 2015/2016 2,Barre SC,335146,VT
Blue Knights 2015 NV,,630230,UT
MSI 2015 Boys Gold,Montgomery Soccer (MSI),385225,MD
FC ATLAS 15B White,FC ATLAS,522737,KS
Shooters B15,Sporting So-Cal Soccer Club,484704,CAS
FC ATLAS 15B White,FC ATLAS,522737,KS
Barre Boys 2015/2016 2,Barre SC,335146,VT
Hart Academy 2014B,Hart Academy,601218,GA
Triboro United 2015 Azul,Triboro United SC,273830,NYE
Bryan Park White B15,Richmond Kickers YSC,493007,VA
Next 11 Academy 11U Navy,Next 11 Academy,528241,IN
EXCEL25WU9U10B3Klein,RSL-AZ South,559756,AZ
Players 15 Boys Juniors Academy 3,Players SC,498364,NV
Delaware County FC 2015 Boys 1,Delaware County Futbol Club,266800,IN
KidsUnited Knights Black 2015,Kids United - NY,271142,NYE
Andover Premier FC 2015 Boys,Seacoast United Massachusetts,519198,MA
Kolping SC B15 Orange B,Kolping SC,579305,OH
CSC 2015 Boys Maroon,Clarksville SC,383565,TN
Pittsburgh Riverhounds Academy North Huntingdon 2015 II Boys,Pittsburgh Riverhounds,555040,PAW
UFA DSM 2015BA,United Futbol Academy (UFA),595811,IA
PPA 2015 Blue Boys,The Player Progression Academy,276063,MD
PSG ACADEMY CHICAGO 2015 BOYS RED,PSG Academy Chicago,431195,IL
Lyon FC 2015 Boys-Black,Legends FC,269622,MI
Snohomish United B15 Red,Snohomish United,367502,WA
NJ Stallions 15 Flamengo EDP,NJ Stallions,510638,NJ
Beasts,Plainview Old Bethpage (LIJSL),508143,NYE
LBFC B15,Laguna Beach Football Club,464419,CAS
Snohomish United B15 Red,Snohomish United,367502,WA
OHFC 2015 Boys (white),Ottawa Hills FC White,514839,OH
Pegasus FC/1974 Boys 2015 White,Pegasus FC,435731,IL
Mass City FC BU10 Sky Blue,Mass City F.C.,273238,MA
BSSA Tsunami 2015,Blue Springs Soccer Academy,397849,MO
NEFC North Shore Soccer Academy Oceanside Boys 2015,NEFC,520356,MA
Panthers,South Huntington (LIJSL),384717,NYE
Texas Select FC 2015B Cuevas,Texas Select Futbol Club,512526,TXN
Strikers FC Orange- B2015 EO,Strikers FC Orange,494100,CAS
Kansas Rush Wichita Academy 15B (U11),WICHITA RUSH,524790,KS
Lyon FC 2015 Boys Blue,Legends FC,269624,MI
FCSC 15 GREEN,Falls City Soccer Club,416116,KY
15B FPFC TRY RED,Florida Premier FC,249366,FL
MRVSA Travel Boys U10D3 Avalanche,Mad River Valley Soccer Association,48266,VT
Lonestar STXCL WC B15 Silver,Lonestar,635913,TXS
CE 15B,Classics Elite SA,275448,TXS
Next 11 Academy 11U White,Next 11 Academy,528098,IN
Lonestar STXCL WC B15 Silver,Lonestar,635913,TXS
Westside Metros 15B Samba,Westside Metros FC,368721,OR
Oceanside United B2015 USL-Y,Showtime FC,644094,NYE
Harrison Blue Arsenal 2015,Harrison SC,367807,NJ
Pacesetter SC Boys 2015/16 White 24-25,Pacesetter Soccer Club,519107,OH
BGSC B2015,Bowling Green SC,498830,OH
Coastal Premier STXCL EC B15,Coastal Premier Alliance FC,524171,TXS
BH Rapids BU11 Sky,Black Hills Rapids SC,579757,SD
South Whidbey B14 Islanders,Islanders FC,573954,WA
LFA Red Star Questra 2015B,Lou Fusz Athletic,371411,MO
Clarksville SC B2015 Blue,Clarksville SC,390569,TN
NV/SJ United 15B White,North Valley Youth Soccer League,388394,CAN
WASA Grizzly United 2015B White Div 2,Wadsworth Amateur Soccer Association,392673,OH
Tomball 15B Gold,HTX,613294,TXS
NVSC 2015B White,NVSC,407599,VA
BH GALAXY 2015B D2,Barbers Hill Youth Soccer,535463,TXS
CWS B15 White Ramos,Central Washington Sounders,370251,WA
Worthington United 94 2015 Boys Navy II,Worthington United,300796,OH
Levels SC Yellow,,316783,CT
FC Kentucky 2015 Boys,FC Kentucky,493533,KY
FC Lakeshore 2015 Boys Premier,ESA,338822,IL
Kingwood 15B Gold,HTX,363464,TXS
B2015 Red,Valley United SC,243408,CAS
Grandview FC 2015 Boys Blue,Grandview FC,506083,OH
ISC 2015 Pride,International Soccer Club,405387,NH
Wilson United Soccer Club 2015b Black,Wilson United SC,548651,TN
EIFC 2015 White,Eastern Illinois FC,337692,IL
2015 Boys Reds,Eastern FC ,518514,NYE
2015B NAVY,Miami Breakers FC,558502,FL
Sports Plus Academy 2015-Yellow,Sports Plus Academy,517082,MI
Bishop FC,Great Basin Youth Soccer League,628972,NV
Inferno,Wappinger United Soccer Club,369331,NYE
SWSC U11 Boys Blue,Saratoga- Wilton,207416,NYE
B15 Clark Blue,So Cal Blues,497681,CAS
Ela 2015 Boys Elite,Ela Soccer Club,275985,IL
Villarreal VA Red B15,Villarreal Virginia Academy,428414,VA
U11 Boys Gold SB,GFI Academy,521606,TXS
Michigan Jaguars Marshall 2015B Green,Michigan Jaguars,380908,MI
Team Chicago 2015 Boys Futures,Team Chicago SC,464486,IL
Liverpool FC U11 Houston Boys,Liverpool FC Texas,664160,TXS
NEFC Blackstone Valley Boys U11 Pre-RAL,NEFC,323059,MA
Kernow Storm FC B15 Pre-ECNL Bradford,Kernow Storm FC,281816,TXN
WNFC U11 Boys Select Black,Western Nebraska FC,44862,NE
Tornados FC 15B,Tornados FC,516645,TXN
West Schuylkill FC Phantoms,West Schuylkill FC,370366,PAE
Wolves Blue,Bellmore (LIJSL),386891,NYE
2015 Boys Select,Winter Park FC,380002,FL
SA United 15B Black,SA United Soccer Club,631664,TXS
Michigan Tigers 2015 Boys Black,Michigan Tigers FC,469373,MI
ENVY 15B-Orange,Northville SA,535534,MI
Fremont Emeralds B2015,Fremont Emeralds SC,522929,OH
SF Seals 15B GTO Rizzlers,San Francisco Seals,634041,CAN
North FC West 2015 Boys Blue,North FC,471452,OH
DKCU Academy 2015 Boys Select,DeKalb County United Academy,557775,IL
SCV B15 BLACK,Legends FC Santa Clarita,595593,CAS
Glory SC 2015 Acree,Glory SC,504663,OH
Downtown LA SC 15 cesar,Downtown LA Soccer Club,446582,CAS
LC Strikers,Cruces FC,334361,NM
Dix Hills EST Bulldogs B2015,Dix Hills SC,388917,NYE
Palatine Celtic 2015B Green,Palatine Celtic SC,285539,IL
Legends FC 2015 Boys Black,Legends FC,345161,MI
LouCity South 15 Black,LouCity / Racing Youth Academy,354772,KY
2015B pre-MLS2 Black,Bayside FC,495599,RI
PSC 15B Pre-NextUp Blue,Pearland Soccer Club,390177,TXS
Tiburones FC 2015 Boys Pulisic,Georgetown FC,521420,KY
Southeast SC B15,Southeast Soccer Club,396569,CT
2015B Black,Future Soccer Stars LLC,529271,FL
IFFC 2015B Cobalt - Neibaur,BYSL,521860,ID
OTSC 2015 Boys Orange,Old Town Soccer Club,445196,OH
FORZA,Elite Soccer LI ,313071,NYE
B15 NH F3,Chelsea OC,452766,CAS
B2015 ES Iontchev #1,Beach Futbol Club,339693,CAS
Pre-EDS CEN 2015 Boys Blue,IFA,333935,MA
FUSA U10 Boys Red,Fairfield United SA,555945,CT
Baltimore Soccer Club 2015 Boys,Liberty Union Youth Soccer Assocation,505427,OH
WSA Boys 2015 Gold - BU11,Windham Soccer Association,541756,NH
RBFC 2015 Black,RBFC,546430,IL
MAKO 2O15 BOYS DEV,Mako Soccer Club,582151,FL
Cleveland Force 15B Black West,Cleveland Force SC,357457,OH
Beadling 2015 Boys South Black,Beadling SC,445569,PAW
FCGB CoE 2015 Boys,FCGB Center of Excellence,480012,MD
FC Richmond 2015 Magic Futures Sky,FC Richmond,394111,VA
REAL AZTECA FC,,654245,CAS
St Francis Premier 2015B Grey,Indy Premier SC,267534,IN
All Stars F.C,,451466,NJ
UESC -NSA 2015 Boys Black,NSA,532152,IL
SOCA u10 Boys Jamboree Red,Soccer Organization Charlottesville Area,610202,AL
CE 2015B Mini Bishops,Columbus Force SC,367363,OH
Western Ohio United B15/16,Shelby County Youth Soccer,399785,OH
XTREME FC,X-treme,454524,TXN
Lightning Soccer Club 2015 Boys Green,Lightning SC,407241,NH
Logan Armada Blue 2015,Logan Soccer Club ,247160,NJ
2015 Boys White II,Houston Surf Soccer Club,394130,TXS
Delaware Knights 2015 BU10 RED,Delaware Knights,509078,OH
WSC 2014 Boys Navy,Vail Valley SC,572138,CO
MSC U10 Boys,Morrisville SC,594150,VT
BG 2015 Boys,Bold and Gold Sports International,317450,FL
Panthers,Tewksbury SC,280205,NJ
TSJFC 2015B South Pre-Academy,The St. James Football Club,398043,VA
Spencerport B2015 Gold,Spencerport SC,433670,NYW
BUSC U11 Boys Gray,Bavarian United SC,666431,WI
Sharks B2015 Pre-Academy,Merrick/South Merrick PAL,384579,NYE
Concord 2015 Boys Red,Concord SA,399677,DE
Old Line FC Boys 15/16 Black,Old Line Football Club,380818,MD
U-11 (2015) San Luis Boys Pre Academy Blue,SC del Sol,580910,AZ
Potomac Premier II 15B,Potomac Soccer Association,373550,MD
Michigan Tigers 2015 Boys Blue,Michigan Tigers FC,94480,MI
United Silicon Valley 15B White,AYSO United Silicon Valley,460355,CAN
FC Ballyhoo 15 Boys White,,495810,PAE
Atletico Dallas Youth FTW 16B Blue,Atletico Dallas Youth,639075,TXN
2015 Boys Central Black,Delaware Football Club,503921,DE
Central Coast Dynasty FC 2015 White,CC Dynasty FC,504230,CAS
NSC U11 Kilgour,Nazareth Soccer Club,413874,PAE
VT Northern United U10 Boys Blue,VT Northern United,51418,VT
HFC Academy Thunder '15 Navy 1,Hattiesburg Futbol Club,373453,MS
RWW 2015B,RUSH Wisconsin West,468382,WI
2015 CSC U10 Boys Blues,Cranford SC,509821,NJ
GGS 2015 Boys White,GGS Soccer Academy,394697,FL
CHALLENGE UNITED 15 CYPRESS (24-25),Challenge SC,519696,TXS
World Sport FC WTX 2015B ELITE,World Sport FC,658996,TXS
CSC U11B Kafel,Campbell Soccer Club (CSC),623553,KY
JFC 2015B ELITE NAVY,Jacksonville FC,489025,FL
Medford SC Navy 2015,Medford SC,253018,NJ
GRP QC U10B T03 Aguirre White,Arizona Soccer Club,541750,AZ
DC Eleven Football Club - Boys 2015 Red,DC XI Project,514640,MD
Westlake Boys 2015 Black (D2),Westlake Soccer Association - League USA,356572,OH
Fredericksburg FC - Liverpool 2015B,Fredericksburg FC,389049,VA
Syracuse United 2015B,Syracuse United Soccer of CNY,470662,NYW
Sporting Oakleaf 2015 Boys Premier,Sporting Jax Soccer Academy,497564,FL
2015 Boys - Roehm,Litchfield SC,401931,NH
OCSS-Seminole 2015 Pre MLS 2,Orlando City Youth Soccer,366382,FL
DireWolves,Beekman Soccer Club,370599,NYE
2015B Alliance,Brevard SA,397727,FL
Audubon Boys 2015 Lightning,Audubon Soccer Youth Association,381053,NJ
The FA Summer Academy Boys U10,The Football Academy NJ,620127,NJ
RVC Hurricane,Rockville Centre Soccer Club,388946,NYE
B2015 Regional,Brooklyn United Academy,503836,NYE
Hillsboro Rush 15B White,Hillsboro Rush,384455,OR
NCF 2015 WS Red,NC Fusion,566146,NC
Miami Lakes United 2015 Boys Black,Miami Lakes United Soccer Club,409158,FL
CFYSC 2015B Select,Chicago Fire Youth SC (CFYSC),405146,IL
EUSC U10 Boys Sunderland,Essex United SC,569497,VT
ARFC 2015B Pina,Jonesboro CC,394396,AR
FC Connection 2015,Connection SC,402304,IL
Defiance Strikers B2015,Defiance SA,519871,OH
EFC B2015 Blue,Evolve Football Club,589800,CAS
Beadling SCS 2015 Boys White,Beadling SC,519957,PAW
Fire,Toms River FC,287425,NJ
Celtic FC 2014B White,,646304,IL
Soccer Roots CF U10B White,Soccer Roots,464735,VT
2015 Park Rangers,Seneca United SC,384288,NJ
Pirates,Parkwood Youth Organization,491416,PAE
LRN B-15 N Odeh,,410517,UT
FC Alliance 2015B East,FC Alliance TN,462197,TN
MS RUSH 2015 B JACKSON PREMIER,Mississippi Rush,504047,MS
"Red Bulls Regional Select, Westchester, Boys 2015 White",Red Bulls (NJ),623861,AL
CASC 14/15 Rangers,Cainhoy Athletic SC,649280,SC
Chicago City SC 2015 Boys III,Chicago City Soccer Club,285593,IL
