team_name,club_name,gotsport_team_id,state
MI Burn 15B White,Michigan Burn,365129,MI
Flash Binghamton 15B Premier,Western New York Flash,549710,NYW
Germantown Legends 2015 Grey,Germantown Legends,544153,TN
JAM Palmetto - Quagliarella,,425355,FL
The FA 2015 Boys Gold,The Football Academy NJ,260867,NJ
Columbia Rush 2015B White,Columbia Rush Soccer Club,451357,MO
15B FPFC TRY GOLD,Florida Premier FC,249368,FL
ARFC 2015B Martinez,Jonesboro CC,394399,AR
Fishtown Chaos,Fishtown AC,372188,PAE
Strikers TE B14,Strikers FC,652523,UT
Strikers Impetus 2015,Strikers Miami FC ,582811,FL
Athens Futbol Club - 15B Stewart,Athens Futbol Club,401382,TXN
Smithfield Thunder 2015,Smithfield Soccer Club,371689,VA
Cary Defenders 2015 Boys Navy,Cary Soccer Association,261589,IL
South Orlando SC SOSC 2015B Green,South Orlando SC,391373,FL
Eliminators 2015 Black,Nevada South Youth Soccer League,316430,NV
Seahawks,Oceanside United Soccer (LIJSL),394906,NYE
GCKA 2015B Blue,Grove City Kids Association,253847,OH
GPFC 2015B Blue,Gregory Portland Futbol Club,536397,TXS
Superb FC 2015 Boys,Superb Futbol Club,658958,NC
FUSA U10 Boys Blue,Fairfield United SA,555969,CT
Uach FC,,669053,CAS
CSC Eagles Academy Williams,Calcasieu Soccer Club,549050,LA
Michigan Tigers 2015 Boys Orange,Michigan Tigers FC,220794,MI
WHCSC Arsenal,W. Hempstead (LIJSL),512835,NYE
NUU '15B Futures,Northern Utah United Soccer,633190,UT
iProSkills Academy 2015 Black,,408801,IL
RAHWAY RAIDERS,Rahway Youth Soccer,383651,NJ
Celtic,Saints FC,394024,NYE
Roadrunners SC B2015 Black,Roadrunners SC,280257,IL
Gilbert U10 Black,Gilbert Soccer Club,614563,IA
SKOMOR SC 2015 U10 PREMIER,Young Sportsmen's Soccer League,482098,IL
Anderson County,Anderson Independent YS,608672,KY
Texas Warriors FC 15B White,Texas Warriors FC,89589,TXN
Dubuque Soccer Club U10B Red,Dubuque Soccer Club,300521,IA
2015 Boys Ocean EDP,Match Fit Surf,639591,NJ
Raptors B15,Sachem Slammers,397958,NYE
Nationals Genesee 15 Boys Black,Nationals,61605,MI
Pride SC United B15,Pride SC,630932,CO
MCC Revolution 2015/2016 Boys Blue,MCC Revolution,382477,KY
MO Rush 2015B Fierte,Missouri Rush,380184,MO
Sporting Oklahoma 15B Red,Sporting Oklahoma,266618,OK
2015 Irish,Sporting Springfield,122331,MO
Premier FA 2015B NOT,Premier Futbol Academy of San Antonio,417740,TXS
Summer Select Gold '15 (B),FC DELCO,334140,PAE
Castro Valley SC CVSC United 2015 Boys Blue,Castro Valley Soccer Club,587599,CAN
Ole Boys 2015 Blue,Ole FC,426747,TN
KOSA 2015 Summer Select Gold,South Central PA Soccer Academy,637098,PAE
PSSC Cosmos 2015 white,Puget Sound Soccer Club,579251,WA
Palo Alto SC 15B Navy,Palo Alto SC,512539,CAN
HV United B15 Black,,501300,UT
15BR Gold,FC Frederick,514033,MD
Michigan Jaguars Northville 2015 U11 Boys Green,Michigan Jaguars,100047,MI
BGFC Golden Lions Academy 2015 Gold,Bowling Green FC,543669,KY
Raptors White,Oyster Bay/East Norwich (LIJSL),392227,NYE
WSA OKC 16 Boys (Thomas),West Side Alliance SC,525321,OK
Hawks FC Belgium 2015B,Hawks FC,389009,MO
Mainland United SA Mustangs Black 2015 B,Mainland United SA,256622,NJ
FC DALLAS RGV 2015 Red,FC Dallas RGV Youth Soccer Academy,342115,TXS
Phantoms,Plainedge (LIJSL),381655,NYE
Big Green FC 2015B,Independent Teams - NTX,459193,TXN
u10 Boys Sky,Central Vermont FC,344847,VT
Academia De Futbol Dallas 16/15b,Academia De Futbol Dallas,410724,TXN
Seattle United South B14 Blue,Seattle United,573932,WA
Charlestown Surf B2015 Sky,New England Surf,514543,MA
U10 Boys - Northfield SC - 2025,Northfield SC,593095,VT
CFC North 2015 EDP Sportsworld Black,CFC North,395107,CT
Arroyo FC,Arroyo FC,475462,IL
Rebels SC-IE B15 PRE-EA,Rebels Soccer Club,479658,CAS
Utah Celtic FC 15B - Gilliam (Green),Utah Celtic,394511,UT
Thunder,Oceanside United Soccer (LIJSL),394905,NYE
Frisco United B2015,Club Deportivo San Francisco,517651,CAN
Seattle United NW B14 Black,Seattle United,573950,WA
Keystone USYS 2015B,Keystone Athletic,594771,PAE
FC Stars New Hampshire 2015 Boys Green,FC Stars,598530,NH
2014B TRYSA Force,Tar River Youth SA,560847,NC
B2015 Juventus,Farmingdale SC (LIJSL),388392,NYE
RU RED PRE ECNL 2 B15,Richmond United,592471,VA
Masia FC,,389940,UT
SEFC PRIME 2015,,409658,TXS
MSI 2015 Boys Silver,Montgomery Soccer (MSI),385228,MD
FME SC B14 Blue,Fife Milton Edgewood JSC,573935,WA
Phoenix Premier FC 15B White,Phoenix Premier FC,322193,AZ
FRAM B15 Premier - do not use,FRAM SC,473504,CAS
FWSC 2015B Schalke,Fort Wayne Sport Club,386240,IN
Espartanos FC U10,,565779,CAS
Manitou FC 2015 Boys Academy Orange,Manitou FC,556709,MN
Indy Eleven 2015B White 3,Indy Eleven Academy,279410,IN
Eagles Academy SC,Las Cruces Youth Soccer Association,489704,NM
Lions 2015,Pennsauken Youth Soccer Club,327907,NJ
Nordic 2015 Boys Napoli,Nordic SC,415826,VT
2015 East Sac Thunder (Red),East Sacramento Youth Soccer Club,501460,CAN
ZSA 2015 Boys,Ziad Soccer Academy,549413,TXS
Kittery Fall 2025 U11 Boys,Kittery SC,350989,ME
2015 Deptford Thunder,Deptford SA,205889,NJ
Saucedo FC Park City B15,Saucedo Football Club,504803,UT
Palm Beach Rush 2015B,Palm Beach Rush Soccer Club,333024,FL
Glastonbury Boys U10 Blue,,581164,CT
2015 Chicago Rush Boys Select,Chicago Rush Soccer Club,643425,IL
AHFC 15B Blue B CF,Albion Hurricanes FC,294310,TXS
La Hermandad 2015,Tournament Team,441380,PAE
Michigan Jaguars Dearborn 2015 Boys White,Michigan Jaguars,98788,MI
WSA 15 Boys (Keck),West Side Alliance SC,527138,OK
Rayados Academy B15 G.Zuniga,Rayados Academy San Diego,428849,CAS
South 15B Select II,Colorado Rapids Youth Soccer Club,640047,CO
Haddon Twp Red Hawks 2015,Haddon Twp Soccer Club,265484,NJ
Tidewater Sharks 2015B Premier Blue,Tidewater Sharks,370865,VA
SOCA 2015 Boys White,Soccer Organization Charlottesville Area,623298,VA
LouCity Shelby 15 Purple,LouCity / Racing Youth Academy,465798,KY
AAC EAGLES CHICAGO 2015 RED,AAC Eagles,363851,IL
West Hartford 2015B Boys,,426469,CT
Pittsburgh Riverhounds Connellsville 2015 Boys,Pittsburgh Riverhounds,509825,PAW
Gio’s Lions sc 2015 premier boys,Gio's Lions SC,594278,IL
Chicago Heights United 2014,Chicago Heights United,527444,IL
DO NOT USE - Belmont United 15B Sounders Grey,Belmont United Soccer Club,354698,CAN
WBSA UNITED 15B AVENGERS,Wells Branch SA,82742,TXS
Storm 15B,Centex Storm,622497,TXS
U10 Fall 2025,Mount Washington Valley SC,541805,NH
Blue,Hunter SC,371966,PAE
MFA NS 15B Black,Michigan Futbol Academy,408083,MI
Boys 15 Navy 3,Fusion Soccer Club,601796,MN
CSC U10 Boys Gray,Cardinal Soccer Club,532618,OH
LPFC 15B ELITE,Florida Premier FC,377882,FL
Lonestar 15B Red Nth B,Lonestar,635897,TXS
HVAA 2015B Heat,Huntingdon Valley AA,370602,PAE
B2015 White,Valley United SC,496683,CAS
Hawks FC 15B,Arlington SA,455373,TXN
Mason 2015 Boys Blue,Mason Soccer Club,398401,MI
Circle City FC 2015B Blue,Circle City FC,503056,IN
Eclipse 2015 Pre-ECNL Darien Boys,Eclipse Select Soccer Club,672792,IL
Avalanche 15B White SL,Utah Avalanche,381269,UT
2014B CU Coastal UTD Navy,Coastal United SA,560545,NC
MDA 2015B BLACK,Michigan Development Academy,498534,MI
Seattle United NW B15 Blue,Seattle United,621249,WA
AYSO United 2015 Boys Red,AYSO United Cedar Rapids,410032,IA
SLSG MO B 2015 Napoli,St. Louis Scott Gallagher,322998,MO
FHFC 2015 B Silver,Florida Hawks Futbol Club,504932,FL
Omaha United SC 2014B Black,Omaha United SC,512796,NE
CGA Academy 15B,CGA Academy SC,374243,ID
Pflugerville FC 15B Grey,Pflugerville AYSL,156174,TXS
2015 Boys Red,New Canaan FC,424600,CT
DCSC West Blue B15,DC Soccer Club,387582,MD
Dallas Roma FC 15B Alpha,Dallas Roma FC,84687,TXN
Inter Atlanta FC 15B SL Blue,Inter Atlanta FC,601046,GA
SOMD Rush 15B,Maryland Rush,326209,MD
EA Aguilas 2015B,East Austin SC,419789,TXS
MI Burn 15B Black,Michigan Burn,95767,MI
SLSG MO B 2015/2016 Liverpool,St. Louis Scott Gallagher,262700,MO
Lightning Soccer Club 2015 Boys White,Lightning SC,600878,NH
PPA 2015 Yellow Boys,The Player Progression Academy,385548,MD
THUNDER U10 BLACK,Ives Estate,232255,FL
Medford SC Columbia 2015,Medford SC,389193,NJ
Libertyville FC 1974 White-15 Boys,Greater Libertyville Soccer Association,528251,IL
BLMFLD-B11GB-Budko,Bloomfield SC,394056,NJ
River City Red B15,Richmond Kickers YSC,493010,VA
AYSO 300 UNITED 2015 BOYS,AYSO 300 United,591099,IL
ALBION SC Santa Ana EA B15,ALBION SC San Diego,495481,CAS
SMC Seals 15B Red,San Mateo County FC,264456,CAN
SUSQUEHANNA CPU LIONS Elite,Susquehanna SC,341658,PAE
Greenbush SC Boys 2015 Green,Greenbush Soccer Club,435776,NYE
LGSC B15 Wild Tigers,Lawrenceburg Greendale Soccer Club,428941,OH
Chicago City South 2014 Boys,Chicago City Soccer Club,566697,IL
2015B Hooligans FC,Pflugerville AYSL,216247,TXS
Hollister Tremors 2015B Team B,Hollister Tremors,578608,CAN
Bloomfield United 2015,Bloomfield SC,515897,NJ
LFA Red Star Ultra 2015B,Lou Fusz Athletic,457095,MO
OKC 405 FC 2015B Green,OKC 405 FC,404819,OK
Boys 2015 Flamengo,Real Boston FC,331532,MA
Plainfield United SC 2015B Premier 1,United Elite,299438,IL
Sporting Columbus Boys 2015 COPL I,Sporting Columbus,392537,OH
JaHbat B2015/2016 Yellow,Chicago Futbol Alliance (CFA),284258,IL
Whitpain 2015 Green,Whitpain Recreation Assoc,364779,PAE
Little Warriors B15/16 Attack,Little Warriors Sports Academy,500849,WA
Lakers FC 2015B Elite,Glen Ellyn Lakers,133503,IL
Palo Alto AYSO Select 2015,,674135,CAN
Ontario B15 Stonerock,Sporting California USA,611948,CAS
NUU Challenger South,Northern Utah United Soccer,633191,UT
SCSA Eleven 2015B Gray,South Central Soccer Academy Eleven,538651,IN
JYSA 2015B Jarrell Tornados - Rosado,Jarrell Youth Soccer Association,537868,TXS
Genesis 15B,Genesis FC (OR),622554,OR
Shadow premier FC 10U,Shadow Premier FC,559689,IL
Future FC B15 White,Future FC (CAS),362356,CAS
Nido Aguila Hobbs,Aguilas,570312,NM
NJ Stallions 15 Girona EDP,NJ Stallions,512374,NJ
NEFC Blazers Boys 2015,NEFC,372871,MA
PDA/Vistula B2015-Kiwior BLUE,,581113,NJ
USC Pulisic Blue 15,Union Soccer,341878,NJ
Rogue Valley Timbers 15B Red,Rogue Valley Timbers,613273,OR
PacNW B14 Blue B,PacNW,616596,WA
20143B WCUSC Orange,Wayne County United SC,560845,NC
2015 Boys Premier 1,Rush Union Wisconsin,647494,WI
2014B PGSA Stars Green,Pitt Greenville SA,560846,NC
Barcelona SC Cypress 15B Oro,Barcelona Soccer Club,293755,TXS
FC Dallas Youth 15B Central Blue,FC Dallas Youth,207788,TXN
Tulare Force 2014/15 Boys,Tulare Force,386063,CAN
La Jolla Impact B2015 Blue,La Jolla Impact,103241,CAS
Sol SC Osceola 2015B - OSSA,Sol SC Florida ,453565,FL
15B FPFC TT SPIRIT ELITE,Florida Premier FC,366688,FL
PAC B 14 JPena,Provo Athletic Club,654782,UT
Macaw Soccer Academy U-10,Macaw Soccer Academy,559907,FL
ATHLETIC SPORTING 2015B,Athletic Sporting,471046,IA
TC Premier SC STXCL WC B15 Blue A,Town & Country Optimist Club,619179,TXS
Virginia United Pre-ECNL New River B2014,,596844,VA
Bryan B2015,Bryan SA,518937,OH
Hells Canyon FC Rapids Boys - 2015,Hells Canyon FC,356658,ID
Fire Nados,Longwood Soccer Club,369477,NYE
PPA 2015 Yellow II Boys,The Player Progression Academy,518289,MD
Liga Tlaxlti,,614575,WA
STARS UNITED 15B,STARS UNITED,522273,KS
AZ Arsenal 15 Boys Teal SH,Arizona Arsenal Soccer Club,615324,AZ
PLRK Summer Elite,,628655,NJ
MSC Gray Boys Travel (2015),Mentor Soccer Club,526028,OH
Tarkill 2015 White,Tar-Kill Soccer Club,391611,NJ
Nationals Macomb 15 Boys Navy,Nationals,455064,MI
ASG 2015B,Warner Soccer Club,390542,FL
Select 15B,Baltimore Union Soccer Club,250389,MD
Colchester S25 U10B Black,Colchester SC,587919,VT
Tigres San Diego B2015 Yellow F3,Academia de Futbol Tigres,494004,CAS
Almaden FC Mercury B15 Yellow,Almaden FC,637075,CAN
PRFC Desert Foothills 15B Copa,Phoenix Rising Desert Foothills,296583,AZ
OPSC 2015B Olympic,Orchard Park Soccer Club,445089,NYW
SSFC Thunder 15 OC,,621529,UT
Hawks 2015,Roxborough United SC,411459,PAE
Salsa 2015,South Bank SC,513881,AZ
Paramus United SC-BU10E-Salik (Team Thunder),Paramus United Soccer Club,110594,NJ
PA Classics United 15 M,PA Classics,508991,PAE
Cap City 2015 Boys Blue,Cap City Athletic 1847,374560,MI
Grand FC Eagles 2015,Grand Futbol Club Mustangs,650384,IL
Barça Academy Carolinas 2015 Blau,Barca Academy Carolinas,409725,NC
HCSC 2015 Yellow,Hunter's Creek SC,397981,FL
ASA Juventus Elite 2015,Arundel Soccer Association,630844,MD
New England Force 2015 Boys Pre National League Black,New England Force,642588,MA
Long Beach B14 Pre Ecnl,LA Breakers FC,595215,CAS
Germantown Legends 2015 White,Germantown Legends,336351,TN
Spartans B15,Sporting So-Cal Soccer Club,484705,CAS
LC B2015/16 - SOCAL,LA Surf Soccer Club,485303,CAS
South B15 Academy,Legends FC SD North,498213,CAS
OCLN 2015 Boys White,Orlando City Soccer School Lake Nona,497209,FL
Hereford FC 15B,Lubbock Soccer,417252,TXN
B2015W - Hayward,Coronado FC,237750,CAS
SS Boys Gazdag 2015,Philadelphia Union,599245,PAE
DC Metro 2015 Boys White,Liverpool FC International Academy Maryland,383785,MD
Miami Krew U11,South Dade United,412907,FL
2015 Boys Red,Radnor SC,257370,PAE
Blackhawks FC 15B,Wichita Regional Soccer Association,643047,KS
Pride SC 2015B Samba,Pride Soccer Club,448274,OH
Stark United Premier B15,Stark United Premier SC,592115,OH
real madrid round lake f.c,Young Sportsmen's Soccer League,669784,IL
CSC Lightning B 2015,Chesapeake Soccer Club,406889,VA
LCFC 2015B Elite,Lincoln City FC,683018,NE
CUSM 15B Cagliari,Cincinnati United,429904,OH
PW Courage NCSL White B15,Prince William Soccer Inc,402459,VA
BAC Bulldogs 2015 BU11 Premier,Bedford Athletic Club,406056,NH
Firelands OHTSL-Dziubek-U11,Firelands SA,525914,OH
Bluffton Black B2015,Bluffton SC,501459,OH
Rangers Pre-MLS Next Academy U11B (2015),Houston Rangers,632661,TXS
2015 Boys Academy White,Southampton Soccer Club,391989,NYE
FSSA U11,Fire Strikers Soccer Academy,327032,IL
North Scott Silver,North Scott Soccer Club,521734,IA
Rocky Hill Sharks,,423568,CT
Lakewood 2015 B,Lakewood Soccer Club,397021,MI
KICS FC (CITY) 2015 WHITE,Chicago KICS Football Club,299223,IL
15 MCFC Boys - Red,McPherson City FC,257698,KS
Atomic Athletics 15B - AC,Atomic Athletics SC,506621,UT
Chicago Inferno 2015B PREMIER,Chicago Inferno,557706,IL
BE United 15 AS,Box Elder United,638480,UT
Obsidian FC 15B (Rodriguez),Aztecas Elite SC,380643,TXN
Arsenal Youth FC Lehigh 2015,Arsenal Youth FC,563037,FL
LSC United Boys 2015 - White,Londonderry Soccer Club,537803,NH
2015 Boys,Anderson Monarch SC,371512,PAE
Chicago MX FC Gold 2015,Chicago MX FC,588118,IL
Ocelot Academy B2015 III,Phenom Soccer Academy,485328,CAS
LouCity Academy 15 State League,LouCity / Racing Youth Academy,643413,KY
Fever SC 15B Pre-Academy,Fever SC,488764,PAE
SPIRE FC 2015 RED BOYS,Spire FC,525293,OH
Union KC Jr Elite B15 MO Red,Union KC Soccer Club,505658,MO
KYSO Warriors,Kingsville Youth Soccer Org,552868,TXS
WCP 2015 Boys Orange,World Class Premier,362104,MD
AYSO 300 UNITED ETP BOYS 2015/16,AYSO 300 United,591080,IL
Dundee,Chelsea Piers SC,329961,CT
Ajax St. Louis United 2015,Ajax St Louis SC,618428,MO
Select C15 Shea,Hooksett YAA,272997,NH
Celtic SC 15 White,Celtic SC,568145,PAW
R.W. Soccer Academy 2015,R.W. Soccer Academy,654669,FL
B15 Gold,RSF Attack,346129,CAS
Georgetown FC 2015 Boys Black,Georgetown FC,507150,KY
Sting WTX B15 Albarado - ARCHIVE,Sting Soccer Club,526799,TXN
Ginga FC Boys 2015 Hamden United,Ginga FC,577634,CT
B15 Canchola,Wenatchee FC,370559,WA
Rebels SC Pre-ECNL B15B,Rebels Soccer Club,626254,CAS
Saints 15B Blue Premier,Saints Soccer Academy,496525,OR
STAR Rush B2015 Blue,STAR Rush Cincinnati,429315,OH
Roadrunners SC B2015 White,Roadrunners SC,280262,IL
United PDX 2015B Blue,United PDX,627262,OR
2015 Raptors,Seneca United SC,384387,NJ
10U Beas - Stallions,AYSO A2C Alliance,576859,CAN
CULM 15B Aston Villa,Cincinnati United,430387,OH
Dickinson SC U9/10 Boys Orange,,305247,ND
Owensboro United 2015 Boys Black,Owensboro United SC,310065,KY
Windsor 2015 B White,Liverpool FC-IA Michigan,506498,MI
EMSA FC White Tigers 15B ARCHIVE,Eagle Mountain SA,278203,TXN
Rebels SC IE B15 Randolph,,559786,CAS
Charlotte Soccer Club U11 Boys (Black),Charlotte Orioles,511223,MI
RYSA-B10XB-Ruberto,RYSA Wildcats Youth Soccer,407336,NJ
Pittsburgh Riverhounds 2015 Pre ECNL RL Boys,Pittsburgh Riverhounds,655872,PAW
LAFC So Cal - B2015 GREY,LAFC So Cal,480380,CAS
2015 Boys Premier I,San Diego FORCE FC,465497,CAS
PSG 15B Red,Paris Saint-Germain Academy Phoenix,615217,AZ
2015-2016 GSC Boys Black,Gillette Edge SC,449103,WY
Point Pleasant SC Stingrays,Point Pleasant Travel SC,412313,NJ
Boilers FC 2015 Boys White,Boilers FC,517214,IN
Houston Wolves S.C. 15B Black II,Houston Wolves Soccer Club,496811,TXS
Locker Elite Fiorintina 2015 Boys,Locker Soccer Academy,435886,OH
Alex 2015 Boys Gold,Alexandria SA,389344,VA
B2015 White 24/25,South Bay Surf,94659,CAS
Sporting Springfield 15 Boavista,Sporting Springfield,400699,MO
2015 Maryland United FC Elite,Maryland United Football Club,389146,MD
Impact City FC 2015 Boys Blue,Impact City FC - Indianapolis,538477,IN
MW 2015 Boys Gold,IFA,437834,MA
SCU 2015 Boys Black,Space Coast United,367678,FL
Cinnaminson SC Bandits 2015,Cinnaminson SC,265415,NJ
CCV STARS 15 Boys Red PEO,CCV STARS,128645,AZ
SD Surf Academy Boys 2015 (Jens),,475571,CAS
OLYMPIACOS 2015 WHITE,Olympiacos NY,523351,NYE
15 Boys National League #2,FC Tucson Youth Soccer,385309,AZ
Real Meridian CF 2015 - Rayo Vallecano,Real Soccer Club,500866,ID
Wolverines,Floral Park (LIJSL),374249,NYE
Beadling 2015 Boys South Blue,Beadling SC,445568,PAW
Eclipse 2015 Lunar Darien Boys,Eclipse Select Soccer Club,523336,IL
Barça Academy Austin 15B Blue,Legends FC - San Antonio,634546,TXS
Westfield FC U11 Boys,,635106,MA
Sharon United,,447388,MA
TST Kronos 2015B,Kosmos FC ,523401,NYE
Olmsted Falls-Boy 2015 4th Grade Gold,Olmsted Falls Soccer Association,405190,OH
Inner Cincinnati U11,Inner Cincinnati SA,505939,OH
Inland Valley B2015,United SoCal,471434,CAS
FC United Sockers,FC United (NM),564681,NM
GSO Red,NC Fusion,566256,NC
Ohio Fusion SC B2015 Blue,Bellbrook Soccer Association,472239,OH
NWC Alliance 15/16 (U10) Boys Elite,NWC Alliance Soccer Club,613142,OH
LYSA B2015-AC,Livingston YSA,461908,MT
PSG ACADEMY CHICAGO 2015 BOYS BLUE,PSG Academy Chicago,431196,IL
Norton ASC (2015) South DD,Norton Amateur SC,464146,OH
LUFC B2015 Gold,Laguna United FC,361712,CAS
Fusion SC 2015 Boys Evo I,Livermore Fusion SC,385169,CAN
WFC Rangers B15 Gold,Whatcom FC Rangers,369185,WA
Whitecaps,Bayshore Soccer Club,452310,MD
Vardar 2015 Pre MLS Next,Vardar Soccer,203035,MI
Jackson NW AYSO Alliance U10B,Jackson NW AYSO Alliance,522072,MI
"Red Bulls Regional Select, Long Island, Boys, 2015",Red Bulls (NJ),575598,NJ
U11 Boys Gold - GO,GFI Academy,521605,TXS
Latinos Soccer Club 15/16B,Latinos Soccer Club,654682,CAN
MA RUSH - NORTH 2015/16 Boys,MA Rush,636108,MA
15B Sinnott,Evolution,166772,TXN
FC Premier Elite B15 Sparks,,586959,CAS
INVICTUS SC 15B WHITE Chacon,Invictus SC,539804,TXN
LouCity Oldham 15 Purple,LouCity / Racing Youth Academy,330638,KY
Holley United,Holley SC,455660,NYW
Long Beach B15 Blue,LA Breakers FC,458581,CAS
SKY Academy Select 2015 Boys Blue,SKY Soccer Club,537719,KY
Ohio United FC B15 Rovers Blue,Ohio United FC,523650,OH
"Red Bulls Regional Select, North, Boys, 2015",Red Bulls (NJ),500931,NJ
Kona Super Sonics 2015B,,633649,HI
B2015 Pre-ECNL II,A.C. Connecticut,399689,CT
FC Westlake STXCL WC B15 Gold,FC Westlake ,633489,TXS
Iowa United FC 2015B FCA,,648035,IA
West Valley United 015B White,West Valley Soccer Club,339095,CAN
WSUSC Roadrunners,Westside United Soccer Club,567024,NM
FC Dallastown Wildcats 15 Black,FC Dallastown,364323,PAE
Renegades 15B Central,Atletico Dallas Youth,335401,TXN
WSC B2015,Wapakoneta SC,408122,OH
Liga Tlaxlti,,637067,WA
PSC Monart Ravens 15B D2L,Pearland Soccer Club,581966,TXS
Nebo United 2014B JD,Nebo United,654789,UT
Storm 15B Black,Centex Storm,616037,TXS
B1 Soccer Academy USA - B1 USA 2015,B1 Soccer Academy USA,557389,FL
WVFC 2015 Boys - White,West Virginia Futbol Club,410392,WV
Tigres 2015,Tigres Academy,523158,AR
MI Power 15B Black,Michigan Power Futbol Academy,408218,MI
2015 Boys Elite Development,FC Boston Bolts,317819,MA
LFA Red Star Ghost 2015B,Lou Fusz Athletic,248104,MO
South Tahoe FC 2015 Boys Black,South Tahoe FC,629858,CAN
Future Monarchs Green 2015,Future Soccer Club,460690,MD
CAC 15/16B (Conroy),Coronado Athletic Club,658496,AZ
Strikers 15B Premier North Black,Richmond Strikers,374129,VA
FC Dallas High Plains 15B Blue,,606839,TXN
SAC Boys 2015 - United Blue,SAC/BA,372855,MD
GEA Academy Pre-ECNL 15B I,Gretna Elite Academy,566708,NE
B2015 Outlaws,Port Washington Soccer Club,520409,NYE
Ashland United 2015 Boys D1,Ashland United Soccer,399198,OH
Genesis FC 15B,Genesis FC (OR),622557,OR
Legacy SC 2015 Boys,Legacy SC,580699,IL
LAKE FC 2015,Lake FC,534164,IL
Inter Strikers,La Grange ,383645,NYE
Solar COL 15B Romero,Solar SC,501699,TXN
2014B SCS Clinton United,SCS Clinton United,560837,NC
Solar 15B Tremblay,Solar SC,330063,TXN
OFSC Premier 2015 Boys,Orange Soccer Association,373938,VA
TUSA 2014 Chatham Newcastle,Triangle United,640150,NC
Union KC Jr Premier B15 KS,Union KC Soccer Club,636261,KS
SSFC Thunder 15 OC,,505121,UT
SG1 2 STXCL EC B15,SG1 Soccer,647394,TXS
Valor Soccer - B14 Premier Black,Valor Soccer,616615,WA
