Date,Team A,Team B,Score A,Score B,Result A,Result B,Event,Competition,Division,Venue,Location,Match ID,Original Team ID,Original Team Rank,Team A State,Team B State,Team A Gender,Team B Gender,Team A State Corrected,Team B State Corrected,Team A State Better,Team B State Better,Team A Is Arizona,Team B Is Arizona
2025-04-26,Tuzos Royals 2014,LAFC 14 BOYS,8,1,W,L,Schools Out For Summer 2025,Schools Out,U11B U11 Boys 1,Scottsdale Sports Complex (ASA),"8081 E. Princess Drive, Scottsdale, AZ 85225",20473570,365177,8,UT,Unknown,M,M,AZ,Non-AZ,AZ,Unclear,True,False
2025-04-13,Phoenix United 14 Elite,Tuzos Royals 2014,9,0,W,L,Rivalries Cup 2025,Rivalries Cup,U11B 11U 2014 Boys Gold 9v9,Arizona Athletic Grounds (AASC Tournaments),"6321 S Ellsworth Rd , Mesa, AZ 85212",20286524,365177,8,AZ,UT,M,M,Non-AZ,AZ,AZ,AZ,False,True
2025-04-13,Next Level Soccer Southeast 2014 Boys Red,Tuzos Royals 2014,0,2,L,W,Rivalries Cup 2025,Rivalries Cup,U11B 11U 2014 Boys Gold 9v9,Arizona Athletic Grounds (AASC Tournaments),"6321 S Ellsworth Rd , Mesa, AZ 85212",20286517,365177,8,UT,UT,M,M,Non-AZ,AZ,Non-AZ,AZ,False,True
2025-04-12,Tuzos Royals 2014,AZ Arsenal Pre-ECNL B14,3,2,W,L,Rivalries Cup 2025,Rivalries Cup,U11B 11U 2014 Boys Gold 9v9,Arizona Athletic Grounds (AASC Tournaments),"6321 S Ellsworth Rd , Mesa, AZ 85212",20286520,365177,8,UT,AZ,M,M,AZ,AZ,AZ,AZ,True,True
2025-04-12,Next Level Soccer Southeast 2014 Boys Blue,Tuzos Royals 2014,1,3,L,W,Rivalries Cup 2025,Rivalries Cup,U11B 11U 2014 Boys Gold 9v9,Arizona Athletic Grounds (AASC Tournaments),"6321 S Ellsworth Rd , Mesa, AZ 85212",20286522,365177,8,UT,UT,M,M,Non-AZ,AZ,Non-AZ,AZ,False,True
2025-03-30,Tuzos Royals 2014,2014 Tuzos Academy FV,0,0,T,T,Tuzos Challenge 2025,Tuzos Challenge,U11B U11 Gold (9v9),West Valley Events Complex - Field,"10020 N. Ball Park Blvd., Glendale, AZ 85305",19950208,365177,8,UT,CA,M,M,AZ,AZ,AZ,AZ,True,True
2025-03-29,Tuzos Academy Mesa 2014,Tuzos Royals 2014,2,8,L,W,Tuzos Challenge 2025,Tuzos Challenge,U11B U11 Gold (9v9),West Valley Events Complex - Field,"10020 N. Ball Park Blvd., Glendale, AZ 85305",19950205,365177,8,AZ,UT,M,M,AZ,AZ,AZ,AZ,True,True
2025-03-29,Tuzos Royals 2014,Excel Soccer Academy 14 Red,1,3,L,W,Tuzos Challenge 2025,Tuzos Challenge,U11B U11 Gold (9v9),West Valley Events Complex - Field,"10020 N. Ball Park Blvd., Glendale, AZ 85305",19950202,365177,8,UT,CA,M,M,AZ,Non-AZ,AZ,Non-AZ,True,False
2025-03-22,Phoenix United 14 Elite,Tuzos Royals 2014,4,0,W,L,2025 Phoenix Cup - Boys Weekend,Tournaments Powered by Rated Sports ,U11B BU11 Super Pro,Bell94 Sports Complex,"9390 E Bell Road , Scottsdale, AZ 85260",19917326,365177,8,AZ,UT,M,M,Non-AZ,AZ,AZ,AZ,False,True
2025-03-16,2014 Tuzos Academy FV,Tuzos Royals 2014,7,8,L,W,INFERNO CUP 2025,INFERNO CUP,U11B U11 Boys Bracket Black,West Valley Events Complex,"10020 N. Ball Park Blvd, Glendale, AZ 85305",19826509,365177,8,CA,UT,M,M,AZ,AZ,AZ,AZ,True,True
2025-03-15,Tuzos Royals 2014,Next Level Soccer Southeast 2014 Boys Red,3,2,W,L,INFERNO CUP 2025,INFERNO CUP,U11B U11 Boys Bracket Black,West Valley Events Complex,"10020 N. Ball Park Blvd, Glendale, AZ 85305",19826506,365177,8,UT,UT,M,M,AZ,Non-AZ,AZ,Non-AZ,True,False
2025-03-01,Tuzos Royals 2014,PRFC Desert Foothills 14B Pre-Academy,1,2,L,W,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Champions 11U Boys,Phoenix Events Complex (ASA),"2209 N. 99th Ave, Phoenix, AZ 85305",18566311,365177,8,UT,CA,M,M,AZ,AZ,AZ,AZ,True,True
2025-02-23,Excel Soccer Academy 14 Red,Tuzos Royals 2014,2,0,W,L,AZFC Select Invitational 2025,AZFC Select Invitational ,U11B B2014 Gold (9v9),West Valley Events Complex - Field,"10020 N. Ball Park Blvd., Glendale, AZ 85305",19118008,365177,8,CA,UT,M,M,Non-AZ,AZ,Non-AZ,AZ,False,True
2025-02-23,Playmaker Futbol Academy 14B Gold,Tuzos Royals 2014,1,2,L,W,AZFC Select Invitational 2025,AZFC Select Invitational ,U11B B2014 Gold (9v9),West Valley Events Complex - Field,"10020 N. Ball Park Blvd., Glendale, AZ 85305",19118006,365177,8,CA,UT,M,M,AZ,AZ,AZ,AZ,True,True
2025-02-22,Tuzos Royals 2014,Excel Soccer Academy 14 Red,1,1,T,T,AZFC Select Invitational 2025,AZFC Select Invitational ,U11B B2014 Gold (9v9),West Valley Events Complex - Field,"10020 N. Ball Park Blvd., Glendale, AZ 85305",19118003,365177,8,UT,CA,M,M,AZ,Non-AZ,AZ,Non-AZ,True,False
2025-02-22,Phoenix Premier FC 14B CG,Tuzos Royals 2014,0,0,T,T,AZFC Select Invitational 2025,AZFC Select Invitational ,U11B B2014 Gold (9v9),West Valley Events Complex - Field,"10020 N. Ball Park Blvd., Glendale, AZ 85305",19118004,365177,8,AZ,UT,M,M,Non-AZ,AZ,AZ,AZ,False,True
2025-02-15,Tuzos Royals 2014,AZ Arsenal 14 Boys Teal 1,3,1,W,L,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Champions 11U Boys,West Valley Events Complex - Field,"10020 N. Ball Park Blvd., Glendale, AZ 85305",18566327,365177,8,UT,AZ,M,M,AZ,Non-AZ,AZ,AZ,True,False
2025-02-15,Tuzos Royals 2014,Brazas 2014 Boys Black Marcos,5,0,W,L,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Champions 11U Boys,West Valley Events Complex - Field,"10020 N. Ball Park Blvd., Glendale, AZ 85305",18566315,365177,8,UT,AZ,M,M,AZ,AZ,AZ,AZ,True,True
2025-02-08,Tuzos Royals 2014,Next Level Soccer Southeast 2014 Boys Blue,3,2,W,L,Desert Classic 2025,Desert Classic,U11B U11 Boys Gold 1,Arizona Athletic Grounds,"1 Legacy Dr., Mesa, AZ 85212",18969243,365177,8,UT,UT,M,M,AZ,Non-AZ,AZ,Non-AZ,True,False
2025-02-08,Tuzos Royals 2014,PRFC North Valley 14B PreAcademy,2,3,L,W,Desert Classic 2025,Desert Classic,U11B U11 Boys Gold 1,Arizona Athletic Grounds,"1 Legacy Dr., Mesa, AZ 85212",18969237,365177,8,UT,CA,M,M,AZ,AZ,AZ,AZ,True,True
2025-02-08,NOS Santos 14 Boys Blue,Tuzos Royals 2014,2,3,L,W,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Champions 11U Boys,EV- NOS Santos Soccer Complex (NOS),"12347 S. Sossaman , Mesa, AZ 85212",18566323,365177,8,Unknown,UT,M,M,AZ,AZ,AZ,AZ,True,True
2025-02-07,Next Level Soccer Southeast 2014 Boys Red,Tuzos Royals 2014,2,3,L,W,Desert Classic 2025,Desert Classic,U11B U11 Boys Gold 1,Arizona Athletic Grounds,"1 Legacy Dr., Mesa, AZ 85212",18969239,365177,8,UT,UT,M,M,Non-AZ,AZ,Non-AZ,AZ,False,True
2025-02-01,Tuzos Royals 2014,Phoenix United 2014B West,3,6,L,W,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Champions 11U Boys,West Valley Events Complex - Field,"10020 N. Ball Park Blvd., Glendale, AZ 85305",18566319,365177,8,UT,AZ,M,M,AZ,Non-AZ,AZ,AZ,True,False
2025-01-19,Tuzos Royals 2014,Madison FC 14 Gold Boys Storm,1,0,W,L,2025 Rated Cup,Tournaments Powered by Rated Sports ,U11B GOLD - U11,Reach 11 Sports Complex ,"2425 East Deer Valley Road , Phoenix, AZ 85050",18644606,365177,8,UT,NY,M,M,AZ,Non-AZ,AZ,Non-AZ,True,False
2025-01-19,Tuzos Royals 2014,Next Level Soccer Northwest 2014 Boys,3,0,W,L,2025 Rated Cup,Tournaments Powered by Rated Sports ,U11B GOLD - U11,Reach 11 Sports Complex ,"2425 East Deer Valley Road , Phoenix, AZ 85050",18644604,365177,8,UT,Unknown,M,M,AZ,Non-AZ,AZ,Unclear,True,False
2025-01-18,Tuzos Royals 2014,Madison FC 14 Gold Boys Storm,3,1,W,L,2025 Rated Cup,Tournaments Powered by Rated Sports ,U11B GOLD - U11,Reach 11 Sports Complex ,"2425 East Deer Valley Road , Phoenix, AZ 85050",18644600,365177,8,UT,NY,M,M,AZ,Non-AZ,AZ,Non-AZ,True,False
2025-01-18,West Valley 2014 Boys Martinez Pre-Elite64,Tuzos Royals 2014,0,3,L,W,2025 Rated Cup,Tournaments Powered by Rated Sports ,U11B GOLD - U11,Reach 11 Sports Complex ,"2425 East Deer Valley Road , Phoenix, AZ 85050",18644602,365177,8,Unknown,UT,M,M,AZ,AZ,AZ,AZ,True,True
2025-01-11,AZSC 14B Perez,Tuzos Royals 2014,2,3,L,W,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Champions 11U Boys,Crossroads Park (AZSC),"2155 East Knox Rd.  , Gilbert, AZ 85296",18566307,365177,8,AZ,UT,M,M,AZ,AZ,AZ,AZ,True,True
2024-12-14,CCV STARS 14 Boys Orange PEO,Tuzos Royals 2014,1,1,T,T,RSL-AZ Holiday Classic 2024,Holiday Classic,U11B U11 Boys Qatar ,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",18437970,365177,8,CA,UT,M,M,Non-AZ,AZ,AZ,AZ,False,True
2024-12-14,Tuzos Royals 2014,2014B West,2,2,T,T,RSL-AZ Holiday Classic 2024,Holiday Classic,U11B U11 Boys Qatar ,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",18437966,365177,8,UT,Unknown,M,M,AZ,AZ,AZ,AZ,True,True
2024-11-30,Tuzos Royals 2014,Playmaker Futbol Academy 14B Gold,8,1,W,L,2024 Desert Super Cup,Tournaments Powered by Rated Sports ,U11B SUPER ELITE - U11B,Bell94 Sports Complex,"9390 E Bell Road , Scottsdale, AZ 85260",18327443,365177,8,UT,CA,M,M,AZ,AZ,AZ,AZ,True,True
2024-11-16,Tuzos Royals 2014,AZ Arsenal 14 Boys Teal 1,2,1,W,L,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Champions 11U Boys,West Valley Events Complex - Field,"10020 N. Ball Park Blvd., Glendale, AZ 85305",17045649,365177,8,UT,AZ,M,M,AZ,Non-AZ,AZ,AZ,True,False
2024-11-16,Legends FC AZ 14B Gold,Tuzos Royals 2014,0,6,L,W,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Champions 11U Boys,Jackrabbit Basin,"6101 E Paradise Ln., Scottsdale, AZ 85254",17045653,365177,8,AZ,UT,F,M,Non-AZ,AZ,AZ,AZ,False,True
2024-11-10,Next Level Soccer Southeast 2014 Boys Red,Tuzos Royals 2014,4,3,W,L,Kick for the Cure 2024,Kick for the Cure,U11B U11 Boys Tessmann,Scottsdale Sports Complex (ASA),"8081 E. Princess Drive, Scottsdale, AZ 85225",18148315,365177,8,UT,UT,M,M,Non-AZ,AZ,Non-AZ,AZ,False,True
2024-11-09,Tuzos Royals 2014,14B Velasco Pre-MLS Next,3,3,T,T,Kick for the Cure 2024,Kick for the Cure,U11B U11 Boys Tessmann,Scottsdale Sports Complex (ASA),"8081 E. Princess Drive, Scottsdale, AZ 85225",18148312,365177,8,UT,CO,M,M,AZ,Non-AZ,AZ,Non-AZ,True,False
2024-11-02,Tuzos Royals 2014,15B NMarkette,9,0,W,L,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Champions 11U Boys,West Valley Events Complex - Field,"10020 N. Ball Park Blvd., Glendale, AZ 85305",17045641,365177,8,UT,NM,M,M,AZ,Non-AZ,AZ,Non-AZ,True,False
2024-10-05,Brazas 2014 Boys Black Marcos,Tuzos Royals 2014,5,2,W,L,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Champions 11U Boys,S- Tempe Sports Complex (Brazas),"8401 S Hardy Dr  , Tempe , AZ 85284",17045645,365177,8,AZ,UT,M,M,AZ,AZ,AZ,AZ,True,True
2024-10-05,AZSC 14B Perez,Tuzos Royals 2014,1,4,L,W,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Champions 11U Boys,Crossroads Park (AZSC),"2155 East Knox Rd.  , Gilbert, AZ 85296",17045629,365177,8,AZ,UT,M,M,AZ,AZ,AZ,AZ,True,True
2024-09-28,14B GSA,Tuzos Royals 2014,6,0,W,L,The Derby (2024),The Derby,U11B Gold U11 Male,Bell 94 Sports Complex,"9390 E Bell Rd, Scottsdale, AZ 85260",17816291,365177,8,Unknown,UT,M,M,AZ,AZ,AZ,AZ,True,True
2024-09-28,Tuzos Royals 2014,AZ Arsenal Pre-ECNL B14,2,1,W,L,The Derby (2024),The Derby,U11B Gold U11 Male,Bell 94 Sports Complex,"9390 E Bell Rd, Scottsdale, AZ 85260",17816286,365177,8,UT,AZ,M,M,AZ,AZ,AZ,AZ,True,True
2024-09-27,AZ Arsenal 14 Boys Teal 1,Tuzos Royals 2014,2,2,T,T,The Derby (2024),The Derby,U11B Gold U11 Male,Bell 94 Sports Complex,"9390 E Bell Rd, Scottsdale, AZ 85260",17816281,365177,8,AZ,UT,M,M,Non-AZ,AZ,AZ,AZ,False,True
2024-09-21,PRFC Desert Foothills 14B Pre-Academy,Tuzos Royals 2014,2,4,L,W,2024-25 MaxinMotion Open League Season 1,OPEN League: Season 1,U11B MaxInMotion Open League Champions 11U Boys,Horseshoe Trails Elementary (PRFC-DF),"5405 E Pinnacle Vista Dr , Phoenix, AZ 85054",17045637,365177,8,CA,UT,M,M,AZ,AZ,AZ,AZ,True,True
2024-08-10,Tuzos Royals 2014,B2014,1,1,T,T,2024 Los Angeles Cup,Tournaments Powered by Rated Sports ,U11B U11 - Super Pro,Lancaster National Soccer Center,"43000 30th St E, Lancaster, CA 93535",16578034,365177,8,UT,Unknown,M,M,AZ,Non-AZ,AZ,Unclear,True,False
2024-04-20,Tuzos Royals 2014,Juventus,5,3,W,L,Schools Out For Summer 2024,Schools Out,U11B U11 Boys B,Bell94 Sports Complex,"9390 E Bell Road , Scottsdale, AZ 85260",15600185,365177,8,UT,Unknown,M,M,AZ,Non-AZ,AZ,Unclear,True,False
2024-04-19,Excel Soccer Academy 14 Red,Tuzos Royals 2014,2,2,T,T,2024 Arizona Presidents Cup,Arizona Presidents Cup ,U10B 10U Boys Gold,Reach 11 (ASA),"2425 E. Deer Valley Rd, Phoenix, AZ 85050",15550730,365177,8,CA,UT,M,M,Non-AZ,AZ,Non-AZ,AZ,False,True
2025-09-28,Southeast 2013 Boys Green,2014B West,4,3,W,L,The Derby 2025,The Derby 2025,U13B Boys U13 Silver,Bell 94 Sports Complex,"9390 E Bell Rd, Scottsdale, AZ 85260",22796352,499398,14,UT,Unknown,M,M,Non-AZ,AZ,Non-AZ,AZ,False,True
2025-09-27,2014B West,AZ Arsenal Pre-ECNL B14,2,6,L,W,The Derby 2025,The Derby 2025,U13B Boys U13 Silver,Bell 94 Sports Complex,"9390 E Bell Rd, Scottsdale, AZ 85260",22796358,499398,14,Unknown,AZ,M,M,AZ,AZ,AZ,AZ,True,True
2025-09-27,State 48 FC Avondale 13 Copper,2014B West,3,0,W,L,The Derby 2025,The Derby 2025,U13B Boys U13 Silver,Bell 94 Sports Complex,"9390 E Bell Rd, Scottsdale, AZ 85260",22796355,499398,14,CO,Unknown,F,M,Non-AZ,AZ,Non-AZ,AZ,False,True
2025-09-26,2014B West,SCFC 2014,0,0,T,T,The Derby 2025,The Derby 2025,U13B Boys U13 Silver,Bell 94 Sports Complex,"9390 E Bell Rd, Scottsdale, AZ 85260",22796350,499398,14,Unknown,Unknown,M,F,AZ,Non-AZ,AZ,Unclear,True,False
2025-09-14,Sun Warriors 13/14 Boys,2014B West,1,6,L,W,2025 Cactus Kick Off,Cactus Kick Off,U13B U13 Boys USA,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",22606476,499398,14,Unknown,Unknown,M,M,Non-AZ,AZ,Unclear,AZ,False,True
2025-09-14,2014B West,14B JDeutsch Pre-MLS Next,2,0,W,L,2025 Cactus Kick Off,Cactus Kick Off,U13B U13 Boys USA,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",22606474,499398,14,Unknown,UT,M,M,AZ,AZ,AZ,AZ,True,True
2025-09-13,Rey Del Castillo FC Gold,2014B West,2,4,L,W,2025 Cactus Kick Off,Cactus Kick Off,U13B U13 Boys USA,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",22606470,499398,14,CA,Unknown,F,M,Non-AZ,AZ,Non-AZ,AZ,False,True
2025-09-12,2014B West,FCDA 13B Red NL (AZ),3,3,T,T,2025 Cactus Kick Off,Cactus Kick Off,U13B U13 Boys USA,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",22606466,499398,14,Unknown,AZ,M,M,AZ,Non-AZ,AZ,AZ,True,False
2025-09-07,2014B West,14,7,0,W,L,FSC Champions Cup (Boys - 2025),Flagstaff Soccer United Cup,U13B U13B United,F- NAU South Fields (FSC),"East Pine Knoll Drive and South Huffer Lane, Flagstaff, AZ 86011",22366827,499398,14,Unknown,Unknown,M,M,AZ,Non-AZ,AZ,Unclear,True,False
2025-09-06,2014B West,AZ Arsenal 13 Boys Flagstaff,5,4,W,L,FSC Champions Cup (Boys - 2025),Flagstaff Soccer United Cup,U13B U13B United,F- NAU South Fields (FSC),"East Pine Knoll Drive and South Huffer Lane, Flagstaff, AZ 86011",22366825,499398,14,Unknown,AZ,M,M,AZ,Non-AZ,AZ,Non-AZ,True,False
2025-09-06,PRFC North Valley 13B Predator,2014B West,2,4,L,W,FSC Champions Cup (Boys - 2025),Flagstaff Soccer United Cup,U13B U13B United,F- NAU South Fields (FSC),"East Pine Knoll Drive and South Huffer Lane, Flagstaff, AZ 86011",22366823,499398,14,Unknown,Unknown,M,M,Non-AZ,AZ,AZ,AZ,False,True
2025-08-31,2014B West,PRFC North Valley 13B Predator,1,5,L,W,Phoenix Rising Cup 2025,Phoenix Rising Cup,U13B U13 Boys Silver - Agyemang,Scottsdale Sports Complex (ASA),"8081 E. Princess Drive, Scottsdale, AZ 85225",22382646,499398,14,Unknown,Unknown,M,M,AZ,Non-AZ,AZ,AZ,True,False
2025-08-30,2014B West,PRFC WV 13B NL Premier 2 AZ,5,0,W,L,Phoenix Rising Cup 2025,Phoenix Rising Cup,U13B U13 Boys Silver - Agyemang,Reach 11 Sports Complex (PRC),"2425 E Deer Valley Dr , Phoenix , AZ 85050",22382643,499398,14,Unknown,AZ,M,M,AZ,Non-AZ,AZ,AZ,True,False
2025-08-30,PSG 13B Blue E64RL,2014B West,0,10,L,W,Phoenix Rising Cup 2025,Phoenix Rising Cup,U13B U13 Boys Silver - Agyemang,Reach 11 Sports Complex (PRC),"2425 E Deer Valley Dr , Phoenix , AZ 85050",22382644,499398,14,Unknown,Unknown,M,M,Non-AZ,AZ,Unclear,AZ,False,True
2025-04-27,CDO 13B Elite,2014B West,1,11,L,W,Schools Out For Summer 2025,Schools Out,U12B U12 Boys 1,Scottsdale Sports Complex (ASA),"8081 E. Princess Drive, Scottsdale, AZ 85225",20473584,499398,14,Unknown,Unknown,M,M,Non-AZ,AZ,Unclear,AZ,False,True
2025-04-26,Havasu Lions 13B Moran,2014B West,0,7,L,W,Schools Out For Summer 2025,Schools Out,U12B U12 Boys 1,Scottsdale Sports Complex (ASA),"8081 E. Princess Drive, Scottsdale, AZ 85225",20473581,499398,14,Unknown,Unknown,M,M,Non-AZ,AZ,Unclear,AZ,False,True
2025-04-26,2014B West,Juventus,5,2,W,L,Schools Out For Summer 2025,Schools Out,U12B U12 Boys 1,Scottsdale Sports Complex (ASA),"8081 E. Princess Drive, Scottsdale, AZ 85225",20473579,499398,14,Unknown,Unknown,M,M,AZ,Non-AZ,AZ,Unclear,True,False
2025-04-25,2014B West,Scottsdale 13 Sandsharks Select,5,1,W,L,Schools Out For Summer 2025,Schools Out,U12B U12 Boys 1,Scottsdale Sports Complex (ASA),"8081 E. Princess Drive, Scottsdale, AZ 85225",20473587,499398,14,Unknown,AZ,M,M,AZ,Non-AZ,AZ,Non-AZ,True,False
2025-04-19,2014B West,Brazas 2014 Boys Black Marcos,3,2,W,L,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Champions 11U Boys,West Valley Events Complex,"10020 N. Ball Park Blvd, Glendale, AZ 85305",18566329,499398,14,Unknown,AZ,M,M,AZ,AZ,AZ,AZ,True,True
2025-04-05,AZ Thundercats 2013,2014B West,3,1,W,L,Yavapai All Boys Tournament 2025,Yavapai,U12B U12 Boys 1,Pioneer Park Prescott,"1200 Commerce Drive , Prescott, AZ 86305",20191642,499398,14,AZ,Unknown,M,M,Non-AZ,AZ,Non-AZ,AZ,False,True
2025-03-30,2014B West,Tuzos Academy Mesa 2014,12,1,W,L,Tuzos Challenge 2025,Tuzos Challenge,U11B U11 Gold (9v9),West Valley Events Complex - Field,"10020 N. Ball Park Blvd., Glendale, AZ 85305",19950207,499398,14,Unknown,AZ,M,M,AZ,AZ,AZ,AZ,True,True
2025-03-30,2014B West,Excel Soccer Academy 14 Red,3,0,W,L,Tuzos Challenge 2025,Tuzos Challenge,U11B U11 Gold (9v9),West Valley Events Complex - Field,"10020 N. Ball Park Blvd., Glendale, AZ 85305",19950209,499398,14,Unknown,CA,M,M,AZ,Non-AZ,AZ,Non-AZ,True,False
2025-03-29,Excel Soccer Academy 14 Red,2014B West,0,3,L,W,Tuzos Challenge 2025,Tuzos Challenge,U11B U11 Gold (9v9),West Valley Events Complex - Field,"10020 N. Ball Park Blvd., Glendale, AZ 85305",19950203,499398,14,CA,Unknown,M,M,Non-AZ,AZ,Non-AZ,AZ,False,True
2025-03-29,2014B West,2014 Tuzos Academy FV,6,2,W,L,Tuzos Challenge 2025,Tuzos Challenge,U11B U11 Gold (9v9),West Valley Events Complex - Field,"10020 N. Ball Park Blvd., Glendale, AZ 85305",19950201,499398,14,Unknown,CA,M,M,AZ,AZ,AZ,AZ,True,True
2025-03-21,2014B West,Excel Soccer Academy 14 Red,0,3,L,W,TFC Spring Cup 2025,TFC Spring Cup,U12B U12 Boys Gold,Rose Mofford,"9833 N 25th Ave, Phoenix, AZ 85021",19881268,499398,14,Unknown,CA,M,M,AZ,Non-AZ,AZ,Non-AZ,True,False
2025-03-16,2014B West,2014 Tuzos Academy FV,4,2,W,L,INFERNO CUP 2025,INFERNO CUP,U11B U11 Boys Bracket Black,West Valley Events Complex,"10020 N. Ball Park Blvd, Glendale, AZ 85305",19826502,499398,14,Unknown,CA,M,M,AZ,AZ,AZ,AZ,True,True
2025-03-08,14B Velasco Pre-MLS Next,2014B West,5,1,W,L,2025 Ostrich Festival,Ostrich Festival,U11B U11 Boys Clark,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",19609906,499398,14,CO,Unknown,M,M,Non-AZ,AZ,Non-AZ,AZ,False,True
2025-02-22,NOS Santos 14 Boys Blue,2014B West,2,10,L,W,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Champions 11U Boys,EV- NOS Santos Soccer Complex (NOS),"12347 S. Sossaman , Mesa, AZ 85212",18566305,499398,14,Unknown,Unknown,M,M,AZ,AZ,AZ,AZ,True,True
2025-02-15,AZSC 14B Perez,2014B West,1,6,L,W,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Champions 11U Boys,Crossroads Park (AZSC),"2155 East Knox Rd.  , Gilbert, AZ 85296",18566326,499398,14,AZ,Unknown,M,M,AZ,AZ,AZ,AZ,True,True
2025-02-08,2014B West,AZ Arsenal 14 Boys Teal 1,6,1,W,L,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Champions 11U Boys,West Valley Events Complex - Field,"10020 N. Ball Park Blvd., Glendale, AZ 85305",18566320,499398,14,Unknown,AZ,M,M,AZ,Non-AZ,AZ,AZ,True,False
2025-02-01,Tuzos Royals 2014,2014B West,3,6,L,W,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Champions 11U Boys,West Valley Events Complex - Field,"10020 N. Ball Park Blvd., Glendale, AZ 85305",18566319,499398,14,UT,Unknown,M,M,AZ,AZ,AZ,AZ,True,True
2025-01-26,Phoenix Premier FC 14B Black,2014B West,2,3,L,W,2025 AZ Soccer Clash hosted by Phoenix Premier FC,AZ Soccer Clash,U11B U11 Boys - Gold,Arizona Athletic Grounds,"1 Legacy Dr., Mesa, AZ 85212",18702773,499398,14,AZ,Unknown,M,M,AZ,AZ,AZ,AZ,True,True
2025-01-24,2014B West,14,3,6,L,W,2025 AZ Soccer Clash hosted by Phoenix Premier FC,AZ Soccer Clash,U11B U11 Boys - Gold,Arizona Athletic Grounds,"1 Legacy Dr., Mesa, AZ 85212",18702769,499398,14,Unknown,Unknown,M,M,AZ,Non-AZ,AZ,Unclear,True,False
2025-01-18,PRFC Desert Foothills 14B Pre-Academy,2014B West,2,3,L,W,2024-25 MaxinMotion Open League Season 2,Futsal B and G ,U11B MaxInMotion Open League Champions 11U Boys,Horseshoe Trails Elementary (PRFC-DF),"5405 E Pinnacle Vista Dr , Phoenix, AZ 85054",18566312,499398,14,CA,Unknown,M,M,AZ,AZ,AZ,AZ,True,True
2025-01-12,Legends FC AZ 14B FC,2014B West,2,1,W,L,CCV Stars Champions Cup 2025,CCV Stars Champions Cup,U11B Boys U11 Platinum - 9v9,Reach 11 Sports Complex (CCV STARS),"2425 E Deer Valley Rd , Phoenix, AZ 85050",18604636,499398,14,AZ,Unknown,F,M,Non-AZ,AZ,AZ,AZ,False,True
2025-01-11,2014B West,14B Velasco Pre-MLS Next,2,2,T,T,CCV Stars Champions Cup 2025,CCV Stars Champions Cup,U11B Boys U11 Platinum - 9v9,Reach 11 Sports Complex (CCV STARS),"2425 E Deer Valley Rd , Phoenix, AZ 85050",18604632,499398,14,Unknown,CO,M,M,AZ,Non-AZ,AZ,Non-AZ,True,False
2024-12-15,2014B West,CCV STARS 14 Boys Orange PEO,1,3,L,W,RSL-AZ Holiday Classic 2024,Holiday Classic,U11B U11 Boys Qatar ,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",18437974,499398,14,Unknown,CA,M,M,AZ,Non-AZ,AZ,AZ,True,False
2024-12-14,Tuzos Royals 2014,2014B West,2,2,T,T,RSL-AZ Holiday Classic 2024,Holiday Classic,U11B U11 Boys Qatar ,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",18437966,499398,14,UT,Unknown,M,M,AZ,AZ,AZ,AZ,True,True
