Team,Date,Opponent,GoalsFor,GoalsAgainst,GoalDiff,expected_gd,gd_delta,impact_bucket,Opponent_BaseStrength,PS_A,PS_B,P_A_win,P_Draw,P_B_win,PredictedWinner,ActualWinner,A_win_actual
CDO 14B Elite,2024-10-05,America 14b,3,1,2,1.0,1.0,neutral,0.183,0.2111,0.1832,0.5124145867186862,0.07767688335726307,0.4099085299240508,CDO 14B Elite,CDO 14B Elite,1
CDO 14B Elite,2024-09-21,AZ Arsenal 14 Boys Teal SC,0,2,-2,-1.0,-1.0,neutral,0.21,0.2111,0.1766,0.539797514127025,0.050597152160614646,0.40960533371236035,CDO 14B Elite,AZ Arsenal 14 Boys Teal SC,0
CDO 14B Elite,2024-09-21,AZ Arsenal 14 Boys Teal 2 SC,0,2,-2,-1.0,-1.0,neutral,0.201,0.2111,,,,,AZ Arsenal 14 Boys Teal 2 SC,AZ Arsenal 14 Boys Teal 2 SC,0
CDO 14B Elite,2024-09-20,14B Geoff,1,1,0,0.0,0.0,neutral,0.15,0.2111,0.1097,0.692363645160397,2.185119373876751e-06,0.30763416972022906,CDO 14B Elite,Draw,0
CDO 14B Premier,2025-10-05,PRFC Scottsdale 14B Pre-Academy,1,2,-1,-0.5,-0.5,neutral,0.322,0.2101,0.3666,0.22235412126783682,3.0360495656660845e-13,0.7776458787318596,PRFC Scottsdale 14B Pre-Academy,PRFC Scottsdale 14B Pre-Academy,0
CDO 14B Premier,2025-10-03,Pima Surf 2014 B,5,1,4,2.0,2.0,good,0.207,0.2101,,,,,Pima Surf 2014 B,CDO 14B Premier,1
CDO 14B Premier,2025-10-03,Pima Surf 2014 B Blue,5,1,4,2.0,2.0,good,0.204,0.2101,0.1565,0.6006518505934224,0.008149501005479697,0.39119864840109775,CDO 14B Premier,CDO 14B Premier,1
CDO 14B Premier,2025-09-28,Tuzos Halcones 2014,4,1,3,1.5,1.5,good,0.204,0.2101,0.177,0.5341901859851647,0.05589394993326241,0.4099158640815729,CDO 14B Premier,CDO 14B Premier,1
CDO 14B Premier,2025-09-21,PRFC Scottsdale 14B Pre-Academy,0,4,-4,-2.0,-2.0,weak,0.322,0.2101,0.3666,0.22235412126783682,3.0360495656660845e-13,0.7776458787318596,PRFC Scottsdale 14B Pre-Academy,PRFC Scottsdale 14B Pre-Academy,0
CDO 14B Premier,2025-09-19,Pima Surf 2014 B,3,3,0,0.0,0.0,neutral,0.207,0.2101,,,,,Pima Surf 2014 B,Draw,0
CDO 14B Premier,2025-09-19,Pima Surf 2014 B Blue,3,3,0,0.0,0.0,neutral,0.204,0.2101,0.1565,0.6006518505934224,0.008149501005479697,0.39119864840109775,CDO 14B Premier,Draw,0
CDO 14B Premier,2025-04-06,14 ECNL #2,2,3,-1,-0.5,-0.5,neutral,0.303,0.2101,,,,,14 ECNL #2,14 ECNL #2,0
CDO 14B Premier,2025-04-06,14 Pre-MLSN #2,2,3,-1,-0.5,-0.5,neutral,0.268,0.2101,0.3148,0.3020401823835345,1.0263118205278819e-06,0.697958791304645,14 Pre-MLSN #2,14 Pre-MLSN #2,0
CDO 14B Premier,2025-04-05,14 Pre-MLSN #1,0,9,-9,-4.5,-4.5,weak,0.296,0.2101,0.3445,0.2544154462671008,3.8420766593293855e-10,0.7455845533486914,14 Pre-MLSN #1,14 Pre-MLSN #1,0
CDO 14B Premier,2025-04-05,14 ECNL #1,0,9,-9,-4.5,-4.5,weak,0.343,0.2101,,,,,14 ECNL #1,14 ECNL #1,0
CDO 14B Premier,2025-03-07,VSC 2014 Boys Green,3,0,3,1.5,1.5,good,0.214,0.2101,0.1899,0.4793846308781008,0.11276381820325881,0.4078515509186404,CDO 14B Premier,CDO 14B Premier,1
CDO 14B Premier,2025-03-01,14B NL #1,3,1,2,1.0,1.0,neutral,0.198,0.2101,0.1967,0.45262286890453607,0.1407651937224682,0.4066119373729956,CDO 14B Premier,CDO 14B Premier,1
CDO 14B Premier,2025-02-27,Pima Surf 2014 B Blue,2,1,1,0.5,0.5,neutral,0.204,0.2101,0.1565,0.6006518505934224,0.008149501005479697,0.39119864840109775,CDO 14B Premier,CDO 14B Premier,1
CDO 14B Premier,2025-02-16,America 14b,6,0,6,3.0,3.0,good,0.183,0.2101,0.1832,0.5081140464109734,0.08215287363359013,0.40973307995543656,CDO 14B Premier,CDO 14B Premier,1
CDO 14B Premier,2025-02-15,14 ECNL #2,3,4,-1,-0.5,-0.5,neutral,0.303,0.2101,,,,,14 ECNL #2,14 ECNL #2,0
CDO 14B Premier,2025-02-15,14 Pre-MLSN #2,3,4,-1,-0.5,-0.5,neutral,0.268,0.2101,0.3148,0.3020401823835345,1.0263118205278819e-06,0.697958791304645,14 Pre-MLSN #2,14 Pre-MLSN #2,0
CDO 14B Premier,2025-02-15,14B NL #1,1,5,-4,-2.0,-2.0,weak,0.198,0.2101,0.1967,0.45262286890453607,0.1407651937224682,0.4066119373729956,CDO 14B Premier,14B NL #1,0
CDO 14B Premier,2025-01-25,14B NL #2,1,2,-1,-0.5,-0.5,neutral,0.325,0.2101,0.2916,0.34249627919811393,0.00012466999297242547,0.6573790508089137,14B NL #2,14B NL #2,0
CDO 14B Premier,2025-01-18,PRFC Southeast Valley 14B Predator-Central,4,3,1,0.5,0.5,neutral,0.168,0.2101,0.1757,0.5394014554240717,0.050966170476841446,0.40963237409908676,CDO 14B Premier,CDO 14B Premier,1
CDO 14B Premier,2025-01-18,14B Moyer,1,0,1,0.5,0.5,neutral,0.197,0.2101,0.2525,0.4050139652517573,0.02641767679993979,0.5685683579483027,14B Moyer,CDO 14B Premier,1
CDO 14B Premier,2025-01-18,14B OMolina,1,0,1,0.5,0.5,neutral,0.176,0.2101,,,,,14B OMolina,CDO 14B Premier,1
CDO 14B Premier,2024-12-15,PRFC Southeast Valley 14B Pre-Academy,0,0,0,0.0,0.0,neutral,0.162,0.2101,0.1734,0.5483230589060598,0.042861161964230524,0.4088157791297097,CDO 14B Premier,Draw,0
CDO 14B Premier,2024-12-14,AZSC 14B Perez,2,5,-3,-1.5,-1.5,weak,0.298,0.2101,0.3368,0.2662759152814565,3.586882627858278e-09,0.733724081131661,AZSC 14B Perez,AZSC 14B Perez,0
CDO 14B Premier,2024-12-14,14B Velasco,0,2,-2,-1.0,-1.0,neutral,0.259,0.2101,0.3453,0.25320335087291224,3.023359325950662e-10,0.7467966488247518,14B Velasco,14B Velasco,0
CDO 14B Premier,2024-12-14,14B Jimmy,0,2,-2,-1.0,-1.0,neutral,0.282,0.2101,,,,,14B Jimmy,14B Jimmy,0
CDO 14B Premier,2024-12-07,14B NL #1,2,6,-4,-2.0,-2.0,weak,0.198,0.2101,0.1967,0.45262286890453607,0.1407651937224682,0.4066119373729956,CDO 14B Premier,14B NL #1,0
CDO 14B Premier,2024-11-16,14B NL #1,4,3,1,0.5,0.5,neutral,0.198,0.2101,0.1967,0.45262286890453607,0.1407651937224682,0.4066119373729956,CDO 14B Premier,CDO 14B Premier,1
CDO 14B Premier,2024-11-02,Pima Surf 2014 B Blue,4,2,2,1.0,1.0,neutral,0.204,0.2101,0.1565,0.6006518505934224,0.008149501005479697,0.39119864840109775,CDO 14B Premier,CDO 14B Premier,1
CDO 14B Premier,2024-10-18,14B Hermanson AL,7,1,6,3.0,3.0,good,0.212,0.2101,0.1497,0.6163630489218198,0.0034602471176937637,0.3801767039604863,CDO 14B Premier,CDO 14B Premier,1
CDO 14B Premier,2024-09-21,FC Elite Arizona 2014 Boys (ARCHIVED),1,4,-3,-1.5,-1.5,weak,0.321,0.2101,0.3086,0.3125969686738658,4.16114678850566e-06,0.6873988701793455,FC Elite Arizona 2014 Boys (ARCHIVED),FC Elite Arizona 2014 Boys (ARCHIVED),0
CDO 14B Premier,2024-09-20,14 Pre-MLSN #1,0,8,-8,-4.0,-4.0,weak,0.296,0.2101,0.3445,0.2544154462671008,3.8420766593293855e-10,0.7455845533486914,14 Pre-MLSN #1,14 Pre-MLSN #1,0
CDO 14B Premier,2024-09-20,14 ECNL #1,0,8,-8,-4.0,-4.0,weak,0.343,0.2101,,,,,14 ECNL #1,14 ECNL #1,0
CITY SC SW B14 Premier MUR,2025-06-01,FC Elite Arizona 2014 Boys (ARCHIVED),5,3,2,1.0,1.0,neutral,0.321,,0.3086,,,,FC Elite Arizona 2014 Boys (ARCHIVED),CITY SC SW B14 Premier MUR,1
CITY SC SW B14 Premier MUR,2025-05-18,RSL-AZ Yuma 14 Boys Quinonez,2,3,-1,-0.5,-0.5,neutral,0.23,,0.2363,,,,RSL-AZ Yuma 14 Boys Quinonez,RSL-AZ Yuma 14 Boys Quinonez,0
CITY SC SW B14 White LE Rea,2025-08-09,Phoenix Premier FC 14B X-Factor,1,2,-1,-0.5,-0.5,neutral,0.362,,0.3556,,,,Phoenix Premier FC 14B X-Factor,Phoenix Premier FC 14B X-Factor,0
CITY SC SW B14 White MV II,2025-08-10,Phoenix Premier FC 14B X-Factor,0,9,-9,-4.5,-4.5,weak,0.362,,0.3556,,,,Phoenix Premier FC 14B X-Factor,Phoenix Premier FC 14B X-Factor,0
Cachimbas FC 2014,2025-08-30,FC Elite Arizona 2014 Boys - Martinez,4,1,3,1.5,1.5,good,0.448,,0.36,,,,FC Elite Arizona 2014 Boys - Martinez,Cachimbas FC 2014,1
Carlsbad B14 White - C. Oliveira,2025-08-16,RSL-AZ Yuma 14 Boys Rodriguez,5,1,4,2.0,2.0,good,0.167,,0.2572,,,,RSL-AZ Yuma 14 Boys Rodriguez,Carlsbad B14 White - C. Oliveira,1
Catalyst 14 N,2025-05-16,Southeast 2014 Boys Black,5,8,-3,-1.5,-1.5,weak,0.304,,0.5059,,,,Southeast 2014 Boys Black,Southeast 2014 Boys Black,0
Chelsea 13B,2025-09-21,14 Pre-MLSN #2,3,5,-2,-1.0,-1.0,neutral,0.268,,0.3148,,,,14 Pre-MLSN #2,14 Pre-MLSN #2,0
Chelsea 13B,2025-09-19,14 Pre-MLSN #1,1,3,-2,-1.0,-1.0,neutral,0.296,,0.3445,,,,14 Pre-MLSN #1,14 Pre-MLSN #1,0
Chelsea 13B,2025-04-26,CCV Stars 14 Boys West Pre-ECNL,2,3,-1,-0.5,-0.5,neutral,0.194,,0.2799,,,,CCV Stars 14 Boys West Pre-ECNL,CCV Stars 14 Boys West Pre-ECNL,0
Chelsea 13B,2025-03-29,2014 Elite,1,5,-4,-2.0,-2.0,weak,0.432,,0.36,,,,2014 Elite,2014 Elite,0
Chelsea 13B,2025-03-29,14B GSA,1,4,-3,-1.5,-1.5,weak,0.309,,0.4119,,,,14B GSA,14B GSA,0
Chelsea 13B,2024-04-21,14B GSA,2,1,1,0.5,0.5,neutral,0.309,,0.4119,,,,14B GSA,Chelsea 13B,1
Chelsea 13B,2024-04-20,PRFC Desert Foothills 14B Pre-Academy,6,1,5,2.5,2.5,good,0.257,,0.315,,,,PRFC Desert Foothills 14B Pre-Academy,Chelsea 13B,1
Cimarron FC,2025-05-31,Madison FC 14 Gold Boys,0,5,-5,-2.5,-2.5,weak,0.337,,0.3217,,,,Madison FC 14 Gold Boys,Madison FC 14 Gold Boys,0
City SC B14 Premier - O'Mahoney,2025-08-24,14B Velasco,0,0,0,0.0,0.0,neutral,0.259,,0.3453,,,,14B Velasco,Draw,0
City SC Central Valley AV-B2014,2025-08-09,Tuzos Royals 2014,2,2,0,0.0,0.0,neutral,0.243,,0.4056,,,,Tuzos Royals 2014,Draw,0
Dallas Texans Pre ECNL B14 Salazar,2025-05-17,Southeast 2014 Boys Black,1,2,-1,-0.5,-0.5,neutral,0.304,,0.5059,,,,Southeast 2014 Boys Black,Southeast 2014 Boys Black,0
Deportivo Mexico 14B,2025-09-28,14B Felix Nogales,2,2,0,0.0,0.0,neutral,0.221,0.1257,0.2148,0.32897072577183784,2.9522217718522525e-05,0.6709997520104437,14B Felix Nogales,Draw,0
Deportivo Mexico 14B,2025-09-28,CAC 14/15B (Conroy),3,3,0,0.0,0.0,neutral,0.141,0.1257,0.1229,0.4219430765739092,0.16546030068142825,0.4125966227446625,Deportivo Mexico 14B,Draw,0
Deportivo Mexico 14B,2025-09-27,SFC XOLOS ARIZONA 2014,0,4,-4,-2.0,-2.0,weak,0.286,0.1257,0.2826,0.2218012920587243,2.6412922776123835e-13,0.7781987079410115,SFC XOLOS ARIZONA 2014,SFC XOLOS ARIZONA 2014,0
Deportivo Mexico 14B,2025-09-26,Milan,0,3,-3,-1.5,-1.5,weak,0.146,0.1257,0.1092,0.4643274905867092,0.12876329426982588,0.40690921514346495,Deportivo Mexico 14B,Milan,0
Deportivo Mexico 14B,2025-04-05,14 Pre-MLSN #2,1,5,-4,-2.0,-2.0,weak,0.268,0.1257,0.3148,0.18052420395553187,1.1108024147675093e-18,0.8194757960444681,14 Pre-MLSN #2,14 Pre-MLSN #2,0
Deportivo Mexico 14B,2025-04-05,14 ECNL #2,1,5,-4,-2.0,-2.0,weak,0.303,0.1257,,,,,14 ECNL #2,14 ECNL #2,0
Deportivo Mexico 14B,2025-04-05,14B NL #1,0,3,-3,-1.5,-1.5,weak,0.198,0.1257,0.1967,0.3614314343737559,0.0007382061013320272,0.6378303595249121,14B NL #1,14B NL #1,0
Deportivo Mexico 14B,2025-02-08,14B Blue #1,0,2,-2,-1.0,-1.0,neutral,0.199,0.1257,0.1725,0.4004526764556594,0.017241605607233628,0.582305717937107,14B Blue #1,14B Blue #1,0
Deportivo Mexico 14B,2025-02-01,FC Sonora 14' B Dynamo,11,0,11,5.5,5.5,good,0.107,0.1257,0.1071,0.47275553786938745,0.11985142134406365,0.40739304078654887,Deportivo Mexico 14B,Deportivo Mexico 14B,1
Deportivo Mexico 14B,2025-01-18,Eagles F.C.,3,1,2,1.0,1.0,neutral,0.188,0.1257,0.1297,0.41120819720888135,0.1642121408479892,0.4245796619431293,Eagles F.C.,Deportivo Mexico 14B,1
Deportivo Mexico 14B,2025-01-11,Eagles F.C.,1,1,0,0.0,0.0,neutral,0.188,0.1257,0.1297,0.41120819720888135,0.1642121408479892,0.4245796619431293,Eagles F.C.,Draw,0
Deportivo Mexico 14B,2024-12-07,VSC 2014 Boys Green,1,10,-9,-4.5,-4.5,weak,0.214,0.1257,0.1899,0.3735834629314496,0.0020475985527528312,0.6243689385157977,VSC 2014 Boys Green,VSC 2014 Boys Green,0
Deportivo Mexico 14B,2024-11-23,14B NL #2,0,4,-4,-2.0,-2.0,weak,0.325,0.1257,0.2916,0.2096228952180709,1.0469209100883973e-14,0.7903771047819187,14B NL #2,14B NL #2,0
Deportivo Mexico 14B,2024-11-16,FC Sonora 14' B Dynamo,4,3,1,0.5,0.5,neutral,0.107,0.1257,0.1071,0.47275553786938745,0.11985142134406365,0.40739304078654887,Deportivo Mexico 14B,Deportivo Mexico 14B,1
Deportivo Mexico 14B,2024-11-09,13B Flores,0,7,-7,-3.5,-3.5,weak,0.444,0.1257,,,,,13B Flores,13B Flores,0
Deportivo Mexico 14B,2024-11-09,Juventus,0,4,-4,-2.0,-2.0,weak,0.162,0.1257,,,,,Juventus,Juventus,0
Deportivo Mexico 14B,2024-09-28,14B Blue #1,5,1,4,2.0,2.0,good,0.199,0.1257,0.1725,0.4004526764556594,0.017241605607233628,0.582305717937107,14B Blue #1,Deportivo Mexico 14B,1
Desert Communities Soccer Club,2025-08-09,Tuzos Royals 2014,2,0,2,1.0,1.0,neutral,0.243,,0.4056,,,,Tuzos Royals 2014,Desert Communities Soccer Club,1
Dynamos SC 14B Gold,2025-10-05,Tuzos Halcones 2014,7,3,4,2.0,2.0,good,0.204,0.1629,0.177,0.4066239087137954,0.13819802310767257,0.4551780681785321,Tuzos Halcones 2014,Dynamos SC 14B Gold,1
Dynamos SC 14B Gold,2025-10-04,RSL-AZ Yuma 14 Boys Quinonez,4,6,-2,-1.0,-1.0,neutral,0.23,0.1629,0.2363,0.3570980664205441,0.0005023978540031404,0.6423995357254528,RSL-AZ Yuma 14 Boys Quinonez,RSL-AZ Yuma 14 Boys Quinonez,0
Dynamos SC 14B Gold,2025-09-21,Pima Surf 2014 B Blue,3,2,1,0.5,0.5,neutral,0.204,0.1629,0.1565,0.43052340761926716,0.1604411962156918,0.4090353961650411,Dynamos SC 14B Gold,Dynamos SC 14B Gold,1
Dynamos SC 14B Gold,2025-09-21,Pima Surf 2014 B,3,2,1,0.5,0.5,neutral,0.207,0.1629,,,,,Pima Surf 2014 B,Dynamos SC 14B Gold,1
Dynamos SC 14B Gold,2025-09-20,RSL-AZ Yuma 14 Boys Quinonez,1,3,-2,-1.0,-1.0,neutral,0.23,0.1629,0.2363,0.3570980664205441,0.0005023978540031404,0.6423995357254528,RSL-AZ Yuma 14 Boys Quinonez,RSL-AZ Yuma 14 Boys Quinonez,0
Dynamos SC 14B Gold,2025-09-07,Select 14B Red,2,0,2,1.0,1.0,neutral,0.207,0.1629,0.1721,0.4074353271515654,0.1540109963316295,0.4385536765168051,Select 14B Red,Dynamos SC 14B Gold,1
Dynamos SC 14B Gold,2025-09-06,Tuzos Chandler 2014 boys,4,1,3,1.5,1.5,good,0.125,0.1629,0.2554,0.3229993418060884,1.4866544226390671e-05,0.6769857916496852,Tuzos Chandler 2014 boys,Dynamos SC 14B Gold,1
Dynamos SC 14B Gold,2025-09-06,U-12 (2014) Boys Yuma Pre Academy,1,4,-3,-1.5,-1.5,weak,0.23,0.1629,0.3425,0.192041376074189,5.443002782651819e-17,0.807958623925811,U-12 (2014) Boys Yuma Pre Academy,U-12 (2014) Boys Yuma Pre Academy,0
Dynamos SC 14B Gold,2025-08-31,Tuzos Academy Mesa 2014,2,2,0,0.0,0.0,neutral,0.208,0.1629,0.1828,0.40776174750047767,0.1141080662245824,0.47813018627494,Tuzos Academy Mesa 2014,Draw,0
Dynamos SC 14B Gold,2025-08-30,14B Hermanson AL,7,2,5,2.5,2.5,good,0.212,0.1629,0.1497,0.4519030134940259,0.14148166402555723,0.4066153224804169,Dynamos SC 14B Gold,Dynamos SC 14B Gold,1
Dynamos SC 14B Gold,2025-08-29,PRFC Desert Foothills 14B Pre-Academy,0,5,-5,-2.5,-2.5,weak,0.257,0.1629,0.315,0.22850008135102054,1.372567678396684e-12,0.771499918647607,PRFC Desert Foothills 14B Pre-Academy,PRFC Desert Foothills 14B Pre-Academy,0
Dynamos SC 14B Gold,2025-04-26,14B Engilman,0,5,-5,-2.5,-2.5,weak,0.203,0.1629,0.2413,0.34807042034451174,0.00021623056749304258,0.6517133490879953,14B Engilman,14B Engilman,0
Dynamos SC 14B Gold,2025-04-13,PRFC North Valley 14B Predator,2,2,0,0.0,0.0,neutral,0.187,0.1629,0.1542,0.437036087653774,0.15531113663956422,0.4076527757066617,Dynamos SC 14B Gold,Draw,0
Dynamos SC 14B Gold,2025-04-12,PRFC Scottsdale 15B Predator,2,4,-2,-1.0,-1.0,neutral,0.195,0.1629,,,,,PRFC Scottsdale 15B Predator,PRFC Scottsdale 15B Predator,0
Dynamos SC 14B Gold,2025-03-30,XOLOS ARIZONA 2014B,1,4,-3,-1.5,-1.5,weak,0.257,0.1629,,,,,XOLOS ARIZONA 2014B,XOLOS ARIZONA 2014B,0
Dynamos SC 14B Gold,2025-03-29,AZ Inferno 14 Boys Black,7,2,5,2.5,2.5,good,0.208,0.1629,0.1638,0.41522892946650675,0.16654170416385247,0.4182293663696407,AZ Inferno 14 Boys Black,Dynamos SC 14B Gold,1
Dynamos SC 14B Gold,2025-03-01,14B Jimmy,1,3,-2,-1.0,-1.0,neutral,0.282,0.1629,,,,,14B Jimmy,14B Jimmy,0
Dynamos SC 14B Gold,2025-02-23,U-11 (2014) Boys Pre Academy,2,1,1,0.5,0.5,neutral,0.217,0.1629,,,,,U-11 (2014) Boys Pre Academy,Dynamos SC 14B Gold,1
Dynamos SC 14B Gold,2025-02-22,CCV STARS 14 Boys Orange LAV,2,8,-6,-3.0,-3.0,weak,0.207,0.1629,,,,,CCV STARS 14 Boys Orange LAV,CCV STARS 14 Boys Orange LAV,0
Dynamos SC 14B Gold,2025-02-15,14,1,9,-8,-4.0,-4.0,weak,0.329,0.1629,,,,,14,14,0
Dynamos SC 14B Gold,2025-02-09,PRFC Scottsdale 14B Pre-Academy,5,1,4,2.0,2.0,good,0.322,0.1629,0.3666,0.16388516458150418,1.897901952333003e-21,0.8361148354184958,PRFC Scottsdale 14B Pre-Academy,Dynamos SC 14B Gold,1
Dynamos SC 14B Gold,2025-02-08,Next Level Soccer Northwest 2014 Boys,4,1,3,1.5,1.5,good,0.155,0.1629,,,,,Next Level Soccer Northwest 2014 Boys,Dynamos SC 14B Gold,1
Dynamos SC 14B Gold,2025-02-01,14B Engilman,2,2,0,0.0,0.0,neutral,0.203,0.1629,0.2413,0.34807042034451174,0.00021623056749304258,0.6517133490879953,14B Engilman,Draw,0
Dynamos SC 14B Gold,2025-01-25,AZEV B2014 (NAVY),2,4,-2,-1.0,-1.0,neutral,0.331,0.1629,0.2473,0.33730881097652265,7.30508042422979e-05,0.662618138219235,AZEV B2014 (NAVY),AZEV B2014 (NAVY),0
Dynamos SC 14B Gold,2025-01-12,AZ Arsenal 14 Boys Teal 1,2,6,-4,-2.0,-2.0,weak,0.194,0.1629,,,,,AZ Arsenal 14 Boys Teal 1,AZ Arsenal 14 Boys Teal 1,0
Dynamos SC 14B Gold,2025-01-11,East Valley NSFC 14 Boys Aguirre,0,3,-3,-1.5,-1.5,weak,0.215,0.1629,0.2118,0.3978454615354666,0.013838877467969328,0.588315660996564,East Valley NSFC 14 Boys Aguirre,East Valley NSFC 14 Boys Aguirre,0
Dynamos SC 14B Gold,2024-12-14,Brazas 2014 Boys Black Marcos,3,5,-2,-1.0,-1.0,neutral,0.258,0.1629,0.2837,0.27559863478945923,1.817021040054365e-08,0.7244013470403304,Brazas 2014 Boys Black Marcos,Brazas 2014 Boys Black Marcos,0
Dynamos SC 14B Gold,2024-12-07,Next Level Soccer Northwest 2014 Boys,0,2,-2,-1.0,-1.0,neutral,0.155,0.1629,,,,,Next Level Soccer Northwest 2014 Boys,Next Level Soccer Northwest 2014 Boys,0
Dynamos SC 14B Gold,2024-12-06,Next Level Soccer Southeast 2014 Boys Green,6,1,5,2.5,2.5,good,0.27,0.1629,,,,,Next Level Soccer Southeast 2014 Boys Green,Dynamos SC 14B Gold,1
Dynamos SC 14B Gold,2024-11-24,Next Level Soccer Northwest 2014 Boys,3,1,2,1.0,1.0,neutral,0.155,0.1629,,,,,Next Level Soccer Northwest 2014 Boys,Dynamos SC 14B Gold,1
Dynamos SC 14B Gold,2024-11-23,14 ECNL #2,3,7,-4,-2.0,-2.0,weak,0.303,0.1629,,,,,14 ECNL #2,14 ECNL #2,0
Dynamos SC 14B Gold,2024-11-23,AZSC 14B Perez,1,7,-6,-3.0,-3.0,weak,0.298,0.1629,0.3368,0.1992162527851834,5.10683138680653e-16,0.8007837472148162,AZSC 14B Perez,AZSC 14B Perez,0
Dynamos SC 14B Gold,2024-11-17,AZSC 14B Perez,3,5,-2,-1.0,-1.0,neutral,0.298,0.1629,0.3368,0.1992162527851834,5.10683138680653e-16,0.8007837472148162,AZSC 14B Perez,AZSC 14B Perez,0
Dynamos SC 14B Gold,2024-11-16,Tuzos Royals 2014,0,6,-6,-3.0,-3.0,weak,0.243,0.1629,0.4056,0.12547218501735563,7.538437085075397e-30,0.8745278149826443,Tuzos Royals 2014,Tuzos Royals 2014,0
Dynamos SC 14B Gold,2024-11-10,15B NMarkette,2,0,2,1.0,1.0,neutral,0.163,0.1629,,,,,15B NMarkette,Dynamos SC 14B Gold,1
Dynamos SC 14B Gold,2024-11-09,AZ Arsenal 14 Boys Teal 1,2,5,-3,-1.5,-1.5,weak,0.194,0.1629,,,,,AZ Arsenal 14 Boys Teal 1,AZ Arsenal 14 Boys Teal 1,0
Dynamos SC 14B Gold,2024-11-03,14,2,5,-3,-1.5,-1.5,weak,0.329,0.1629,,,,,14,14,0
Dynamos SC 14B Gold,2024-11-02,PRFC Desert Foothills 14B Pre-Academy,1,2,-1,-0.5,-0.5,neutral,0.257,0.1629,0.315,0.22850008135102054,1.372567678396684e-12,0.771499918647607,PRFC Desert Foothills 14B Pre-Academy,PRFC Desert Foothills 14B Pre-Academy,0
Dynamos SC 14B Gold,2024-11-02,Playmaker Futbol Academy 14B Gold,4,4,0,0.0,0.0,neutral,0.165,0.1629,0.2112,0.39861593683603264,0.014751662906253904,0.5866324002577133,Playmaker Futbol Academy 14B Gold,Draw,0
Dynamos SC 14B Gold,2024-10-20,Next Level Soccer Southeast 2014 Boys Red,0,2,-2,-1.0,-1.0,neutral,0.235,0.1629,,,,,Next Level Soccer Southeast 2014 Boys Red,Next Level Soccer Southeast 2014 Boys Red,0
Dynamos SC 14B Gold,2024-10-19,Next Level Soccer Northwest 2014 Boys,3,1,2,1.0,1.0,neutral,0.155,0.1629,,,,,Next Level Soccer Northwest 2014 Boys,Dynamos SC 14B Gold,1
Dynamos SC 14B Gold,2024-10-05,PRFC Desert Foothills 14B Pre-Academy,3,9,-6,-3.0,-3.0,weak,0.257,0.1629,0.315,0.22850008135102054,1.372567678396684e-12,0.771499918647607,PRFC Desert Foothills 14B Pre-Academy,PRFC Desert Foothills 14B Pre-Academy,0
Dynamos SC 14B Gold,2024-09-29,Next Level Soccer Southeast 2014 Boys Blue,4,2,2,1.0,1.0,neutral,0.26,0.1629,,,,,Next Level Soccer Southeast 2014 Boys Blue,Dynamos SC 14B Gold,1
Dynamos SC 14B Gold,2024-09-15,Next Level Soccer Northwest 2014 Boys,3,2,1,0.5,0.5,neutral,0.155,0.1629,,,,,Next Level Soccer Northwest 2014 Boys,Dynamos SC 14B Gold,1
Dynamos SC 14B Gold,2024-09-14,14B Engilman,3,5,-2,-1.0,-1.0,neutral,0.203,0.1629,0.2413,0.34807042034451174,0.00021623056749304258,0.6517133490879953,14B Engilman,14B Engilman,0
Dynamos SC 14B SC,2025-09-28,14B Antunez Pre-MLS Next,6,2,4,2.0,2.0,good,0.178,0.3781,0.2657,0.7107849607834421,1.6018295860361212e-07,0.2892148790335994,Dynamos SC 14B SC,Dynamos SC 14B SC,1
Dynamos SC 14B SC,2025-09-21,U-12 (2014) Boys Pre Academy Blue,6,1,5,2.5,2.5,good,0.18,0.3781,0.2188,0.7814950248764138,1.1366306279267318e-13,0.21850497512347258,Dynamos SC 14B SC,Dynamos SC 14B SC,1
Dynamos SC 14B SC,2025-09-20,PRFC North Valley 14B PreAcademy,1,1,0,0.0,0.0,neutral,0.219,0.3781,0.293,0.6638747159883396,6.402866265195461e-05,0.33606125534900855,Dynamos SC 14B SC,Draw,0
Dynamos SC 14B SC,2025-09-07,Tuzos Royals 2014,1,2,-1,-0.5,-0.5,neutral,0.243,0.3781,0.4056,0.40984381556020016,0.07945934269508796,0.5106968417447119,Tuzos Royals 2014,Tuzos Royals 2014,0
Dynamos SC 14B SC,2025-09-06,Phoenix United 2015 Elite,5,1,4,2.0,2.0,good,0.182,0.3781,,,,,Phoenix United 2015 Elite,Dynamos SC 14B SC,1
Dynamos SC 14B SC,2025-09-06,14B GSA,3,3,0,0.0,0.0,neutral,0.309,0.3781,0.4119,0.40977880367373565,0.053210769634101866,0.5370104266921625,14B GSA,Draw,0
Dynamos SC 14B SC,2025-08-31,Tuzos Royals 2014,0,2,-2,-1.0,-1.0,neutral,0.243,0.3781,0.4056,0.40984381556020016,0.07945934269508796,0.5106968417447119,Tuzos Royals 2014,Tuzos Royals 2014,0
Dynamos SC 14B SC,2025-08-30,Southeast 2014 Boys Black,1,1,0,0.0,0.0,neutral,0.304,0.3781,0.5059,0.2645601726418961,2.628012670306895e-09,0.7354398247300912,Southeast 2014 Boys Black,Draw,0
