Team,Date,Opponent,GoalsFor,GoalsAgainst,GoalDiff,expected_gd,gd_delta,impact_bucket,Opponent_BaseStrength,PS_A,PS_B,P_A_win,P_Draw,P_B_win,PredictedWinner,ActualWinner,A_win_actual
14 Cityzens,2025-02-08,AZ Arsenal 14 Boys Teal SC,0,2,-2,-1.0,-1.0,neutral,0.21,0.1739,0.1766,0.41272176552609546,0.16554470210531685,0.42173353236858774,AZ Arsenal 14 Boys Teal SC,AZ Arsenal 14 Boys Teal SC,0
14 Cityzens,2025-02-07,CCV Stars 14 Boys West Orange,3,1,2,1.0,1.0,neutral,0.189,0.1739,0.2009,0.40975262497552134,0.08170241736558911,0.5085449576588895,CCV Stars 14 Boys West Orange,14 Cityzens,1
14 Cityzens,2025-01-25,Madison FC 14 Blue Boys,0,3,-3,-1.5,-1.5,weak,0.226,0.1739,0.2128,0.40764730479962746,0.03588876590692946,0.5564639292934431,Madison FC 14 Blue Boys,Madison FC 14 Blue Boys,0
14 Cityzens,2025-01-11,PRFC Southeast Valley 14B Predator,1,1,0,0.0,0.0,neutral,0.163,0.1739,0.218,0.4034073632305079,0.022525198162914317,0.5740674386065777,PRFC Southeast Valley 14B Predator,Draw,0
14 Cityzens,2025-01-11,Madison FC 14 Blue Boys,8,3,5,2.5,2.5,good,0.226,0.1739,0.2128,0.40764730479962746,0.03588876590692946,0.5564639292934431,Madison FC 14 Blue Boys,14 Cityzens,1
14 Cityzens,2024-12-15,14B Felix Nogales,8,3,5,2.5,2.5,good,0.221,0.1739,0.2148,0.4062567161863925,0.03023317894037582,0.5635101048732317,14B Felix Nogales,14 Cityzens,1
14 Cityzens,2024-12-14,PRFC Desert Foothills 14B Predator,6,2,4,2.0,2.0,good,0.136,0.1739,0.1013,0.6408846838211768,0.0005719779855867861,0.35854333819323636,14 Cityzens,14 Cityzens,1
14 Cityzens,2024-12-01,Legends FC AZ 14B Black,4,3,1,0.5,0.5,neutral,0.227,0.1739,0.279,0.30136603974769,9.349401767229444e-07,0.6986330253121334,Legends FC AZ 14B Black,14 Cityzens,1
14 Cityzens,2024-11-30,Tuzos Royals 14 Pre-Academy,5,3,2,1.0,1.0,neutral,0.265,0.1739,0.2602,0.33392708329421633,5.094825882336627e-05,0.6660219684469604,Tuzos Royals 14 Pre-Academy,14 Cityzens,1
14 Cityzens,2024-11-10,Madison FC 14 Blue Boys,2,3,-1,-0.5,-0.5,neutral,0.226,0.1739,0.2128,0.40764730479962746,0.03588876590692946,0.5564639292934431,Madison FC 14 Blue Boys,Madison FC 14 Blue Boys,0
14 Cityzens,2024-11-09,PRFC North Valley 14B Copa,2,3,-1,-0.5,-0.5,neutral,0.113,0.1739,0.1207,0.5996559413533994,0.00854227432517361,0.39180178432142704,14 Cityzens,PRFC North Valley 14B Copa,0
14 Cityzens,2024-11-09,Amore 2014 Boys,6,2,4,2.0,2.0,good,0.212,0.1739,0.2019,0.40992351056786336,0.07723306517834673,0.5128434242537899,Amore 2014 Boys,14 Cityzens,1
14 Cityzens,2024-11-08,Playmaker Futbol Academy 14B White,2,3,-1,-0.5,-0.5,neutral,0.145,0.1739,,,,,Playmaker Futbol Academy 14B White,Playmaker Futbol Academy 14B White,0
14 Cityzens,2024-11-08,Playmaker Futbol Academy 14B Gold,2,3,-1,-0.5,-0.5,neutral,0.165,0.1739,0.2112,0.408534886895788,0.04088233539217575,0.5505827777120361,Playmaker Futbol Academy 14B Gold,Playmaker Futbol Academy 14B Gold,0
14 Cityzens,2024-11-02,PRFC West Valley 14B Pre-Academy,0,3,-3,-1.5,-1.5,weak,0.176,0.1739,0.1614,0.4494204819117667,0.1439270496227137,0.4066524684655196,14 Cityzens,PRFC West Valley 14B Pre-Academy,0
14 Cityzens,2024-10-20,Phoenix United 2015 Academy,4,5,-1,-0.5,-0.5,neutral,0.279,0.1739,,,,,Phoenix United 2015 Academy,Phoenix United 2015 Academy,0
14 Cityzens,2024-10-20,Next Level Soccer Southeast 2014 Boys Green,2,1,1,0.5,0.5,neutral,0.27,0.1739,,,,,Next Level Soccer Southeast 2014 Boys Green,14 Cityzens,1
14 Cityzens,2024-10-20,Southeast 2014 Boys Green,2,1,1,0.5,0.5,neutral,0.258,0.1739,0.2247,0.3952814706291785,0.011241746069682763,0.5934767833011387,Southeast 2014 Boys Green,14 Cityzens,1
14 Cityzens,2024-10-19,Next Level Soccer Southeast 2014 Boys Green,1,2,-1,-0.5,-0.5,neutral,0.27,0.1739,,,,,Next Level Soccer Southeast 2014 Boys Green,Next Level Soccer Southeast 2014 Boys Green,0
14 Cityzens,2024-10-19,Southeast 2014 Boys Green,1,2,-1,-0.5,-0.5,neutral,0.258,0.1739,0.2247,0.3952814706291785,0.011241746069682763,0.5934767833011387,Southeast 2014 Boys Green,Southeast 2014 Boys Green,0
14 Cityzens,2024-10-18,Phoenix United 2014 Premier,5,1,4,2.0,2.0,good,0.248,0.1739,0.3443,0.20372071064126884,1.948263537920097e-15,0.7962792893587292,Phoenix United 2014 Premier,14 Cityzens,1
14 Cityzens,2024-10-18,Phoenix United FC 2014 Premier,5,1,4,2.0,2.0,good,0.206,0.1739,,,,,Phoenix United FC 2014 Premier,14 Cityzens,1
14 Cityzens,2024-10-12,Scottsdale 14 Sandsharks Select,0,11,-11,-5.5,-5.5,weak,0.476,0.1739,0.3048,0.2597631397702345,1.0780460026584414e-09,0.7402368591517194,Scottsdale 14 Sandsharks Select,Scottsdale 14 Sandsharks Select,0
14 Cityzens,2024-10-12,Scottsdale 14 Sandsharks,0,11,-11,-5.5,-5.5,weak,0.504,0.1739,,,,,Scottsdale 14 Sandsharks,Scottsdale 14 Sandsharks,0
14 Cityzens,2024-10-05,LAFC 14 BOYS,8,3,5,2.5,2.5,good,0.197,0.1739,,,,,LAFC 14 BOYS,14 Cityzens,1
14 Cityzens,2024-10-05,La Academia 14B,8,3,5,2.5,2.5,good,0.204,0.1739,0.2022,0.40996547726817234,0.07590616660662416,0.5141283561252036,La Academia 14B,14 Cityzens,1
14 Cityzens,2024-09-28,Phoenix Premier FC 14B SW,0,3,-3,-1.5,-1.5,weak,0.262,0.1739,,,,,Phoenix Premier FC 14B SW,Phoenix Premier FC 14B SW,0
14 Cityzens,2024-09-28,Phoenix Premier FC 14B SW Black,0,3,-3,-1.5,-1.5,weak,0.303,0.1739,0.2828,0.295004556587851,3.787693882994031e-07,0.7049950646427607,Phoenix Premier FC 14B SW Black,Phoenix Premier FC 14B SW Black,0
14 Cityzens,2024-09-27,AZEV B2014 (NAVY),1,3,-2,-1.0,-1.0,neutral,0.331,0.1739,0.2473,0.3570980664205441,0.0005023978540031435,0.6423995357254528,AZEV B2014 (NAVY),AZEV B2014 (NAVY),0
14 Cityzens,2024-09-21,14B Rueda,7,4,3,1.5,1.5,good,0.143,0.1739,0.1195,0.6026165479986426,0.007409055364636724,0.3899743966367207,14 Cityzens,14 Cityzens,1
14 Cityzens,2024-09-15,14B Rueda,1,4,-3,-1.5,-1.5,weak,0.143,0.1739,0.1195,0.6026165479986426,0.007409055364636724,0.3899743966367207,14 Cityzens,14B Rueda,0
14 Cityzens,2024-09-14,West Valley 2014 Boys Martinez Pre-Elite64,0,4,-4,-2.0,-2.0,weak,0.272,0.1739,0.2881,0.2862637019941505,1.0181085321935115e-07,0.7137361961949963,West Valley 2014 Boys Martinez Pre-Elite64,West Valley 2014 Boys Martinez Pre-Elite64,0
14 Cityzens,2024-09-13,15B NMarkette,2,5,-3,-1.5,-1.5,weak,0.163,0.1739,,,,,15B NMarkette,15B NMarkette,0
14 Cityzens,2024-09-07,PRFC Scottsdale 14B Predator,2,5,-3,-1.5,-1.5,weak,0.202,0.1739,0.1835,0.40728141753395286,0.15292548201309397,0.43979310045295317,PRFC Scottsdale 14B Predator,PRFC Scottsdale 14B Predator,0
14 ECNL #1,2025-05-25,State 48 FC Avondale 14 Black,5,0,5,2.5,2.5,good,0.189,,0.1815,,,,State 48 FC Avondale 14 Black,14 ECNL #1,1
14 ECNL #1,2025-05-24,FC Deportivo AZ 2014B (Gallegos),5,3,2,1.0,1.0,neutral,0.29,,0.3291,,,,FC Deportivo AZ 2014B (Gallegos),14 ECNL #1,1
14 ECNL #1,2025-04-27,CCV Stars 14 Boys North Pre-ECNL,2,0,2,1.0,1.0,neutral,0.229,,0.349,,,,CCV Stars 14 Boys North Pre-ECNL,14 ECNL #1,1
14 ECNL #1,2025-04-26,Dynamos SC 14B SC,1,5,-4,-2.0,-2.0,weak,0.297,,0.3781,,,,Dynamos SC 14B SC,Dynamos SC 14B SC,0
14 ECNL #1,2025-04-13,Excel Soccer Academy 14B Red,1,2,-1,-0.5,-0.5,neutral,0.278,,0.3705,,,,Excel Soccer Academy 14B Red,Excel Soccer Academy 14B Red,0
14 ECNL #1,2025-04-06,14 Pre-MLSN #2,2,2,0,0.0,0.0,neutral,0.268,,0.3148,,,,14 Pre-MLSN #2,Draw,0
14 ECNL #1,2025-04-06,14B NL #1,4,0,4,2.0,2.0,good,0.198,,0.1967,,,,14B NL #1,14 ECNL #1,1
14 ECNL #1,2025-04-05,CDO 14B Premier,9,0,9,4.5,4.5,good,0.183,,0.2101,,,,CDO 14B Premier,14 ECNL #1,1
14 ECNL #1,2025-03-22,14B Hinds,12,0,12,6.0,6.0,good,0.215,,0.1401,,,,14B Hinds,14 ECNL #1,1
14 ECNL #1,2025-03-22,Eagles F.C.,9,2,7,3.5,3.5,good,0.188,,0.1297,,,,Eagles F.C.,14 ECNL #1,1
14 ECNL #1,2025-03-15,14 Pre-MLSN #2,1,2,-1,-0.5,-0.5,neutral,0.268,,0.3148,,,,14 Pre-MLSN #2,14 Pre-MLSN #2,0
14 ECNL #1,2025-03-02,Dynamos SC 14B SC,1,4,-3,-1.5,-1.5,weak,0.297,,0.3781,,,,Dynamos SC 14B SC,Dynamos SC 14B SC,0
14 ECNL #1,2025-02-28,14B Rayados Blue AL,4,2,2,1.0,1.0,neutral,0.173,,0.3041,,,,14B Rayados Blue AL,14 ECNL #1,1
14 ECNL #1,2025-02-16,14 Pre-MLSN #2,5,1,4,2.0,2.0,good,0.268,,0.3148,,,,14 Pre-MLSN #2,14 ECNL #1,1
14 ECNL #1,2025-02-16,14B NL #1,9,0,9,4.5,4.5,good,0.198,,0.1967,,,,14B NL #1,14 ECNL #1,1
14 ECNL #1,2025-02-15,RSL-AZ Yuma 14 Boys Rodriguez,9,0,9,4.5,4.5,good,0.167,,0.2572,,,,RSL-AZ Yuma 14 Boys Rodriguez,14 ECNL #1,1
14 ECNL #1,2025-02-14,America 14b,8,0,8,4.0,4.0,good,0.183,,0.1832,,,,America 14b,14 ECNL #1,1
14 ECNL #1,2025-02-02,Playmaker Futbol Academy PRE-ECNL B14,3,0,3,1.5,1.5,good,0.207,,0.3025,,,,Playmaker Futbol Academy PRE-ECNL B14,14 ECNL #1,1
14 ECNL #1,2025-01-31,14B Negrete Pre MLS Next,7,2,5,2.5,2.5,good,0.229,,0.2812,,,,14B Negrete Pre MLS Next,14 ECNL #1,1
14 ECNL #1,2025-01-19,14B Negrete Pre MLS Next,3,2,1,0.5,0.5,neutral,0.229,,0.2812,,,,14B Negrete Pre MLS Next,14 ECNL #1,1
14 ECNL #1,2025-01-18,Pima Surf 2014 B Blue,6,0,6,3.0,3.0,good,0.204,,0.1565,,,,Pima Surf 2014 B Blue,14 ECNL #1,1
14 ECNL #1,2024-12-08,AZ Arsenal Pre-ECNL B14,1,7,-6,-3.0,-3.0,weak,0.293,,0.3191,,,,AZ Arsenal Pre-ECNL B14,AZ Arsenal Pre-ECNL B14,0
14 ECNL #1,2024-11-24,Southeast 2014 Boys Red,3,2,1,0.5,0.5,neutral,0.231,,0.3809,,,,Southeast 2014 Boys Red,14 ECNL #1,1
14 ECNL #1,2024-11-23,PRFC North Valley 14B PreAcademy,2,1,1,0.5,0.5,neutral,0.219,,0.293,,,,PRFC North Valley 14B PreAcademy,14 ECNL #1,1
14 ECNL #1,2024-11-23,14B Antunez Pre-MLS Next,3,2,1,0.5,0.5,neutral,0.178,,0.2657,,,,14B Antunez Pre-MLS Next,14 ECNL #1,1
14 ECNL #1,2024-10-27,CCV Stars 14 Boys West Pre-ECNL,7,0,7,3.5,3.5,good,0.194,,0.2799,,,,CCV Stars 14 Boys West Pre-ECNL,14 ECNL #1,1
14 ECNL #1,2024-10-26,Excel Soccer Academy 14B Red,3,4,-1,-0.5,-0.5,neutral,0.278,,0.3705,,,,Excel Soccer Academy 14B Red,Excel Soccer Academy 14B Red,0
14 ECNL #1,2024-10-20,PRFC North Valley 14B PreAcademy,2,4,-2,-1.0,-1.0,neutral,0.219,,0.293,,,,PRFC North Valley 14B PreAcademy,PRFC North Valley 14B PreAcademy,0
14 ECNL #1,2024-10-19,14B Antunez Pre-MLS Next,3,2,1,0.5,0.5,neutral,0.178,,0.2657,,,,14B Antunez Pre-MLS Next,14 ECNL #1,1
14 ECNL #1,2024-10-13,U-12 (2014) Boys Yuma Pre Academy,0,2,-2,-1.0,-1.0,neutral,0.23,,0.3425,,,,U-12 (2014) Boys Yuma Pre Academy,U-12 (2014) Boys Yuma Pre Academy,0
14 ECNL #1,2024-10-12,Dynamos SC 14B SC,3,2,1,0.5,0.5,neutral,0.297,,0.3781,,,,Dynamos SC 14B SC,14 ECNL #1,1
14 ECNL #1,2024-10-05,CCV Stars 14 Boys South Pre-ECNL,8,0,8,4.0,4.0,good,0.21,,0.2934,,,,CCV Stars 14 Boys South Pre-ECNL,14 ECNL #1,1
14 ECNL #1,2024-09-29,14 Pre-MLSN #2,1,1,0,0.0,0.0,neutral,0.268,,0.3148,,,,14 Pre-MLSN #2,Draw,0
14 ECNL #1,2024-09-28,14B JDeutsch Pre-MLS Next,2,1,1,0.5,0.5,neutral,0.241,,0.2659,,,,14B JDeutsch Pre-MLS Next,14 ECNL #1,1
14 ECNL #1,2024-09-22,FC Elite Arizona 2014 Boys (ARCHIVED),4,0,4,2.0,2.0,good,0.321,,0.3086,,,,FC Elite Arizona 2014 Boys (ARCHIVED),14 ECNL #1,1
14 ECNL #1,2024-09-21,FC Elite Arizona 2014 Boys (ARCHIVED),2,1,1,0.5,0.5,neutral,0.321,,0.3086,,,,FC Elite Arizona 2014 Boys (ARCHIVED),14 ECNL #1,1
14 ECNL #1,2024-09-20,CDO 14B Premier,8,0,8,4.0,4.0,good,0.183,,0.2101,,,,CDO 14B Premier,14 ECNL #1,1
14 ECNL #1,2024-09-01,Southeast 2014 Boys Red,6,1,5,2.5,2.5,good,0.231,,0.3809,,,,Southeast 2014 Boys Red,14 ECNL #1,1
14 ECNL #1,2024-08-31,Playmaker Futbol Academy PRE-ECNL B14,2,5,-3,-1.5,-1.5,weak,0.207,,0.3025,,,,Playmaker Futbol Academy PRE-ECNL B14,Playmaker Futbol Academy PRE-ECNL B14,0
14 ECNL #2,2025-05-25,Phoenix United 2014 Premier,9,0,9,4.5,4.5,good,0.248,,0.3443,,,,Phoenix United 2014 Premier,14 ECNL #2,1
14 ECNL #2,2025-05-25,Milan,8,0,8,4.0,4.0,good,0.146,,0.1092,,,,Milan,14 ECNL #2,1
14 ECNL #2,2025-05-24,FSC United 14 Boys,16,0,16,8.0,8.0,good,0.122,,0.1168,,,,FSC United 14 Boys,14 ECNL #2,1
14 ECNL #2,2025-05-24,Eagles F.C.,5,0,5,2.5,2.5,good,0.188,,0.1297,,,,Eagles F.C.,14 ECNL #2,1
14 ECNL #2,2025-04-27,AZSC 14B Perez,1,4,-3,-1.5,-1.5,weak,0.298,,0.3368,,,,AZSC 14B Perez,AZSC 14B Perez,0
14 ECNL #2,2025-04-26,14B GSA,3,5,-2,-1.0,-1.0,neutral,0.309,,0.4119,,,,14B GSA,14B GSA,0
14 ECNL #2,2025-04-12,14B Antunez Pre-MLS Next,2,3,-1,-0.5,-0.5,neutral,0.178,,0.2657,,,,14B Antunez Pre-MLS Next,14B Antunez Pre-MLS Next,0
14 ECNL #2,2025-04-06,CDO 14B Premier,3,2,1,0.5,0.5,neutral,0.183,,0.2101,,,,CDO 14B Premier,14 ECNL #2,1
14 ECNL #2,2025-04-06,14 Pre-MLSN #1,2,2,0,0.0,0.0,neutral,0.296,,0.3445,,,,14 Pre-MLSN #1,Draw,0
14 ECNL #2,2025-04-05,14B NL #1,5,1,4,2.0,2.0,good,0.198,,0.1967,,,,14B NL #1,14 ECNL #2,1
14 ECNL #2,2025-04-05,Deportivo Mexico 14B,5,1,4,2.0,2.0,good,0.158,,0.1257,,,,Deportivo Mexico 14B,14 ECNL #2,1
14 ECNL #2,2025-03-15,14 Pre-MLSN #1,2,1,1,0.5,0.5,neutral,0.296,,0.3445,,,,14 Pre-MLSN #1,14 ECNL #2,1
14 ECNL #2,2025-03-15,Eagles F.C.,6,0,6,3.0,3.0,good,0.188,,0.1297,,,,Eagles F.C.,14 ECNL #2,1
14 ECNL #2,2025-03-02,CCV Stars 14 Boys West Pre-ECNL,1,0,1,0.5,0.5,neutral,0.194,,0.2799,,,,CCV Stars 14 Boys West Pre-ECNL,14 ECNL #2,1
14 ECNL #2,2025-03-01,CCV Stars 14 Boys South Pre-ECNL,8,1,7,3.5,3.5,good,0.21,,0.2934,,,,CCV Stars 14 Boys South Pre-ECNL,14 ECNL #2,1
14 ECNL #2,2025-02-16,RSL-AZ Yuma 14 Boys Rodriguez,2,1,1,0.5,0.5,neutral,0.167,,0.2572,,,,RSL-AZ Yuma 14 Boys Rodriguez,14 ECNL #2,1
14 ECNL #2,2025-02-16,14 Pre-MLSN #1,1,5,-4,-2.0,-2.0,weak,0.296,,0.3445,,,,14 Pre-MLSN #1,14 Pre-MLSN #1,0
14 ECNL #2,2025-02-15,14B NL #1,6,1,5,2.5,2.5,good,0.198,,0.1967,,,,14B NL #1,14 ECNL #2,1
14 ECNL #2,2025-02-15,CDO 14B Premier,4,3,1,0.5,0.5,neutral,0.183,,0.2101,,,,CDO 14B Premier,14 ECNL #2,1
14 ECNL #2,2025-02-02,14B Negrete Pre MLS Next,3,2,1,0.5,0.5,neutral,0.229,,0.2812,,,,14B Negrete Pre MLS Next,14 ECNL #2,1
14 ECNL #2,2025-02-01,14B Rayados Blue AL,4,1,3,1.5,1.5,good,0.173,,0.3041,,,,14B Rayados Blue AL,14 ECNL #2,1
14 ECNL #2,2025-01-19,PRFC Southeast Valley 14B Predator-Central,2,0,2,1.0,1.0,neutral,0.168,,0.1757,,,,PRFC Southeast Valley 14B Predator-Central,14 ECNL #2,1
14 ECNL #2,2025-01-18,14B Moyer,1,2,-1,-0.5,-0.5,neutral,0.197,,0.2525,,,,14B Moyer,14B Moyer,0
14 ECNL #2,2024-12-08,PRFC North Valley 14B PreAcademy,2,3,-1,-0.5,-0.5,neutral,0.219,,0.293,,,,PRFC North Valley 14B PreAcademy,PRFC North Valley 14B PreAcademy,0
14 ECNL #2,2024-12-07,Excel Soccer Academy 14B Red,3,3,0,0.0,0.0,neutral,0.278,,0.3705,,,,Excel Soccer Academy 14B Red,Draw,0
14 ECNL #2,2024-11-24,AZSC 14B Perez,3,5,-2,-1.0,-1.0,neutral,0.298,,0.3368,,,,AZSC 14B Perez,AZSC 14B Perez,0
14 ECNL #2,2024-11-23,Northwest 2014 Boys,4,0,4,2.0,2.0,good,0.155,,0.1924,,,,Northwest 2014 Boys,14 ECNL #2,1
14 ECNL #2,2024-11-23,Dynamos SC 14B Gold,7,3,4,2.0,2.0,good,0.182,,0.1629,,,,Dynamos SC 14B Gold,14 ECNL #2,1
14 ECNL #2,2024-11-09,Dynamos SC 14B SC,0,6,-6,-3.0,-3.0,weak,0.297,,0.3781,,,,Dynamos SC 14B SC,Dynamos SC 14B SC,0
14 ECNL #2,2024-10-20,AZ Arsenal Pre-ECNL B14,2,7,-5,-2.5,-2.5,weak,0.293,,0.3191,,,,AZ Arsenal Pre-ECNL B14,AZ Arsenal Pre-ECNL B14,0
14 ECNL #2,2024-10-06,14B Antunez Pre-MLS Next,0,3,-3,-1.5,-1.5,weak,0.178,,0.2657,,,,14B Antunez Pre-MLS Next,14B Antunez Pre-MLS Next,0
14 ECNL #2,2024-10-05,14B JDeutsch Pre-MLS Next,1,5,-4,-2.0,-2.0,weak,0.241,,0.2659,,,,14B JDeutsch Pre-MLS Next,14B JDeutsch Pre-MLS Next,0
14 ECNL #2,2024-09-29,14 Pre-MLSN #1,1,1,0,0.0,0.0,neutral,0.296,,0.3445,,,,14 Pre-MLSN #1,Draw,0
14 ECNL #2,2024-09-28,Playmaker Futbol Academy PRE-ECNL B14,3,0,3,1.5,1.5,good,0.207,,0.3025,,,,Playmaker Futbol Academy PRE-ECNL B14,14 ECNL #2,1
14 ECNL #2,2024-09-22,14B NL #1,3,2,1,0.5,0.5,neutral,0.198,,0.1967,,,,14B NL #1,14 ECNL #2,1
14 ECNL #2,2024-09-21,Pima Surf 2014 B Blue,2,0,2,1.0,1.0,neutral,0.204,,0.1565,,,,Pima Surf 2014 B Blue,14 ECNL #2,1
14 ECNL #2,2024-09-01,2014B West,5,0,5,2.5,2.5,good,0.31,,0.4007,,,,2014B West,14 ECNL #2,1
14 ECNL #2,2024-09-01,Playmaker Futbol Academy 14B Black,7,0,7,3.5,3.5,good,0.204,,0.331,,,,Playmaker Futbol Academy 14B Black,14 ECNL #2,1
14 ECNL #2,2024-08-31,Tuzos Academy Mesa 2014,1,1,0,0.0,0.0,neutral,0.208,,0.1828,,,,Tuzos Academy Mesa 2014,Draw,0
14 ECNL #2,2024-08-31,PRFC West Valley 14B Pre-Academy,7,0,7,3.5,3.5,good,0.176,,0.1614,,,,PRFC West Valley 14B Pre-Academy,14 ECNL #2,1
14 Pre-MLSN #1,2025-10-04,Tuzos Royals 2014,3,0,3,1.5,1.5,good,0.243,0.3445,0.4056,0.37897904217232575,0.0031492114079946687,0.6178717464196797,Tuzos Royals 2014,14 Pre-MLSN #1,1
14 Pre-MLSN #1,2025-09-21,U-13 (2013) Boys Yuma Academy,2,3,-1,-0.5,-0.5,neutral,0.278,0.3445,,,,,U-13 (2013) Boys Yuma Academy,U-13 (2013) Boys Yuma Academy,0
14 Pre-MLSN #1,2025-09-21,14 Pre-MLSN #2,3,2,1,0.5,0.5,neutral,0.268,0.3445,0.3148,0.5200871316260363,0.06981478519328223,0.41009808318068147,14 Pre-MLSN #1,14 Pre-MLSN #1,1
14 Pre-MLSN #1,2025-09-20,FC Tucson Youth 13B NL,2,1,1,0.5,0.5,neutral,0.257,0.3445,,,,,FC Tucson Youth 13B NL,14 Pre-MLSN #1,1
14 Pre-MLSN #1,2025-09-19,Chelsea 13B,3,1,2,1.0,1.0,neutral,0.182,0.3445,,,,,Chelsea 13B,14 Pre-MLSN #1,1
14 Pre-MLSN #1,2025-08-31,Southeast 2014 Boys Black,1,3,-2,-1.0,-1.0,neutral,0.304,0.3445,0.5059,0.215649767629992,5.378198084185156e-14,0.7843502323699543,Southeast 2014 Boys Black,Southeast 2014 Boys Black,0
14 Pre-MLSN #1,2025-08-30,Dynamos SC 14B SC,3,3,0,0.0,0.0,neutral,0.297,0.3445,0.3781,0.4098216426531304,0.05397041009106755,0.5362079472558021,Dynamos SC 14B SC,Draw,0
14 Pre-MLSN #1,2025-08-30,Tuzos Royals 2014,2,2,0,0.0,0.0,neutral,0.243,0.3445,0.4056,0.37897904217232575,0.0031492114079946687,0.6178717464196797,Tuzos Royals 2014,Draw,0
14 Pre-MLSN #1,2025-05-25,State 48 FC 14 White,5,0,5,2.5,2.5,good,0.178,0.3445,,,,,State 48 FC 14 White,14 Pre-MLSN #1,1
14 Pre-MLSN #1,2025-05-24,FC Deportivo AZ 2014B (Gallegos),5,3,2,1.0,1.0,neutral,0.29,0.3445,0.3291,0.4600632639596204,0.1332008645513174,0.4067358714890622,14 Pre-MLSN #1,14 Pre-MLSN #1,1
14 Pre-MLSN #1,2025-05-24,AZSC 15B White,7,0,7,3.5,3.5,good,0.236,0.3445,,,,,AZSC 15B White,14 Pre-MLSN #1,1
14 Pre-MLSN #1,2025-04-27,CCV STARS 14 Boys Orange PEO,2,0,2,1.0,1.0,neutral,0.2,0.3445,,,,,CCV STARS 14 Boys Orange PEO,14 Pre-MLSN #1,1
14 Pre-MLSN #1,2025-04-26,Legends FC AZ 14B FC,1,5,-4,-2.0,-2.0,weak,0.301,0.3445,,,,,Legends FC AZ 14B FC,Legends FC AZ 14B FC,0
14 Pre-MLSN #1,2025-04-13,Excel Soccer Academy 14 Red,1,2,-1,-0.5,-0.5,neutral,0.289,0.3445,,,,,Excel Soccer Academy 14 Red,Excel Soccer Academy 14 Red,0
14 Pre-MLSN #1,2025-04-06,14 ECNL #2,2,2,0,0.0,0.0,neutral,0.303,0.3445,,,,,14 ECNL #2,Draw,0
14 Pre-MLSN #1,2025-04-05,CDO 14B Premier,9,0,9,4.5,4.5,good,0.183,0.3445,0.2101,0.7455845533486913,3.8420766593293855e-10,0.25441544626710083,14 Pre-MLSN #1,14 Pre-MLSN #1,1
14 Pre-MLSN #1,2025-03-22,14B Hinds,12,0,12,6.0,6.0,good,0.215,0.3445,0.1401,0.8368807419721235,1.3817321998564129e-21,0.16311925802787652,14 Pre-MLSN #1,14 Pre-MLSN #1,1
14 Pre-MLSN #1,2025-03-22,Eagles F.C.,9,2,7,3.5,3.5,good,0.188,0.3445,0.1297,0.8479226314286379,1.0880849521751902e-23,0.15207736857136211,14 Pre-MLSN #1,14 Pre-MLSN #1,1
14 Pre-MLSN #1,2025-03-15,14 ECNL #2,1,2,-1,-0.5,-0.5,neutral,0.303,0.3445,,,,,14 ECNL #2,14 ECNL #2,0
14 Pre-MLSN #1,2025-03-02,Legends FC AZ 14B FC,1,4,-3,-1.5,-1.5,weak,0.301,0.3445,,,,,Legends FC AZ 14B FC,Legends FC AZ 14B FC,0
14 Pre-MLSN #1,2025-02-16,14 ECNL #2,5,1,4,2.0,2.0,good,0.303,0.3445,,,,,14 ECNL #2,14 Pre-MLSN #1,1
14 Pre-MLSN #1,2025-02-02,Playmaker Futbol Academy 14B Black,3,0,3,1.5,1.5,good,0.204,0.3445,0.331,0.45298451975318904,0.14040407456056087,0.40661140568625004,14 Pre-MLSN #1,14 Pre-MLSN #1,1
14 Pre-MLSN #1,2025-01-31,14B Flores,7,2,5,2.5,2.5,good,0.211,0.3445,,,,,14B Flores,14 Pre-MLSN #1,1
14 Pre-MLSN #1,2025-01-19,14B Flores,3,2,1,0.5,0.5,neutral,0.211,0.3445,,,,,14B Flores,14 Pre-MLSN #1,1
14 Pre-MLSN #1,2024-12-08,AZ Arsenal Pre-ECNL B14,1,7,-6,-3.0,-3.0,weak,0.293,0.3445,0.3191,0.5016369922097946,0.08896953283856758,0.40939347495163786,14 Pre-MLSN #1,AZ Arsenal Pre-ECNL B14,0
14 Pre-MLSN #1,2024-11-24,Next Level Soccer Southeast 2014 Boys Red,3,2,1,0.5,0.5,neutral,0.235,0.3445,,,,,Next Level Soccer Southeast 2014 Boys Red,14 Pre-MLSN #1,1
14 Pre-MLSN #1,2024-11-23,PRFC North Valley 14B PreAcademy,2,1,1,0.5,0.5,neutral,0.219,0.3445,0.293,0.5953165352100948,0.010390871585021546,0.3942925932048838,14 Pre-MLSN #1,14 Pre-MLSN #1,1
14 Pre-MLSN #1,2024-11-23,14B JCFresquez Pre-MLS Next,3,2,1,0.5,0.5,neutral,0.198,0.3445,,,,,14B JCFresquez Pre-MLS Next,14 Pre-MLSN #1,1
14 Pre-MLSN #1,2024-10-26,Excel Soccer Academy 14 Red,3,4,-1,-0.5,-0.5,neutral,0.289,0.3445,,,,,Excel Soccer Academy 14 Red,Excel Soccer Academy 14 Red,0
