Rank,Team,PowerScore_adj,PowerScore,GP_Mult,SAO_norm,SAD_norm,SOS_norm,SOS_iterative_norm,GamesPlayed,GamesTotal,Status,is_active,LastGame
60,Southeast 2014 Boys Blue Next Level Soccer (AZ),0.183,0.1834,1.0,0.4204026053595887,0.49640088885004724,0.0,0.7513401116122362,30,40,Active,True,2025-10-04
61,Tuzos Academy Mesa 2014 FBSL,0.182,0.1819,1.0,0.5479643820395497,0.36170656910771565,0.0,0.5561632387187954,30,59,Active,True,2025-10-05
62,Tuzos 2014 Nava FBSL,0.181,0.2304,0.7836612788698953,0.7081405582996163,0.2366128207613502,0.069,0.2717296570579277,17,19,Active,True,2025-10-04
63,Playmaker Futbol Academy PRE-ECNL B14 Playmaker Futbol Academy,0.179,0.1934,0.9259454627568515,0.4898008164608783,0.4771810116244544,0.0,0.8242358197698403,19,31,Active,True,2025-09-28
64,AZ Arsenal 14 Boys Teal CB Arizona Arsenal Soccer Club,0.178,0.1781,1.0,0.473031019856014,0.21330321906029787,0.068,0.2868210062855341,30,38,Active,True,2025-09-06
65,U-12 (2014) Boys Pre Academy Blue SC del Sol,0.177,0.177,1.0,0.46922486102739186,0.4156594076598668,0.0,0.6027128827799885,30,40,Active,True,2025-10-05
66,CDO 14B Premier Canyon Del Oro Soccer Club,0.176,0.176,1.0,0.4643987955619079,0.4157795471419262,0.0,0.5581041613290806,30,33,Active,True,2025-10-05
67,Playmaker Futbol Academy 14B Gold Playmaker Futbol Academy,0.173,0.1731,1.0,0.5867072549342052,0.2789560181323479,0.0,0.535838233664245,30,76,Active,True,2025-09-28
68,Select 14B Red AZFC,0.172,0.1722,1.0,0.3723711996544365,0.48873984064292436,0.0,0.23483717992408595,29,31,Active,True,2025-10-04
69,State 48 FC Avondale 14 Black State 48 FC,0.172,0.1723,1.0,0.3119604192381482,0.5497016663214603,0.0,0.39340018176952013,30,36,Active,True,2025-10-04
70,Tuzos Royals 2014 FBSL,0.17,0.1697,1.0,0.23798764080634877,0.6105932168692654,0.0,0.8164483919799138,30,89,Active,True,2025-10-04
71,Dynamos SC 14B Gold Dynamos SC,0.168,0.1678,1.0,0.4583850361685899,0.38059195450210204,0.0,0.5927809671271187,30,45,Active,True,2025-10-05
72,CCV Stars 14 Boys North Navy CCV STARS,0.163,0.1633,1.0,0.3664577675894897,0.33302378226426493,0.039,0.2795174091504704,23,27,Active,True,2025-10-04
73,PRFC North Valley 14B PreAcademy Phoenix Rising FC North Valley,0.162,0.1618,1.0,0.26958646570154865,0.5392875073585296,0.0,0.8582669020699476,30,52,Active,True,2025-10-04
74,AZ Inferno 14 Boys Black AZ Inferno,0.161,0.1612,1.0,0.5390519270916752,0.26713515156502604,0.0,0.40615685729506557,30,56,Active,True,2025-10-04
75,AZ Arsenal Pre-ECNL B14 Arizona Arsenal Soccer Club,0.159,0.1592,1.0,0.34255597313635183,0.45328407495611867,0.0,0.8292036434903726,30,51,Active,True,2025-09-28
76,PRFC Scottsdale 14B Predator Phoenix Rising FC,0.152,0.1518,1.0,0.40921830411218213,0.3497201087983425,0.0,0.40948572668339256,30,43,Active,True,2025-09-20
77,PRFC North Valley 14B Predator Phoenix Rising FC North Valley,0.152,0.1525,1.0,0.3732649799127317,0.3890456525489884,0.0,0.5472055530810093,30,56,Active,True,2025-09-27
78,PRFC Southeast Valley 14B Predator-Central Phoenix Rising FC,0.152,0.152,1.0,0.29713997571716727,0.462998059398861,0.0,0.5230389479721949,30,46,Active,True,2025-09-13
79,Verde Valley United FC,0.15,0.2097,0.7155417527999328,0.3446977778539592,0.7035529431862434,0.0,0.3312327724160574,16,20,Active,True,2025-05-25
80,AZ Arsenal 14 Boys Teal SC Arizona Arsenal Soccer Club,0.15,0.1505,1.0,0.32167199764716486,0.4308562426191726,0.0,0.36854280315926224,30,43,Active,True,2025-10-04
81,14B Hermanson AL RSL-AZ Southern AZ,0.149,0.1488,1.0,0.29793657582246985,0.44594396279893483,0.0,0.3345143375013984,30,41,Active,True,2025-10-04
82,FC Elite Arizona 2014 Boys - Martinez FC Elite Arizona,0.147,0.417,0.3535533905932738,0.8921458002603075,0.9137865198526628,0.093,0.13469050220582512,10,10,Active,True,2025-09-28
83,2014 Boys Blue Thunderbird FC,0.146,0.1458,1.0,0.28907928317955506,0.439739580555717,0.0,0.2343787980207592,30,40,Active,True,2025-09-20
84,14B Hinds RSL-AZ Southern AZ,0.144,0.1438,1.0,0.35437808840408525,0.36466625568015415,0.0,0.24157446981291017,30,33,Active,True,2025-09-21
85,U-12 (2014) Boys Yuma Pre Academy SC del Sol,0.144,0.201,0.7155417527999328,0.30644634474860954,0.6985368650660995,0.0,0.573738991664968,16,20,Active,True,2025-09-07
86,Tuzos Halcones 2014 FBSL,0.142,0.1416,1.0,0.4919500343642682,0.21628947835070148,0.0,0.4950127693834065,30,42,Active,True,2025-10-05
87,Select 14B Yavapai Soccer,0.141,0.141,1.0,0.42531805130323797,0.2798446297840206,0.0,0.29511964855691075,30,34,Active,True,2025-10-04
88,SFC XOLOS ARIZONA 2014 Spartans FC (AZ),0.137,0.2938,0.46475800154489,0.8260395305772209,0.5797716707774034,0.021,0.3899388462345569,12,12,Active,True,2025-10-04
89,14B NL #1 FC Tucson Youth Soccer,0.136,0.174,0.7836612788698953,0.43187564961950753,0.4382832670984175,0.0,0.43948006011224366,17,19,Active,True,2025-09-21
90,PRFC Scottsdale 14B Copa Phoenix Rising FC,0.136,0.1361,1.0,0.34893726508813144,0.22952773137443272,0.034,0.3332552204601914,30,39,Active,True,2025-09-20
91,CCV Stars 14 Boys North Orange CCV STARS,0.134,0.1339,1.0,0.239236141426346,0.4301596454264197,0.0,0.5685228341046472,30,40,Active,True,2025-10-04
92,AZ Arsenal 14 Boys Teal MC Arizona Arsenal Soccer Club,0.133,0.1326,1.0,0.29506876210421246,0.3681537942405064,0.0,0.24273597898126326,23,24,Active,True,2025-09-21
93,PRFC North Valley 14B Copa Phoenix Rising FC North Valley,0.13,0.1296,1.0,0.38978810329347574,0.21330321906029787,0.015,0.34777989279875177,30,43,Active,True,2025-04-27
94,Eagles F.C. Renegades Soccer Club,0.127,0.1271,1.0,0.20994093669870229,0.42561745556314257,0.0,0.25443708064314163,28,29,Active,True,2025-09-21
95,Synergy FC 14 B Synergy FC AZ,0.124,0.1237,1.0,0.21425048830830654,0.39804837720727504,0.002,0.29617944842182703,30,41,Active,True,2025-09-27
96,14B Felix Nogales RSL-AZ Southern AZ,0.123,0.2098,0.5856620185738528,0.658295662818517,0.39079924726035786,0.0,0.19925639227864678,14,17,Active,True,2025-09-28
97,East Valley NSFC 14 Boys Tiggs East Valley/NSFC,0.123,0.1226,1.0,0.2705144648775512,0.21330321906029787,0.043,0.28049553875179706,27,29,Active,True,2025-09-13
98,14B Blue #1 FC Tucson Youth Soccer,0.122,0.1702,0.7155417527999328,0.28240331310116373,0.5685156975336407,0.0,0.22142719814757036,16,20,Active,True,2025-09-21
99,CAC 14/15B (Conroy) Coronado Athletic Club,0.121,0.1214,1.0,0.38802979218878825,0.21914173795279082,0.0,0.23886347160067298,30,42,Active,True,2025-09-28
100,East Valley NSFC 14 Boys Aguirre East Valley/NSFC,0.119,0.1193,1.0,0.2960002935780691,0.3004188625422419,0.0,0.6121745741236381,30,59,Active,True,2025-09-20
101,Northwest 2014 Boys Next Level Soccer (AZ),0.117,0.1168,1.0,0.20994093669870229,0.3741347169715672,0.0,0.6944863833133601,30,46,Active,True,2025-04-26
102,FSC United 14 Boys Flagstaff SC,0.116,0.1162,1.0,0.3675181034972884,0.21330321906029787,0.0,0.2974094632451604,30,45,Active,True,2025-09-28
103,Hustle Hard 2014- Boys FBSL,0.114,0.1135,1.0,0.20994093669870229,0.31562690998207993,0.014,0.2542668582310499,24,29,Active,True,2025-04-13
104,14B Geoff RSL-AZ Southern AZ,0.111,0.1111,1.0,0.25054130101059136,0.3049004863793608,0.0,0.18003397913555572,24,26,Active,True,2025-09-21
105,Phoenix Premier FC 14B White Phoenix Premier FC,0.109,0.1088,1.0,0.23719332811359947,0.26198183664776653,0.015,0.2649929008046443,28,32,Active,True,2025-04-19
106,PRFC Southeast Valley 14B Pre-Academy Phoenix Rising FC,0.108,0.1075,1.0,0.25606207006070086,0.281386036693002,0.0,0.5475449879953914,30,43,Active,True,2025-10-04
107,CCV Stars 14 Boys South Orange CCV STARS,0.107,0.1071,1.0,0.28272489856723865,0.2527868515691738,0.0,0.2635269839469578,30,38,Active,True,2025-10-04
108,PRFC West Valley 14B Pre-Academy Phoenix Rising FC,0.107,0.1067,1.0,0.20994093669870229,0.3235534870993281,0.0,0.4536148092022725,30,54,Active,True,2025-09-21
109,14B NL #2 FC Tucson Youth Soccer,0.105,0.2957,0.3535533905932738,0.5647340645943212,0.9137865198526628,0.0,0.16153705321809175,10,12,Active,True,2025-09-21
110,14B Midhaan RSL-AZ North,0.105,0.1046,1.0,0.3050940421380386,0.21783207568205648,0.0,0.23960113613084852,26,27,Active,True,2025-09-14
111,14 Cityzens Scottsdale City FC,0.105,0.105,1.0,0.21326281252678211,0.311591037003133,0.0,0.3720443401664592,30,71,Active,True,2025-10-04
112,Milan AYSO 350 Alliance,0.105,0.1053,1.0,0.20994093669870229,0.31672364124890795,0.0,0.23387113452099073,28,34,Active,True,2025-09-28
113,14B Rueda RSL-AZ South,0.101,0.1007,1.0,0.22537826358500387,0.27829267822381737,0.0,0.3809614117500091,24,29,Active,True,2025-10-04
114,Phoenix Valley Soccer Club boys 2014 Phoenix Valley,0.093,0.0931,1.0,0.24087973389917758,0.22440876970915496,0.0,0.3453989694330976,30,35,Active,True,2025-09-20
115,14B Antunez Pre-MLS Next RSL-AZ North,0.092,0.0919,1.0,0.20994093669870229,0.24941651184904817,0.0,0.9040453784776639,26,35,Active,True,2025-10-05
116,Deportivo Mexico 14B Renegades Soccer Club,0.091,0.1273,0.7155417527999328,0.311791779039868,0.32477540659376214,0.0,0.2577799104861087,16,17,Active,True,2025-09-28
117,PRFC Desert Foothills 14B Predator Phoenix Rising Desert Foothills,0.09,0.09,1.0,0.23673394353179816,0.2134176587193386,0.0,0.36281624193038076,29,36,Active,True,2025-10-04
118,14B Laroussi RSL-AZ South,0.089,0.1513,0.5856620185738528,0.35702805726442544,0.21330321906029787,0.062,0.32039291023089334,14,17,Active,True,2025-09-27
119,Tuzos Titanes 2014 FBSL,0.088,0.0879,1.0,0.22101522602765297,0.2187108083094803,0.0,0.286038491945552,23,25,Active,True,2025-09-20
120,Monsters 2014 United Latinos SC,0.087,0.3455,0.2529822128134704,0.8921458002603075,0.8352911187346352,0.0,0.24575563686669605,8,12,Active,True,2025-09-20
121,FC Arizona 14B Black GFC Suenaga U12 FC Arizona,0.086,0.2859,0.3018691769624716,0.8847033748113123,0.5450373892633733,0.0,0.44519893751578904,9,9,Active,True,2025-10-04
122,VSC 2014 Boys White Vail SC,0.081,0.138,0.5856620185738528,0.2929334981232691,0.3969697460762697,0.0,0.2289639326422266,14,18,Active,True,2025-09-21
123,ASA 014B Magic Arizona Soccer Academy,0.078,0.1194,0.649519052838329,0.20994093669870229,0.21330321906029787,0.058,0.20529574354201774,15,18,Active,True,2025-09-20
124,Pima Surf 2014 B Blue Pima County Surf Soccer Club,0.074,0.1598,0.46475800154489,0.3881718947055375,0.4109897965451799,0.0,0.4670956842531278,12,14,Active,True,2025-10-05
125,FC Elite Arizona 2014 Boys - Urbina FC Elite Arizona,0.074,0.1817,0.4078909167902615,0.322479922694632,0.585882985252771,0.0,0.5276088765836603,11,11,Active,True,2025-09-28
126,Pima Surf 2014 B White Pima County Surf Soccer Club,0.063,0.7081,0.0894427190999916,0.2664667852460251,0.27426607623406635,1.0,,4,4,Provisional,True,2025-09-13
127,AZ Inferno 14 Boys Blue AZ Inferno,0.059,0.2331,0.2529822128134704,0.4418359197246755,0.3456381129356882,0.126,0.14970925478708164,8,8,Active,True,2025-10-04
128,14B Rayados Blue AL RSL-AZ Southern AZ,0.057,0.1885,0.3018691769624716,0.4791698836459441,0.4635278060996163,0.0,0.7379424296187891,9,14,Active,True,2025-10-05
129,RSL-AZ Yuma 14 Boys Rodriguez RSL-AZ Yuma,0.057,0.1617,0.3535533905932738,0.4398411088105406,0.36878887128144217,0.0,0.5008443692638626,10,13,Active,True,2025-08-17
130,America 14b Renegades Soccer Club,0.051,0.2006,0.2529822128134704,0.5782538652498368,0.3048045274440868,0.04,0.2955252010272233,8,11,Active,True,2025-09-28
131,Madison FC 14 White Boys Madison FC,0.049,0.2359,0.20706279240848655,0.6333545241047993,0.54617071804911,0.0,0.19323543024500373,7,7,Active,True,2025-09-13
132,FC Sonora 14' B Dynamo FC Sonora,0.044,0.107,0.4078909167902615,0.2621221142076429,0.2728900923514488,0.0,0.26798952045421987,11,13,Active,True,2025-09-28
133,PSC 2014B Paladin Soccer Club,0.029,0.1791,0.1643167672515498,0.2578929150892684,0.6376163989466188,0.0,0.4251780154701263,6,6,Active,True,2025-09-27
134,SCUM East Valley 14B Ninjas SC Union Maricopa Academy,0.029,0.174,0.1643167672515498,0.20994093669870229,0.21330321906029787,0.149,0.27982762595022614,6,6,Active,True,2025-09-06
135,AZSC 2014/2015B Navy Arizona Soccer Club,0.028,0.1677,0.1643167672515498,0.46523295439031315,0.3734576638924997,0.0,0.1648334350724257,6,6,Active,True,2025-10-04
136,FC ARIZONA PRE ECNL RL B14 FC Arizona,0.027,0.298,0.0894427190999916,0.5817692474899828,0.908385202385899,0.0,0.5509462402752522,4,4,Provisional,True,2025-09-28
137,Gila Valley Ninjas AYSO 350 Alliance,0.025,0.2759,0.0894427190999916,0.694196487009379,0.6855205370179268,0.0,0.26953181035320234,4,4,Provisional,True,2025-09-21
138,State 48 FC Avondale 14 White State 48 FC,0.024,0.1461,0.1643167672515498,0.30544797262287227,0.4249180146121846,0.0,0.25759244214396115,6,6,Active,True,2025-09-27
139,PSC 2014/15B Paladin Soccer Club,0.024,0.1888,0.125,0.2646592288856762,0.2951620529286625,0.128,0.0,5,7,Provisional,True,2025-09-20
140,Tuzos Chandler 2014 boys FBSL,0.022,0.1355,0.1643167672515498,0.3933718710160419,0.2839542452610057,0.0,0.5858797480691684,6,6,Active,True,2025-10-04
141,Pumas Tucson 14B Renegades Soccer Club,0.021,0.2321,0.0894427190999916,0.536519208351204,0.623884634788306,0.0,0.28977203150493036,4,4,Provisional,True,2025-09-21
142,Phoenix Premier FC 14B Pre MLS Next AD Phoenix Premier FC,0.017,0.139,0.125,0.3692289765957626,0.3256432487061532,0.0,0.7681522763979688,5,5,Provisional,True,2025-09-20
143,ESC - Boys Chandler 15/16 Epic Soccer Club,0.016,0.1742,0.0894427190999916,0.24664787444516664,0.26148095932930293,0.121,0.48325735756701343,4,4,Provisional,True,2025-04-27
144,Bala FC - 2014B Bala FC,0.015,0.2573,0.05809475019311125,0.4905302628205388,0.4598350988915884,0.112,0.2467670571776054,3,3,Provisional,True,2025-09-14
145,Spartak Academy 2014 Boys Spartak Academy,0.014,0.1543,0.0894427190999916,0.4419921668034479,0.32932342131763515,0.0,0.16588586015976806,4,4,Provisional,True,2025-10-04
146,Milan B AYSO 350 Alliance,0.012,0.2048,0.05809475019311125,0.2729227030206756,0.2980671016762067,0.151,0.2771301891718054,3,3,Provisional,True,2025-09-28
147,Jedi 14B Renegades Soccer Club,0.01,0.1793,0.05809475019311125,0.3373543026034905,0.5592969996411967,0.0,0.205380190190917,3,3,Provisional,True,2025-09-21
148,Tuzos Nogales 2014 FBSL,0.01,0.167,0.05809475019311125,0.30370883993386305,0.5313056840918705,0.0,0.18334336885839342,3,3,Provisional,True,2025-09-21
