Rank,Team,Club,Team_ID,State,Gender,Age_Group,Games Played,Wins,Losses,Ties,Goals For,Goals Against,Goal Differential,Goals For/Game,Goals Against/Game,Offense Score,Adj Defense Score,SOS,Raw Power,Power Score,Opponents_Count
13,14B GSA,RSL-AZ North,404655,AZ,M,U12,133,105,16,12,612,261,351,1.4646616541353383,0.6428571428571429,1.4646616541353383,0.3571428571428571,1.3335695301689843,1.0165690742715694,1.0165690742715694,133
14,AZ Arsenal Pre-ECNL B14,Arizona Arsenal Soccer Club,130653,AZ,M,U12,81,52,26,3,325,168,157,1.5543209876543211,0.6765432098765434,1.5543209876543211,0.32345679012345663,1.2086881228276913,1.0063386973735895,1.0063386973735895,81
15,SFC XOLOS ARIZONA 2014,Spartans FC (AZ),584054,AZ,M,U12,15,12,2,1,61,32,29,2.26,1.1733333333333333,2.26,-0.17333333333333334,1.3330827898625255,1.1157706974656314,1.0041936277190684,15
16,PRFC Scottsdale 14B Pre-Academy,Phoenix Rising FC,129148,AZ,M,U12,75,50,21,4,325,139,186,1.508,0.6306666666666667,1.508,0.3693333333333333,1.1932653075877437,1.002316326896936,1.002316326896936,75
17,2014B West,Phoenix United Futbol Club,499398,AZ,M,U12,81,58,17,6,358,160,198,1.4790123456790125,0.6765432098765433,1.4790123456790125,0.32345679012345674,1.2952133838529472,0.9997292718891627,0.9997292718891627,81
18,Phoenix Premier FC 14B SW Black,Phoenix Premier FC,502513,AZ,M,U12,57,32,23,2,240,139,101,1.6912280701754387,0.8228070175438598,1.6912280701754387,0.17719298245614024,1.1154072681840794,0.979509711782862,0.979509711782862,57
19,AZSC 2014B Pre-NL Premier 2,Arizona Soccer Club,79991,AZ,M,U12,29,20,5,4,96,33,63,1.3103448275862069,0.4931034482758621,1.3103448275862069,0.506896551724138,1.1401449209757926,0.9665017474853275,0.9665017474853275,29
20,PSG 14B Blue,Paris Saint-Germain Academy Phoenix,253741,AZ,M,U12,67,40,14,13,281,140,141,1.4850746268656716,0.7164179104477613,1.4850746268656716,0.28358208955223874,1.1972280266921305,0.962553275329749,0.962553275329749,67
21,AZEV B2014 (NAVY),AYSO United (AZ),342294,AZ,M,U12,84,62,15,7,320,126,194,1.3190476190476192,0.530952380952381,1.3190476190476192,0.46904761904761905,1.147118971048565,0.9573154570478556,0.9573154570478556,84
22,America 14b,Renegades Soccer Club,547554,AZ,M,U12,14,5,9,0,50,46,4,2.3285714285714283,1.9285714285714286,2.3285714285714283,-0.9285714285714286,2.1301836181776643,1.057545904544416,0.9517913140899744,14
23,Madison FC 14 Gold Boys,Madison FC,96965,AZ,M,U12,81,53,17,11,301,122,179,1.2925925925925927,0.5407407407407407,1.2925925925925927,0.45925925925925926,1.1560625113254575,0.9459600722758089,0.9459600722758089,81
24,FC Elite Arizona 2014 Boys (ARCHIVED),FC Elite Arizona,488139,AZ,M,U12,35,24,8,3,105,37,68,1.1857142857142857,0.4885714285714286,1.1857142857142857,0.5114285714285713,1.1800732349350773,0.9314468801623407,0.9314468801623407,35
25,AZEV B2014 (WHITE),AYSO United (AZ),368573,AZ,M,U12,54,35,11,8,224,126,98,1.5555555555555556,0.862962962962963,1.5555555555555556,0.13703703703703696,1.1324954101097955,0.9178460747496711,0.9178460747496711,54
26,RSL-AZ Yuma 14 Boys Quinonez,RSL-AZ Yuma,256692,AZ,M,U12,30,18,10,2,117,94,23,1.9166666666666667,1.2333333333333334,1.9166666666666667,-0.2333333333333334,1.1272253603467521,0.913056340086688,0.913056340086688,30
27,FC ARIZONA PRE ECNL RL B14,FC Arizona,633380,AZ,M,U12,4,3,0,1,12,4,8,2.0999999999999996,0.7,2.0999999999999996,0.30000000000000004,1.2693834023763322,1.217345850594083,0.9130093879455623,4
28,Real Arizona 2014,Real Arizona FC,170375,AZ,M,U12,51,32,14,5,231,124,107,1.6019607843137256,0.9647058823529412,1.6019607843137256,0.03529411764705881,1.1625913525171285,0.9046184263645762,0.9046184263645762,51
29,Tuzos Royals 14 Pre-Academy,FBSL,435521,AZ,M,U12,69,51,16,2,217,110,107,1.1405797101449275,0.5478260869565218,1.1405797101449275,0.4521739130434782,1.150295099937731,0.8848563836800849,0.8848563836800849,69
30,West Valley 2014 Boys Martinez Pre-Elite64,RSL-AZ West Valley,385131,AZ,M,U12,59,33,24,2,204,111,93,1.2271186440677968,0.7203389830508474,1.2271186440677968,0.2796610169491526,1.2702799016603528,0.8826123482964443,0.8826123482964443,59
31,14 Pre-MLSN #1,FC Tucson Youth Soccer,499119,AZ,M,U12,29,16,9,4,102,63,39,1.3862068965517242,0.9275862068965518,1.3862068965517242,0.0724137931034482,1.3362270136442242,0.8810395120317458,0.8810395120317458,29
32,Excel Soccer Academy 14B Red,Excel Soccer Academy,188448,AZ,M,U12,72,44,21,7,222,129,93,1.1027777777777779,0.6819444444444446,1.1027777777777779,0.3180555555555554,1.3392165200665458,0.8676166300166365,0.8676166300166365,72
33,AZSC 14B Perez,Arizona Soccer Club,80004,AZ,M,U12,67,40,20,7,250,136,114,1.2328358208955226,0.746268656716418,1.2328358208955226,0.25373134328358204,1.2186058090429994,0.8621141388279141,0.8621141388279141,67
34,Dynamos SC 14B SC,Dynamos SC,126725,AZ,M,U12,34,15,8,11,82,57,25,1.1235294117647059,0.7147058823529412,1.1235294117647059,0.2852941176470588,1.3340980928875077,0.8618333467512886,0.8618333467512886,34
35,Kingman SC B14 McGill,Kingman SC,195296,AZ,M,U12,26,14,8,4,66,57,9,1.3923076923076925,0.8115384615384615,1.3923076923076925,0.18846153846153846,1.0648102417585572,0.8589910219781008,0.8589910219781008,26
36,14B Velasco,RSL-AZ South,82310,AZ,M,U12,54,31,15,8,174,95,79,1.1740740740740743,0.6981481481481482,1.1740740740740743,0.3018518518518518,1.2006182028709154,0.8536267729399512,0.8536267729399512,54
37,Phoenix United 2014 Premier,Phoenix United Futbol Club,415876,AZ,M,U12,81,43,28,10,261,177,84,1.1098765432098767,0.6950617283950619,1.1098765432098767,0.30493827160493814,1.2714291342733761,0.8484128391238996,0.8484128391238996,81
38,14 Pre-MLSN #2,FC Tucson Youth Soccer,499128,AZ,M,U12,32,17,13,2,117,67,50,1.3718750000000002,0.903125,1.3718750000000002,0.09687500000000004,1.1822222050152522,0.8463368012538132,0.8463368012538132,32
39,Southeast 2014 Boys Blue,Next Level Soccer (AZ),448054,AZ,M,U12,74,41,30,3,248,169,79,1.0972972972972976,0.7500000000000001,1.0972972972972976,0.2499999999999999,1.3493849555231499,0.842582725367274,0.842582725367274,74
40,Playmaker Futbol Academy 14B Black,Playmaker Futbol Academy,391035,AZ,M,U12,87,40,37,10,253,216,37,1.093103448275862,0.7908045977011495,1.093103448275862,0.20919540229885047,1.403072421083464,0.8391301742363831,0.8391301742363831,87
41,Gila Valley Ninjas,AYSO 350 Alliance,639388,AZ,M,U12,6,4,2,0,22,12,10,2.5666666666666664,1.3999999999999997,2.5666666666666664,-0.3999999999999997,1.1434782608695648,1.0983695652173913,0.8237771739130435,6
42,14B NL #1,FC Tucson Youth Soccer,515148,AZ,M,U12,16,10,6,0,49,26,23,1.59375,0.8625,1.59375,0.13749999999999996,1.0335500804973154,0.9076062701243288,0.816845643111896,16
43,14B NL #2,FC Tucson Youth Soccer,515151,AZ,M,U12,15,10,5,0,41,17,24,1.5666666666666667,0.7133333333333333,1.5666666666666667,0.28666666666666674,0.8304298771404335,0.9026074692851085,0.8123467223565977,15
44,Legends FC AZ 14B Black,Dynamos SC,166816,AZ,M,U12,82,43,36,3,246,205,41,1.1341463414634145,0.823170731707317,1.1341463414634145,0.17682926829268297,1.2764354813878958,0.8107247240055105,0.8107247240055105,82
45,Southeast 2014 Boys Red,Next Level Soccer (AZ),314607,AZ,M,U12,96,53,39,4,260,191,69,0.8958333333333335,0.6677083333333335,0.8958333333333335,0.33229166666666654,1.3713128479995547,0.8033750869998887,0.8033750869998887,96
46,Brazas 2014 Boys Black Marcos,Brazas Futebol Club,138967,AZ,M,U12,47,23,15,9,122,101,21,1.102127659574468,0.7978723404255319,1.102127659574468,0.2021276595744681,1.229102485820044,0.796371366135862,0.796371366135862,47
47,Verde Valley United FC,Unknown,452848,AZ,M,U12,25,10,7,8,54,44,10,1.1119999999999999,0.8,1.1119999999999999,0.19999999999999996,1.1844739241596356,0.7881184810399088,0.7881184810399088,25
48,Southeast 2014 Boys Green,Next Level Soccer (AZ),514142,AZ,M,U12,62,33,20,9,188,126,62,1.103225806451613,0.7774193548387097,1.103225806451613,0.22258064516129028,1.1419825039274423,0.7826730453366992,0.7826730453366992,62
49,14B Moyer,RSL-AZ South,251057,AZ,M,U12,31,14,15,2,69,72,-3,1.1451612903225807,0.9161290322580646,1.1451612903225807,0.08387096774193536,1.2830098072233591,0.7816395485800333,0.7816395485800333,31
50,Phoenix United 2014 Academy,Phoenix United Futbol Club,518095,AZ,M,U12,38,21,10,7,122,71,51,1.173684210526316,0.8342105263157895,1.173684210526316,0.1657894736842105,1.105793607235259,0.7787510333877623,0.7787510333877623,38
51,Tuzos Royals 2014,FBSL,365177,AZ,M,U12,107,56,34,17,274,219,55,0.7906542056074767,0.7074766355140188,0.7906542056074767,0.29252336448598115,1.4879751458187316,0.7781853752397296,0.7781853752397296,107
52,PRFC Desert Foothills 14B Pre-Academy,Phoenix Rising Desert Foothills,87271,AZ,M,U12,76,36,34,6,227,181,46,1.0223684210526316,0.8407894736842106,1.0223684210526316,0.15921052631578936,1.2887667236640115,0.7652837861791607,0.7652837861791607,76
53,14B Negrete Pre MLS Next,RSL-AZ Southern AZ,178324,AZ,M,U12,24,11,8,5,75,51,24,1.1041666666666667,0.8708333333333332,1.1041666666666667,0.12916666666666676,1.145913016349672,0.748978254087418,0.748978254087418,24
54,Playmaker Futbol Academy PRE-ECNL B14,Playmaker Futbol Academy,78337,AZ,M,U12,29,13,14,2,75,78,-3,1.0931034482758621,1.096551724137931,1.0931034482758621,-0.096551724137931,1.4432752673338622,0.7345257133851897,0.7345257133851897,29
55,2014 Boys Yellow,Thunderbird FC,385775,AZ,M,U12,57,30,21,6,134,121,13,0.9789473684210526,0.8403508771929825,0.9789473684210526,0.15964912280701749,1.21603447544018,0.7309823030705713,0.7309823030705713,57
56,NOS Santos 14 Boys Blue,NOS Santos SC,85564,AZ,M,U12,55,25,28,2,157,188,-31,1.2054545454545453,1.112727272727273,1.2054545454545453,-0.11272727272727301,1.25861143183811,0.7244255852322548,0.7244255852322548,55
57,CDO 14B Premier,Canyon Del Oro Soccer Club,250765,AZ,M,U12,34,15,15,4,81,89,-8,1.0205882352941178,1.0441176470588236,1.0205882352941178,-0.044117647058823595,1.4324614568958998,0.7242918348122103,0.7242918348122103,34
58,14B Hinds,RSL-AZ Southern AZ,373077,AZ,M,U12,46,26,12,8,120,83,37,0.9304347826086957,0.6108695652173913,0.9304347826086957,0.38913043478260867,0.9174011598156441,0.7241872464756501,0.7241872464756501,46
59,U-12 (2014) Boys Yuma Pre Academy,SC del Sol,384230,AZ,M,U12,18,9,9,0,47,38,9,1.2722222222222221,1.011111111111111,1.2722222222222221,-0.011111111111111072,1.306498774045918,0.7995413601781461,0.7195872241603315,18
60,PRFC North Valley 14B PreAcademy,Phoenix Rising FC North Valley,68446,AZ,M,U12,52,26,14,12,127,117,10,0.9173076923076924,0.875,0.9173076923076924,0.125,1.303974014221294,0.7168588881707082,0.7168588881707082,52
61,State 48 FC Avondale 14 Black,State 48 FC,399594,AZ,M,U12,39,18,16,5,79,86,-7,0.8948717948717948,0.8256410256410257,0.8948717948717948,0.1743589743589743,1.1889530871506035,0.6981998102491893,0.6981998102491893,39
62,CCV Stars 14 Boys North Orange,CCV STARS,128638,AZ,M,U12,39,17,17,5,81,88,-7,0.7974358974358975,0.8717948717948718,0.7974358974358975,0.1282051282051282,1.3986430797882614,0.69677615456245,0.69677615456245,39
63,VSC 2014 Boys Green,Vail SC,295846,AZ,M,U12,35,15,15,5,113,114,-1,1.2657142857142858,1.2514285714285713,1.2657142857142858,-0.25142857142857133,1.2556768663213487,0.6942763594374801,0.6942763594374801,35
64,CCV Stars 14 Boys South Pre-ECNL,CCV STARS,128663,AZ,M,U12,29,13,13,3,65,66,-1,1.003448275862069,1.0,1.003448275862069,0.0,1.2633847901252775,0.6921393009795953,0.6921393009795953,29
65,Madison FC 14 White Boys,Madison FC,620400,AZ,M,U12,14,8,2,4,46,32,14,1.7857142857142858,1.4285714285714286,1.7857142857142858,-0.4285714285714286,1.0109673600301767,0.7616704114361157,0.6855033702925042,14
66,Madison FC 14 Blue Boys,Madison FC,498236,AZ,M,U12,68,37,30,1,190,172,18,1.0029411764705882,0.9352941176470589,1.0029411764705882,0.06470588235294106,1.1322919793910626,0.6834406419065892,0.6834406419065892,68
67,PRFC Scottsdale 14B Predator,Phoenix Rising FC,179071,AZ,M,U12,58,24,28,6,163,182,-19,1.0844827586206898,1.0379310344827586,1.0844827586206898,-0.037931034482758585,1.1300501715284808,0.6749694394338444,0.6749694394338444,58
68,CCV Stars 14 Boys North Pre-ECNL,CCV STARS,113537,AZ,M,U12,18,7,8,3,37,33,4,0.9944444444444444,0.8611111111111112,0.9944444444444444,0.13888888888888884,1.2812479816196134,0.7453119954049032,0.670780795864413,18
69,AZ Arsenal 14 Boys Teal SC,Arizona Arsenal Soccer Club,163425,AZ,M,U12,109,40,52,17,258,290,-32,0.7908256880733947,0.8275229357798165,0.7908256880733947,0.1724770642201835,1.2284343398622524,0.668347117075655,0.668347117075655,109
70,CCV Stars 14 Boys West Pre-ECNL,CCV STARS,128680,AZ,M,U12,14,7,6,1,45,48,-3,1.9357142857142855,1.7142857142857142,1.9357142857142855,-0.7142857142857142,1.1278968433924044,0.7400099251338155,0.6660089326204339,14
71,Select 14B Red,AZFC ,497273,AZ,M,U12,52,17,31,4,132,130,2,0.9923076923076924,0.903846153846154,0.9923076923076924,0.09615384615384603,0.9819738028850284,0.6536665276443341,0.6536665276443341,52
72,Phoenix Premier FC 14B Black,Phoenix Premier FC,57042,AZ,M,U12,83,29,45,9,263,278,-15,1.0566265060240967,1.202409638554217,1.0566265060240967,-0.2024096385542169,1.312120631110922,0.6483614830789354,0.6483614830789354,83
73,PRFC West Valley 14B Predator,Phoenix Rising FC,174796,AZ,M,U12,70,29,38,3,220,202,18,1.102857142857143,1.1457142857142857,1.102857142857143,-0.14571428571428569,1.156887922343271,0.6481505520143893,0.6481505520143893,70
74,Pumas Tucson 14B,Renegades Soccer Club,450534,AZ,M,U12,6,4,2,0,12,12,0,1.3999999999999997,1.3999999999999997,1.3999999999999997,-0.3999999999999997,1.9212560386473427,0.8553140096618357,0.6414855072463768,6
75,AZ Inferno 14 Boys Black,AZ Inferno,130761,AZ,M,U12,60,23,31,6,167,179,-12,1.0216666666666667,1.0816666666666668,1.0216666666666667,-0.08166666666666678,1.1504647367756422,0.6401161841939106,0.6401161841939106,60
76,East Valley NSFC 14 Boys Aguirre,East Valley/NSFC,78764,AZ,M,U12,69,33,26,10,182,185,-3,0.8608695652173914,1.0014492753623188,0.8608695652173914,-0.0014492753623187582,1.2708195060657361,0.6399874852120864,0.6399874852120864,69
77,Eagles F.C.,Renegades Soccer Club,432207,AZ,M,U12,41,19,13,9,78,65,13,0.6682926829268293,0.6121951219512195,0.6682926829268293,0.3878048780487805,0.9507215296868279,0.6337169677875607,0.6337169677875607,41
78,14 Cityzens,Scottsdale City FC,505150,AZ,M,U12,92,33,52,7,203,263,-60,0.8010869565217391,0.9358695652173914,0.8010869565217391,0.0641304347826086,1.2170554354978864,0.628720380613602,0.628720380613602,92
79,Dynamos SC 14B Gold,Dynamos SC,496617,AZ,M,U12,48,18,25,5,130,159,-29,1.0958333333333334,1.2270833333333335,1.0958333333333334,-0.22708333333333353,1.2012226794712226,0.6260869198678056,0.6260869198678056,48
80,Scottsdale 14 Sandsharks Black,North Scottsdale Soccer Club,273169,AZ,M,U12,40,17,15,8,87,88,-1,0.7725000000000001,0.8,0.7725000000000001,0.19999999999999996,1.0267986994463718,0.621387174861593,0.621387174861593,40
81,Tuzos Academy Mesa 2014,FBSL,385521,AZ,M,U12,74,30,30,14,227,240,-13,1.0391891891891893,1.2000000000000002,1.0391891891891893,-0.20000000000000018,1.2199869795658844,0.6196926908374171,0.6196926908374171,74
82,AZ Arsenal 14 Boys Select,Arizona Arsenal Soccer Club,521384,AZ,M,U12,19,10,9,0,55,51,4,1.436842105263158,1.3315789473684212,1.436842105263158,-0.3315789473684212,1.0395551914525671,0.6743624820736681,0.6069262338663013,19
83,Playmaker Futbol Academy 14B Gold,Playmaker Futbol Academy,391344,AZ,M,U12,79,27,44,8,176,275,-99,0.810126582278481,1.1050632911392406,0.810126582278481,-0.10506329113924062,1.3524349741591148,0.6025074777169939,0.6025074777169939,79
84,2014 Rush Boys,Phoenix Rush,370621,AZ,M,U12,49,21,22,6,125,143,-18,1.042857142857143,1.1040816326530614,1.042857142857143,-0.10408163265306136,0.9847784786977328,0.5982354360009638,0.5982354360009638,49
85,Sun Warriors 15/16 Boys,Sun Warriors AZFC,126086,AZ,M,U12,5,2,3,0,11,12,-1,1.5399999999999998,1.6799999999999997,1.5399999999999998,-0.6799999999999997,1.880661181029036,0.792665295257259,0.5944989714429443,5
86,14B Engilman,RSL-AZ North,80232,AZ,M,U12,61,21,31,9,152,179,-27,0.8786885245901641,1.0770491803278692,0.8786885245901641,-0.07704918032786923,1.148246753177507,0.5876764423927373,0.5876764423927373,61
87,PRFC North Valley 14B Predator,Phoenix Rising FC North Valley,82493,AZ,M,U12,76,22,45,9,172,248,-76,0.836842105263158,1.1368421052631579,0.836842105263158,-0.13684210526315788,1.275709645877582,0.5814274114693956,0.5814274114693956,76
88,Pima Surf 2014 B Blue,Pima County Surf Soccer Club,267400,AZ,M,U12,16,4,9,3,39,40,-1,1.38125,1.45,1.38125,-0.44999999999999996,1.1609886727017482,0.6394659181754372,0.5755193263578935,16
89,Phoenix Valley Soccer Club boys 2014,Phoenix Valley,492657,AZ,M,U12,41,14,22,5,100,135,-35,1.024390243902439,1.329268292682927,1.024390243902439,-0.3292682926829269,1.2574038420736409,0.5750216922257272,0.5750216922257272,41
90,14B Blue #1,FC Tucson Youth Soccer,515152,AZ,M,U12,37,13,22,2,66,82,-16,0.6972972972972974,0.8702702702702704,0.6972972972972974,0.12972972972972963,1.0576013231673984,0.5745354659269848,0.5745354659269848,37
91,Select 14B,Yavapai Soccer,208947,AZ,M,U12,44,18,16,10,111,148,-37,1.0840909090909092,1.3545454545454547,1.0840909090909092,-0.3545454545454547,1.1177467284759015,0.5530162275735209,0.5530162275735209,44
92,14B Hermanson AL,RSL-AZ Southern AZ,390403,AZ,M,U12,49,17,28,4,104,133,-29,0.7510204081632654,1.042857142857143,0.7510204081632654,-0.04285714285714293,1.1483488101751227,0.5526484270335765,0.5526484270335765,49
93,PRFC West Valley 14B Pre-Academy,Phoenix Rising FC,120243,AZ,M,U12,65,24,39,2,135,208,-73,0.7215384615384616,1.1076923076923078,0.7215384615384616,-0.10769230769230775,1.2842325885341357,0.5512504548258417,0.5512504548258417,65
94,Amore 2014 Boys,Amore Soccer,296013,AZ,M,U12,80,26,41,13,239,297,-58,1.01125,1.2637500000000002,1.01125,-0.26375000000000015,1.0713229259361206,0.5481432314840301,0.5481432314840301,80
95,Tuzos Halcones 2014,FBSL,273386,AZ,M,U12,57,25,25,7,182,210,-28,1.0982456140350878,1.5403508771929826,1.0982456140350878,-0.5403508771929826,1.3338173777589772,0.5426648707555337,0.5426648707555337,57
96,PRFC Southeast Valley 14B Predator-Central,Phoenix Rising FC,494072,AZ,M,U12,58,15,38,5,108,175,-67,0.7655172413793104,1.153448275862069,0.7655172413793104,-0.153448275862069,1.2375946746888564,0.5389245307411796,0.5389245307411796,58
97,14 Boys Navy,FC Batavia,197912,AZ,M,U12,118,45,61,12,260,345,-85,0.6949152542372883,1.0161016949152544,0.6949152542372883,-0.016101694915254372,1.1207498533665055,0.5347425480873891,0.5347425480873891,118
98,PRFC Southeast Valley 14B Predator,Phoenix Rising FC,260979,AZ,M,U12,80,28,46,6,175,282,-107,0.7862500000000001,1.1675,0.7862500000000001,-0.16749999999999998,1.153309116003026,0.5203585290007566,0.5203585290007566,80
99,CDO 14B Elite,Canyon Del Oro Soccer Club,250767,AZ,M,U12,43,23,9,11,115,101,14,0.8674418604651164,1.113953488372093,0.8674418604651164,-0.11395348837209296,0.9441233401229211,0.518588974565614,0.518588974565614,43
100,PRFC Southeast Valley 14B Pre-Academy,Phoenix Rising FC,260977,AZ,M,U12,55,12,38,5,119,205,-86,0.7800000000000001,1.3800000000000001,0.7800000000000001,-0.3800000000000001,1.4261366222263254,0.5065341555565813,0.5065341555565813,55
101,U-12 (2014) Boys Pre Academy Blue,SC del Sol,85988,AZ,M,U12,41,10,27,4,90,129,-39,0.8536585365853658,1.353658536585366,0.8536585365853658,-0.35365853658536595,1.2302979410541297,0.49507448526353237,0.49507448526353237,41
102,14B Felix Nogales,RSL-AZ Southern AZ,552776,AZ,M,U12,18,5,8,5,50,59,-9,1.3888888888888888,1.6055555555555554,1.3888888888888888,-0.6055555555555554,1.0213257390112718,0.5490814347528179,0.4941732912775361,18
103,2014 Boys Blue,Thunderbird FC,385776,AZ,M,U12,53,18,24,11,108,151,-43,0.709433962264151,1.0660377358490567,0.709433962264151,-0.0660377358490567,1.0081561437460762,0.4933126208421794,0.4933126208421794,53
104,Deportivo Mexico 14B,Renegades Soccer Club,558128,AZ,M,U12,25,8,11,6,61,72,-11,0.9080000000000001,1.376,0.9080000000000001,-0.3759999999999999,1.1672511377502954,0.4913127844375739,0.4913127844375739,25
105,CCV Stars 14 Boys South Orange,CCV STARS,128664,AZ,M,U12,34,5,22,7,73,124,-51,1.0676470588235294,1.447058823529412,1.0676470588235294,-0.44705882352941195,1.0224805086720739,0.48834071540331253,0.48834071540331253,34
106,AZ Arsenal 14 Boys Teal MC,Arizona Arsenal Soccer Club,505309,AZ,M,U12,21,8,13,0,35,57,-22,0.6904761904761905,1.2333333333333332,0.6904761904761905,-0.23333333333333317,1.249607781550314,0.48383051681614997,0.48383051681614997,21
107,RSL-AZ Yuma 14 Boys Rodriguez,RSL-AZ Yuma,493827,AZ,M,U12,6,4,2,0,17,17,0,1.9833333333333332,1.9833333333333332,1.9833333333333332,-0.9833333333333332,1.0657769788334208,0.6414442447083553,0.48108318353126645,6
108,Phoenix Premier FC 14B White,Phoenix Premier FC,320364,AZ,M,U12,44,11,24,9,89,151,-62,0.7613636363636364,1.2659090909090909,0.7613636363636364,-0.2659090909090909,1.1789904347952453,0.4805430632442659,0.4805430632442659,44
109,14B Antunez Pre-MLS Next,RSL-AZ North,80225,AZ,M,U12,32,8,21,3,58,101,-43,0.71875,1.396875,0.71875,-0.3968750000000001,1.4382258137843777,0.4802595784460944,0.4802595784460944,32
110,Northwest 2014 Boys,Next Level Soccer (AZ),506850,AZ,M,U12,78,19,49,10,136,257,-121,0.5794871794871795,1.167948717948718,0.5794871794871795,-0.16794871794871802,1.300809364337379,0.47952926416126784,0.47952926416126784,78
111,La Academia 14B,La Academia FC,389989,AZ,M,U12,16,5,9,2,59,77,-18,2.20625,2.49375,2.20625,-1.49375,1.0455780389145848,0.5285820097286462,0.47572380875578163,16
112,Milan,AYSO 350 Alliance,413583,AZ,M,U12,46,12,25,9,61,121,-60,0.5543478260869565,0.9891304347826086,0.5543478260869565,0.010869565217391353,1.0544526774915997,0.4755696911120304,0.4755696911120304,46
113,14B JDeutsch Pre-MLS Next,RSL-AZ South,82303,AZ,M,U12,18,6,8,4,35,44,-9,0.8500000000000001,1.3777777777777775,0.8500000000000001,-0.37777777777777755,1.3744040819041325,0.5206843538093666,0.46861591842843,18
114,State 48 FC Avondale 14 White,State 48 FC,614163,AZ,M,U12,37,14,20,3,61,95,-34,0.6243243243243244,1.1162162162162161,0.6243243243243244,-0.11621621621621614,1.0734279737281214,0.45889753397257094,0.45889753397257094,37
115,CCV Stars 14 Boys North Navy,CCV STARS,128639,AZ,M,U12,29,11,16,2,70,93,-23,1.0,1.5413793103448277,1.0,-0.5413793103448277,1.128965681944622,0.45422417910684515,0.45422417910684515,29
116,CCV Stars 14 Boys West Orange,CCV STARS,368675,AZ,M,U12,23,5,12,6,37,64,-27,0.726086956521739,1.2869565217391306,0.726086956521739,-0.28695652173913055,1.119614026072771,0.4445774195616709,0.4445774195616709,23
117,PSC 2014B,Paladin Soccer Club,654997,AZ,M,U12,11,2,7,2,11,20,-9,0.7,1.2,0.7,-0.19999999999999996,1.2091867573389314,0.48979668933473286,0.4408170204012596,11
118,PRFC Desert Foothills 14B Predator,Phoenix Rising Desert Foothills,255975,AZ,M,U12,50,11,34,5,97,195,-98,0.71,1.41,0.71,-0.4099999999999999,1.2449928819336997,0.423748220483425,0.423748220483425,50
