Team_A,Team_B,Team_A_Offensive,Team_A_Defensive,Team_B_Offensive,Team_B_Defensive,Team_A_Goals,Team_B_Goals,Date,Event
Hustle Hard 2014- Boys,CAC 14/15B (Conroy),1.1578947368421053,3.6315789473684212,1.6470588235294117,3.75,0,1,9/15/2024,2024 Cactus Kick Off
Hustle Hard 2014- Boys,14 Boys Navy,1.1578947368421053,3.6315789473684212,2.2033898305084745,2.9237288135593222,1,4,9/13/2024,2024 Cactus Kick Off
FSC United 14 Boys,Phoenix Premier FC 14B SW Black,1.896551724137931,5.896551724137931,4.2105263157894735,2.43859649122807,0,14,9/28/2025,The Derby 2025
Playmaker Futbol Academy 14B Gold,FSC United 14 Boys,2.2278481012658227,3.481012658227848,1.896551724137931,5.896551724137931,5,3,9/27/2025,The Derby 2025
Southeast 2014 Boys Green,FSC United 14 Boys,3.032258064516129,2.032258064516129,1.896551724137931,5.896551724137931,9,0,9/27/2025,The Derby 2025
FSC United 14 Boys,Kingman SC B14 McGill,1.896551724137931,5.896551724137931,2.5384615384615383,2.1923076923076925,0,7,9/7/2025,FSC Champions Cup (Boys - 2025)
PRFC North Valley 14B Predator,FSC United 14 Boys,2.263157894736842,3.263157894736842,1.896551724137931,5.896551724137931,7,4,9/7/2025,FSC Champions Cup (Boys - 2025)
CCV Stars 14 Boys North Navy,FSC United 14 Boys,2.413793103448276,3.206896551724138,1.896551724137931,5.896551724137931,4,0,9/6/2025,FSC Champions Cup (Boys - 2025)
FSC United 14 Boys,Eagles F.C.,1.896551724137931,5.896551724137931,1.9024390243902438,1.5853658536585367,0,3,5/24/2025,FSC Kickin in the Pines (Boys - 2025)
Synergy FC 14 B,FSC United 14 Boys,1.5833333333333333,4.116666666666666,1.896551724137931,5.896551724137931,3,5,4/6/2025,Yavapai All Boys Tournament 2025
FSC United 14 Boys,Kingman SC B14 McGill,1.896551724137931,5.896551724137931,2.5384615384615383,2.1923076923076925,1,1,4/5/2025,Yavapai All Boys Tournament 2025
Verde Valley United FC,FSC United 14 Boys,2.16,1.76,1.896551724137931,5.896551724137931,6,2,4/5/2025,Yavapai All Boys Tournament 2025
2014 Rush Boys,FSC United 14 Boys,2.5510204081632653,2.9183673469387754,1.896551724137931,5.896551724137931,6,2,3/22/2025,2025 Copper State Challenge
Phoenix United 2014 Academy,FSC United 14 Boys,3.210526315789474,1.868421052631579,1.896551724137931,5.896551724137931,10,1,3/1/2025,2024-25 MaxinMotion Open League Season 2
PRFC West Valley 14B Predator,FSC United 14 Boys,3.142857142857143,2.8857142857142857,1.896551724137931,5.896551724137931,10,0,3/1/2025,2024-25 MaxinMotion Open League Season 2
FSC United 14 Boys,Hustle Hard 2014- Boys,1.896551724137931,5.896551724137931,1.1578947368421053,3.6315789473684212,1,2,2/1/2025,2024-25 MaxinMotion Open League Season 2
14 Boys Navy,FSC United 14 Boys,2.2033898305084745,2.9237288135593222,1.896551724137931,5.896551724137931,6,4,1/18/2025,2024-25 MaxinMotion Open League Season 2
Phoenix Premier FC 14B White,FSC United 14 Boys,2.022727272727273,3.4318181818181817,1.896551724137931,5.896551724137931,5,3,1/18/2025,2024-25 MaxinMotion Open League Season 2
Select 14B Red,FSC United 14 Boys,2.5384615384615383,2.5,1.896551724137931,5.896551724137931,5,2,12/8/2024,Christmas Angel 2024
East Valley NSFC 14 Boys Tiggs,FSC United 14 Boys,1.1388888888888888,7.472222222222222,1.896551724137931,5.896551724137931,2,5,12/7/2024,Christmas Angel 2024
FSC United 14 Boys,Synergy FC 14 B,1.896551724137931,5.896551724137931,1.5833333333333333,4.116666666666666,5,3,12/7/2024,Christmas Angel 2024
FSC United 14 Boys,Scottsdale 14 Sandsharks Black,1.896551724137931,5.896551724137931,2.175,2.2,0,6,11/10/2024,Kick for the Cure 2024
Phoenix Premier FC 14B Black,FSC United 14 Boys,3.1686746987951806,3.3493975903614457,1.896551724137931,5.896551724137931,11,0,11/9/2024,Kick for the Cure 2024
FSC United 14 Boys,PSG 14B Blue,1.896551724137931,5.896551724137931,4.1940298507462686,2.08955223880597,4,10,10/26/2024,2024-25 MaxinMotion Open League Season 1
FSC United 14 Boys,PRFC West Valley 14B Predator,1.896551724137931,5.896551724137931,3.142857142857143,2.8857142857142857,3,0,10/12/2024,2024-25 MaxinMotion Open League Season 1
Madison FC 14 Blue Boys,FSC United 14 Boys,2.7941176470588234,2.5294117647058822,1.896551724137931,5.896551724137931,7,1,9/8/2024,FSC Champions Cup (Boys - 2024)
Amore 2014 Boys,FSC United 14 Boys,2.9875,3.7125,1.896551724137931,5.896551724137931,7,4,9/7/2024,FSC Champions Cup (Boys - 2024)
FSC United 14 Boys,14 Boys Navy,1.896551724137931,5.896551724137931,2.2033898305084745,2.9237288135593222,1,8,5/25/2024,FSC Kickin in the Pines (Boys - 2024)
PRFC Scottsdale 14B Copa,Phoenix Valley Soccer Club boys 2014,1.8695652173913044,5.239130434782608,2.4390243902439024,3.292682926829268,1,3,8/31/2025,Phoenix Rising Cup 2025
14 Cityzens,PRFC Scottsdale 14B Copa,2.2065217391304346,2.858695652173913,1.8695652173913044,5.239130434782608,0,5,8/30/2025,Phoenix Rising Cup 2025
PRFC Scottsdale 14B Copa,AZ Inferno 14 Boys Blue,1.8695652173913044,5.239130434782608,2.0,3.857142857142857,7,2,8/29/2025,Phoenix Rising Cup 2025
NOS Santos 14 Boys Blue,PRFC Scottsdale 14B Copa,2.8545454545454545,3.418181818181818,1.8695652173913044,5.239130434782608,2,1,4/15/2025,East Valley Spring Invitational 2025
PRFC Scottsdale 14B Copa,Phoenix Premier FC 14B Black,1.8695652173913044,5.239130434782608,3.1686746987951806,3.3493975903614457,1,11,4/13/2025,2025 Arizona Presidents Cup
PRFC Scottsdale 14B Copa,14B Hinds,1.8695652173913044,5.239130434782608,2.608695652173913,1.8043478260869565,5,5,3/29/2025,Southwest Cup 2025
PRFC Scottsdale 14B Copa,Amore 2014 Boys,1.8695652173913044,5.239130434782608,2.9875,3.7125,4,5,2/22/2025,2025 Max Shacknai Invitational
Select 14B,PRFC Scottsdale 14B Copa,2.522727272727273,3.3636363636363638,1.8695652173913044,5.239130434782608,2,1,2/15/2025,2024-25 MaxinMotion Open League Season 2
PRFC Scottsdale 14B Copa,Phoenix Valley Soccer Club boys 2014,1.8695652173913044,5.239130434782608,2.4390243902439024,3.292682926829268,2,3,2/15/2025,2024-25 MaxinMotion Open League Season 2
2014 Boys Blue,PRFC Scottsdale 14B Copa,2.0377358490566038,2.849056603773585,1.8695652173913044,5.239130434782608,3,0,1/25/2025,2024-25 MaxinMotion Open League Season 2
PRFC Scottsdale 14B Copa,Tuzos Academy Mesa 2014,1.8695652173913044,5.239130434782608,3.0675675675675675,3.2432432432432434,0,11,1/18/2025,2024-25 MaxinMotion Open League Season 2
PRFC Scottsdale 14B Predator,PRFC Scottsdale 14B Copa,2.810344827586207,3.1379310344827585,1.8695652173913044,5.239130434782608,8,0,12/15/2024,RSL-AZ Holiday Classic 2024
Phoenix Premier FC 14B White,PRFC Scottsdale 14B Copa,2.022727272727273,3.4318181818181817,1.8695652173913044,5.239130434782608,2,2,11/16/2024,2024-25 MaxinMotion Open League Season 1
PRFC Scottsdale 14B Copa,Phoenix Premier FC 14B SW Black,1.8695652173913044,5.239130434782608,4.2105263157894735,2.43859649122807,2,12,10/26/2024,2024-25 MaxinMotion Open League Season 1
Scottsdale 14 Sandsharks Black,PRFC Scottsdale 14B Copa,2.175,2.2,1.8695652173913044,5.239130434782608,8,1,10/18/2024,2024-25 MaxinMotion Open League Season 1
Hustle Hard 2014- Boys,PRFC Scottsdale 14B Copa,1.1578947368421053,3.6315789473684212,1.8695652173913044,5.239130434782608,3,0,10/12/2024,2024-25 MaxinMotion Open League Season 1
PRFC Scottsdale 14B Copa,PRFC West Valley 14B Predator,1.8695652173913044,5.239130434782608,3.142857142857143,2.8857142857142857,2,0,9/1/2024,Phoenix Rising Cup 2024
AZEV B2014 (WHITE),PRFC Scottsdale 14B Copa,4.148148148148148,2.3333333333333335,1.8695652173913044,5.239130434782608,9,1,8/31/2024,Phoenix Rising Cup 2024
PRFC Scottsdale 14B Copa,Scottsdale 14 Sandsharks Select,1.8695652173913044,5.239130434782608,3.5970149253731343,0.5671641791044776,0,8,8/31/2024,Phoenix Rising Cup 2024
Gila Valley Ninjas,Pumas Tucson 14B,3.6666666666666665,2.0,2.0,2.0,1,4,9/21/2025,46th Annual Wolfgang Weber FC Tucson Cup
Pumas Tucson 14B,VSC 2014 Boys White,2.0,2.0,1.3478260869565217,3.5217391304347827,1,0,9/20/2025,46th Annual Wolfgang Weber FC Tucson Cup
Gila Valley Ninjas,Pumas Tucson 14B,3.6666666666666665,2.0,2.0,2.0,5,1,9/20/2025,46th Annual Wolfgang Weber FC Tucson Cup
14B Midhaan,Bala FC - 2014B,2.9,5.1,2.3333333333333335,3.0,3,3,9/14/2025,2025 Cactus Kick Off
Playmaker Futbol Academy 14B Black,14B Midhaan,2.9080459770114944,2.4827586206896552,2.9,5.1,9,0,9/13/2025,2025 Cactus Kick Off
PRFC Scottsdale 14B Copa,14B Midhaan,1.8695652173913044,5.239130434782608,2.9,5.1,1,3,4/19/2025,East Valley Spring Invitational 2025
East Valley NSFC 14 Boys Tiggs,14B Midhaan,1.1388888888888888,7.472222222222222,2.9,5.1,3,4,4/18/2025,East Valley Spring Invitational 2025
PRFC Southeast Valley 14B Predator,14B Midhaan,2.1875,3.525,2.9,5.1,3,2,2/22/2025,2025 Max Shacknai Invitational
14 Boys Navy,14B Midhaan,2.2033898305084745,2.9237288135593222,2.9,5.1,4,1,2/15/2025,2024-25 MaxinMotion Open League Season 2
ASA 014B Magic,14B Midhaan,0.42857142857142855,6.785714285714286,2.9,5.1,0,5,2/8/2025,2024-25 MaxinMotion Open League Season 2
14B Midhaan,Select 14B Red,2.9,5.1,2.5384615384615383,2.5,1,6,1/25/2025,2024-25 MaxinMotion Open League Season 2
ASA 014B Magic,14B Midhaan,0.42857142857142855,6.785714285714286,2.9,5.1,3,7,12/6/2024,2024-25 MaxinMotion Open League Season 1
14 Boys Navy,14B Midhaan,2.2033898305084745,2.9237288135593222,2.9,5.1,5,1,11/9/2024,Kick for the Cure 2024
14B Midhaan,Select 14B Red,2.9,5.1,2.5384615384615383,2.5,2,5,11/8/2024,Kick for the Cure 2024
PRFC Scottsdale 14B Predator,14B Midhaan,2.810344827586207,3.1379310344827585,2.9,5.1,5,5,10/27/2024,Phoenix Rising Fall Classic 2024
14 Boys Navy,14B Midhaan,2.2033898305084745,2.9237288135593222,2.9,5.1,2,6,10/25/2024,Phoenix Rising Fall Classic 2024
14B Midhaan,2014 Tuzos Academy FV,2.9,5.1,5.8076923076923075,1.5769230769230769,0,12,10/19/2024,2024-25 MaxinMotion Open League Season 1
Legends FC AZ 14B Black,14B Midhaan,3.0,2.5,2.9,5.1,5,3,10/13/2024,Arsenal Challenge 2024
14B Midhaan,2014 Rush Boys,2.9,5.1,2.5510204081632653,2.9183673469387754,4,4,10/12/2024,Arsenal Challenge 2024
AZ Arsenal 14 Boys Teal SC,14B Midhaan,2.36697247706422,2.6605504587155964,2.9,5.1,6,4,10/11/2024,Arsenal Challenge 2024
14B Midhaan,Real Arizona 2014,2.9,5.1,4.529411764705882,2.4313725490196076,4,14,9/7/2024,2024-25 MaxinMotion Open League Season 1
Phoenix Premier FC 14B Pre MLS Next AD,NOS Santos 14 Boys Blue,1.75,4.25,2.8545454545454545,3.418181818181818,4,6,9/20/2025,2025-26 MaxinMotion Open League Season 1
CCV Stars 14 Boys West Pre-ECNL,Phoenix Premier FC 14B Pre MLS Next AD,3.2142857142857144,3.4285714285714284,1.75,4.25,6,0,9/13/2025,2025-26 MaxinMotion Open League Season 1
14B GSA,Phoenix Premier FC 14B Pre MLS Next AD,4.601503759398496,1.962406015037594,1.75,4.25,6,1,8/31/2025,Phoenix Rising Cup 2025
Phoenix Premier FC 14B Pre MLS Next AD,14 Pre-MLSN #2,1.75,4.25,3.65625,2.09375,2,0,8/30/2025,Phoenix Rising Cup 2025
Playmaker Futbol Academy PRE-ECNL B14,Phoenix Premier FC 14B Pre MLS Next AD,2.586206896551724,2.689655172413793,1.75,4.25,5,2,8/29/2025,Phoenix Rising Cup 2025
AZSC 2014/2015B Navy,PSC 2014/15B,2.25,4.25,1.2,5.2,7,2,9/20/2025,2025-26 MaxinMotion Open League Season 1
Phoenix Premier FC 14B Black,PSC 2014/15B,3.1686746987951806,3.3493975903614457,1.2,5.2,6,0,4/16/2025,East Valley Spring Invitational 2025
PSC 2014/15B,PRFC North Valley 14B Copa,1.2,5.2,1.95,5.766666666666667,1,0,11/2/2024,2024 Rush Cup 
PSC 2014/15B,PSG 14B Blue,1.2,5.2,4.1940298507462686,2.08955223880597,1,6,9/27/2024,2024 Arizona Cup AYSO United 
Select 14B,CCV Stars 14 Boys South Orange,2.522727272727273,3.3636363636363638,2.1470588235294117,3.6470588235294117,3,2,10/4/2025,2025-26 MaxinMotion Open League Season 1
2014 Rush Boys,CCV Stars 14 Boys South Orange,2.5510204081632653,2.9183673469387754,2.1470588235294117,3.6470588235294117,6,3,9/20/2025,2025-26 MaxinMotion Open League Season 1
CCV Stars 14 Boys South Orange,Madison FC 14 White Boys,2.1470588235294117,3.6470588235294117,3.2857142857142856,2.2857142857142856,4,4,9/13/2025,2025 Cactus Kick Off
AZSC 2014/2015B Navy,CCV Stars 14 Boys South Orange,2.25,4.25,2.1470588235294117,3.6470588235294117,0,7,9/13/2025,2025 Cactus Kick Off
CCV Stars 14 Boys South Orange,Playmaker Futbol Academy 14B Gold,2.1470588235294117,3.6470588235294117,2.2278481012658227,3.481012658227848,2,2,9/12/2025,2025 Cactus Kick Off
CCV Stars 14 Boys South Orange,Synergy FC 14 B,2.1470588235294117,3.6470588235294117,1.5833333333333333,4.116666666666666,1,0,4/27/2025,Schools Out For Summer 2025
CCV Stars 14 Boys South Orange,Milan,2.1470588235294117,3.6470588235294117,1.326086956521739,2.630434782608696,1,2,4/26/2025,Schools Out For Summer 2025
Brazas 2014 Boys Black Marcos,CCV Stars 14 Boys South Orange,2.595744680851064,2.148936170212766,2.1470588235294117,3.6470588235294117,10,1,4/5/2025,Brazas - 2025 Ginga Champions
CCV Stars 14 Boys South Orange,PRFC Southeast Valley 14B Predator-Central,2.1470588235294117,3.6470588235294117,1.8620689655172413,3.0172413793103448,1,6,4/5/2025,Brazas - 2025 Ginga Champions
CCV Stars 14 Boys South Orange,14 Boys Navy,2.1470588235294117,3.6470588235294117,2.2033898305084745,2.9237288135593222,1,5,3/23/2025,TFC Spring Cup 2025
CCV Stars 14 Boys South Orange,State 48 FC Avondale 14 White,2.1470588235294117,3.6470588235294117,1.6486486486486487,2.5675675675675675,1,3,3/22/2025,TFC Spring Cup 2025
2014 Boys Blue,CCV Stars 14 Boys South Orange,2.0377358490566038,2.849056603773585,2.1470588235294117,3.6470588235294117,4,1,3/21/2025,TFC Spring Cup 2025
ASA 014B Magic,CCV Stars 14 Boys South Orange,0.42857142857142855,6.785714285714286,2.1470588235294117,3.6470588235294117,0,5,2/1/2025,2024-25 MaxinMotion Open League Season 2
CCV Stars 14 Boys South Orange,Select 14B Red,2.1470588235294117,3.6470588235294117,2.5384615384615383,2.5,1,1,1/18/2025,2024-25 MaxinMotion Open League Season 2
Amore 2014 Boys,CCV Stars 14 Boys South Orange,2.9875,3.7125,2.1470588235294117,3.6470588235294117,6,0,1/12/2025,CCV Stars Champions Cup 2025
CCV Stars 14 Boys South Orange,2014 Boys Blue,2.1470588235294117,3.6470588235294117,2.0377358490566038,2.849056603773585,2,3,1/11/2025,CCV Stars Champions Cup 2025
CCV Stars 14 Boys South Orange,Amore 2014 Boys,2.1470588235294117,3.6470588235294117,2.9875,3.7125,0,4,12/8/2024,Christmas Angel 2024
2014 Boys Blue,CCV Stars 14 Boys South Orange,2.0377358490566038,2.849056603773585,2.1470588235294117,3.6470588235294117,4,3,12/7/2024,Christmas Angel 2024
CCV Stars 14 Boys South Orange,PRFC West Valley 14B Predator,2.1470588235294117,3.6470588235294117,3.142857142857143,2.8857142857142857,2,4,12/6/2024,Christmas Angel 2024
PSG 14B Blue,CCV Stars 14 Boys South Orange,4.1940298507462686,2.08955223880597,2.1470588235294117,3.6470588235294117,8,2,11/24/2024,2024 Heritage Cup 
CCV Stars 14 Boys South Orange,West Valley 2014 Boys Martinez Pre-Elite64,2.1470588235294117,3.6470588235294117,3.457627118644068,1.88135593220339,1,7,11/23/2024,2024 Heritage Cup 
CCV Stars 14 Boys South Orange,Phoenix United 2014 Premier,2.1470588235294117,3.6470588235294117,3.2222222222222223,2.185185185185185,0,2,11/23/2024,2024 Heritage Cup 
Select 14B Red,CCV Stars 14 Boys South Orange,2.5384615384615383,2.5,2.1470588235294117,3.6470588235294117,2,2,11/9/2024,2024-25 MaxinMotion Open League Season 1
Phoenix Valley Soccer Club boys 2014,CCV Stars 14 Boys South Orange,2.4390243902439024,3.292682926829268,2.1470588235294117,3.6470588235294117,8,2,11/2/2024,2024-25 MaxinMotion Open League Season 1
PRFC Scottsdale 14B Predator,CCV Stars 14 Boys South Orange,2.810344827586207,3.1379310344827585,2.1470588235294117,3.6470588235294117,5,1,10/26/2024,Phoenix Rising Fall Classic 2024
CCV Stars 14 Boys South Orange,Select 14B,2.1470588235294117,3.6470588235294117,2.522727272727273,3.3636363636363638,2,5,10/19/2024,2024-25 MaxinMotion Open League Season 1
AZ Inferno 14 Boys Black,CCV Stars 14 Boys South Orange,2.783333333333333,2.9833333333333334,2.1470588235294117,3.6470588235294117,3,3,9/28/2024,2024-25 MaxinMotion Open League Season 1
CCV Stars 14 Boys South Orange,CAC 14/15B (Conroy),2.1470588235294117,3.6470588235294117,1.6470588235294117,3.75,0,1,9/14/2024,2024 Cactus Kick Off
Hustle Hard 2014- Boys,CCV Stars 14 Boys South Orange,1.1578947368421053,3.6315789473684212,2.1470588235294117,3.6470588235294117,1,4,9/13/2024,2024 Cactus Kick Off
Gila Valley Ninjas,Pumas Tucson 14B,3.6666666666666665,2.0,2.0,2.0,1,4,9/21/2025,46th Annual Wolfgang Weber FC Tucson Cup
VSC 2014 Boys White,Gila Valley Ninjas,1.3478260869565217,3.5217391304347827,3.6666666666666665,2.0,1,5,9/21/2025,46th Annual Wolfgang Weber FC Tucson Cup
Gila Valley Ninjas,Pumas Tucson 14B,3.6666666666666665,2.0,2.0,2.0,5,1,9/20/2025,46th Annual Wolfgang Weber FC Tucson Cup
14B Laroussi,14 Cityzens,1.8823529411764706,5.705882352941177,2.2065217391304346,2.858695652173913,2,5,9/27/2025,2025-26 MaxinMotion Open League Season 1
Phoenix Premier FC 14B SW Black,14B Laroussi,4.2105263157894735,2.43859649122807,1.8823529411764706,5.705882352941177,12,0,9/20/2025,2025-26 MaxinMotion Open League Season 1
Bala FC - 2014B,14B Laroussi,2.3333333333333335,3.0,1.8823529411764706,5.705882352941177,4,0,9/13/2025,2025 Cactus Kick Off
14B Laroussi,Playmaker Futbol Academy 14B Black,1.8823529411764706,5.705882352941177,2.9080459770114944,2.4827586206896552,1,8,9/13/2025,2025 Cactus Kick Off
PRFC North Valley 14B Copa,14B Laroussi,1.95,5.766666666666667,1.8823529411764706,5.705882352941177,5,2,3/7/2025,2025 Ostrich Festival
14B Laroussi,AZEV B2014 (WHITE),1.8823529411764706,5.705882352941177,4.148148148148148,2.3333333333333335,1,4,2/22/2025,2024-25 MaxinMotion Open League Season 2
PRFC North Valley 14B Copa,14B Laroussi,1.95,5.766666666666667,1.8823529411764706,5.705882352941177,5,6,2/15/2025,2024-25 MaxinMotion Open League Season 2
14B Laroussi,NOS Santos 14 Boys White,1.8823529411764706,5.705882352941177,2.1538461538461537,3.3076923076923075,3,5,2/8/2025,2024-25 MaxinMotion Open League Season 2
14B Laroussi,PSG 14B Blue,1.8823529411764706,5.705882352941177,4.1940298507462686,2.08955223880597,5,7,1/25/2025,2024-25 MaxinMotion Open League Season 2
Tuzos 2014 Nava,14B Laroussi,3.129032258064516,4.709677419354839,1.8823529411764706,5.705882352941177,6,4,1/11/2025,2024-25 MaxinMotion Open League Season 2
Phoenix Premier FC 14B White,14B Laroussi,2.022727272727273,3.4318181818181817,1.8823529411764706,5.705882352941177,5,3,12/13/2024,RSL-AZ Holiday Classic 2024
RSL-AZ Yuma 14 Boys Quinonez,14B Laroussi,3.9,3.1333333333333333,1.8823529411764706,5.705882352941177,2,0,9/15/2024,2024 Cactus Kick Off
14B Laroussi,Phoenix Premier FC 14B White,1.8823529411764706,5.705882352941177,2.022727272727273,3.4318181818181817,2,0,9/14/2024,2024 Cactus Kick Off
FC Elite Arizona 2014 Boys - Martinez,Milan B,7.181818181818182,0.5454545454545454,0.3333333333333333,11.333333333333334,11,0,9/28/2025,2025 FC Sonora Socctoberfest
FC Elite Arizona 2014 Boys - Martinez,America 14b,7.181818181818182,0.5454545454545454,3.5714285714285716,3.2857142857142856,7,0,9/28/2025,2025 FC Sonora Socctoberfest
FC Sonora 14' B Dynamo,FC Elite Arizona 2014 Boys - Martinez,1.7826086956521738,5.565217391304348,7.181818181818182,0.5454545454545454,0,6,9/27/2025,2025 FC Sonora Socctoberfest
FC Elite Arizona 2014 Boys - Martinez,America 14b,7.181818181818182,0.5454545454545454,3.5714285714285716,3.2857142857142856,5,2,9/27/2025,2025 FC Sonora Socctoberfest
PRFC Southeast Valley 14B Pre-Academy,FC Elite Arizona 2014 Boys - Martinez,2.1636363636363636,3.727272727272727,7.181818181818182,0.5454545454545454,1,7,9/6/2025,2025-26 MaxinMotion Open League Season 1
FC Elite Arizona 2014 Boys - Martinez,America 14b,7.181818181818182,0.5454545454545454,3.5714285714285716,3.2857142857142856,7,0,9/28/2025,2025 FC Sonora Socctoberfest
FC Sonora 14' B Dynamo,America 14b,1.7826086956521738,5.565217391304348,3.5714285714285716,3.2857142857142856,2,7,9/28/2025,2025 FC Sonora Socctoberfest
America 14b,Milan B,3.5714285714285716,3.2857142857142856,0.3333333333333333,11.333333333333334,12,0,9/27/2025,2025 FC Sonora Socctoberfest
FC Elite Arizona 2014 Boys - Martinez,America 14b,7.181818181818182,0.5454545454545454,3.5714285714285716,3.2857142857142856,5,2,9/27/2025,2025 FC Sonora Socctoberfest
America 14b,14B Hinds,3.5714285714285716,3.2857142857142856,2.608695652173913,1.8043478260869565,1,3,4/6/2025,CDO Challenge Cup 2025
Eagles F.C.,America 14b,1.9024390243902438,1.5853658536585367,3.5714285714285716,3.2857142857142856,2,1,4/3/2025,CDO Challenge Cup 2025
America 14b,CDO 14B Premier,3.5714285714285716,3.2857142857142856,2.3823529411764706,2.6176470588235294,0,6,2/16/2025,2025 RSL Jacobs Classic
America 14b,Milan,3.5714285714285716,3.2857142857142856,1.326086956521739,2.630434782608696,4,2,10/6/2024,2024 FC Sonora Socctoberfest
America 14b,CDO 14B Elite,3.5714285714285716,3.2857142857142856,2.6744186046511627,2.3488372093023258,1,3,10/5/2024,2024 FC Sonora Socctoberfest
CAC 14/15B (Conroy),America 14b,1.6470588235294117,3.75,3.5714285714285716,3.2857142857142856,2,1,10/5/2024,2024 FC Sonora Socctoberfest
AZ Inferno 14 Boys Blue,Spartak Academy 2014 Boys,2.0,3.857142857142857,2.25,5.25,4,2,10/4/2025,2025-26 MaxinMotion Open League Season 1
Tuzos Halcones 2014,AZ Inferno 14 Boys Blue,3.192982456140351,3.6842105263157894,2.0,3.857142857142857,7,1,9/7/2025,Tuzos Challenge 2025
AZ Inferno 14 Boys Blue,Synergy FC 14 B,2.0,3.857142857142857,1.5833333333333333,4.116666666666666,3,1,9/6/2025,Tuzos Challenge 2025
Spartak Academy 2014 Boys,AZ Inferno 14 Boys Blue,2.25,5.25,2.0,3.857142857142857,5,3,9/6/2025,Tuzos Challenge 2025
AZ Inferno 14 Boys Blue,PRFC Desert Foothills 14B Predator,2.0,3.857142857142857,1.94,3.9,0,2,8/31/2025,Phoenix Rising Cup 2025
AZ Inferno 14 Boys Blue,14 Cityzens,2.0,3.857142857142857,2.2065217391304346,2.858695652173913,1,3,8/30/2025,Phoenix Rising Cup 2025
PRFC Scottsdale 14B Copa,AZ Inferno 14 Boys Blue,1.8695652173913044,5.239130434782608,2.0,3.857142857142857,7,2,8/29/2025,Phoenix Rising Cup 2025
NOS Santos 14 Boys Blue,Tuzos Chandler 2014 boys,2.8545454545454545,3.418181818181818,2.4,5.2,7,0,10/4/2025,2025-26 MaxinMotion Open League Season 1
AZEV B2014 (NAVY),Tuzos Chandler 2014 boys,3.8095238095238093,1.5,2.4,5.2,6,4,9/20/2025,2025-26 MaxinMotion Open League Season 1
Tuzos Chandler 2014 boys,U-12 (2014) Boys Yuma Pre Academy,2.4,5.2,2.611111111111111,2.111111111111111,2,5,9/7/2025,Tuzos Challenge 2025
Dynamos SC 14B Gold,Tuzos Chandler 2014 boys,2.7083333333333335,3.3125,2.4,5.2,4,1,9/6/2025,Tuzos Challenge 2025
Tuzos Chandler 2014 boys,Select 14B Red,2.4,5.2,2.5384615384615383,2.5,5,4,9/6/2025,Tuzos Challenge 2025
14B Midhaan,Bala FC - 2014B,2.9,5.1,2.3333333333333335,3.0,3,3,9/14/2025,2025 Cactus Kick Off
AZSC 2014B Pre-NL Premier 2,Bala FC - 2014B,3.310344827586207,1.1379310344827587,2.3333333333333335,3.0,6,0,9/13/2025,2025 Cactus Kick Off
Bala FC - 2014B,14B Laroussi,2.3333333333333335,3.0,1.8823529411764706,5.705882352941177,4,0,9/13/2025,2025 Cactus Kick Off
FC Sonora 14' B Dynamo,America 14b,1.7826086956521738,5.565217391304348,3.5714285714285716,3.2857142857142856,2,7,9/28/2025,2025 FC Sonora Socctoberfest
FC Sonora 14' B Dynamo,FC Elite Arizona 2014 Boys - Martinez,1.7826086956521738,5.565217391304348,7.181818181818182,0.5454545454545454,0,6,9/27/2025,2025 FC Sonora Socctoberfest
Milan B,FC Sonora 14' B Dynamo,0.3333333333333333,11.333333333333334,1.7826086956521738,5.565217391304348,1,11,9/27/2025,2025 FC Sonora Socctoberfest
14B Blue #1,FC Sonora 14' B Dynamo,1.7837837837837838,2.2162162162162162,1.7826086956521738,5.565217391304348,5,1,4/6/2025,CDO Challenge Cup 2025
CDO 14B Elite,FC Sonora 14' B Dynamo,2.6744186046511627,2.3488372093023258,1.7826086956521738,5.565217391304348,2,2,4/5/2025,CDO Challenge Cup 2025
Deportivo Mexico 14B,FC Sonora 14' B Dynamo,2.44,2.88,1.7826086956521738,5.565217391304348,11,0,2/1/2025,PCJSL 2024/25 - Winter Session U9 - U15
FC Sonora 14' B Dynamo,Deportivo Mexico 14B,1.7826086956521738,5.565217391304348,2.44,2.88,3,4,11/16/2024,PCJSL 2024/25 - Fall Session U9 - U19
14B Blue #1,FC Sonora 14' B Dynamo,1.7837837837837838,2.2162162162162162,1.7826086956521738,5.565217391304348,5,0,11/2/2024,PCJSL 2024/25 - Fall Session U9 - U19
FC Sonora 14' B Dynamo,VSC 2014 Boys Green,1.7826086956521738,5.565217391304348,3.2285714285714286,3.257142857142857,0,3,10/26/2024,PCJSL 2024/25 - Fall Session U9 - U19
FC Sonora 14' B Dynamo,West Valley 2014 Boys Martinez Pre-Elite64,1.7826086956521738,5.565217391304348,3.457627118644068,1.88135593220339,1,13,10/6/2024,2024 FC Sonora Socctoberfest
Excel Soccer Academy 14B Black,East Valley NSFC 14 Boys Tiggs,3.56,1.88,1.1388888888888888,7.472222222222222,6,2,9/13/2025,2025-26 MaxinMotion Open League Season 1
East Valley NSFC 14 Boys Tiggs,PRFC Southeast Valley 14B Predator,1.1388888888888888,7.472222222222222,2.1875,3.525,3,8,9/6/2025,2025-26 MaxinMotion Open League Season 1
