Date,Team A,Team B,Score A,Score B,Result A,Result B,Event,Competition,Division,Venue,Location,Match ID,Original Team ID,Original Team Rank
2025-09-21,14B Hermanson AL,14B Negrete Pre MLS Next,0,0,T,T,46th Annual Wolfgang Weber FC Tucson Cup,Tournaments,U12B U12 Silver ,Kino Sports Complex,"2343 E. Tournament Way, Tucson, AZ 85713",22693364,390403,1018
2025-09-20,14B Hermanson AL,VSC 2014 Boys Green,4,5,L,W,46th Annual Wolfgang Weber FC Tucson Cup,Tournaments,U12B U12 Silver ,Kino Sports Complex,"2343 E. Tournament Way, Tucson, AZ 85713",22693363,390403,1018
2025-09-20,14B NL #1,14B Hermanson AL,3,2,W,L,46th Annual Wolfgang Weber FC Tucson Cup,Tournaments,U12B U12 Silver ,Kino Sports Complex,"2343 E. Tournament Way, Tucson, AZ 85713",22693360,390403,1018
2025-09-14,14B Hermanson AL,CCV Stars 14 Boys East Pre-ECNL,4,0,W,L,2025 Cactus Kick Off,Cactus Kick Off,U12B U12 Boys Ecuador,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",22600392,390403,1018
2025-09-13,State 48 FC Avondale 14 Black,14B Hermanson AL,3,2,W,L,2025 Cactus Kick Off,Cactus Kick Off,U12B U12 Boys Ecuador,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",22600388,390403,1018
2025-09-13,14B Hermanson AL,14B Rueda,4,3,W,L,2025 Cactus Kick Off,Cactus Kick Off,U12B U12 Boys Ecuador,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",22600384,390403,1018
2025-08-31,RSL-AZ Yuma 14 Boys Quinonez,14B Hermanson AL,5,0,W,L,Phoenix Rising Cup 2025,Phoenix Rising Cup,U12B U12 Boys Silver - Pepi,Reach 11 Sports Complex (PRC),"2425 E Deer Valley Dr , Phoenix , AZ 85050",22380621,390403,1018
2025-08-30,14B Hermanson AL,Dynamos SC 14B Gold,2,7,L,W,Phoenix Rising Cup 2025,Phoenix Rising Cup,U12B U12 Boys Silver - Pepi,Reach 11 Sports Complex (PRC),"2425 E Deer Valley Dr , Phoenix , AZ 85050",22380615,390403,1018
2025-08-30,PRFC Desert Foothills 14B Pre-Academy,14B Hermanson AL,6,0,W,L,Phoenix Rising Cup 2025,Phoenix Rising Cup,U12B U12 Boys Silver - Pepi,Reach 11 Sports Complex (PRC),"2425 E Deer Valley Dr , Phoenix , AZ 85050",22380616,390403,1018
2025-04-06,14B Hinds,14B Hermanson AL,2,1,W,L,CDO Challenge Cup 2025,CDO Challenge Cup,U11B U11 Boys Silver,Kino Sports Complex,"2343 E. Tournament Way, Tucson, AZ 85713",20040616,390403,1018
2025-04-06,14B Hermanson AL,CDO 14B Elite,3,0,W,L,CDO Challenge Cup 2025,CDO Challenge Cup,U11B U11 Boys Silver,Kino Sports Complex,"2343 E. Tournament Way, Tucson, AZ 85713",20040615,390403,1018
2025-04-05,14B Hermanson AL,14B Blue #1,1,0,W,L,CDO Challenge Cup 2025,CDO Challenge Cup,U11B U11 Boys Silver,Kino Sports Complex,"2343 E. Tournament Way, Tucson, AZ 85713",20040610,390403,1018
2025-04-03,FC Sonora 14' B Dynamo,14B Hermanson AL,1,3,L,W,CDO Challenge Cup 2025,CDO Challenge Cup,U11B U11 Boys Silver,Kino Sports Complex,"2343 E. Tournament Way, Tucson, AZ 85713",20040607,390403,1018
2025-03-30,14B OMolina,14B Hermanson AL,4,2,W,L,Southwest Cup 2025,Southwest Cup,U11B U11 Boys 2,Pacana Park,"19000 N. Porter Rd. , Maricopa, AZ 85138",20002661,390403,1018
2025-03-30,14B Hermanson AL,14B OMolina,1,2,L,W,Southwest Cup 2025,Southwest Cup,U11B U11 Boys 2,Pacana Park,"19000 N. Porter Rd. , Maricopa, AZ 85138",20002658,390403,1018
2025-03-29,AZ Arsenal 14 Boys Verde Valley,14B Hermanson AL,1,1,T,T,Southwest Cup 2025,Southwest Cup,U11B U11 Boys 2,Pacana Park,"19000 N. Porter Rd. , Maricopa, AZ 85138",20002656,390403,1018
2025-03-29,14B Hermanson AL,PRFC Scottsdale 14B Copa,4,2,W,L,Southwest Cup 2025,Southwest Cup,U11B U11 Boys 2,Pacana Park,"19000 N. Porter Rd. , Maricopa, AZ 85138",20002652,390403,1018
2025-03-22,14B Hermanson AL,Milan,7,0,W,L,PCJSL 2025 U9 - 19 Pima Cup Friendlies,Pima Cup,U11B Netherlands,Udall,"7200 E Tanque Verde , Tucson, AZ 85715",19828487,390403,1018
2025-03-22,14B Hermanson AL,2014B Felix Nogales,2,1,W,L,PCJSL 2025 U9 - 19 Pima Cup Friendlies,Pima Cup,U11B Netherlands,Udall,"7200 E Tanque Verde , Tucson, AZ 85715",19828489,390403,1018
2025-03-15,Argentina 14b,14B Hermanson AL,0,4,L,W,PCJSL 2025 U9 - 19 Pima Cup Friendlies,Pima Cup,U11B Netherlands,Udall,"7200 E Tanque Verde , Tucson, AZ 85715",19828483,390403,1018
2025-03-15,14B Hermanson AL,Santos 15B,4,0,W,L,PCJSL 2025 U9 - 19 Pima Cup Friendlies,Pima Cup,U11B Netherlands,Udall,"7200 E Tanque Verde , Tucson, AZ 85715",19828481,390403,1018
2025-03-08,14B Hermanson AL,CDO 14B Elite,3,3,T,T,PCJSL 2024/25 - Winter Session U9 - U15,PCJSL League Play 2024/25,U11B Bronze,Udall,"7200 E Tanque Verde , Tucson, AZ 85715",18597769,390403,1018
2025-03-08,Rayitos 14B2,14B Hermanson AL,1,4,L,W,PCJSL 2024/25 - Winter Session U9 - U15,PCJSL League Play 2024/25,U11B Bronze,Ochoa,"3450 N Fairview , Tucson, AZ 85705",18597771,390403,1018
2025-03-05,14B Hinds,14B Hermanson AL,4,0,W,L,PCJSL 2024/25 - Winter Session U9 - U15,PCJSL League Play 2024/25,U11B Bronze,Booth Fickett,"450 S Montego Dr. , Tucson, AZ 85710",18597765,390403,1018
2025-02-16,Eagles F.C.,14B Hermanson AL,0,2,L,W,2025 RSL Jacobs Classic,Jacobs Classic,U11B Silver,Tucson Kino South Complex (ASA)," 2343 E Tournament Way , Tucson, AZ 85714",18940776,390403,1018
2025-02-15,RSL-AZ Yuma 14 Boys Quinonez,14B Hermanson AL,4,2,W,L,2025 RSL Jacobs Classic,Jacobs Classic,U11B Silver,Tucson Kino South Complex (ASA)," 2343 E Tournament Way , Tucson, AZ 85714",18940770,390403,1018
2025-02-15,14B Hermanson AL,Chelsea 15B,1,4,L,W,2025 RSL Jacobs Classic,Jacobs Classic,U11B Silver,Tucson Kino South Complex (ASA)," 2343 E Tournament Way , Tucson, AZ 85714",18940772,390403,1018
2025-02-01,14B Hermanson AL,Rayitos 14B2,6,1,W,L,PCJSL 2024/25 - Winter Session U9 - U15,PCJSL League Play 2024/25,U11B Bronze,Freedom Park,"5000 E 29th St , Tucson, AZ 85711",18597763,390403,1018
2025-01-25,14B Hermanson AL,14B Hermanson 2,8,4,W,L,PCJSL 2024/25 - Winter Session U9 - U15,PCJSL League Play 2024/25,U11B Bronze,Freedom Park,"5000 E 29th St , Tucson, AZ 85711",18597759,390403,1018
2025-01-25,CDO 14B Elite,14B Hermanson AL,3,2,W,L,PCJSL 2024/25 - Winter Session U9 - U15,PCJSL League Play 2024/25,U11B Bronze,Freedom Park,"5000 E 29th St , Tucson, AZ 85711",18597762,390403,1018
2025-01-19,CDO 15B Premier,14B Hermanson AL,1,0,W,L,Fort Lowell Shootout 2025,Fort Lowell Shootout,U11B U11 Boys Wales,Tucson Kino North Complex (Shootout),"2817 e Ajo , Tucson, AZ 85713",18662801,390403,1018
2025-01-18,Eagles F.C.,14B Hermanson AL,0,0,T,T,Fort Lowell Shootout 2025,Fort Lowell Shootout,U11B U11 Boys Wales,Tucson Kino South Complex (ASA)," 2343 E Tournament Way , Tucson, AZ 85714",18662798,390403,1018
2025-01-18,14B Hermanson AL,WTX Rush 2014 Randle,3,0,W,L,Fort Lowell Shootout 2025,Fort Lowell Shootout,U11B U11 Boys Wales,Tucson Kino South Complex (ASA)," 2343 E Tournament Way , Tucson, AZ 85714",18662795,390403,1018
2025-01-16,CDO 15B Premier,14B Hermanson AL,1,1,T,T,Fort Lowell Shootout 2025,Fort Lowell Shootout,U11B U11 Boys Wales,Tucson Kino South Complex (ASA)," 2343 E Tournament Way , Tucson, AZ 85714",18662797,390403,1018
2025-01-12,14B Hermanson AL,14 Boys Navy,0,2,L,W,CCV Stars Champions Cup 2025,CCV Stars Champions Cup,U11B Boys U11 White - 9v9,Reach 11 Sports Complex (CCV STARS),"2425 E Deer Valley Rd , Phoenix, AZ 85050",18604681,390403,1018
2025-01-11,14B Hermanson AL,CCV STARS 15 Boys Orange SUR,0,1,L,W,CCV Stars Champions Cup 2025,CCV Stars Champions Cup,U11B Boys U11 White - 9v9,Reach 11 Sports Complex (CCV STARS),"2425 E Deer Valley Rd , Phoenix, AZ 85050",18604676,390403,1018
2025-01-10,PRFC West Valley 15B Predator,14B Hermanson AL,6,1,W,L,CCV Stars Champions Cup 2025,CCV Stars Champions Cup,U11B Boys U11 White - 9v9,Reach 11 Sports Complex (CCV STARS),"2425 E Deer Valley Rd , Phoenix, AZ 85050",18604673,390403,1018
2024-12-15,14B Hermanson AL,AZSC 15B White,2,1,W,L,RSL-AZ Holiday Classic 2024,Holiday Classic,U11B U11 Boys United States,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",18440457,390403,1018
2024-12-14,14B Hermanson AL,PRFC Desert Foothills 15B Predator,4,2,W,L,RSL-AZ Holiday Classic 2024,Holiday Classic,U11B U11 Boys United States,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",18440452,390403,1018
2024-12-14,Atletico Tuzos Mesa 2014,14B Hermanson AL,3,2,W,L,RSL-AZ Holiday Classic 2024,Holiday Classic,U11B U11 Boys United States,Scottsdale Sports Complex,"8081 E Princess Dr. , Scottsdale, AZ 85255",18440449,390403,1018
2024-12-07,14B Blue #2,14B Hermanson AL,0,11,L,W,PCJSL 2024/25 - Fall Session U9 - U19,PCJSL League Play 2024/25,U11B Bronze,Ochoa,"3450 N Fairview , Tucson, AZ 85705",17770695,390403,1018
2024-11-23,14B Hinds,14B Hermanson AL,1,5,L,W,PCJSL 2024/25 - Fall Session U9 - U19,PCJSL League Play 2024/25,U11B Bronze,Udall,"7200 E Tanque Verde , Tucson, AZ 85715",17770711,390403,1018
2024-11-16,14B Hermanson AL,CDO 15B Premier,2,4,L,W,PCJSL 2024/25 - Fall Session U9 - U19,PCJSL League Play 2024/25,U11B Bronze,Lincoln Park,"4325 S Pantano Rd , Tucson, AZ 85730",17770706,390403,1018
2024-11-11,14B Hermanson AL,CDO 15B Premier,0,1,L,W,Arizona Select Clubs Showcase 2024,Arizona Select Clubs Showcase,U11B U11 Boys Robinson,Tucson Kino South Complex (ASA)," 2343 E Tournament Way , Tucson, AZ 85714",18166540,390403,1018
2024-11-10,14B Hermanson AL,Milan,6,0,W,L,Arizona Select Clubs Showcase 2024,Arizona Select Clubs Showcase,U11B U11 Boys Robinson,Tucson Kino South Complex (ASA)," 2343 E Tournament Way , Tucson, AZ 85714",18166538,390403,1018
2024-11-09,2014B Felix Nogales,14B Hermanson AL,1,2,L,W,Arizona Select Clubs Showcase 2024,Arizona Select Clubs Showcase,U11B U11 Boys Robinson,Tucson Kino South Complex (ASA)," 2343 E Tournament Way , Tucson, AZ 85714",18166532,390403,1018
2024-11-09,14B Hermanson AL,Rayitos 14B2,6,0,W,L,Arizona Select Clubs Showcase 2024,Arizona Select Clubs Showcase,U11B U11 Boys Robinson,Tucson Kino South Complex (ASA)," 2343 E Tournament Way , Tucson, AZ 85714",18166534,390403,1018
2024-10-26,14B Hermanson AL,Eagles F.C.,2,4,L,W,PCJSL 2024/25 - Fall Session U9 - U19,PCJSL League Play 2024/25,U11B Bronze,Ochoa,"3450 N Fairview , Tucson, AZ 85705",17770692,390403,1018
2024-10-26,Rayitos 14B2,14B Hermanson AL,1,3,L,W,PCJSL 2024/25 - Fall Session U9 - U19,PCJSL League Play 2024/25,U11B Bronze,Ochoa,"3450 N Fairview , Tucson, AZ 85705",17770700,390403,1018
2024-10-24,14B Hermanson AL,Milan,2,0,W,L,PCJSL 2024/25 - Fall Session U9 - U19,PCJSL League Play 2024/25,U11B Bronze,Rillito,"4502 North 1st Avenue , Tucson, AZ 85718",17770698,390403,1018
2024-10-20,15B Garza/Bernal-1,14B Hermanson AL,2,0,W,L,CDO Southwest Showdown 2024,CDO Southwest Showdown,U11B Gold,Kino Sports Complex,"2343 E. Tournament Way, Tucson, AZ 85713",17953755,390403,1018
2024-10-19,AYSO United Blue 14 B,14B Hermanson AL,0,3,L,W,CDO Southwest Showdown 2024,CDO Southwest Showdown,U11B Gold,Kino Sports Complex,"2343 E. Tournament Way, Tucson, AZ 85713",17953748,390403,1018
2024-10-18,14B Hermanson AL,CDO 14B Premier,1,7,L,W,CDO Southwest Showdown 2024,CDO Southwest Showdown,U11B Gold,Kino Sports Complex,"2343 E. Tournament Way, Tucson, AZ 85713",17953750,390403,1018
2024-10-13,14B Hermanson AL,AZ Arsenal 14 Boys Teal 2 SC,0,2,L,W,Arsenal Challenge 2024,Arsenal Challenge,U11B 11U 2014 Boys Bronze East,Arizona Athletic Grounds (AASC Tournaments),"6321 S Ellsworth Rd , Mesa, AZ 85212",17858884,390403,1018
2024-10-12,Legends FC AZ 14B Black,14B Hermanson AL,1,2,L,W,Arsenal Challenge 2024,Arsenal Challenge,U11B 11U 2014 Boys Bronze East,Arizona Athletic Grounds (AASC Tournaments),"6321 S Ellsworth Rd , Mesa, AZ 85212",17858872,390403,1018
2024-10-12,14B Hermanson AL,CCV STARS 14 Boys White PEO,2,1,W,L,Arsenal Challenge 2024,Arsenal Challenge,U11B 11U 2014 Boys Bronze East,Arizona Athletic Grounds (AASC Tournaments),"6321 S Ellsworth Rd , Mesa, AZ 85212",17858876,390403,1018
2024-09-15,CCV STARS 14 Boys Navy LAV,14B Hermanson AL,0,3,L,W,2024 Cactus Kick Off,Cactus Kick Off,U11B U11 Boys Paraguay,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",17674688,390403,1018
2024-09-15,14B Hermanson AL,RSL-AZ Yuma 14 Boys Quinonez,2,7,L,W,2024 Cactus Kick Off,Cactus Kick Off,U11B U11 Boys Paraguay,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",17674692,390403,1018
2024-09-14,14B Hermanson AL,Hustle Hard 2014- Boys,4,1,W,L,2024 Cactus Kick Off,Cactus Kick Off,U11B U11 Boys Paraguay,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",17674681,390403,1018
2024-09-14,CAC 14/15B (Conroy),14B Hermanson AL,1,6,L,W,2024 Cactus Kick Off,Cactus Kick Off,U11B U11 Boys Paraguay,Reach 11 Sports Complex,"2425 E Deer Valley Dr , Phoenix, AZ 85050",17674685,390403,1018
2024-03-23,14B Hermanson AL,Avengers White,7,0,W,L,PCJSL 2023/24 U9 - 15 Winter Session,PCJSL Winter/Spring,U10B Copper ,Himmel,"1000 N Tucson Blvd , Tucson, AZ 85716",13819152,390403,1018
2024-03-09,14B Hermanson AL,VSC 2014 Acuna,10,2,W,L,PCJSL 2023/24 U9 - 15 Winter Session,PCJSL Winter/Spring,U10B Copper ,Himmel,"1000 N Tucson Blvd , Tucson, AZ 85716",13819146,390403,1018
2024-03-02,14 B. White East,14B Hermanson AL,0,3,L,W,PCJSL 2023/24 U9 - 15 Winter Session,PCJSL Winter/Spring,U10B Copper ,Silverlake,"2420 South Kino Pkwy, Tucson, AZ 85713",13819161,390403,1018
2024-02-18,CDO 14B Blue,14B Hermanson AL,3,2,W,L,2024 TMSFC Jacob's Classic,TMSFC Jacob's Classic,U10B Jamaica,Kino South,"2343 E. Tournament Way , Tucson , AZ 85714",14120511,390403,1018
2024-02-18,14B Hermanson AL,"Eagles F.C., Tucson",4,3,W,L,2024 TMSFC Jacob's Classic,TMSFC Jacob's Classic,U10B Jamaica,Kino South,"2343 E. Tournament Way , Tucson , AZ 85714",14120510,390403,1018
2024-02-17,14B Hermanson AL,Ninjas,10,0,W,L,2024 TMSFC Jacob's Classic,TMSFC Jacob's Classic,U10B Jamaica,Kino South,"2343 E. Tournament Way , Tucson , AZ 85714",14120508,390403,1018
2024-02-17,Douglas Elite 10u,14B Hermanson AL,2,3,L,W,2024 TMSFC Jacob's Classic,TMSFC Jacob's Classic,U10B Jamaica,Kino South,"2343 E. Tournament Way , Tucson , AZ 85714",14120506,390403,1018
2024-01-20,"Eagles F.C., Tucson",14B Hermanson AL,7,2,W,L,PCJSL 2023/24 U9 - 15 Winter Session,PCJSL Winter/Spring,U10B Copper ,Freedom Park,"5000 E 29th St , Tucson, AZ 85711",13819151,390403,1018
2024-01-14,14B Hermanson AL,Milan,0,3,L,W,Fort Lowell Shootout 2024,Fort Lowell Shootout,U10B U10 Boys Canada,Tucson Kino Main Complex (ASA),"2500 East Ajo Way , Tucson, AZ 85713",13908186,390403,1018
2024-01-13,VSC 2014 Boys White,14B Hermanson AL,1,3,L,W,Fort Lowell Shootout 2024,Fort Lowell Shootout,U10B U10 Boys Canada,Tucson Kino Main Complex (ASA),"2500 East Ajo Way , Tucson, AZ 85713",13908183,390403,1018
2024-01-13,14B Hermanson AL,14 B. White West,4,2,W,L,Fort Lowell Shootout 2024,Fort Lowell Shootout,U10B U10 Boys Canada,Tucson Kino Main Complex (ASA),"2500 East Ajo Way , Tucson, AZ 85713",13908178,390403,1018
2023-12-10,14B Hermanson AL,EXCEL23FallU9U10B2Lee,2,5,L,W,RSL-AZ Holiday Classic 2023,Holiday Classic,U10B U10 Boys South Korea,Snedigar Sports Complex (RSL- S),"4511 S Alma School Rd, Chandler, AZ 85248",13649426,390403,1018
2023-12-10,EXCEL23FallU9U10B1OMolina,14B Hermanson AL,1,4,L,W,RSL-AZ Holiday Classic 2023,Holiday Classic,U10B U10 Boys South Korea,Snedigar Sports Complex (RSL- S),"4511 S Alma School Rd, Chandler, AZ 85248",13649096,390403,1018
2023-12-09,AZSC 14B White,14B Hermanson AL,3,7,L,W,RSL-AZ Holiday Classic 2023,Holiday Classic,U10B U10 Boys South Korea,Snedigar Sports Complex (RSL- S),"4511 S Alma School Rd, Chandler, AZ 85248",13649102,390403,1018
2023-12-09,14B Hermanson AL,U10 Excel Gold,6,0,W,L,RSL-AZ Holiday Classic 2023,Holiday Classic,U10B U10 Boys South Korea,Snedigar Sports Complex (RSL- S),"4511 S Alma School Rd, Chandler, AZ 85248",13649105,390403,1018
2023-11-12,14B Hermanson AL,14B Hermanson,0,4,L,W,Arizona Select Clubs Showcase 2023,Arizona Select Clubs Showcase,U10B U10 Boys China,Doolen,"2400 N Country Club , Tucson, AZ ",13446025,390403,1018
2023-11-11,Rayitos Del Desierto14B2,14B Hermanson AL,12,0,W,L,Arizona Select Clubs Showcase 2023,Arizona Select Clubs Showcase,U10B U10 Boys China,Tucson Kino Main Complex (ASA),"2500 East Ajo Way , Tucson, AZ 85713",13446019,390403,1018
2023-11-10,14B Hermanson AL,14B Serrano,1,8,L,W,Arizona Select Clubs Showcase 2023,Arizona Select Clubs Showcase,U10B U10 Boys China,Tucson Kino Main Complex (ASA),"2500 East Ajo Way , Tucson, AZ 85713",13446020,390403,1018
2023-10-28,14 B. White West 2,14B Hermanson AL,2,7,L,W,PCJSL 2023/24 - Session 2 for U9 - 10 Teams,PCJSL 2023-24,U10B Rincon,Himmel,"1000 N Tucson Blvd , Tucson, AZ 85716",13217353,390403,1018
2023-10-21,14B Hermanson AL,Rayitos Del Desierto14B2,1,2,L,W,PCJSL 2023/24 - Session 2 for U9 - 10 Teams,PCJSL 2023-24,U10B Rincon,Himmel,"1000 N Tucson Blvd , Tucson, AZ 85716",13217352,390403,1018
2023-10-15,14B Hermanson AL,14 B. Blue West 2,1,8,L,W,2023 FC Sonora Socctoberfest,Socctoberfest,U10B Bronze,,,13104174,390403,1018
2023-10-14,14B Hermanson AL,Rayitos Del Desierto14B2,1,1,T,T,2023 FC Sonora Socctoberfest,Socctoberfest,U10B Bronze,,,13104170,390403,1018
2023-10-14,14B Bogarin,14B Hermanson AL,2,0,W,L,2023 FC Sonora Socctoberfest,Socctoberfest,U10B Bronze,,,13104173,390403,1018
2023-09-30,14 B. White East,14B Hermanson AL,2,4,L,W,PCJSL 2023/24 - Session 1 for U9 - 10 Teams,PCJSL 2023-24,U10B Tortolita,Himmel,"1000 N Tucson Blvd , Tucson, AZ 85716",12682903,390403,1018
2023-09-23,VSC 2014 Boys White 1,14B Hermanson AL,6,7,L,W,PCJSL 2023/24 - Session 1 for U9 - 10 Teams,PCJSL 2023-24,U10B Tortolita,Himmel,"1000 N Tucson Blvd , Tucson, AZ 85716",12682900,390403,1018
2023-09-16,14B Hermanson AL,CDO 14B Blue,1,1,T,T,44th Annual Wolfgang Weber FC Tucson Cup (formerly FC Tucson Striker's Cup),Tournaments,U10B U-10 Bronze,Kino Sports Complex,"2343 E. Tournament Way, Tucson, AZ 85713",12861318,390403,1018
2023-09-16,14B Hermanson,14B Hermanson AL,5,1,W,L,44th Annual Wolfgang Weber FC Tucson Cup (formerly FC Tucson Striker's Cup),Tournaments,U10B U-10 Bronze,Kino Sports Complex,"2343 E. Tournament Way, Tucson, AZ 85713",12861313,390403,1018
2023-09-15,14 B. White West,14B Hermanson AL,0,6,L,W,44th Annual Wolfgang Weber FC Tucson Cup (formerly FC Tucson Striker's Cup),Tournaments,U10B U-10 Bronze,Kino Sports Complex,"2343 E. Tournament Way, Tucson, AZ 85713",12861322,390403,1018
2025-04-06,14 Boys Soul Warriors,Deportivo Mexico 14B,3,3,T,T,CDO Challenge Cup 2025,CDO Challenge Cup,U11B U11 Boys Gold,Kino Sports Complex,"2343 E. Tournament Way, Tucson, AZ 85713",20040821,515160,1056
2025-04-05,14 Boys Soul Warriors,14 ECNL #1,1,4,L,W,CDO Challenge Cup 2025,CDO Challenge Cup,U11B U11 Boys Gold,Kino Sports Complex,"2343 E. Tournament Way, Tucson, AZ 85713",20040813,515160,1056
2025-04-05,CDO 14B Premier,14 Boys Soul Warriors,4,0,W,L,CDO Challenge Cup 2025,CDO Challenge Cup,U11B U11 Boys Gold,Kino Sports Complex,"2343 E. Tournament Way, Tucson, AZ 85713",20040814,515160,1056
2025-03-22,14B Hinds,14 Boys Soul Warriors,2,2,T,T,PCJSL 2025 U9 - 19 Pima Cup Friendlies,Pima Cup,U11B Denmark,Ochoa,"3450 N Fairview , Tucson, AZ 85705",19825987,515160,1056
2025-03-22,14 Boys Soul Warriors,Eagles F.C.,2,1,W,L,PCJSL 2025 U9 - 19 Pima Cup Friendlies,Pima Cup,U11B Denmark,Ochoa,"3450 N Fairview , Tucson, AZ 85705",19825985,515160,1056
2025-03-15,14 ECNL #1,14 Boys Soul Warriors,13,0,W,L,PCJSL 2025 U9 - 19 Pima Cup Friendlies,Pima Cup,U11B Denmark,Lincoln Park,"4325 S Pantano Rd , Tucson, AZ 85730",19825977,515160,1056
2025-03-15,14 Boys Soul Warriors,15B Garza/Bernal-1,1,10,L,W,PCJSL 2025 U9 - 19 Pima Cup Friendlies,Pima Cup,U11B Denmark,Lincoln Park,"4325 S Pantano Rd , Tucson, AZ 85730",19825982,515160,1056
2025-03-01,14B E64 #2,14 Boys Soul Warriors,2,5,L,W,PCJSL 2024/25 - Winter Session U9 - U15,PCJSL League Play 2024/25,U11B Gold,Freedom Park,"5000 E 29th St , Tucson, AZ 85711",18597715,515160,1056
2025-02-16,Milan,14 Boys Soul Warriors,0,4,L,W,2025 RSL Jacobs Classic,Jacobs Classic,U11B Bronze,Tucson Kino South Complex (ASA)," 2343 E Tournament Way , Tucson, AZ 85714",18940786,515160,1056
2025-02-15,14 Boys Soul Warriors,Pima Surf Academy Boys 14,2,3,L,W,2025 RSL Jacobs Classic,Jacobs Classic,U11B Bronze,Tucson Kino South Complex (ASA)," 2343 E Tournament Way , Tucson, AZ 85714",18940780,515160,1056
2025-02-15,VSC 2014 Boys Green,14 Boys Soul Warriors,7,2,W,L,2025 RSL Jacobs Classic,Jacobs Classic,U11B Bronze,Tucson Kino South Complex (ASA)," 2343 E Tournament Way , Tucson, AZ 85714",18940781,515160,1056
2025-02-08,14 Boys Soul Warriors,VSC 2014 Boys Green,7,5,W,L,PCJSL 2024/25 - Winter Session U9 - U15,PCJSL League Play 2024/25,U11B Gold,Lincoln Park,"4325 S Pantano Rd , Tucson, AZ 85730",18597713,515160,1056
2025-02-01,CDO 14B Premier,14 Boys Soul Warriors,7,0,W,L,PCJSL 2024/25 - Winter Session U9 - U15,PCJSL League Play 2024/25,U11B Gold,Freedom Park,"5000 E 29th St , Tucson, AZ 85711",18597708,515160,1056
2025-01-25,14 Boys Soul Warriors,15B Garza/Bernal-1,1,1,T,T,PCJSL 2024/25 - Winter Session U9 - U15,PCJSL League Play 2024/25,U11B Gold,Lincoln Park,"4325 S Pantano Rd , Tucson, AZ 85730",18597720,515160,1056
2025-01-25,14 Boys Soul Warriors,Pima Surf Academy Boys 14,4,5,L,W,PCJSL 2024/25 - Winter Session U9 - U15,PCJSL League Play 2024/25,U11B Gold,Lincoln Park,"4325 S Pantano Rd , Tucson, AZ 85730",18597706,515160,1056
2025-01-19,14 Boys Soul Warriors,14B E64 #1,0,2,L,W,Fort Lowell Shootout 2025,Fort Lowell Shootout,U11B U11 Boys Tunisia,Tucson Kino South Complex (ASA)," 2343 E Tournament Way , Tucson, AZ 85714",18662777,515160,1056
2025-01-18,14 Boys Soul Warriors,ECFC CHELSEA 14,0,1,L,W,Fort Lowell Shootout 2025,Fort Lowell Shootout,U11B U11 Boys Tunisia,Tucson Kino North Complex (Shootout),"2817 e Ajo , Tucson, AZ 85713",18662776,515160,1056
