Game_ID,Team_A,Team_B,Team_A_Match,Team_B_Match,Reason,Date,Event
20463964,XOLOS ARIZONA 2014B,West Valley 2014 Boys Martinez Pre-Elite64,,West Valley 2014 Boys Martinez Pre-Elite64,Unmatched team(s),4/26/2025,AZFC Select Challenge 2025
20002648,14B Flores,West Valley 2014 Boys Martinez Pre-Elite64,,West Valley 2014 Boys Martinez Pre-Elite64,Unmatched team(s),3/29/2025,Southwest Cup 2025
20071320,BRAZAS FC 2015 Boys Black,West Valley 2014 Boys Martinez Pre-Elite64,,West Valley 2014 Boys Martinez Pre-Elite64,Unmatched team(s),3/22/2025,2025 Phoenix Cup - Boys Weekend
18604652,14B Jimmy,West Valley 2014 Boys Martinez Pre-Elite64,,West Valley 2014 Boys Martinez Pre-Elite64,Unmatched team(s),1/12/2025,CCV Stars Champions Cup 2025
17674408,14B Jimmy,West Valley 2014 Boys Martinez Pre-Elite64,,West Valley 2014 Boys Martinez Pre-Elite64,Unmatched team(s),9/15/2024,2024 Cactus Kick Off
17674406,15B NMarkette,West Valley 2014 Boys Martinez Pre-Elite64,,West Valley 2014 Boys Martinez Pre-Elite64,Unmatched team(s),9/15/2024,2024 Cactus Kick Off
22002231,B13 Velazquez,CCV Stars 14 Boys North Pre-ECNL,,CCV Stars 14 Boys North Pre-ECNL,Unmatched team(s),8/24/2025,San Clemente Surf Classic
22002235,CCV Stars 14 Boys North Pre-ECNL,South County B2013,CCV Stars 14 Boys North Pre-ECNL,,Unmatched team(s),8/24/2025,San Clemente Surf Classic
22002224,CCV Stars 14 Boys North Pre-ECNL,South County B2013 Blue,CCV Stars 14 Boys North Pre-ECNL,,Unmatched team(s),8/23/2025,San Clemente Surf Classic
22002228,South County B2013 White,CCV Stars 14 Boys North Pre-ECNL,,CCV Stars 14 Boys North Pre-ECNL,Unmatched team(s),8/23/2025,San Clemente Surf Classic
19916714,CCV Stars 14 Boys North Pre-ECNL,14 ECNL #1,CCV Stars 14 Boys North Pre-ECNL,,Unmatched team(s),4/27/2025,2025 Arizona Presidents Cup
17858279,CCV Stars 14 Boys North Pre-ECNL,AZ Arsenal 13 Boys Flagstaff,CCV Stars 14 Boys North Pre-ECNL,,Unmatched team(s),10/12/2024,Arsenal Challenge 2024
17349035,B2014 Academy,CCV Stars 14 Boys North Pre-ECNL,,CCV Stars 14 Boys North Pre-ECNL,Unmatched team(s),9/1/2024,45th Annual NHB Cup - Boys
17312214,B2014 Academy,CCV Stars 14 Boys North Pre-ECNL,,CCV Stars 14 Boys North Pre-ECNL,Unmatched team(s),8/31/2024,45th Annual NHB Cup - Boys
20256861,AZSC 14B Azanger,14 Cityzens,,14 Cityzens,Unmatched team(s),4/17/2025,East Valley Spring Invitational 2025
20233178,AZ Arsenal 14 Boys AYDP,14 Cityzens,,14 Cityzens,Unmatched team(s),4/4/2025,Brazas - 2025 Ginga Champions
20183323,14 Cityzens,Playmaker Futbol Academy 14B White,14 Cityzens,,Unmatched team(s),3/29/2025,2025 Arizona Academy Cup | Powered By Rated Sports
18969182,14 Cityzens,BRAZAS FC 2015 Boys Black,14 Cityzens,,Unmatched team(s),2/9/2025,Desert Classic 2025
18158504,14 Cityzens,Playmaker Futbol Academy 14B White,14 Cityzens,,Unmatched team(s),11/8/2024,Kick for the Cure 2024
17066101,14 Cityzens,LAFC 14 BOYS,14 Cityzens,,Unmatched team(s),10/5/2024,2024-25 MaxinMotion Open League Season 1
17674398,15B NMarkette,14 Cityzens,,14 Cityzens,Unmatched team(s),9/13/2024,2024 Cactus Kick Off
21767365,U-12 (2014) Boys Pre Academy Orange,14B Moyer,,14B Moyer,Unmatched team(s),9/20/2025,2025-26 MaxinMotion Open League Season 1
19923018,14B Flores,14B Moyer,,14B Moyer,Unmatched team(s),4/26/2025,2025 Arizona Presidents Cup
18561868,14B Moyer,15B NMarkette,14B Moyer,,Unmatched team(s),3/1/2025,2024-25 MaxinMotion Open League Season 2
18662759,14 ECNL #2,14B Moyer,,14B Moyer,Unmatched team(s),1/18/2025,Fort Lowell Shootout 2025
17072066,14B Jimmy,14B Moyer,,14B Moyer,Unmatched team(s),10/12/2024,2024-25 MaxinMotion Open League Season 1
19923014,PRFC North Valley 14B Predator,Legends FC AZ 14B Gold,PRFC North Valley 14B Predator,,Unmatched team(s),4/13/2025,2025 Arizona Presidents Cup
19721866,14B OMolina,PRFC North Valley 14B Predator,,PRFC North Valley 14B Predator,Unmatched team(s),3/9/2025,2025 Ostrich Festival
19721863,14B OMolina,PRFC North Valley 14B Predator,,PRFC North Valley 14B Predator,Unmatched team(s),3/9/2025,2025 Ostrich Festival
19721859,15B NMarkette,PRFC North Valley 14B Predator,,PRFC North Valley 14B Predator,Unmatched team(s),3/7/2025,2025 Ostrich Festival
18561880,PRFC North Valley 14B Predator,14B OMolina,PRFC North Valley 14B Predator,,Unmatched team(s),2/15/2025,2024-25 MaxinMotion Open League Season 2
18561873,PRFC North Valley 14B Predator,15B NMarkette,PRFC North Valley 14B Predator,,Unmatched team(s),2/1/2025,2024-25 MaxinMotion Open League Season 2
18702684,AZ Arsenal 15 Boys Teal 1 JZ,PRFC North Valley 14B Predator,,PRFC North Valley 14B Predator,Unmatched team(s),1/25/2025,2025 AZ Soccer Clash hosted by Phoenix Premier FC
18181947,PRFC North Valley 14B Predator,CCV STARS 14 Boys Orange LAV,PRFC North Valley 14B Predator,,Unmatched team(s),11/23/2024,2024 Heritage Cup 
17479096,PRFC North Valley 14B Predator,U-11 (2014) Boys Pre Academy,PRFC North Valley 14B Predator,,Unmatched team(s),9/7/2024,FSC Champions Cup (Boys - 2024)
21767374,U-12 (2014) Boys Pre Academy Orange,PSG 14B Blue,,PSG 14B Blue,Unmatched team(s),10/4/2025,2025-26 MaxinMotion Open League Season 1
18439377,PSG 14B Blue,AZSC 14B Azanger,PSG 14B Blue,,Unmatched team(s),12/15/2024,RSL-AZ Holiday Classic 2024
17071617,CCV STARS 14 Boys White PEO,PSG 14B Blue,,PSG 14B Blue,Unmatched team(s),11/17/2024,2024-25 MaxinMotion Open League Season 1
16745207,Playmaker Futbol Academy PRE-ECNL B14,14B JCFresquez Pre-MLS Next,Playmaker Futbol Academy PRE-ECNL B14,,Unmatched team(s),3/2/2025,2024-2025 ASA Advanced Leagues
16745234,14 ECNL #1,Playmaker Futbol Academy PRE-ECNL B14,,Playmaker Futbol Academy PRE-ECNL B14,Unmatched team(s),2/2/2025,2024-2025 ASA Advanced Leagues
18181913,14B OMolina,Playmaker Futbol Academy PRE-ECNL B14,,Playmaker Futbol Academy PRE-ECNL B14,Unmatched team(s),11/23/2024,2024 Heritage Cup 
16745197,Playmaker Futbol Academy PRE-ECNL B14,14B Flores,Playmaker Futbol Academy PRE-ECNL B14,,Unmatched team(s),10/27/2024,2024-2025 ASA Advanced Leagues
16745185,14 ECNL #2,Playmaker Futbol Academy PRE-ECNL B14,,Playmaker Futbol Academy PRE-ECNL B14,Unmatched team(s),9/28/2024,2024-2025 ASA Advanced Leagues
16745247,CCV STARS 14 Boys Orange LAV,Playmaker Futbol Academy PRE-ECNL B14,,Playmaker Futbol Academy PRE-ECNL B14,Unmatched team(s),9/22/2024,2024-2025 ASA Advanced Leagues
17674842,13B Flores,Playmaker Futbol Academy PRE-ECNL B14,,Playmaker Futbol Academy PRE-ECNL B14,Unmatched team(s),9/14/2024,2024 Cactus Kick Off
17371374,Phoenix United 2015 Elite,Playmaker Futbol Academy PRE-ECNL B14,,Playmaker Futbol Academy PRE-ECNL B14,Unmatched team(s),9/1/2024,Phoenix Rising Cup 2024
17371372,14 ECNL #1,Playmaker Futbol Academy PRE-ECNL B14,,Playmaker Futbol Academy PRE-ECNL B14,Unmatched team(s),8/31/2024,Phoenix Rising Cup 2024
15550733,Playmaker Futbol Academy PRE-ECNL B14,CCV STARS 14 Boys Orange LAV,Playmaker Futbol Academy PRE-ECNL B14,,Unmatched team(s),4/20/2024,2024 Arizona Presidents Cup
20878017,U-12 (2014) Boys Yuma Pre Academy,"ARCOS FC , CHALLENGERS",U-12 (2014) Boys Yuma Pre Academy,,Unmatched team(s),6/15/2025,Copa Rayados West 2025
20878012,U-12 (2014) Boys Yuma Pre Academy,Albion CC SM B14 Academy,U-12 (2014) Boys Yuma Pre Academy,,Unmatched team(s),6/14/2025,Copa Rayados West 2025
20878018,RENO PUMITAS,U-12 (2014) Boys Yuma Pre Academy,,U-12 (2014) Boys Yuma Pre Academy,Unmatched team(s),6/13/2025,Copa Rayados West 2025
20878004,Las Vegas Elite FC B14 Gold,U-12 (2014) Boys Yuma Pre Academy,,U-12 (2014) Boys Yuma Pre Academy,Unmatched team(s),6/13/2025,Copa Rayados West 2025
18437770,14B JCFresquez Pre-MLS Next,U-12 (2014) Boys Yuma Pre Academy,,U-12 (2014) Boys Yuma Pre Academy,Unmatched team(s),12/14/2024,RSL-AZ Holiday Classic 2024
17857945,14 ECNL #1,U-12 (2014) Boys Yuma Pre Academy,,U-12 (2014) Boys Yuma Pre Academy,Unmatched team(s),10/13/2024,Arsenal Challenge 2024
20040819,14 ECNL #2,CDO 14B Premier,,CDO 14B Premier,Unmatched team(s),4/6/2025,CDO Challenge Cup 2025
20040812,14 ECNL #1,CDO 14B Premier,,CDO 14B Premier,Unmatched team(s),4/5/2025,CDO Challenge Cup 2025
18940761,CDO 14B Premier,14 ECNL #2,CDO 14B Premier,,Unmatched team(s),2/15/2025,2025 RSL Jacobs Classic
18662760,14B OMolina,CDO 14B Premier,,CDO 14B Premier,Unmatched team(s),1/18/2025,Fort Lowell Shootout 2025
18437997,14B Jimmy,CDO 14B Premier,,CDO 14B Premier,Unmatched team(s),12/14/2024,RSL-AZ Holiday Classic 2024
17704414,CDO 14B Premier,14 ECNL #1,CDO 14B Premier,,Unmatched team(s),9/20/2024,45th Annual Wolfgang Weber FC Tucson Cup (formerly FC Tucson Striker's Cup)
21762720,Rebels FC 2014,FC Deportivo AZ 2014B (Gallegos),,FC Deportivo AZ 2014B (Gallegos),Unmatched team(s),10/4/2025,2025-26 MaxinMotion Open League Season 1
21762709,FC Deportivo AZ 2014B (Gallegos),Rey Del Castillo FC 2014/15,FC Deportivo AZ 2014B (Gallegos),,Unmatched team(s),9/13/2025,2025-26 MaxinMotion Open League Season 1
20649077,AZSC 15B White,FC Deportivo AZ 2014B (Gallegos),,FC Deportivo AZ 2014B (Gallegos),Unmatched team(s),5/25/2025,FSC Kickin in the Pines (Boys - 2025)
20649072,14 ECNL #1,FC Deportivo AZ 2014B (Gallegos),,FC Deportivo AZ 2014B (Gallegos),Unmatched team(s),5/24/2025,FSC Kickin in the Pines (Boys - 2025)
20463970,XOLOS ARIZONA 2014B,FC Deportivo AZ 2014B (Gallegos),,FC Deportivo AZ 2014B (Gallegos),Unmatched team(s),4/27/2025,AZFC Select Challenge 2025
20463968,FC Deportivo AZ 2014B (Gallegos),Next Level Soccer Northwest 2015 Boys Red,FC Deportivo AZ 2014B (Gallegos),,Unmatched team(s),4/26/2025,AZFC Select Challenge 2025
19923018,14B Negrete Pre MLS Next,14B OMolina,14B Negrete Pre MLS Next,,Unmatched team(s),4/26/2025,2025 Arizona Presidents Cup
16745232,14 ECNL #2,14B Negrete Pre MLS Next,,14B Negrete Pre MLS Next,Unmatched team(s),2/2/2025,2024-2025 ASA Advanced Leagues
16745218,14 ECNL #1,14B Negrete Pre MLS Next,,14B Negrete Pre MLS Next,Unmatched team(s),1/31/2025,2024-2025 ASA Advanced Leagues
18662779,14B Negrete Pre MLS Next,14 ECNL #1,14B Negrete Pre MLS Next,,Unmatched team(s),1/19/2025,Fort Lowell Shootout 2025
16745172,14B JCFresquez Pre-MLS Next,14B Negrete Pre MLS Next,,14B Negrete Pre MLS Next,Unmatched team(s),12/7/2024,2024-2025 ASA Advanced Leagues
17815921,Juventus,14B Negrete Pre MLS Next,,14B Negrete Pre MLS Next,Unmatched team(s),10/6/2024,2024 FC Sonora Socctoberfest
16745224,14B Negrete Pre MLS Next,CCV STARS 14 Boys Orange LAV,14B Negrete Pre MLS Next,,Unmatched team(s),9/21/2024,2024-2025 ASA Advanced Leagues
19923025,Phoenix Premier FC 14B Black,AZSC 14B Azanger,Phoenix Premier FC 14B Black,,Unmatched team(s),4/26/2025,2025 Arizona Presidents Cup
19922997,Phoenix Premier FC 14B Black,CCV STARS 14 Boys White PEO,Phoenix Premier FC 14B Black,,Unmatched team(s),4/12/2025,2025 Arizona Presidents Cup
18561882,14B OMolina,Phoenix Premier FC 14B Black,,Phoenix Premier FC 14B Black,Unmatched team(s),3/2/2025,2024-25 MaxinMotion Open League Season 2
18561875,15B NMarkette,Phoenix Premier FC 14B Black,,Phoenix Premier FC 14B Black,Unmatched team(s),2/8/2025,2024-25 MaxinMotion Open League Season 2
19923017,15B NMarkette,2014 Boys Yellow,,2014 Boys Yellow,Unmatched team(s),4/26/2025,2025 Arizona Presidents Cup
19922987,CCV STARS 14 Boys Orange LAV,2014 Boys Yellow,,2014 Boys Yellow,Unmatched team(s),4/12/2025,2025 Arizona Presidents Cup
18569634,2014 Boys Yellow,U-11 (2014) Boys Pre Academy,2014 Boys Yellow,,Unmatched team(s),3/19/2025,2024-25 MaxinMotion Open League Season 2
19826522,Next Level Soccer Northwest 2015 Boys Red,2014 Boys Yellow,,2014 Boys Yellow,Unmatched team(s),3/15/2025,INFERNO CUP 2025
18653789,Playmaker Futbol Academy 14B White,2014 Boys Yellow,,2014 Boys Yellow,Unmatched team(s),1/19/2025,North Scottsdale Sandsharks Invitational 2025
17064556,U-11 (2014) Boys Pre Academy,2014 Boys Yellow,,2014 Boys Yellow,Unmatched team(s),11/2/2024,2024-25 MaxinMotion Open League Season 1
19923015,CCV STARS 14 Boys Orange LAV,Madison FC 14 Blue Boys,,Madison FC 14 Blue Boys,Unmatched team(s),4/26/2025,2025 Arizona Presidents Cup
19923001,Madison FC 14 Blue Boys,15B NMarkette,Madison FC 14 Blue Boys,,Unmatched team(s),4/13/2025,2025 Arizona Presidents Cup
20071315,Madison FC 2015 Boys Gold,Madison FC 14 Blue Boys,,Madison FC 14 Blue Boys,Unmatched team(s),3/22/2025,2025 Phoenix Cup - Boys Weekend
20071318,AZ Arsenal 15 Boys Teal 1 JZ,Madison FC 14 Blue Boys,,Madison FC 14 Blue Boys,Unmatched team(s),3/22/2025,2025 Phoenix Cup - Boys Weekend
18158509,Playmaker Futbol Academy 14B White,Madison FC 14 Blue Boys,,Madison FC 14 Blue Boys,Unmatched team(s),11/9/2024,Kick for the Cure 2024
22366393,PRFC Scottsdale 14B Predator,Atletico Tuzos Guerrero 2014,PRFC Scottsdale 14B Predator,,Unmatched team(s),9/7/2025,FSC Champions Cup (Boys - 2025)
19923021,U-11 (2014) Boys Pre Academy,PRFC Scottsdale 14B Predator,,PRFC Scottsdale 14B Predator,Unmatched team(s),4/26/2025,2025 Arizona Presidents Cup
20071316,PRFC Scottsdale 14B Predator,BRAZAS FC 2015 Boys Black,PRFC Scottsdale 14B Predator,,Unmatched team(s),3/22/2025,2025 Phoenix Cup - Boys Weekend
18996485,CCV STARS 14 Boys White PEO,PRFC Scottsdale 14B Predator,,PRFC Scottsdale 14B Predator,Unmatched team(s),2/22/2025,2025 Max Shacknai Invitational
18996477,PRFC Scottsdale 14B Predator,Next Level Soccer Southeast 2015 Boys Blue,PRFC Scottsdale 14B Predator,,Unmatched team(s),2/21/2025,2025 Max Shacknai Invitational
18569665,PRFC Scottsdale 14B Predator,AZ Arsenal 15 Boys Teal 1 JZ,PRFC Scottsdale 14B Predator,,Unmatched team(s),1/11/2025,2024-25 MaxinMotion Open League Season 2
17980022,PRFC Scottsdale 14B Predator,14B Bratcher,PRFC Scottsdale 14B Predator,,Unmatched team(s),10/27/2024,Phoenix Rising Fall Classic 2024
17980014,Playmaker Futbol Academy 14B White,PRFC Scottsdale 14B Predator,,PRFC Scottsdale 14B Predator,Unmatched team(s),10/25/2024,Phoenix Rising Fall Classic 2024
22676527,Chelsea 13B,14 Pre-MLSN #2,,14 Pre-MLSN #2,Unmatched team(s),9/21/2025,46th Annual Wolfgang Weber FC Tucson Cup
22676518,U-13 (2013) Boys Yuma Academy,14 Pre-MLSN #2,,14 Pre-MLSN #2,Unmatched team(s),9/20/2025,46th Annual Wolfgang Weber FC Tucson Cup
22676525,14 Pre-MLSN #2,FC Tucson Youth 13B NL,14 Pre-MLSN #2,,Unmatched team(s),9/19/2025,46th Annual Wolfgang Weber FC Tucson Cup
22380967,14 Pre-MLSN #2,Phoenix United 2015 Elite,14 Pre-MLSN #2,,Unmatched team(s),8/31/2025,Phoenix Rising Cup 2025
19916701,14B JCFresquez Pre-MLS Next,14 Pre-MLSN #2,,14 Pre-MLSN #2,Unmatched team(s),4/12/2025,2025 Arizona Presidents Cup
20040820,14 ECNL #1,14 Pre-MLSN #2,,14 Pre-MLSN #2,Unmatched team(s),4/6/2025,CDO Challenge Cup 2025
19825981,14 Pre-MLSN #2,14 ECNL #1,14 Pre-MLSN #2,,Unmatched team(s),3/15/2025,PCJSL 2025 U9 - 19 Pima Cup Friendlies
16745216,CCV STARS 14 Boys Orange LAV,14 Pre-MLSN #2,,14 Pre-MLSN #2,Unmatched team(s),3/1/2025,2024-2025 ASA Advanced Leagues
18940765,14 ECNL #1,14 Pre-MLSN #2,,14 Pre-MLSN #2,Unmatched team(s),2/16/2025,2025 RSL Jacobs Classic
16745232,14 Pre-MLSN #2,14B Flores,14 Pre-MLSN #2,,Unmatched team(s),2/2/2025,2024-2025 ASA Advanced Leagues
18662759,14 Pre-MLSN #2,14B OMolina,14 Pre-MLSN #2,,Unmatched team(s),1/18/2025,Fort Lowell Shootout 2025
18181903,Legends FC AZ 14B Gold,14 Pre-MLSN #2,,14 Pre-MLSN #2,Unmatched team(s),11/23/2024,2024 Heritage Cup 
16745245,14 Pre-MLSN #2,14B JCFresquez Pre-MLS Next,14 Pre-MLSN #2,,Unmatched team(s),10/6/2024,2024-2025 ASA Advanced Leagues
16745223,14 Pre-MLSN #2,14 ECNL #1,14 Pre-MLSN #2,,Unmatched team(s),9/29/2024,2024-2025 ASA Advanced Leagues
19923002,PRFC West Valley 14B Pre-Academy,CCV STARS 14 Boys Orange LAV,PRFC West Valley 14B Pre-Academy,,Unmatched team(s),4/13/2025,2025 Arizona Presidents Cup
19922989,15B NMarkette,PRFC West Valley 14B Pre-Academy,,PRFC West Valley 14B Pre-Academy,Unmatched team(s),4/12/2025,2025 Arizona Presidents Cup
19721964,PRFC West Valley 14B Pre-Academy,Next Level Soccer Southeast 2015 Boys Blue,PRFC West Valley 14B Pre-Academy,,Unmatched team(s),3/9/2025,2025 Ostrich Festival
19721956,PRFC West Valley 14B Pre-Academy,Next Level Soccer Southeast 2015 Boys Blue,PRFC West Valley 14B Pre-Academy,,Unmatched team(s),3/7/2025,2025 Ostrich Festival
18569676,PRFC West Valley 14B Pre-Academy,AZ Arsenal 15 Boys Teal 1 JZ,PRFC West Valley 14B Pre-Academy,,Unmatched team(s),2/1/2025,2024-25 MaxinMotion Open League Season 2
18702693,PRFC West Valley 14B Pre-Academy,Playmaker Futbol Academy 14B White,PRFC West Valley 14B Pre-Academy,,Unmatched team(s),1/24/2025,2025 AZ Soccer Clash hosted by Phoenix Premier FC
18438111,PRFC West Valley 14B Pre-Academy,14B OMolina,PRFC West Valley 14B Pre-Academy,,Unmatched team(s),12/14/2024,RSL-AZ Holiday Classic 2024
17066093,PRFC West Valley 14B Pre-Academy,LAFC 14 BOYS,PRFC West Valley 14B Pre-Academy,,Unmatched team(s),11/2/2024,2024-25 MaxinMotion Open League Season 1
17858976,AZ Arsenal 14 Boys Teal 2 PJ,PRFC West Valley 14B Pre-Academy,,PRFC West Valley 14B Pre-Academy,Unmatched team(s),10/13/2024,Arsenal Challenge 2024
17371425,PRFC West Valley 14B Pre-Academy,14 ECNL #2,PRFC West Valley 14B Pre-Academy,,Unmatched team(s),8/31/2024,Phoenix Rising Cup 2024
20473609,Next Level Soccer Southeast 2015 Boys Blue,Real Arizona 2014,,Real Arizona 2014,Unmatched team(s),4/27/2025,Schools Out For Summer 2025
20473606,AZ Arsenal 14 Boys AYDP,Real Arizona 2014,,Real Arizona 2014,Unmatched team(s),4/26/2025,Schools Out For Summer 2025
20183327,Playmaker Futbol Academy 14B White,Real Arizona 2014,,Real Arizona 2014,Unmatched team(s),3/30/2025,2025 Arizona Academy Cup | Powered By Rated Sports
18570146,Real Arizona 2014,Playmaker Futbol Academy 14B White,Real Arizona 2014,,Unmatched team(s),2/8/2025,2024-25 MaxinMotion Open League Season 2
18570132,AZ Arsenal 14 Boys Teal 2 AP,Real Arizona 2014,,Real Arizona 2014,Unmatched team(s),2/1/2025,2024-25 MaxinMotion Open League Season 2
18653782,Real Arizona 2014,Playmaker Futbol Academy 14B White,Real Arizona 2014,,Unmatched team(s),1/18/2025,North Scottsdale Sandsharks Invitational 2025
18382628,Real Arizona 2014,AZ Arsenal 14 Boys AYDP,Real Arizona 2014,,Unmatched team(s),12/8/2024,Christmas Angel 2024
18382630,AZSC 14B Azanger,Real Arizona 2014,,Real Arizona 2014,Unmatched team(s),12/8/2024,Christmas Angel 2024
18382620,Real Arizona 2014,Playmaker Futbol Academy 14B White,Real Arizona 2014,,Unmatched team(s),12/7/2024,Christmas Angel 2024
17044430,Real Arizona 2014,AZ Arsenal 14 Boys AYDP,Real Arizona 2014,,Unmatched team(s),10/19/2024,2024-25 MaxinMotion Open League Season 1
17044404,14B Bratcher,Real Arizona 2014,,Real Arizona 2014,Unmatched team(s),9/7/2024,2024-25 MaxinMotion Open League Season 1
21762710,PRFC Southeast Valley 14B Copa,CCV Stars 14 Boys West Orange,,CCV Stars 14 Boys West Orange,Unmatched team(s),9/13/2025,2025-26 MaxinMotion Open League Season 1
22366389,Atletico Tuzos Guerrero 2014,CCV Stars 14 Boys West Orange,,CCV Stars 14 Boys West Orange,Unmatched team(s),9/6/2025,FSC Champions Cup (Boys - 2025)
18071243,CCV Stars 14 Boys West Orange,AZ Arsenal 14 Boys Teal 2 PJ,CCV Stars 14 Boys West Orange,,Unmatched team(s),11/3/2024,2024 Rush Cup 
17069433,CCV Stars 14 Boys West Orange,AZ Arsenal 15 Boys Teal 1 JZ,CCV Stars 14 Boys West Orange,,Unmatched team(s),10/26/2024,2024-25 MaxinMotion Open League Season 1
17069452,CCV Stars 14 Boys West Orange,Playmaker Futbol Academy 14B White,CCV Stars 14 Boys West Orange,,Unmatched team(s),10/12/2024,2024-25 MaxinMotion Open League Season 1
19902859,Pima Surf 2014 B Blue,Pima Surf Academy Boys 15,Pima Surf 2014 B Blue,,Unmatched team(s),3/16/2025,2025 Pima County Surf Challenge
18662778,Pima Surf 2014 B Blue,14 ECNL #1,Pima Surf 2014 B Blue,,Unmatched team(s),1/18/2025,Fort Lowell Shootout 2025
17704538,Pima Surf 2014 B Blue,14 ECNL #2,Pima Surf 2014 B Blue,,Unmatched team(s),9/21/2024,45th Annual Wolfgang Weber FC Tucson Cup (formerly FC Tucson Striker's Cup)
20256863,AZSC 14B Azanger,Southeast 2014 Boys Green,,Southeast 2014 Boys Green,Unmatched team(s),4/19/2025,East Valley Spring Invitational 2025
19606454,14B Jimmy,Southeast 2014 Boys Green,,Southeast 2014 Boys Green,Unmatched team(s),3/8/2025,2025 Ostrich Festival
18969227,Madison FC 2015 Boys Gold,Southeast 2014 Boys Green,,Southeast 2014 Boys Green,Unmatched team(s),2/9/2025,Desert Classic 2025
18560527,AZ Arsenal 14 Boys AYDP,Southeast 2014 Boys Green,,Southeast 2014 Boys Green,Unmatched team(s),1/5/2025,Inside Classic 2025
18560536,AZ Arsenal 14 Boys Teal 2 PJ,Southeast 2014 Boys Green,,Southeast 2014 Boys Green,Unmatched team(s),1/4/2025,Inside Classic 2025
18560530,Southeast 2014 Boys Green,AZ Arsenal 14 Boys Teal 2 AP,Southeast 2014 Boys Green,,Unmatched team(s),1/3/2025,Inside Classic 2025
18423406,Southeast 2014 Boys Green,Legends FC AZ 14B Gold,Southeast 2014 Boys Green,,Unmatched team(s),12/6/2024,The Open (2024) SuperCopa & SuperCopa+ Qualifier
20040818,14 ECNL #1,14B NL #1,,14B NL #1,Unmatched team(s),4/6/2025,CDO Challenge Cup 2025
20040815,14 ECNL #2,14B NL #1,,14B NL #1,Unmatched team(s),4/5/2025,CDO Challenge Cup 2025
19867472,14B NL #1,U-11 (2014) Boys Pre Academy,14B NL #1,,Unmatched team(s),3/22/2025,2025 Copper State Challenge
18940763,14 ECNL #1,14B NL #1,,14B NL #1,Unmatched team(s),2/16/2025,2025 RSL Jacobs Classic
18940760,14 ECNL #2,14B NL #1,,14B NL #1,Unmatched team(s),2/15/2025,2025 RSL Jacobs Classic
18662775,14B Flores,14B NL #1,,14B NL #1,Unmatched team(s),1/18/2025,Fort Lowell Shootout 2025
17704542,14 ECNL #2,14B NL #1,,14B NL #1,Unmatched team(s),9/22/2024,45th Annual Wolfgang Weber FC Tucson Cup (formerly FC Tucson Striker's Cup)
21763726,AZSC 2014B Pre-NL Premier 2,Havasu Lions FC 14B Castillo,AZSC 2014B Pre-NL Premier 2,,Unmatched team(s),9/20/2025,2025-26 MaxinMotion Open League Season 1
22600464,Las Vegas Sports Academy U12 Boys Black 2014,AZSC 2014B Pre-NL Premier 2,,AZSC 2014B Pre-NL Premier 2,Unmatched team(s),9/13/2025,2025 Cactus Kick Off
21763717,AZSC 2014B Pre-NL Premier 2,PSG 14B Red,AZSC 2014B Pre-NL Premier 2,,Unmatched team(s),9/6/2025,2025-26 MaxinMotion Open League Season 1
19923011,CCV STARS 14 Boys White PEO,AZSC 2014B Pre-NL Premier 2,,AZSC 2014B Pre-NL Premier 2,Unmatched team(s),4/13/2025,2025 Arizona Presidents Cup
20233206,AZSC 2014B Pre-NL Premier 2,Next Level Soccer Southeast 2015 Boys Blue,AZSC 2014B Pre-NL Premier 2,,Unmatched team(s),4/5/2025,Brazas - 2025 Ginga Champions
20233211,AZSC 2014B Pre-NL Premier 2,BRAZAS FC 2015 Boys Black,AZSC 2014B Pre-NL Premier 2,,Unmatched team(s),4/5/2025,Brazas - 2025 Ginga Champions
19867467,Next Level Soccer Southeast 2015 Boys Blue,AZSC 2014B Pre-NL Premier 2,,AZSC 2014B Pre-NL Premier 2,Unmatched team(s),3/22/2025,2025 Copper State Challenge
18570094,LAFC 14 BOYS,AZSC 2014B Pre-NL Premier 2,,AZSC 2014B Pre-NL Premier 2,Unmatched team(s),2/15/2025,2024-25 MaxinMotion Open League Season 2
18382623,AZSC 2014B Pre-NL Premier 2,AZ Arsenal 14 Boys Teal 2 PJ,AZSC 2014B Pre-NL Premier 2,,Unmatched team(s),12/7/2024,Christmas Angel 2024
17072564,AZSC 2014B Pre-NL Premier 2,AZ Arsenal 14 Boys Teal 2 AP,AZSC 2014B Pre-NL Premier 2,,Unmatched team(s),11/17/2024,2024-25 MaxinMotion Open League Season 1
18147021,AZSC 2014B Pre-NL Premier 2,14B Bratcher,AZSC 2014B Pre-NL Premier 2,,Unmatched team(s),11/10/2024,Kick for the Cure 2024
21373820,Schneider Futsal Academy 2015,PRFC Southeast Valley 14B Predator,,PRFC Southeast Valley 14B Predator,Unmatched team(s),7/28/2025,2025 Indoor Soccer League at Arizona Athletic Grounds
21138412,AZSC 2015B Navy,PRFC Southeast Valley 14B Predator,,PRFC Southeast Valley 14B Predator,Unmatched team(s),7/21/2025,2025 Indoor Soccer League at Arizona Athletic Grounds
21311640,REAL AZ,PRFC Southeast Valley 14B Predator,,PRFC Southeast Valley 14B Predator,Unmatched team(s),7/20/2025,Inside Classic Summer 2025
